method,seed_lat,seed_lon,seed_total_s,subgrid_used,selection_reason,quadratic_residual_df,lat_step,lon_step,fft_surface_s,q3_extra_s,q5_extra_s,initializer_wall_s,dataset_id,direction_deg_grid,speed_cells,signal_regime,replicate,true_advec_lat,true_advec_lon,seed_error_euclid,seed_angle_error_deg,seed_norm,true_advec_norm,seed_norm_abs_error,correct_quadrant,seed_error_grid_cells,grid_seed_lat,grid_seed_lon,delta_lat_cells,delta_lon_cells,hessian_condition_cells,hessian_eigenvalue_min_cells,quadratic_residual_rmse
M3_fft_Q3,0.1006605449,-0.2796915554,0.0026664170,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025912500,0.0000751670,0.0000825410,0.0032062090,a292_s4p0_weak_r01,292.5000000000,4.0000000000,weak,1,0.0673522841,-0.2328176422,0.0575030780,3.6589890693,0.2972539511,0.2423641572,0.0548897939,True,1.0614325995,0.0880000000,-0.2520000000,0.2877396573,-0.4395484981,1.7752785607,0.0762915049,0.0010302221
M3_fft_Q5,0.1017796270,-0.2832813038,0.0026737910,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025912500,0.0000751670,0.0000825410,0.0032062090,a292_s4p0_weak_r01,292.5000000000,4.0000000000,weak,1,0.0673522841,-0.2328176422,0.0610886494,3.6280295764,0.3010106137,0.2423641572,0.0586464565,True,1.1197453144,0.0880000000,-0.2520000000,0.3131733403,-0.4965286322,1.6625583796,0.0707977697,0.0061274192
M3_fft,0.0880000000,-0.2520000000,0.0037171670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0037171670,0.0000825000,0.0000812920,0.0043925000,a292_s4p0_weak_r02,292.5000000000,4.0000000000,weak,2,0.0673522841,-0.2328176422,0.0281831691,3.1147918298,0.2669232099,0.2423641572,0.0245590527,True,0.5593925650,,,,,,,
M3_fft_Q3,0.0835512164,-0.2534636462,0.0037996670,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0037171670,0.0000825000,0.0000812920,0.0043925000,a292_s4p0_weak_r02,292.5000000000,4.0000000000,weak,2,0.0673522841,-0.2328176422,0.0262423873,2.1094429623,0.2668794217,0.2423641572,0.0245152645,True,0.4928860697,0.0880000000,-0.2520000000,-0.1011087188,-0.0232324795,2.0070614619,0.1150472631,0.0015862570
M3_fft_Q5,0.0852264004,-0.2533465956,0.0037984590,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0037171670,0.0000825000,0.0000812920,0.0043925000,a292_s4p0_weak_r02,292.5000000000,4.0000000000,weak,2,0.0673522841,-0.2328176422,0.0272198817,2.4583284303,0.2672976558,0.2423641572,0.0249334986,True,0.5207735976,0.0880000000,-0.2520000000,-0.0630363542,-0.0213745326,2.0743803052,0.1056502186,0.0085376458
M3_fft,0.0440000000,-0.2520000000,0.0022986670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022986670,0.0001112500,0.0000912090,0.0029960000,a292_s4p0_weak_r03,292.5000000000,4.0000000000,weak,3,0.0673522841,-0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,0.0439924715,-0.2472602579,0.0024099171,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022986670,0.0001112500,0.0000912090,0.0029960000,a292_s4p0_weak_r03,292.5000000000,4.0000000000,weak,3,0.0673522841,-0.2328176422,0.0274639763,6.0462536947,0.2511433310,0.2423641572,0.0087791738,True,0.5782858511,0.0440000000,-0.2520000000,-0.0001711023,0.0752340014,1.2184083491,0.1403274171,0.0003405790
M3_fft_Q5,0.0446444717,-0.2473276030,0.0023898760,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022986670,0.0001112500,0.0000912090,0.0029960000,a292_s4p0_weak_r03,292.5000000000,4.0000000000,weak,3,0.0673522841,-0.2328176422,0.0269477959,5.9026012497,0.2513246348,0.2423641572,0.0089604776,True,0.5651471233,0.0440000000,-0.2520000000,0.0146470845,0.0741650320,1.2395571092,0.1305888789,0.0051947347
M3_fft,0.0440000000,-0.2520000000,0.0032846250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0032846250,0.0001057080,0.0000930000,0.0039696660,a292_s4p0_weak_r04,292.5000000000,4.0000000000,weak,4,0.0673522841,-0.2328176422,0.0302207218,6.2305508299,0.2558124313,0.2423641572,0.0134482741,True,0.6118721278,,,,,,,
M3_fft_Q3,0.0378857045,-0.2519519404,0.0033903330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0032846250,0.0001057080,0.0000930000,0.0039696660,a292_s4p0_weak_r04,292.5000000000,4.0000000000,weak,4,0.0673522841,-0.2328176422,0.0351340388,7.5833052837,0.2547844322,0.2423641572,0.0124202750,True,0.7353479613,0.0440000000,-0.2520000000,-0.1389612619,0.0007628506,1.2599419701,0.1674412262,0.0012518370
M3_fft_Q5,0.0365838590,-0.2495327601,0.0033776250,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0032846250,0.0001057080,0.0000930000,0.0039696660,a292_s4p0_weak_r04,292.5000000000,4.0000000000,weak,4,0.0673522841,-0.2328176422,0.0350155844,7.7940521095,0.2522002718,0.2423641572,0.0098361146,True,0.7479239311,0.0440000000,-0.2520000000,-0.1685486590,0.0391625381,1.2372593630,0.1623834696,0.0097508392
M3_fft,0.0440000000,0.0000000000,0.0022634580,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022634580,0.0000782920,0.0000832920,0.0029040000,a337_s0p75_strong_r00,337.5000000000,0.7500000000,strong,0,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0315688677,-0.0125009360,0.0023417500,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022634580,0.0000782920,0.0000832920,0.0029040000,a337_s0p75_strong_r00,337.5000000000,0.7500000000,strong,0,0.0304880246,-0.0180817922,0.0056845561,9.0682295738,0.0339538924,0.0354467326,0.0014928402,True,0.0919278302,0.0440000000,0.0000000000,-0.2825257347,-0.1984275551,1.0632028504,0.4344576772,0.0063562057
M3_fft_Q5,0.0320253791,-0.0118747779,0.0023467501,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022634580,0.0000782920,0.0000832920,0.0029040000,a337_s0p75_strong_r00,337.5000000000,0.7500000000,strong,0,0.0304880246,-0.0180817922,0.0063945669,10.3268543040,0.0341560427,0.0354467326,0.0012906899,True,0.1045360256,0.0440000000,0.0000000000,-0.2721504756,-0.1884885377,1.0836079415,0.3785407839,0.0357502034
M3_fft,0.0440000000,0.0000000000,0.0022457080,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022457080,0.0000722500,0.0000824590,0.0028699170,a337_s0p75_strong_r01,337.5000000000,0.7500000000,strong,1,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0256137616,-0.0010624150,0.0023179580,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022457080,0.0000722500,0.0000824590,0.0028699170,a337_s0p75_strong_r01,337.5000000000,0.7500000000,strong,1,0.0304880246,-0.0180817922,0.0177036052,28.2960993195,0.0256357857,0.0354467326,0.0098109469,True,0.2919799977,0.0440000000,0.0000000000,-0.4178690541,-0.0168637303,1.1363081221,0.3488392869,0.0048059602
M3_fft_Q5,0.0253915894,0.0011305362,0.0023281670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022457080,0.0000722500,0.0000824590,0.0028699170,a337_s0p75_strong_r01,337.5000000000,0.7500000000,strong,1,0.0304880246,-0.0180817922,0.0198768009,33.2206247596,0.0254167449,0.0354467326,0.0100299877,False,0.3262135440,0.0440000000,0.0000000000,-0.4229184234,0.0179450193,1.1266935494,0.3073160792,0.0282306428
M3_fft,0.0440000000,0.0000000000,0.0022535420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022535420,0.0000704590,0.0000828330,0.0028733331,a337_s0p75_strong_r02,337.5000000000,0.7500000000,strong,2,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0309231271,-0.0270631184,0.0023240010,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022535420,0.0000704590,0.0000828330,0.0028733331,a337_s0p75_strong_r02,337.5000000000,0.7500000000,strong,2,0.0304880246,-0.0180817922,0.0089918593,10.5203039872,0.0410932131,0.0354467326,0.0056464805,True,0.1429032850,0.0440000000,0.0000000000,-0.2972016573,-0.4295733074,1.1504017172,0.3494416189,0.0063582720
M3_fft_Q5,0.0316694881,-0.0275930038,0.0023363750,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022535420,0.0000704590,0.0000828330,0.0028733331,a337_s0p75_strong_r02,337.5000000000,0.7500000000,strong,2,0.0304880246,-0.0180817922,0.0095843102,10.3937295500,0.0420039324,0.0354467326,0.0065571998,True,0.1533408879,0.0440000000,0.0000000000,-0.2802389065,-0.4379841870,1.1573478752,0.2981582714,0.0361704847
M3_fft,0.0000000000,0.0000000000,0.0025693330,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025693330,0.0000719580,0.0000827090,0.0031953750,a337_s0p75_strong_r03,337.5000000000,0.7500000000,strong,3,0.0304880246,-0.0180817922,0.0354467326,,0.0000000000,0.0354467326,0.0354467326,False,0.7500000000,,,,,,,
M3_fft_Q3,0.0199630256,-0.0226047497,0.0026412910,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025693330,0.0000719580,0.0000827090,0.0031953750,a337_s0p75_strong_r03,337.5000000000,0.7500000000,strong,3,0.0304880246,-0.0180817922,0.0114556862,17.8799098545,0.0301578696,0.0354467326,0.0052888630,True,0.2497459398,0.0000000000,0.0000000000,0.4537051279,-0.3588055501,1.5076800186,0.3233264087,0.0068034695
M3_fft_Q5,0.0182694110,-0.0216546372,0.0026520420,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0025693330,0.0000719580,0.0000827090,0.0031953750,a337_s0p75_strong_r03,337.5000000000,0.7500000000,strong,3,0.0304880246,-0.0180817922,0.0127302686,19.1753423527,0.0283318671,0.0354467326,0.0071148655,True,0.2834275349,0.0000000000,0.0000000000,0.4152138871,-0.3437243997,1.4793435123,0.2844846587,0.0399574057
M3_fft,0.0440000000,0.0000000000,0.0022485420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022485420,0.0000717090,0.0000822500,0.0028814170,a337_s0p75_strong_r04,337.5000000000,0.7500000000,strong,4,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0324651377,-0.0200474552,0.0023202510,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022485420,0.0000717090,0.0000822500,0.0028814170,a337_s0p75_strong_r04,337.5000000000,0.7500000000,strong,4,0.0304880246,-0.0180817922,0.0027879755,1.0243587118,0.0381560693,0.0354467326,0.0027093367,True,0.0547046773,0.0440000000,0.0000000000,-0.2621559618,-0.3182135746,1.1188303733,0.3583540114,0.0068553857
M3_fft_Q5,0.0334990592,-0.0198553302,0.0023307920,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022485420,0.0000717090,0.0000822500,0.0028814170,a337_s0p75_strong_r04,337.5000000000,0.7500000000,strong,4,0.0304880246,-0.0180817922,0.0034945338,0.0154922830,0.0389412519,0.0354467326,0.0034945193,True,0.0739967736,0.0440000000,0.0000000000,-0.2386577460,-0.3151639710,1.0982291783,0.3127813970,0.0342757389
M3_fft,0.0440000000,-0.0630000000,0.0022488750,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022488750,0.0000709580,0.0000913750,0.0028821250,a337_s0p75_reference_r00,337.5000000000,0.7500000000,reference,0,0.0304880246,-0.0180817922,0.0469064907,24.3977939643,0.0768439978,0.0354467326,0.0413972652,True,0.7763089286,,,,,,,
M3_fft_Q3,0.0383796320,-0.0331857435,0.0023198330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022488750,0.0000709580,0.0000913750,0.0028821250,a337_s0p75_reference_r00,337.5000000000,0.7500000000,reference,0,0.0304880246,-0.0180817922,0.0170413266,10.1777427649,0.0507374588,0.0354467326,0.0152907262,True,0.2994092563,0.0440000000,-0.0630000000,-0.1277356364,0.4732421666,1.1297856503,0.2344232271,0.0037363224
M3_fft_Q5,0.0385417030,-0.0359868475,0.0023402500,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022488750,0.0000709580,0.0000913750,0.0028821250,a337_s0p75_reference_r00,337.5000000000,0.7500000000,reference,0,0.0304880246,-0.0180817922,0.0196329504,12.3653878143,0.0527305989,0.0354467326,0.0172838663,True,0.3380483855,0.0440000000,-0.0630000000,-0.1240522039,0.4287801989,1.1155398928,0.2165996405,0.0202268268
M3_fft,0.0440000000,0.0000000000,0.0022470840,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022470840,0.0000695840,0.0000815419,0.0028792500,a337_s0p75_reference_r01,337.5000000000,0.7500000000,reference,1,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0287649457,-0.0054194544,0.0023166680,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022470840,0.0000695840,0.0000815419,0.0028792500,a337_s0p75_reference_r01,337.5000000000,0.7500000000,reference,1,0.0304880246,-0.0180817922,0.0127790375,20.0015400858,0.0292710196,0.0354467326,0.0061757130,True,0.2047690147,0.0440000000,0.0000000000,-0.3462512333,-0.0860230853,1.3194881000,0.2426645545,0.0034061331
M3_fft_Q5,0.0288782706,-0.0037547863,0.0023286259,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022470840,0.0000695840,0.0000815419,0.0028792500,a337_s0p75_reference_r01,337.5000000000,0.7500000000,reference,1,0.0304880246,-0.0180817922,0.0144171566,23.2631641702,0.0291213484,0.0354467326,0.0063253842,True,0.2303368469,0.0440000000,0.0000000000,-0.3436756691,-0.0595997832,1.3635549593,0.2093270098,0.0209284614
M3_fft,0.0440000000,0.0000000000,0.0022830420,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022830420,0.0000900410,0.0000853750,0.0029425420,a337_s0p75_reference_r02,337.5000000000,0.7500000000,reference,2,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0394190544,-0.0180134602,0.0023730830,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022830420,0.0000900410,0.0000853750,0.0029425420,a337_s0p75_reference_r02,337.5000000000,0.7500000000,reference,2,0.0304880246,-0.0180817922,0.0089312912,6.1121277304,0.0433398961,0.0354467326,0.0078931635,True,0.2029808480,0.0440000000,0.0000000000,-0.1041124005,-0.2859279398,1.3322421440,0.2852912433,0.0054151068
M3_fft_Q5,0.0402497580,-0.0160712533,0.0023684170,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022830420,0.0000900410,0.0000853750,0.0029425420,a337_s0p75_reference_r02,337.5000000000,0.7500000000,reference,2,0.0304880246,-0.0180817922,0.0099666296,8.9050258665,0.0433396839,0.0354467326,0.0078929513,True,0.2241411263,0.0440000000,0.0000000000,-0.0852327728,-0.2550992592,1.3784441046,0.2483568904,0.0270360030
M3_fft,0.0440000000,0.0000000000,0.0022361660,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022361660,0.0000715410,0.0000809580,0.0028483330,a337_s0p75_reference_r03,337.5000000000,0.7500000000,reference,3,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0407788410,-0.0262441290,0.0023077070,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022361660,0.0000715410,0.0000809580,0.0028483330,a337_s0p75_reference_r03,337.5000000000,0.7500000000,reference,3,0.0304880246,-0.0180817922,0.0131348637,2.0929380940,0.0484940014,0.0354467326,0.0130472689,True,0.2673703543,0.0440000000,0.0000000000,-0.0732081597,-0.4165734755,1.5371018354,0.2236781829,0.0023543084
M3_fft_Q5,0.0415451886,-0.0281626143,0.0023171240,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022361660,0.0000715410,0.0000809580,0.0028483330,a337_s0p75_reference_r03,337.5000000000,0.7500000000,reference,3,0.0304880246,-0.0180817922,0.0149627488,3.4612553904,0.0501909907,0.0354467326,0.0147442581,True,0.2979185388,0.0440000000,0.0000000000,-0.0557911673,-0.4470256245,1.5010129795,0.2015515067,0.0172584788
M3_fft,0.0440000000,0.0000000000,0.0022671250,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022671250,0.0000743750,0.0000827910,0.0028871250,a337_s0p75_reference_r04,337.5000000000,0.7500000000,reference,4,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0401123461,-0.0111155816,0.0023415000,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022671250,0.0000743750,0.0000827910,0.0028871250,a337_s0p75_reference_r04,337.5000000000,0.7500000000,reference,4,0.0304880246,-0.0180817922,0.0118808945,15.1826184904,0.0416239890,0.0354467326,0.0061772564,True,0.2450950764,0.0440000000,0.0000000000,-0.0883557708,-0.1764378027,1.2978073074,0.2566385323,0.0039432195
M3_fft_Q5,0.0412463934,-0.0113709477,0.0023499160,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022671250,0.0000743750,0.0000827910,0.0028871250,a337_s0p75_reference_r04,337.5000000000,0.7500000000,reference,4,0.0304880246,-0.0180817922,0.0126798239,15.2586186941,0.0427850840,0.0354467326,0.0073383515,True,0.2667042273,0.0440000000,0.0000000000,-0.0625819691,-0.1804912327,1.3066284045,0.2311734501,0.0200132481
M3_fft,0.0440000000,-0.0630000000,0.0022432080,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022432080,0.0000755000,0.0000821250,0.0028590000,a337_s0p75_weak_r00,337.5000000000,0.7500000000,weak,0,0.0304880246,-0.0180817922,0.0469064907,24.3977939643,0.0768439978,0.0354467326,0.0413972652,True,0.7763089286,,,,,,,
M3_fft_Q3,0.0528896000,-0.0685806799,0.0023187080,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022432080,0.0000755000,0.0000821250,0.0028590000,a337_s0p75_weak_r00,337.5000000000,0.7500000000,weak,0,0.0304880246,-0.0180817922,0.0552446218,21.6892276686,0.0866061166,0.0354467326,0.0511593840,True,0.9495914422,0.0440000000,-0.0630000000,0.2020363625,-0.0885822201,1.1522768401,0.1353225869,0.0040159264
M3_fft_Q5,0.0538495838,-0.0677368745,0.0023253330,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022432080,0.0000755000,0.0000821250,0.0028590000,a337_s0p75_weak_r00,337.5000000000,0.7500000000,weak,0,0.0304880246,-0.0180817922,0.0548761301,20.8446700712,0.0865335880,0.0354467326,0.0510868554,True,0.9503280259,0.0440000000,-0.0630000000,0.2238541770,-0.0751884844,1.0995016885,0.1275938794,0.0126904568
M3_fft,0.0440000000,-0.0630000000,0.0022745830,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022745830,0.0000705000,0.0000815410,0.0028817500,a337_s0p75_weak_r01,337.5000000000,0.7500000000,weak,1,0.0304880246,-0.0180817922,0.0469064907,24.3977939643,0.0768439978,0.0354467326,0.0413972652,True,0.7763089286,,,,,,,
M3_fft_Q3,0.0444796104,-0.0705520982,0.0023450830,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022745830,0.0000705000,0.0000815410,0.0028817500,a337_s0p75_weak_r01,337.5000000000,0.7500000000,weak,1,0.0304880246,-0.0180817922,0.0543037520,27.0993266244,0.0834028434,0.0354467326,0.0479561108,True,0.8915027332,0.0440000000,-0.0630000000,0.0109002355,-0.1198745739,1.2743794867,0.1352630226,0.0031277175
M3_fft_Q5,0.0445776581,-0.0685535072,0.0023561239,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022745830,0.0000705000,0.0000815410,0.0028817500,a337_s0p75_weak_r01,337.5000000000,0.7500000000,weak,1,0.0304880246,-0.0180817922,0.0524014484,26.2943605896,0.0817725563,0.0354467326,0.0463258237,True,0.8627646277,0.0440000000,-0.0630000000,0.0131285939,-0.0881509084,1.2892480088,0.1224830168,0.0149157804
M3_fft,0.0440000000,0.0000000000,0.0022404580,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022404580,0.0000721660,0.0000818750,0.0028583750,a337_s0p75_weak_r02,337.5000000000,0.7500000000,weak,2,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0394278690,0.0185210420,0.0023126240,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022404580,0.0000721660,0.0000818750,0.0028583750,a337_s0p75_weak_r02,337.5000000000,0.7500000000,weak,2,0.0304880246,-0.0180817922,0.0376787511,55.8328223579,0.0435612884,0.0354467326,0.0081145558,False,0.6154992734,0.0440000000,0.0000000000,-0.1039120682,0.2939847932,1.1128863117,0.1191216858,0.0016764369
M3_fft_Q5,0.0392551676,0.0205792668,0.0023223330,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022404580,0.0000721660,0.0000818750,0.0028583750,a337_s0p75_weak_r02,337.5000000000,0.7500000000,weak,2,0.0304880246,-0.0180817922,0.0396426573,58.3367525006,0.0443223917,0.0354467326,0.0088756591,False,0.6452052270,0.0440000000,0.0000000000,-0.1078370993,0.3266550286,1.1440191778,0.1096303661,0.0068317224
M3_fft,0.0000000000,-0.0630000000,0.0022886670,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022886670,0.0000942090,0.0000889580,0.0029599590,a337_s0p75_weak_r03,337.5000000000,0.7500000000,weak,3,0.0304880246,-0.0180817922,0.0542877982,59.3287312654,0.0630000000,0.0354467326,0.0275532674,False,0.9942207257,,,,,,,
M3_fft_Q3,0.0146049782,-0.0396926188,0.0023828760,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022886670,0.0000942090,0.0000889580,0.0029599590,a337_s0p75_weak_r03,337.5000000000,0.7500000000,weak,3,0.0304880246,-0.0180817922,0.0268197500,39.1275386525,0.0422943184,0.0354467326,0.0068475859,True,0.4979701224,0.0000000000,-0.0630000000,0.3319313225,0.3699584323,1.3815390189,0.0750726966,0.0011468969
M3_fft_Q5,0.0134503432,-0.0339890797,0.0023776250,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022886670,0.0000942090,0.0000889580,0.0029599590,a337_s0p75_weak_r03,337.5000000000,0.7500000000,weak,3,0.0304880246,-0.0180817922,0.0233093196,37.7387658440,0.0365536492,0.0354467326,0.0011069166,True,0.4622703737,0.0000000000,-0.0630000000,0.3056896192,0.4604907987,1.2890563660,0.0715808002,0.0090184177
M3_fft,0.0440000000,0.0000000000,0.0022875000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0022875000,0.0000868750,0.0000882500,0.0029720840,a337_s0p75_weak_r04,337.5000000000,0.7500000000,weak,4,0.0304880246,-0.0180817922,0.0225726536,30.6712687346,0.0440000000,0.0354467326,0.0085532674,False,0.4203340353,,,,,,,
M3_fft_Q3,0.0317513071,0.0158785643,0.0023743750,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0022875000,0.0000868750,0.0000882500,0.0029720840,a337_s0p75_weak_r04,337.5000000000,0.7500000000,weak,4,0.0304880246,-0.0180817922,0.0339838446,57.2405217413,0.0355003424,0.0354467326,0.0000536098,False,0.5398173356,0.0440000000,0.0000000000,-0.2783793830,0.2520407034,1.5040071115,0.0881200820,0.0017546135
M3_fft_Q5,0.0327772010,0.0148828198,0.0023757500,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0022875000,0.0000868750,0.0000882500,0.0029720840,a337_s0p75_weak_r04,337.5000000000,0.7500000000,weak,4,0.0304880246,-0.0180817922,0.0330440006,55.0921732858,0.0359978226,0.0354467326,0.0005510900,False,0.5258279677,0.0440000000,0.0000000000,-0.2550636141,0.2362352354,1.5182400471,0.0846763493,0.0074599253
M3_fft,0.0880000000,-0.0630000000,0.0039862080,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0039862080,0.0000898330,0.0000889590,0.0046415420,a337_s2p0_strong_r00,337.5000000000,2.0000000000,strong,0,0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0765139529,-0.0399219129,0.0040760410,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0039862080,0.0000898330,0.0000889590,0.0046415420,a337_s2p0_strong_r00,337.5000000000,2.0000000000,strong,0,0.0813013989,-0.0482181125,0.0095784428,3.1175215268,0.0863026310,0.0945246202,0.0082219892,True,0.1708209065,0.0880000000,-0.0630000000,-0.2610465245,0.3663188436,1.0539940766,0.3908721764,0.0043210686
M3_fft_Q5,0.0766061884,-0.0384099306,0.0040751670,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0039862080,0.0000898330,0.0000889590,0.0046415420,a337_s2p0_strong_r00,337.5000000000,2.0000000000,strong,0,0.0813013989,-0.0482181125,0.0108740716,4.0423286328,0.0856961544,0.0945246202,0.0088284659,True,0.1887454181,0.0880000000,-0.0630000000,-0.2589502633,0.3903185620,1.0560080321,0.3404100740,0.0280537101
M3_fft,0.0880000000,-0.0630000000,0.0029933340,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0029933340,0.0000785000,0.0000840410,0.0036342910,a337_s2p0_strong_r01,337.5000000000,2.0000000000,strong,1,0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0822623923,-0.0505733305,0.0030718340,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0029933340,0.0000785000,0.0000840410,0.0036342910,a337_s2p0_strong_r01,337.5000000000,2.0000000000,strong,1,0.0813013989,-0.0482181125,0.0025437296,0.9111289797,0.0965648121,0.0945246202,0.0020401919,True,0.0432968020,0.0880000000,-0.0630000000,-0.1304001757,0.1972487227,1.2943314587,0.3574949679,0.0055808764
M3_fft_Q5,0.0829964065,-0.0510013558,0.0030773749,True,accepted,19.0000000000,0.0440000000,0.0630000000,0.0029933340,0.0000785000,0.0000840410,0.0036342910,a337_s2p0_strong_r01,337.5000000000,2.0000000000,strong,1,0.0813013989,-0.0482181125,0.0032587566,0.8994883323,0.0974142792,0.0945246202,0.0028896590,True,0.0586152782,0.0880000000,-0.0630000000,-0.1137180331,0.1904546692,1.2944699926,0.3089503693,0.0325552155
M3_fft,0.0880000000,-0.0630000000,0.0025830000,False,discrete_fft_argmin,,0.0440000000,0.0630000000,0.0025830000,0.0000738330,0.0000816250,0.0031942080,a337_s2p0_strong_r02,337.5000000000,2.0000000000,strong,2,0.0813013989,-0.0482181125,0.0162288464,4.9279512244,0.1082266141,0.0945246202,0.0137019939,True,0.2796962825,,,,,,,
M3_fft_Q3,0.0799245814,-0.0462022865,0.0026568330,True,accepted,3.0000000000,0.0440000000,0.0630000000,0.0025830000,0.0000738330,0.0000816250,0.0031942080,a337_s2p0_strong_r02,337.5000000000,2.0000000000,strong,2,0.0813013989,-0.0482181125,0.0024411433,0.6401977382,0.0923178747,0.0945246202,0.0022067455,True,0.0447545423,0.0880000000,-0.0630000000,-0.1835322416,0.2666303724,1.2127686909,0.4332458633,0.0055201224
