day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_may9,18033,0.03,100,21.197,1.267,1.635,0.026,-0.162,0.172,4.814,198194.371,24625.73142004013,701
2024-07-2,Vecc_may9,18033,0.03,100,21.808,0.893,1.415,-0.02,-0.237,0.187,3.548,253849.018,23866.313829898834,701
2024-07-3,Vecc_may9,18033,0.03,100,29.352,0.876,0.983,-0.057,-0.247,0.199,4.921,241088.349,23663.958747148514,701
2024-07-4,Vecc_may9,18033,0.03,100,26.998,1.899,2.729,-0.03,-0.081,0.106,5.212,192663.653,16939.942052602768,501
2024-07-5,Vecc_may9,18033,0.03,100,23.597,0.952,1.24,0.082,-0.206,0.179,4.405,224950.911,20309.926102399826,601
2024-07-6,Vecc_may9,18033,0.03,100,20.239,1.2,2.229,0.087,-0.172,0.179,6.123,218478.83,23753.755607366562,701
2024-07-7,Vecc_may9,18033,0.03,100,23.083,1.081,2.695,0.003,-0.286,0.138,6.211,201359.638,6917.117685556412,101
2024-07-8,Vecc_may9,18033,0.03,100,21.246,1.48,1.529,-0.15,-0.229,0.173,4.639,182786.171,44709.2924349308,701
2024-07-9,Vecc_may9,18033,0.03,100,14.32,1.645,1.939,0.024,-0.208,0.191,3.535,165462.185,51659.29187989235,801
2024-07-10,Vecc_may9,18033,0.03,100,13.939,2.036,3.214,0.052,-0.114,0.14,3.686,161241.516,39869.326028347015,601
2024-07-11,Vecc_may9,18033,0.03,100,20.53,2.766,3.713,-0.007,-0.047,0.102,2.74,133676.551,32137.152704954147,501
2024-07-12,Vecc_may9,18033,0.03,100,19.266,2.212,3.312,-0.1,-0.073,0.102,3.001,144354.615,32119.636669635773,501
2024-07-13,Vecc_may9,18033,0.03,100,23.815,2.58,2.828,-0.069,-0.009,0.091,2.991,149803.377,20956.38929247856,601
2024-07-14,Vecc_may9,18033,0.03,100,23.846,4.17,5.787,-0.079,-0.136,0.085,2.266,146064.514,14716.631856441498,401
2024-07-15,Vecc_may9,18033,0.03,100,26.765,2.502,3.489,-0.112,0.016,0.116,3.376,172115.39,21145.341868400574,601
2024-07-16,Vecc_may9,18033,0.03,100,37.487,2.917,4.442,-0.099,-0.025,0.093,3.513,156101.174,10447.158398389816,301
2024-07-17,Vecc_may9,18033,0.03,100,34.868,2.397,3.701,-0.109,-0.124,0.097,3.551,165410.356,13887.871569156647,401
2024-07-18,Vecc_may9,18033,0.03,100,28.182,2.662,3.855,0.007,-0.184,0.103,4.202,167651.763,13936.057859659195,401
2024-07-19,Vecc_may9,18033,0.03,100,25.79,2.291,2.833,-0.089,-0.186,0.138,3.565,162939.599,13231.62685751915,401
2024-07-20,Vecc_may9,18033,0.03,100,20.696,2.094,2.942,-0.031,-0.426,0.139,4.851,181366.526,16206.251681804657,501

2024-07-25,Vecc_may9,18033,0.03,100,20.159,1.989,3.847,-0.005,-0.151,0.118,2.916,220103.161,31577.04705429077,901
2024-07-26,Vecc_may9,18033,0.03,100,26.0,2.115,3.666,0.001,-0.089,0.112,3.503,195750.487,27857.207661151886,801
2024-07-27,Vecc_may9,18033,0.03,100,25.268,2.735,3.891,0.055,-0.145,0.085,4.201,175451.92,21177.112494707108,601
2024-07-28,Vecc_may9,18033,0.03,100,15.243,2.866,3.537,0.022,-0.026,0.074,3.611,162079.784,21141.65187573433,601
2024-07-29,Vecc_may9,18033,0.03,100,15.155,3.157,4.23,0.012,-0.002,0.072,1.614,143751.111,21368.332513332367,601
2024-07-30,Vecc_may9,18033,0.03,100,13.295,6.81,5.205,0.036,0.014,0.053,3.382,171396.022,21548.169803857803,601
