maxmin_block_rank,local_eigen_rank,y2,expected_increment,n_scores,n_hours,conditional_eigenvalue_mean,conditional_eigenvalue_median,leverage_mean,index,order_key,cumsum_y2,expected,frac_index,scaled_cumsum,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
0,1,12.593129,7.889741,8,8,69.345556,75.594527,0.013782,1,1,12.593129,7.889741,0.000059,0.000094,0.000059,-694.641352,710.420835,-0.005192,0.005310
0,2,7.146762,7.999183,8,8,14.722476,15.917201,0.000102,2,2,19.739891,15.888924,0.000119,0.000148,0.000119,-686.642169,718.420018,-0.005132,0.005370
0,3,10.231111,7.998716,8,8,12.720729,15.547941,0.000160,3,3,29.971002,23.887641,0.000179,0.000224,0.000179,-678.643453,726.418734,-0.005072,0.005429
0,4,8.119883,7.999828,8,8,6.511119,7.244821,0.000021,4,4,38.090884,31.887469,0.000238,0.000285,0.000238,-670.643625,734.418563,-0.005013,0.005489
0,5,3.694202,7.996357,8,8,5.268366,5.853158,0.000455,5,5,41.785086,39.883826,0.000298,0.000312,0.000298,-662.647268,742.414919,-0.004953,0.005549
0,6,2.595045,6.999628,7,7,5.029628,5.394897,0.000053,6,6,44.380131,46.883454,0.000350,0.000332,0.000350,-655.647640,749.414548,-0.004900,0.005601
0,7,5.491034,6.999948,7,7,3.942749,4.013542,0.000007,7,7,49.871166,53.883402,0.000403,0.000373,0.000403,-648.647692,756.414496,-0.004848,0.005654
0,8,1.044665,6.999962,7,7,3.659451,3.962048,0.000005,8,8,50.915831,60.883364,0.000455,0.000381,0.000455,-641.647730,763.414458,-0.004796,0.005706
0,9,7.822312,6.999978,7,7,3.102499,3.231147,0.000003,9,9,58.738143,67.883342,0.000507,0.000439,0.000507,-634.647752,770.414435,-0.004743,0.005758
0,10,5.573839,5.999974,6,6,3.086600,3.144939,0.000004,10,10,64.311982,73.883316,0.000552,0.000481,0.000552,-628.647778,776.414410,-0.004699,0.005803
0,11,5.751100,5.999863,6,6,2.883104,2.961759,0.000023,11,11,70.063083,79.883179,0.000597,0.000524,0.000597,-622.647915,782.414273,-0.004654,0.005848
0,12,7.940917,4.999990,5,5,2.843372,2.846455,0.000002,12,12,78.004000,84.883169,0.000634,0.000583,0.000634,-617.647925,787.414263,-0.004616,0.005885
0,13,6.862080,4.999988,5,5,2.736683,2.769800,0.000002,13,13,84.866080,89.883157,0.000672,0.000634,0.000672,-612.647937,792.414251,-0.004579,0.005923
0,14,15.665619,4.999999,5,5,2.471412,2.454236,0.000000,14,14,100.531699,94.883156,0.000709,0.000751,0.000709,-607.647938,797.414250,-0.004542,0.005960
0,15,9.946213,4.999997,5,5,2.401358,2.435701,0.000001,15,15,110.477911,99.883153,0.000747,0.000826,0.000747,-602.647941,802.414247,-0.004504,0.005997
0,16,6.979415,4.999997,5,5,2.157676,2.216540,0.000001,16,16,117.457326,104.883150,0.000784,0.000878,0.000784,-597.647944,807.414244,-0.004467,0.006035
1,1,4.535220,4.842604,5,5,60.419063,68.661283,0.031479,17,17,121.992547,109.725754,0.000820,0.000912,0.000820,-592.805340,812.256848,-0.004431,0.006071
1,2,1.895237,4.999496,5,5,8.596701,9.658642,0.000101,18,18,123.887784,114.725250,0.000857,0.000926,0.000857,-587.805844,817.256344,-0.004393,0.006108
1,3,1.959292,3.998538,4,4,6.850716,6.556121,0.000366,19,19,125.847075,118.723788,0.000887,0.000941,0.000887,-583.807306,821.254882,-0.004363,0.006138
1,4,1.399440,3.998720,4,4,3.958372,3.809432,0.000320,20,20,127.246516,122.722508,0.000917,0.000951,0.000917,-579.808586,825.253602,-0.004334,0.006168
1,5,3.513560,2.999685,3,3,3.875967,3.909124,0.000105,21,21,130.760075,125.722193,0.000940,0.000977,0.000940,-576.808901,828.253286,-0.004311,0.006191
1,6,0.766878,1.999874,2,2,3.574271,3.574271,0.000063,22,22,131.526953,127.722067,0.000955,0.000983,0.000955,-574.809027,830.253160,-0.004296,0.006205
1,7,1.680575,1.999989,2,2,3.146747,3.146747,0.000006,23,23,133.207528,129.722056,0.000970,0.000996,0.000970,-572.809038,832.253149,-0.004281,0.006220
1,8,0.137449,1.999987,2,2,2.956044,2.956044,0.000006,24,24,133.344977,131.722043,0.000985,0.000997,0.000985,-570.809051,834.253136,-0.004266,0.006235
1,9,1.906897,1.999954,2,2,2.643937,2.643937,0.000023,25,25,135.251874,133.721997,0.000999,0.001011,0.000999,-568.809097,836.253090,-0.004251,0.006250
1,10,0.036731,0.999985,1,1,2.763551,2.763551,0.000015,26,26,135.288605,134.721982,0.001007,0.001011,0.001007,-567.809112,837.253076,-0.004244,0.006258
1,11,0.057243,0.999999,1,1,1.878407,1.878407,0.000001,27,27,135.345847,135.721981,0.001014,0.001012,0.001014,-566.809112,838.253075,-0.004236,0.006265
2,1,4.288674,7.889075,8,8,89.931839,75.404930,0.013866,28,28,139.634521,143.611056,0.001073,0.001044,0.001073,-558.920037,846.142150,-0.004177,0.006324
2,2,7.210953,7.999681,8,8,16.313613,16.107934,0.000040,29,29,146.845475,151.610738,0.001133,0.001098,0.001133,-550.920356,854.141831,-0.004118,0.006384
2,3,9.952441,7.998607,8,8,15.033020,15.683958,0.000174,30,30,156.797915,159.609345,0.001193,0.001172,0.001193,-542.921749,862.140439,-0.004058,0.006444
2,4,12.463797,7.999787,8,8,7.217602,7.274311,0.000027,31,31,169.261712,167.609132,0.001253,0.001265,0.001253,-534.921962,870.140226,-0.003998,0.006504
2,5,18.970123,7.994394,8,8,5.877276,5.901473,0.000701,32,32,188.231835,175.603527,0.001312,0.001407,0.001312,-526.927567,878.134620,-0.003938,0.006563
