maxmin_block_rank,local_eigen_rank,y2,expected_increment,n_scores,n_hours,conditional_eigenvalue_mean,conditional_eigenvalue_median,leverage_mean,index,order_key,cumsum_y2,expected,frac_index,scaled_cumsum,scaled_expected,band_lower,band_upper,scaled_band_lower,scaled_band_upper
0,1,11.896478,7.937161,8,8,72.658796,81.432404,0.007855,1,1,11.896478,7.937161,0.000059,0.000089,0.000059,-694.593933,710.468255,-0.005192,0.005310
0,2,6.713685,7.999438,8,8,14.148889,15.211605,0.000070,2,2,18.610163,15.936599,0.000119,0.000139,0.000119,-686.594495,718.467692,-0.005132,0.005370
0,3,12.070090,7.999353,8,8,12.184758,14.851692,0.000081,3,3,30.680252,23.935952,0.000179,0.000229,0.000179,-678.595142,726.467046,-0.005072,0.005430
0,4,8.339023,7.999865,8,8,6.092396,6.707485,0.000017,4,4,39.019275,31.935817,0.000239,0.000292,0.000239,-670.595277,734.466910,-0.005012,0.005490
0,5,3.557766,7.997182,8,8,5.002082,5.474108,0.000352,5,5,42.577041,39.932999,0.000298,0.000318,0.000298,-662.598095,742.464093,-0.004952,0.005549
0,6,2.801783,6.999758,7,7,4.782163,5.093225,0.000035,6,6,45.378824,46.932757,0.000351,0.000339,0.000351,-655.598337,749.463851,-0.004900,0.005602
0,7,5.412799,6.999971,7,7,3.848791,3.894766,0.000004,7,7,50.791623,53.932728,0.000403,0.000380,0.000403,-648.598365,756.463822,-0.004848,0.005654
0,8,1.324428,6.999975,7,7,3.614562,3.860308,0.000004,8,8,52.116051,60.932704,0.000455,0.000390,0.000455,-641.598390,763.463797,-0.004795,0.005706
0,9,6.606342,6.999985,7,7,3.141540,3.233337,0.000002,9,9,58.722393,67.932688,0.000508,0.000439,0.000508,-634.598405,770.463782,-0.004743,0.005759
0,10,5.921472,5.999987,6,6,3.143769,3.208360,0.000002,10,10,64.643865,73.932676,0.000553,0.000483,0.000553,-628.598418,776.463770,-0.004698,0.005803
0,11,5.904824,5.999909,6,6,2.972905,3.032294,0.000015,11,11,70.548689,79.932585,0.000597,0.000527,0.000597,-622.598509,782.463678,-0.004653,0.005848
0,12,7.457982,4.999990,5,5,2.931259,2.926804,0.000002,12,12,78.006671,84.932575,0.000635,0.000583,0.000635,-617.598519,787.463669,-0.004616,0.005886
0,13,7.039266,4.999993,5,5,2.852263,2.877895,0.000001,13,13,85.045937,89.932568,0.000672,0.000636,0.000672,-612.598525,792.463662,-0.004579,0.005923
0,14,14.594220,4.999999,5,5,2.631956,2.617401,0.000000,14,14,99.640157,94.932568,0.000710,0.000745,0.000710,-607.598526,797.463661,-0.004541,0.005960
0,15,9.427294,4.999999,5,5,2.578812,2.609187,0.000000,15,15,109.067451,99.932566,0.000747,0.000815,0.000747,-602.598527,802.463660,-0.004504,0.005998
0,16,6.431797,4.999998,5,5,2.378889,2.427485,0.000000,16,16,115.499249,104.932565,0.000784,0.000863,0.000784,-597.598529,807.463658,-0.004467,0.006035
1,1,3.649560,4.900146,5,5,58.907905,66.138613,0.019971,17,17,119.148809,109.832711,0.000821,0.000891,0.000821,-592.698383,812.363804,-0.004430,0.006072
1,2,1.941045,4.999725,5,5,8.415906,9.369119,0.000055,18,18,121.089854,114.832435,0.000858,0.000905,0.000858,-587.698659,817.363529,-0.004393,0.006109
1,3,2.188886,3.998894,4,4,6.575303,6.292138,0.000277,19,19,123.278739,118.831329,0.000888,0.000921,0.000888,-583.699765,821.362423,-0.004363,0.006139
1,4,1.236788,3.998844,4,4,3.900389,3.765932,0.000289,20,20,124.515528,122.830173,0.000918,0.000931,0.000918,-579.700921,825.361267,-0.004333,0.006169
1,5,3.218430,2.999816,3,3,3.821222,3.823718,0.000061,21,21,127.733958,125.829989,0.000940,0.000955,0.000940,-576.701105,828.361083,-0.004310,0.006191
1,6,0.770228,1.999902,2,2,3.535076,3.535076,0.000049,22,22,128.504186,127.829891,0.000955,0.000960,0.000955,-574.701203,830.360985,-0.004295,0.006206
1,7,1.679732,1.999994,2,2,3.199379,3.199379,0.000003,23,23,130.183918,129.829885,0.000970,0.000973,0.000970,-572.701209,832.360979,-0.004280,0.006221
1,8,0.124738,1.999987,2,2,3.039503,3.039503,0.000007,24,24,130.308656,131.829872,0.000985,0.000974,0.000985,-570.701222,834.360966,-0.004266,0.006236
1,9,1.752444,1.999960,2,2,2.776761,2.776761,0.000020,25,25,132.061100,133.829832,0.001000,0.000987,0.001000,-568.701262,836.360925,-0.004251,0.006251
1,10,0.037621,0.999989,1,1,2.880252,2.880252,0.000011,26,26,132.098721,134.829820,0.001008,0.000987,0.001008,-567.701273,837.360914,-0.004243,0.006259
1,11,0.049753,0.999999,1,1,2.147159,2.147159,0.000001,27,27,132.148474,135.829820,0.001015,0.000988,0.001015,-566.701274,838.360913,-0.004236,0.006266
2,1,2.818550,7.903516,8,8,92.585520,81.594515,0.012060,28,28,134.967024,143.733336,0.001074,0.001009,0.001074,-558.797758,846.264430,-0.004177,0.006325
2,2,7.643867,7.999663,8,8,15.637493,15.296990,0.000042,29,29,142.610890,151.732999,0.001134,0.001066,0.001134,-550.798094,854.264093,-0.004117,0.006385
2,3,9.636267,7.998788,8,8,14.515398,15.109238,0.000152,30,30,152.247157,159.731787,0.001194,0.001138,0.001194,-542.799307,862.262881,-0.004057,0.006445
2,4,13.386368,7.999762,8,8,6.693221,6.738946,0.000030,31,31,165.633525,167.731549,0.001254,0.001238,0.001254,-534.799545,870.262642,-0.003997,0.006504
2,5,19.056235,7.994607,8,8,5.512860,5.529100,0.000674,32,32,184.689760,175.726155,0.001313,0.001380,0.001313,-526.804938,878.257249,-0.003937,0.006564
2,6,7.469401,7.999260,8,8,4.990859,5.116296,0.000092,33,33,192.159161,183.725415,0.001373,0.001436,0.001373,-518.805678,886.256509,-0.003878,0.006624
2,7,5.965329,7.999941,8,8,3.927319,3.924021,0.000007,34,34,198.124490,191.725357,0.001433,0.001481,0.001433,-510.805737,894.256451,-0.003818,0.006684
2,8,7.070248,7.999977,8,8,3.764321,3.879055,0.000003,35,35,205.194738,199.725334,0.001493,0.001534,0.001493,-502.805760,902.256427,-0.003758,0.006744
