generator,dgp,replicate,seed,sample_count,statistic_empirical_over_joint,statistic_empirical_over_separable,empirical_mean_l_squared,joint_mean_variance_l,separable_mean_variance_l,empirical_h_ab,joint_h_ab,separable_h_ab,fit_signal_variance,fit_range_lat,fit_range_lon,fit_range_time,fit_advec_lat,fit_advec_lon,fit_nll,fit_steps,fit_converged,fit_max_abs_gradient,fit_objective_evaluations,lanczos_dimension,lanczos_check_dimension,relative_lanczos_field_change,ritz_min,ritz_max,generation_seconds,fit_seconds,replicate_seconds,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8
fft_bttb_matvec_lanczos_sqrt,joint,0,20260927,29576,1.0229354219862838,0.80193681573566677,1.4177162034816941,1.3859293294671966,1.7678652178864422,0.76161415367599639,0.39305254815271928,7.1800876493792627,22.885167271985829,0.79152114467034496,0.92233704433688934,4.6185467682106012,-0.016814145987652851,-0.19239241807268756,1.1951630778355893,2,True,5.9112532279752283e-06,23,280,240,0.00020178798777676984,1.3333384070337246,2597893.8049153523,28.47555045800982,139.16772112500621,167.88548504200298,1.0894657819982549,0.22547144672524605,-0.33262631498184247,-0.046962062148025736,0.00017243677811760124,-0.010244728157607885,-0.15370632090310632,0.27100286517561756,1.0316590908356431
