tile_y,tile_x,n,median_error,mean_error,median_o3,mean_o3,median_vza,median_sza,year,slot,file,region_label,region_tag,lat_min,lat_max,lon_min,lon_max
3,3,987,1.6357377,1.5991157,270.27408,270.44363,22.733717,58.70297,2023,7,20230703_0745.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,988,1.7001696,1.6792614,275.34448,274.99124,22.718485,59.670273,2023,7,20230703_0745.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,1000,1.7375339,1.7174412,278.7681,278.80362,22.794151,60.635384,2023,7,20230703_0745.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,956,1.809998,1.7860554,279.89935,279.99893,22.936241,61.57988,2023,7,20230703_0745.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,193,1.8442599,1.8168324,279.66034,279.73514,23.125422,62.121044,2023,7,20230703_0745.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1024,0.98951536,0.9506186,268.9248,269.24478,19.09876,41.709297,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1026,0.94254524,0.9092773,271.54254,271.77148,18.74089,40.756104,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1067,0.9636694,0.9499679,276.32126,276.35095,18.513063,39.784615,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1072,0.9534203,0.942381,277.28265,277.2909,18.340187,38.81496,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1030,0.9088981,0.88944256,279.7354,279.76816,18.348757,37.85035,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1026,0.8649298,0.8340302,282.5569,282.7577,18.435432,36.89971,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1033,0.8220429,0.77918875,285.30942,285.41083,18.631025,35.94693,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,1047,0.8410962,0.80083853,284.7973,285.18118,18.94029,34.982727,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,951,1.1034172,1.0666662,270.48413,270.89157,20.452938,41.389397,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,997,1.0648724,1.0247326,270.8272,271.10513,20.126598,40.381317,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1014,1.0354512,1.027874,273.29364,273.09344,19.914959,39.42029,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1012,1.0260186,1.0041364,274.81244,274.80835,19.81385,38.44466,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1021,0.9929419,0.94786626,278.18988,278.26526,19.801296,37.489067,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1021,1.0089663,0.98820615,280.33264,280.90857,19.879791,36.52684,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1026,1.0212847,1.0097708,282.96466,282.55804,20.070656,35.56752,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,1025,0.9957963,0.97174114,282.60938,282.51392,20.360792,34.60622,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,924,1.1757659,1.1338708,272.6114,273.02563,21.924953,41.077354,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,972,1.1272054,1.1026444,270.4701,271.03952,21.58857,40.055656,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1021,1.0946356,1.0794065,272.7379,272.79565,21.381083,39.098717,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,1011,1.0329983,1.0097431,275.18884,275.31448,21.272804,38.132656,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,1005,1.0319428,0.9799281,276.69687,276.97968,21.249672,37.15764,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,992,1.0061469,0.95465857,278.078,278.206,21.322323,36.196266,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,991,1.0306274,0.9889162,280.14935,280.31293,21.501698,35.241634,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,996,1.0195246,0.98215413,281.3917,281.48138,21.774624,34.283154,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,964,1.2584993,1.2394593,274.3877,274.7206,23.317156,40.742035,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,972,1.226959,1.2058353,274.04727,273.93546,23.008583,39.790688,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,989,1.167553,1.1572586,276.10864,276.15475,22.824732,38.825863,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,987,1.1314193,1.1092042,277.67868,277.71503,22.715368,37.8461,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,974,1.1161401,1.1079082,278.13333,278.15823,22.693178,36.87348,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,978,1.1187603,1.0956534,278.62372,278.65704,22.798712,35.92177,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,1000,1.0984321,1.0811113,279.77875,280.17694,22.937405,34.95455,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,989,1.0378785,1.0326872,281.67136,281.6575,23.183195,33.983437,2023,0,20230704_0045.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1026,0.89973766,0.87612855,269.21875,269.2861,19.101713,27.976204,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1027,0.84405684,0.8327497,272.70593,272.31335,18.740993,27.03751,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1098,0.798103,0.7839695,276.89655,276.9466,18.497189,26.074091,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1040,0.82283306,0.8039316,278.81412,278.8282,18.359377,25.122856,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1026,0.76616764,0.7385342,281.92236,282.02252,18.350132,24.187557,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1026,0.733337,0.7017596,283.67117,284.13535,18.434555,23.263046,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1042,0.73485553,0.704269,286.2826,286.47266,18.621727,22.334938,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,1044,0.7450441,0.71441054,285.04138,285.25967,18.950096,21.397972,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,965,1.0057038,0.9924909,270.49374,270.84442,20.456184,27.604286,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1023,0.9595246,0.9330931,271.0568,271.3409,20.134102,26.611046,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1003,0.9217639,0.9132505,274.05914,274.01108,19.935007,25.654507,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1025,0.9192938,0.9034446,276.5855,276.571,19.821287,24.70288,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1026,0.9058784,0.88816774,279.30536,279.34387,19.805706,23.756409,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1026,0.9016536,0.892274,282.08627,282.4568,19.884083,22.812494,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1026,0.89858884,0.8872343,283.75256,283.7233,20.069546,21.87238,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,1026,0.84817445,0.83231276,283.6554,283.64185,20.361025,20.929098,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,931,1.0795428,1.0410752,272.54367,273.09076,21.92608,27.275377,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,960,1.0301547,1.0042679,271.27667,271.73422,21.583311,26.254637,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1021,0.9988368,0.98304623,275.30972,275.3398,21.384045,25.313395,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,1007,0.90858,0.8699303,277.51694,277.79068,21.277174,24.344135,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,1007,0.94873905,0.913061,277.7044,277.9253,21.251265,23.379955,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,1003,0.9246753,0.8758221,279.85538,279.9892,21.33049,22.421068,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,987,0.9364198,0.92106134,281.66714,281.69452,21.494257,21.472822,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,995,0.9150922,0.8900256,282.31848,282.45746,21.775728,20.525288,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,981,1.156671,1.153214,275.10425,275.2018,23.320013,26.941961,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,969,1.1184524,1.091819,274.6624,274.69714,23.01034,25.979925,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,984,1.0307357,1.017016,277.53778,277.53125,22.82896,25.01969,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,993,0.981291,0.95939773,279.44498,279.40988,22.719025,24.039288,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,1007,0.9809447,0.963474,278.6938,278.57758,22.706142,23.062988,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,954,0.95801216,0.9424019,279.33792,279.5643,22.779533,22.111776,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,1007,0.95897406,0.949847,281.3875,281.50708,22.938353,21.161335,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,990,0.8962989,0.87837404,283.42093,283.53345,23.18271,20.189877,2023,1,20230704_0145.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1026,0.82355523,0.8076461,270.59833,270.56738,19.09861,15.788277,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1061,0.7505446,0.7194402,274.8181,274.5278,18.762917,14.917883,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1065,0.6645,0.65740794,277.2282,277.42758,18.488937,14.050707,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1026,0.67091215,0.6629957,279.65582,279.80066,18.36339,13.216128,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1026,0.648002,0.63336647,284.12787,284.3621,18.343672,12.416665,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1026,0.63456726,0.62519586,285.61877,286.09125,18.42718,11.643692,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1060,0.6557627,0.64172506,286.78412,286.96005,18.621986,10.888861,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,128,0.6700134,0.65277106,286.0792,285.93274,18.926197,10.385435,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1002,0.9436188,0.92204046,271.5963,271.91296,20.47288,15.199594,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1006,0.86579454,0.83712906,272.38806,272.5095,20.159004,14.284899,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1026,0.8354378,0.8287591,274.476,274.4481,19.945345,13.402945,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1026,0.8075218,0.8034085,277.8918,277.82892,19.81635,12.53864,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1026,0.7910296,0.7782969,280.88922,280.87134,19.79912,11.691933,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1026,0.79400694,0.78165466,283.3162,283.67606,19.876665,10.866482,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1026,0.7753069,0.7636621,284.54587,284.5611,20.062416,10.068892,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,162,0.7444841,0.73589694,284.7063,284.705,20.213768,9.61083,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,965,1.0142578,0.99695575,272.41006,272.39816,21.903852,14.712623,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,1013,0.97162193,0.9443217,271.5375,271.6532,21.605717,13.78118,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1007,0.9024703,0.8964768,275.60358,275.762,21.392105,12.862452,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,1007,0.8077216,0.7756507,279.2442,279.4187,21.271212,11.955545,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,1007,0.8494786,0.8139898,279.8149,280.02768,21.244062,11.062039,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,1007,0.8311577,0.7860256,281.67007,281.9006,21.326887,10.185387,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,1000,0.8429671,0.8368036,282.53784,282.5614,21.496159,9.329778,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,166,0.84223735,0.84123117,282.7813,282.9016,21.677155,8.816331,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,1003,1.0799311,1.0756819,273.9044,273.77737,23.30847,14.294045,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,959,1.0324396,1.0113362,274.47278,274.50113,23.035734,13.346969,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,982,0.9775558,0.9538408,277.42392,277.35934,22.821201,12.411716,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,1007,0.91027874,0.8719251,279.50052,279.68173,22.725458,11.477381,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,1007,0.88817894,0.871258,279.17288,279.2422,22.698864,10.538159,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,972,0.87808985,0.8574932,280.51715,280.68518,22.75904,9.627663,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,989,0.8866136,0.8674092,281.96448,282.11908,22.945421,8.737681,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,212,0.8524705,0.83818436,283.65945,283.79788,23.071728,8.1908,2023,2,20230704_0245.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1027,0.6454468,0.65770787,271.2591,271.55334,19.099058,7.291414,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1065,0.59681934,0.59183186,276.98096,276.70694,18.763739,7.356045,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1065,0.5676536,0.5682066,279.3376,279.50067,18.489758,7.594896,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1026,0.59499276,0.5953633,280.9346,281.32742,18.364391,7.926672,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1026,0.6222743,0.6155098,285.355,285.66534,18.344067,8.358297,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1026,0.647792,0.63561803,287.4986,287.81808,18.427425,8.880587,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1056,0.68483305,0.66142255,287.54352,287.86563,18.61927,9.484059,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,132,0.7327463,0.69088995,286.43423,286.57358,18.919352,9.749626,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1030,0.83351254,0.81913304,271.66473,271.85294,20.482641,6.043784,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1014,0.7387935,0.71943116,274.09442,274.38068,20.170631,6.1383224,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1026,0.7559355,0.7509028,276.19836,276.27936,19.945745,6.3957396,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1026,0.7315352,0.7295836,279.0777,279.0962,19.817398,6.786173,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1026,0.752411,0.7344585,281.75705,281.88455,19.799564,7.2923517,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1026,0.7877817,0.77980083,285.307,285.36188,19.876617,7.884698,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1026,0.79126775,0.77664816,285.69556,285.79074,20.06299,8.551375,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,162,0.76545906,0.751595,284.7542,285.1041,20.215181,8.951802,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,993,0.88440984,0.8823967,272.56396,272.56427,21.892185,4.804356,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,1,1019,0.8419048,0.82235473,272.77072,272.88153,21.604795,4.9112506,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,2,1007,0.82794523,0.815738,276.83954,276.93796,21.392757,5.222693,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,3,1007,0.79824245,0.7663227,279.60498,280.17142,21.27234,5.699214,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,4,1007,0.8454782,0.82331556,280.76813,280.98828,21.244402,6.294629,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,5,1007,0.86218077,0.83513755,283.44434,283.4993,21.327248,6.9773006,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,6,996,0.8889108,0.8833628,284.0443,284.0987,21.494423,7.7189894,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,7,170,0.9055686,0.9101625,284.0172,283.94684,21.693476,8.138467,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,0,1001,0.9740478,0.9661353,274.28165,274.04684,23.309645,3.5390906,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,1,956,0.9150429,0.902538,275.19214,275.15173,23.035393,3.700868,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,2,986,0.8853537,0.8697929,277.61557,277.63263,22.824488,4.1111984,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,3,1007,0.8620828,0.8293434,278.76056,278.83984,22.726639,4.692062,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,4,1007,0.8610858,0.81948525,279.10406,279.48492,22.699198,5.399934,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,5,969,0.90858823,0.8636157,281.00174,281.55212,22.760586,6.1656585,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,6,992,0.9303237,0.9002715,283.42206,283.406,22.944202,6.9777803,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
3,7,212,0.97196037,0.9491386,284.8332,284.80475,23.07298,7.481407,2023,3,20230704_0345.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,0,1051,0.6372967,0.6319721,272.71057,273.2111,19.11025,16.033571,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,1,1052,0.62990737,0.62388927,277.81805,277.816,18.762882,16.916428,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,2,1051,0.6126191,0.6194128,280.15952,280.48615,18.484123,17.828426,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,3,1026,0.67707264,0.6925763,282.61478,283.36368,18.359333,18.73278,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,4,1035,0.7394833,0.7091032,285.40494,285.89297,18.339567,19.634493,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,5,1056,0.7498581,0.7105656,287.4968,287.83072,18.426497,20.539707,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,6,1076,0.8110005,0.77744377,287.5779,287.77054,18.638773,21.471703,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
0,7,123,0.8590831,0.83565956,287.12286,287.04037,18.886835,21.975243,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,0,1009,0.84515256,0.8306644,272.29712,272.49182,20.49793,15.471701,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,1,1026,0.79824483,0.77282834,274.9749,275.19058,20.1749,16.38078,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,2,1026,0.824123,0.8251741,277.4121,277.33334,19.94194,17.300095,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,3,1026,0.81568897,0.8010778,279.92004,280.13354,19.812008,18.222666,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,4,1017,0.83696985,0.81436944,282.3553,282.65564,19.794973,19.141466,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,5,1007,0.89210427,0.8835289,285.59836,285.5369,19.882124,20.07434,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,6,1007,0.8979662,0.8771478,286.2134,286.35315,20.066572,21.008633,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
1,7,159,0.9025005,0.87759745,285.9972,286.1167,20.218554,21.54968,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
2,0,1002,0.8920039,0.88053817,272.5431,272.55057,21.897703,14.955273,2023,4,20230704_0445.nc,"N 15-20, E 123-133",N15to20_E123to133,15.0,20.0,123.0,133.0
