year,tile_y,tile_x,rows,finite_o3_rows,good_flag_rows,good_finite_o3_rows,sum_o3_good,sumsq_o3_good,min_o3_good,max_o3_good,mean_o3_good,median_o3_good,std_o3_good,q05_o3_good,q95_o3_good,good_finite_fraction,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_lat_center,tile_lon_center
2024,0,0,1029442,1029442,1029442,1029442,266705065.370605,69117827493.33415,240.229263,948.100586,259.077311,259.217834,4.472946,251.829476,265.506131,1.0,-3.0,-0.5,111.0,113.5,-1.75,112.25
2024,0,1,1048114,1048114,1048114,1048114,271057244.416931,70119517301.94948,238.6194,554.018616,258.614277,258.513428,4.394849,251.937997,265.564311,1.0,-3.0,-0.5,113.5,116.0,-1.75,114.75
2024,0,2,1037757,1037757,1037757,1037757,266738284.793869,68579718524.61817,239.203949,501.799133,257.033472,256.617554,4.284617,250.851868,264.556097,1.0,-3.0,-0.5,116.0,118.5,-1.75,117.25
2024,0,3,1094223,1094223,1094223,1094223,282123363.425247,72764453417.10657,241.993011,398.399292,257.82986,257.377533,4.743994,250.819443,266.186063,1.0,-3.0,-0.5,118.5,121.0,-1.75,119.75
2024,0,4,1023636,1023636,1023636,1023636,263662420.126038,67931320868.99169,240.393707,360.085724,257.574392,257.530884,4.266513,250.626472,264.618713,1.0,-3.0,-0.5,121.0,123.5,-1.75,122.25
2024,0,5,1092692,1092692,1092692,1092692,279806480.347382,71671145772.11276,241.68605,386.176025,256.070769,255.636932,4.371912,249.594828,264.027022,1.0,-3.0,-0.5,123.5,126.0,-1.75,124.75
2024,0,6,1102442,1102442,1102442,1102442,282669623.351852,72503415219.18494,215.678925,389.501282,256.40317,255.944916,4.858933,249.194568,265.042938,1.0,-3.0,-0.5,126.0,128.5,-1.75,127.25
2024,0,7,1113009,1113009,1113009,1113009,285073561.916534,73042077652.36505,240.95517,591.629822,256.128712,255.774658,4.88439,248.736847,264.566699,1.0,-3.0,-0.5,128.5,131.0,-1.75,129.75
2024,1,0,1053821,1053821,1053821,1053821,275479062.712372,72034102416.89366,244.253006,425.997192,261.40973,261.475189,4.484713,253.853714,268.623932,1.0,-0.5,2.0,111.0,113.5,0.75,112.25
2024,1,1,1053941,1053941,1053941,1053941,275843200.599457,72216402379.25706,242.016953,450.000427,261.725467,261.659241,4.486226,254.581116,269.095032,1.0,-0.5,2.0,113.5,116.0,0.75,114.75
2024,1,2,1059262,1059262,1059262,1059262,276499668.333221,72197395787.90909,241.5345,436.823303,261.03048,260.94281,4.614413,253.674929,268.610504,1.0,-0.5,2.0,116.0,118.5,0.75,117.25
2024,1,3,1082536,1082536,1082536,1082536,281061303.605804,72994840554.72466,241.079422,412.111145,259.632293,259.307648,4.5336,252.568806,267.422249,1.0,-0.5,2.0,118.5,121.0,0.75,119.75
2024,1,4,1100891,1100891,1100891,1100891,284905120.255508,73756321344.28563,243.095474,345.388367,258.795031,258.497192,4.697421,251.566956,266.854156,1.0,-0.5,2.0,121.0,123.5,0.75,122.25
2024,1,5,1090469,1090469,1090469,1090469,282331167.243805,73118744839.45534,244.72084,336.613098,258.908018,258.678253,4.382302,252.093802,266.401965,1.0,-0.5,2.0,123.5,126.0,0.75,124.75
2024,1,6,1093735,1093735,1093735,1093735,283891217.561203,73713500362.88513,241.045135,551.71521,259.561244,259.218964,4.907656,252.02618,268.021402,1.0,-0.5,2.0,126.0,128.5,0.75,127.25
2024,1,7,1097367,1097367,1097367,1097367,284776976.57898,73931018757.74591,242.40683,374.949951,259.509331,259.228851,5.117254,251.548477,267.983307,1.0,-0.5,2.0,128.5,131.0,0.75,129.75
2024,2,0,1044800,1044800,1044800,1044800,276057670.950607,72968125436.49571,246.88942,342.01535,264.220589,264.278748,5.177289,255.490462,272.793886,1.0,2.0,4.5,111.0,113.5,3.25,112.25
2024,2,1,1067185,1067185,1067185,1067185,282545838.035965,74839245084.9351,245.724731,363.736206,264.758067,264.595947,5.557015,255.796939,274.340027,1.0,2.0,4.5,113.5,116.0,3.25,114.75
2024,2,2,1088004,1088004,1088004,1088004,287127074.163071,75806887910.84962,241.984283,377.901001,263.902591,263.926483,5.533082,254.85277,273.075705,1.0,2.0,4.5,116.0,118.5,3.25,117.25
2024,2,3,1040979,1040979,1040979,1040979,274242774.999619,72276519548.55667,223.343719,349.538422,263.446981,263.427704,5.194485,254.800778,272.093237,1.0,2.0,4.5,118.5,121.0,3.25,119.75
2024,2,4,1058924,1058924,1058924,1058924,277630213.234299,72819965628.39374,245.475311,362.997253,262.181434,261.978424,5.364901,253.474747,271.051268,1.0,2.0,4.5,121.0,123.5,3.25,122.25
2024,2,5,1077495,1077495,1077495,1077495,282615706.633575,74157503104.62952,194.679184,479.059387,262.289576,262.236786,5.307214,253.403609,271.092813,1.0,2.0,4.5,123.5,126.0,3.25,124.75
2024,2,6,1086942,1086942,1086942,1086942,285259412.975342,74895135606.9721,234.16127,414.822357,262.442166,262.291595,5.343666,253.853823,271.170685,1.0,2.0,4.5,126.0,128.5,3.25,127.25
2024,2,7,1054218,1054218,1054218,1054218,276853097.546753,72738607088.70631,243.451645,385.018066,262.614656,262.620728,5.588626,253.529822,271.45377,1.0,2.0,4.5,128.5,131.0,3.25,129.75
2024,3,0,1003267,1003267,1003267,1003267,269047053.996765,72177250762.13315,251.333923,330.359985,268.17094,268.744873,5.153906,258.618051,276.127249,1.0,4.5,7.0,111.0,113.5,5.75,112.25
2024,3,1,1043306,1043306,1043306,1043306,278917720.497009,74597637293.50653,189.900574,342.263,267.340282,267.710571,5.511768,257.599068,275.923798,1.0,4.5,7.0,113.5,116.0,5.75,114.75
2024,3,2,1061289,1061289,1061289,1061289,283958969.326019,76013796168.18335,243.043121,397.365631,267.560457,267.793701,5.952569,257.346503,276.968585,1.0,4.5,7.0,116.0,118.5,5.75,117.25
2024,3,3,1048022,1048022,1048022,1048022,279785538.294647,74727334427.37688,241.483368,339.469421,266.965329,267.318268,5.720542,256.692078,275.625821,1.0,4.5,7.0,118.5,121.0,5.75,119.75
2024,3,4,1041315,1041315,1041315,1041315,277001118.035294,73719875045.81871,247.038712,435.720764,266.010879,266.395386,5.761331,255.577017,274.889352,1.0,4.5,7.0,121.0,123.5,5.75,122.25
2024,3,5,1035793,1035793,1035793,1035793,275635758.407852,73385789350.41518,245.074753,484.90921,266.110853,266.301239,5.905457,255.891614,275.298749,1.0,4.5,7.0,123.5,126.0,5.75,124.75
2024,3,6,1062624,1062624,1062624,1062624,282532171.258209,75160555537.04787,244.538177,357.145691,265.881602,266.020447,6.169724,255.610232,275.452553,1.0,4.5,7.0,126.0,128.5,5.75,127.25
2024,3,7,1023345,1023345,1023345,1023345,271876228.250641,72266714495.90935,246.555725,406.906677,265.674067,266.086975,5.951826,255.481506,274.629517,1.0,4.5,7.0,128.5,131.0,5.75,129.75
