year,tile_y,tile_x,rows,finite_o3_rows,good_flag_rows,good_finite_o3_rows,sum_o3_good,sumsq_o3_good,min_o3_good,max_o3_good,mean_o3_good,median_o3_good,std_o3_good,q05_o3_good,q95_o3_good,good_finite_fraction,tile_lat_min,tile_lat_max,tile_lon_min,tile_lon_max,tile_lat_center,tile_lon_center
2023,2,1,1056080,1056080,1056080,1056080,273242024.661346,70728973803.03862,239.207306,410.212097,258.732316,258.368164,5.54163,249.655333,268.383946,1.0,2.0,4.5,113.5,116.0,3.25,114.75
2023,2,2,1075438,1075438,1075438,1075438,277257291.268005,71508400342.96329,239.467545,320.803436,257.808717,257.590393,5.197667,249.467573,266.499059,1.0,2.0,4.5,116.0,118.5,3.25,117.25
2023,2,3,1076786,1076786,1076786,1076786,277640460.765808,71615131550.72417,239.674332,349.743042,257.841819,257.527771,5.082029,249.696423,266.400391,1.0,2.0,4.5,118.5,121.0,3.25,119.75
2023,2,4,1077559,1077559,1077559,1077559,276929339.281952,71199911668.15257,239.196411,358.991821,256.996916,256.695648,5.26989,248.374542,266.070099,1.0,2.0,4.5,121.0,123.5,3.25,122.25
2023,2,5,1108358,1108358,1108358,1108358,284560993.450439,73086515485.07031,238.885086,336.528076,256.741047,256.672363,5.028713,248.119352,265.060312,1.0,2.0,4.5,123.5,126.0,3.25,124.75
2023,2,6,1104688,1104688,1104688,1104688,283260838.229446,72658140700.26099,239.075119,348.442596,256.41705,256.157349,4.779226,248.688034,264.619099,1.0,2.0,4.5,126.0,128.5,3.25,127.25
2023,2,7,1063844,1063844,1063844,1063844,272887409.1082,70024926020.49698,238.084,349.594666,256.510738,256.11438,4.979217,248.620318,265.038879,1.0,2.0,4.5,128.5,131.0,3.25,129.75
2023,3,0,975347,975347,975347,975347,257769049.899582,68146947123.71584,246.653061,349.735199,264.284455,264.133057,4.813054,256.511148,272.238242,1.0,4.5,7.0,111.0,113.5,5.75,112.25
2023,3,1,997048,997048,997048,997048,262513345.736649,69143437952.23772,237.189377,324.785675,263.29058,263.029785,5.120982,255.276922,271.80605,1.0,4.5,7.0,113.5,116.0,5.75,114.75
2023,3,2,1050860,1050860,1050860,1050860,275788890.017364,72408445135.02818,241.631638,355.383423,262.441134,262.031311,5.351591,254.017104,271.484682,1.0,4.5,7.0,116.0,118.5,5.75,117.25
2023,3,3,1076029,1076029,1076029,1076029,281390636.175903,73614366572.94438,238.194855,354.557556,261.508413,261.170654,5.13273,253.437268,270.259772,1.0,4.5,7.0,118.5,121.0,5.75,119.75
2023,3,4,1039471,1039471,1039471,1039471,271817953.98407,71104781897.78436,245.319672,339.171387,261.496428,261.467285,4.939117,253.464439,269.722137,1.0,4.5,7.0,121.0,123.5,5.75,122.25
2023,3,5,1072500,1072500,1072500,1072500,279968781.095139,73113747621.75546,245.414581,576.877075,261.043153,260.877228,5.272475,252.318634,269.88208,1.0,4.5,7.0,123.5,126.0,5.75,124.75
2023,3,6,1105155,1105155,1105155,1105155,288276427.167038,75230175501.33302,244.187378,402.635803,260.847055,260.816833,5.556267,251.640526,270.189798,1.0,4.5,7.0,126.0,128.5,5.75,127.25
2023,3,7,1059857,1059857,1059857,1059857,276148881.873901,71985803499.81325,241.747772,375.28833,260.552963,260.658752,5.696634,251.152249,269.772864,1.0,4.5,7.0,128.5,131.0,5.75,129.75
