year,file,rows,rows_in_region,good_error_rows
2025,20250713_0645.nc,1423360,144178,139745
2025,20250713_0745.nc,1423360,144181,139882
2025,20250714_0045.nc,1423360,144128,135185
2025,20250714_0145.nc,1423360,144136,134451
2025,20250714_0245.nc,1423360,144132,135123
2025,20250714_0345.nc,1423360,144130,135833
2025,20250714_0445.nc,1423360,144210,137135
2025,20250714_0545.nc,1423360,144240,137017
2025,20250714_0645.nc,1423360,144176,137337
2025,20250714_0745.nc,1423360,144238,136649
2025,20250715_0045.nc,1423360,144134,132924
2025,20250715_0145.nc,1423360,144098,132542
2025,20250715_0245.nc,1423360,144147,133369
2025,20250715_0345.nc,1423360,144172,132879
2025,20250715_0445.nc,1423360,144235,134045
2025,20250715_0545.nc,1423360,144233,134896
2025,20250715_0645.nc,1423360,144182,135847
2025,20250715_0745.nc,1423360,144249,136446
2025,20250716_0045.nc,1423360,144177,133667
2025,20250716_0145.nc,1423360,144174,134275
2025,20250716_0245.nc,1423360,144219,135299
2025,20250716_0345.nc,1423360,144192,135581
2025,20250716_0445.nc,1423360,144238,134444
2025,20250716_0545.nc,1423360,144201,134223
2025,20250716_0645.nc,1423360,144265,135262
2025,20250716_0745.nc,1423360,144214,135755
2025,20250717_0045.nc,1423360,144220,133596
2025,20250717_0145.nc,1423360,263517,226918
2025,20250717_0245.nc,1423360,144221,134747
2025,20250717_0345.nc,1423360,144207,134501
2025,20250717_0445.nc,1423360,144224,133684
2025,20250717_0545.nc,1423360,144086,134908
2025,20250717_0645.nc,1423360,144209,137279
2025,20250717_0745.nc,1423360,144179,137969
2025,20250718_0045.nc,1423360,144240,140246
2025,20250718_0145.nc,1423360,144210,140924
2025,20250718_0245.nc,1423360,144222,140720
2025,20250718_0345.nc,1423360,144247,141775
2025,20250718_0445.nc,1423360,144242,141879
2025,20250718_0545.nc,1423360,144154,141386
2025,20250718_0645.nc,1423360,144235,141994
2025,20250718_0745.nc,1423360,144148,142309
2025,20250719_0045.nc,1423360,144219,140560
2025,20250719_0145.nc,1423360,144181,141376
2025,20250719_0245.nc,1423360,144223,142279
2025,20250719_0345.nc,1423360,144260,143135
2025,20250719_0445.nc,1423360,144234,142823
2025,20250719_0545.nc,1423360,144218,142179
2025,20250719_0645.nc,1423360,144253,142851
2025,20250719_0745.nc,1423360,144247,142991
2025,20250720_0045.nc,1423360,144185,142631
2025,20250720_0145.nc,1423360,144147,142057
2025,20250720_0245.nc,1423360,144206,142761
2025,20250720_0345.nc,1423360,144228,143014
2025,20250720_0445.nc,1423360,144202,142683
2025,20250720_0545.nc,1423360,144259,142243
2025,20250720_0645.nc,1423360,144242,143101
2025,20250720_0745.nc,1423360,144249,143268
2025,20250721_0045.nc,1423360,144163,140767
2025,20250721_0145.nc,1423360,144112,138360
2025,20250721_0245.nc,1423360,144206,141683
2025,20250721_0345.nc,1423360,144213,142872
2025,20250721_0445.nc,1423360,144164,141006
2025,20250721_0545.nc,1423360,144237,138964
2025,20250721_0645.nc,1423360,144204,142417
2025,20250721_0745.nc,1423360,144241,143055
2025,20250722_0045.nc,1423360,144146,141050
2025,20250722_0145.nc,1423360,144095,140470
2025,20250722_0245.nc,1423360,144186,141790
2025,20250722_0345.nc,1423360,144202,142073
2025,20250722_0445.nc,1423360,144231,142448
2025,20250722_0545.nc,1423360,144237,142163
2025,20250722_0645.nc,1423360,144234,142913
2025,20250722_0745.nc,1423360,144220,142986
2025,20250723_0045.nc,1423360,144075,140207
2025,20250723_0145.nc,1423360,144156,139667
2025,20250723_0245.nc,1423360,144200,142423
2025,20250723_0345.nc,1423360,144148,143175
2025,20250723_0445.nc,1423360,144207,142816
2025,20250723_0545.nc,1423360,144182,141168
2025,20250723_0645.nc,1423360,144240,142387
2025,20250723_0745.nc,1423360,144237,143407
2025,20250724_0045.nc,1423360,144131,141978
2025,20250724_0145.nc,1423360,144183,141945
2025,20250724_0345.nc,1423360,144144,143374
2025,20250724_0445.nc,1423360,144229,143123
2025,20250724_0545.nc,1423360,144157,141287
2025,20250724_0645.nc,1423360,144250,143001
2025,20250724_0745.nc,1423360,144258,143357
2025,20250725_0045.nc,1423360,144109,141343
2025,20250725_0145.nc,1423360,144133,141548
2025,20250725_0245.nc,1423360,144136,142948
2025,20250725_0345.nc,1423360,144141,143121
2025,20250725_0445.nc,1423360,144216,142805
2025,20250725_0545.nc,1423360,144226,141072
2025,20250725_0645.nc,1423360,144208,142280
2025,20250725_0745.nc,1423360,144244,142575
2025,20250726_0045.nc,1423360,144093,141262
2025,20250726_0145.nc,1423360,144110,141844
2025,20250726_0245.nc,1423360,144122,141931
2025,20250726_0345.nc,1423360,144149,141793
2025,20250726_0445.nc,1423360,144218,141225
2025,20250726_0545.nc,1423360,144207,140189
2025,20250726_0645.nc,1423360,144167,140593
2025,20250726_0745.nc,1423360,144214,141336
2025,20250727_0045.nc,1423360,144092,139041
2025,20250727_0145.nc,1423360,144054,139697
2025,20250727_0245.nc,1423360,144145,139958
2025,20250727_0345.nc,1423360,144160,139555
2025,20250727_0445.nc,1423360,144207,139665
2025,20250727_0545.nc,1423360,144222,139397
2025,20250727_0645.nc,1423360,144206,140456
2025,20250727_0745.nc,1423360,144210,140821
2025,20250728_0045.nc,1423360,144091,140915
2025,20250728_0145.nc,1423360,144087,140652
2025,20250728_0245.nc,1423360,144167,141353
2025,20250728_0345.nc,1423360,144186,142534
2025,20250728_0445.nc,1423360,144220,142825
2025,20250728_0545.nc,1423360,144230,141718
2025,20250728_0645.nc,1423360,144233,142037
2025,20250728_0745.nc,1423360,144201,142447
2025,20250729_0045.nc,1423360,144038,141840
2025,20250729_0145.nc,1423360,144131,140871
2025,20250729_0245.nc,1423360,144179,142931
2025,20250729_0345.nc,1423360,144199,143107
2025,20250729_0445.nc,1423360,144216,143098
2025,20250729_0545.nc,1423360,144244,142429
2025,20250729_0645.nc,1423360,144230,141997
2025,20250729_0745.nc,1423360,144196,142509
2025,20250730_0045.nc,1423360,144143,141204
2025,20250730_0145.nc,1423360,144179,141399
2025,20250730_0245.nc,1423360,144168,142770
2025,20250730_0345.nc,1423360,144208,142992
2025,20250730_0445.nc,1423360,144221,142905
2025,20250730_0545.nc,1423360,144245,140153
2025,20250730_0645.nc,1423360,144255,140727
2025,20250730_0745.nc,1423360,144201,141429
2025,20250731_0045.nc,1423360,144176,136268
2025,20250731_0145.nc,1423360,144217,137124
2025,20250731_0245.nc,1423360,144177,140829
2025,20250731_0345.nc,1423360,144224,142493
2025,20250731_0445.nc,1423360,144242,141337
2025,20250731_0545.nc,1423360,144248,138618
2025,20250731_0645.nc,1423360,144243,141173
2025,20250731_0745.nc,1423360,144184,141383
