tile_y,tile_x,n,median_error,mean_error,median_vza,median_sza,year,slot,file
3,4,4453,1.077526,1.2131224,9.849822,21.560118,2025,2,20250715_0245.nc
3,5,4558,1.3615701,1.3964909,7.9974203,20.252432,2025,2,20250715_0245.nc
3,6,4586,1.9086977,1.9416976,6.9321766,19.049896,2025,2,20250715_0245.nc
3,7,4046,3.0782933,2.9871738,7.1405706,18.021646,2025,2,20250715_0245.nc
0,0,4323,0.94495356,1.064244,18.91821,24.690989,2025,3,20250715_0345.nc
0,1,4251,1.7037151,1.8346045,16.055952,24.089792,2025,3,20250715_0345.nc
0,2,2820,2.3050017,2.151013,12.683136,23.872574,2025,3,20250715_0345.nc
0,3,3665,2.838254,2.730015,10.301747,23.486944,2025,3,20250715_0345.nc
0,4,2952,2.3880353,2.286609,7.169923,23.522953,2025,3,20250715_0345.nc
0,5,4496,0.8247783,1.1521858,4.7040815,23.284887,2025,3,20250715_0345.nc
0,6,4616,0.7525047,0.9954066,2.5898986,23.569614,2025,3,20250715_0345.nc
0,7,3842,0.94477665,1.259733,2.7009645,23.777512,2025,3,20250715_0345.nc
1,0,4327,0.7958562,0.8781292,18.819775,22.347889,2025,3,20250715_0345.nc
1,1,4335,2.0414097,2.0453105,15.911459,21.676609,2025,3,20250715_0345.nc
1,2,3402,1.9071857,2.0307703,13.228464,20.893227,2025,3,20250715_0345.nc
1,3,2480,2.618181,2.281562,9.676548,20.544588,2025,3,20250715_0345.nc
1,4,3920,1.4916084,1.7136422,6.960325,20.563171,2025,3,20250715_0345.nc
1,5,4359,1.2517729,1.6341794,4.3093896,20.754652,2025,3,20250715_0345.nc
1,6,4593,1.1806211,1.3092897,1.8066952,21.10821,2025,3,20250715_0345.nc
1,7,4617,0.7757506,1.0043669,2.226831,21.565561,2025,3,20250715_0345.nc
2,0,3916,1.4039532,1.7326499,19.071266,20.147034,2025,3,20250715_0345.nc
2,1,4340,0.92054427,1.1367269,16.327892,19.296715,2025,3,20250715_0345.nc
2,2,4442,0.8600993,1.0408325,13.540485,18.735596,2025,3,20250715_0345.nc
2,3,4557,0.8205851,1.04349,10.74321,18.378874,2025,3,20250715_0345.nc
2,4,4479,0.84060884,1.0546938,8.095635,18.242916,2025,3,20250715_0345.nc
2,5,4587,1.412097,1.4852885,5.767033,18.333727,2025,3,20250715_0345.nc
2,6,4646,1.5561266,1.610052,4.1029515,18.66186,2025,3,20250715_0345.nc
2,7,4618,1.5325682,1.6618313,4.334217,19.17104,2025,3,20250715_0345.nc
3,0,3428,2.1463819,2.0902598,19.92634,17.727703,2025,3,20250715_0345.nc
3,1,4246,0.978645,1.2984766,17.209597,16.971966,2025,3,20250715_0345.nc
3,2,4382,0.8821391,1.1120003,14.608297,16.301403,2025,3,20250715_0345.nc
3,3,4502,1.0388511,1.286654,12.091785,15.917566,2025,3,20250715_0345.nc
3,4,4442,0.98991585,1.1799892,9.852808,15.748531,2025,3,20250715_0345.nc
3,5,4536,1.2910042,1.4004574,7.9934053,15.863539,2025,3,20250715_0345.nc
3,6,4592,1.3604903,1.5334133,6.9324617,16.208675,2025,3,20250715_0345.nc
3,7,4168,2.550386,2.3832715,7.1338887,16.691153,2025,3,20250715_0345.nc
0,0,4285,1.0363934,1.2002691,18.916758,23.791285,2025,4,20250715_0445.nc
0,1,4307,1.9489392,1.965891,16.036263,24.298145,2025,4,20250715_0445.nc
0,2,3043,2.68563,2.4540207,12.820053,25.22991,2025,4,20250715_0445.nc
0,3,3551,3.0167546,2.891704,10.224648,25.928192,2025,4,20250715_0445.nc
0,4,3500,2.5900397,2.3638906,7.373905,26.966263,2025,4,20250715_0445.nc
0,5,4492,0.9881758,1.276186,4.7061706,27.82964,2025,4,20250715_0445.nc
0,6,4603,0.72698575,0.97975296,2.5847788,29.01481,2025,4,20250715_0445.nc
0,7,3658,0.78333014,1.2041842,2.6515117,30.069387,2025,4,20250715_0445.nc
1,0,4322,0.8155309,0.9896044,18.824095,21.378017,2025,4,20250715_0445.nc
1,1,4270,2.0975266,2.0996962,15.916777,21.949423,2025,4,20250715_0445.nc
1,2,3307,2.454278,2.3194017,13.132799,22.39752,2025,4,20250715_0445.nc
1,3,2843,2.9116225,2.5527813,10.124354,23.425953,2025,4,20250715_0445.nc
1,4,4029,1.7515645,1.899348,7.000527,24.531507,2025,4,20250715_0445.nc
1,5,4536,1.4564395,1.6157092,4.2665024,25.799534,2025,4,20250715_0445.nc
1,6,4586,1.1104476,1.3361415,1.8035753,27.049843,2025,4,20250715_0445.nc
1,7,4508,0.77741086,0.9477254,2.2181613,28.38918,2025,4,20250715_0445.nc
2,0,4250,1.4730203,1.7291981,19.163864,18.975986,2025,4,20250715_0445.nc
2,1,4343,1.2022307,1.4078833,16.341066,19.604044,2025,4,20250715_0445.nc
2,2,4411,0.8955748,1.2055118,13.542365,20.427797,2025,4,20250715_0445.nc
2,3,4565,0.84302217,1.108426,10.744691,21.421923,2025,4,20250715_0445.nc
2,4,4453,1.0294521,1.281648,8.1043825,22.542385,2025,4,20250715_0445.nc
2,5,4606,1.5088587,1.5880023,5.749771,23.787468,2025,4,20250715_0445.nc
2,6,4642,1.5881445,1.5606266,4.1091166,25.131035,2025,4,20250715_0445.nc
2,7,4602,1.6733947,1.658563,4.3539915,26.557373,2025,4,20250715_0445.nc
3,0,3310,2.6668727,2.5470207,19.962831,16.506306,2025,4,20250715_0445.nc
3,1,4289,1.0969135,1.4379131,17.213982,17.31373,2025,4,20250715_0445.nc
3,2,4378,1.0255127,1.2318707,14.605362,18.223152,2025,4,20250715_0445.nc
3,3,4476,0.9667107,1.2323393,12.098143,19.329895,2025,4,20250715_0445.nc
3,4,4425,0.9635124,1.169802,9.855143,20.540634,2025,4,20250715_0445.nc
3,5,4536,1.2314613,1.4048305,7.988596,21.897997,2025,4,20250715_0445.nc
3,6,4584,1.3487241,1.5129534,6.9337244,23.330288,2025,4,20250715_0445.nc
3,7,4335,2.2366962,2.173334,7.0652757,24.809793,2025,4,20250715_0445.nc
0,0,4190,1.143707,1.3963717,18.900738,30.545734,2025,5,20250715_0545.nc
0,1,4257,2.154946,2.1481614,16.052666,31.883211,2025,5,20250715_0545.nc
0,2,3672,2.3884108,2.356532,12.980909,33.438152,2025,5,20250715_0545.nc
0,3,3623,2.9374244,2.8288105,10.109836,34.86796,2025,5,20250715_0545.nc
0,4,3168,2.2800565,2.176563,7.2185984,36.6099,2025,5,20250715_0545.nc
0,5,4609,0.8954969,1.2350192,4.706772,37.952724,2025,5,20250715_0545.nc
0,6,4565,0.7840506,0.9929123,2.5581837,39.560516,2025,5,20250715_0545.nc
0,7,3779,0.8080878,1.2787901,2.6947305,41.07607,2025,5,20250715_0545.nc
1,0,4265,0.8935803,1.1716561,18.854828,28.643011,2025,5,20250715_0545.nc
1,1,4315,1.8546584,1.9289147,15.926534,30.110676,2025,5,20250715_0545.nc
1,2,3664,2.731018,2.5189779,12.847202,31.467487,2025,5,20250715_0545.nc
1,3,3420,2.7189565,2.4870489,10.388041,32.958595,2025,5,20250715_0545.nc
1,4,3985,1.7714683,1.9365677,7.012786,34.796192,2025,5,20250715_0545.nc
1,5,4628,1.3296068,1.4543673,4.3073177,36.420273,2025,5,20250715_0545.nc
1,6,4588,0.82921016,1.0653032,1.828387,38.087345,2025,5,20250715_0545.nc
1,7,4567,0.7884165,0.91973084,2.2169342,39.79269,2025,5,20250715_0545.nc
2,0,4278,1.2203808,1.5499847,19.18219,26.854645,2025,5,20250715_0545.nc
2,1,4148,1.6540129,1.8030909,16.343079,28.3698,2025,5,20250715_0545.nc
2,2,4322,0.91796446,1.1975794,13.558178,29.949228,2025,5,20250715_0545.nc
2,3,4500,0.8748988,1.1253257,10.784614,31.579082,2025,5,20250715_0545.nc
2,4,4551,1.2078656,1.4108322,8.084632,33.273518,2025,5,20250715_0545.nc
2,5,4572,1.4207778,1.5424482,5.7224345,34.986256,2025,5,20250715_0545.nc
2,6,4585,1.3930888,1.4307678,4.115441,36.707684,2025,5,20250715_0545.nc
2,7,4591,1.6294156,1.6016742,4.3325324,38.462856,2025,5,20250715_0545.nc
3,0,2990,2.9472568,2.8024485,19.98497,25.096893,2025,5,20250715_0545.nc
3,1,4135,1.2541089,1.6002103,17.173567,26.821913,2025,5,20250715_0545.nc
3,2,4397,1.1886928,1.428062,14.605779,28.440733,2025,5,20250715_0545.nc
3,3,4423,1.090797,1.3192472,12.102327,30.13975,2025,5,20250715_0545.nc
3,4,4566,0.9928661,1.2327554,9.83201,31.88197,2025,5,20250715_0545.nc
3,5,4438,1.2166287,1.3684988,7.9866695,33.629574,2025,5,20250715_0545.nc
3,6,4573,1.1751243,1.3568016,6.931371,35.395397,2025,5,20250715_0545.nc
3,7,4532,1.7889938,1.8080423,7.052575,37.202995,2025,5,20250715_0545.nc
0,0,4159,1.372698,1.6009431,18.887548,41.574757,2025,6,20250715_0645.nc
0,1,4415,2.1889393,2.119234,16.022547,43.282707,2025,6,20250715_0645.nc
0,2,4276,2.348084,2.2575784,13.109373,45.03076,2025,6,20250715_0645.nc
0,3,3699,2.6848488,2.5578911,10.084255,46.823784,2025,6,20250715_0645.nc
0,4,3225,2.1070077,2.0063603,7.2476583,48.7323,2025,6,20250715_0645.nc
0,5,4566,0.79762006,1.0138088,4.7143745,50.324257,2025,6,20250715_0645.nc
0,6,4509,0.8283015,0.9747076,2.5717928,52.103355,2025,6,20250715_0645.nc
0,7,3782,0.9537208,1.212044,2.7257667,53.816185,2025,6,20250715_0645.nc
1,0,4111,1.1200927,1.4856117,18.913733,40.11266,2025,6,20250715_0645.nc
1,1,4312,1.6948173,1.7610673,15.92322,41.920486,2025,6,20250715_0645.nc
1,2,4331,2.618408,2.3759613,12.977568,43.69248,2025,6,20250715_0645.nc
1,3,3683,2.3448281,2.2199337,10.220294,45.343037,2025,6,20250715_0645.nc
1,4,4057,1.7204127,1.7669793,7.027079,47.379986,2025,6,20250715_0645.nc
1,5,4595,1.15594,1.2568084,4.305128,49.117992,2025,6,20250715_0645.nc
1,6,4538,0.8483542,0.9999491,1.8318937,50.93258,2025,6,20250715_0645.nc
1,7,4566,0.77614605,0.8776097,2.2029214,52.781242,2025,6,20250715_0645.nc
2,0,4260,1.1234018,1.4515291,19.193027,38.818825,2025,6,20250715_0645.nc
2,1,3857,2.0464869,2.0940316,16.311457,40.62969,2025,6,20250715_0645.nc
2,2,4292,0.9326002,1.2025303,13.568377,42.41828,2025,6,20250715_0645.nc
2,3,4574,0.87678254,1.0883904,10.754942,44.273685,2025,6,20250715_0645.nc
2,4,4545,1.1951177,1.346488,8.07641,46.12985,2025,6,20250715_0645.nc
2,5,4546,1.2855967,1.3842368,5.712718,47.99412,2025,6,20250715_0645.nc
2,6,4604,0.9551875,1.0600207,4.1063795,49.844696,2025,6,20250715_0645.nc
2,7,4597,1.2515142,1.3055719,4.32239,51.71783,2025,6,20250715_0645.nc
3,0,2921,2.8911204,2.711943,20.08947,37.474236,2025,6,20250715_0645.nc
3,1,3991,1.6934642,1.8340708,17.137365,39.509075,2025,6,20250715_0645.nc
3,2,4410,1.2448337,1.4124486,14.604315,41.290054,2025,6,20250715_0645.nc
3,3,4403,1.1249492,1.2946773,12.079876,43.17381,2025,6,20250715_0645.nc
3,4,4539,0.9498061,1.1880264,9.827995,45.039642,2025,6,20250715_0645.nc
3,5,4298,1.016357,1.2698674,7.955847,46.928238,2025,6,20250715_0645.nc
3,6,4576,0.8655107,1.0929132,6.931056,48.77986,2025,6,20250715_0645.nc
3,7,4610,1.5993416,1.5290966,7.0427933,50.67631,2025,6,20250715_0645.nc
0,0,3967,1.3557292,1.4972082,18.86243,54.34697,2025,7,20250715_0745.nc
0,1,4317,1.604396,1.5208021,16.03106,56.162773,2025,7,20250715_0745.nc
0,2,4295,1.7934883,1.6840249,13.172697,58.007774,2025,7,20250715_0745.nc
0,3,3808,1.9105628,1.8812525,10.164263,59.992348,2025,7,20250715_0745.nc
0,4,3472,1.3639985,1.3842045,7.2625484,61.91043,2025,7,20250715_0745.nc
0,5,4574,0.7646494,0.82819796,4.709644,63.633793,2025,7,20250715_0745.nc
0,6,4379,1.0583601,1.0609553,2.6079607,65.47678,2025,7,20250715_0745.nc
0,7,3969,0.99009496,1.0248665,2.7697034,67.35759,2025,7,20250715_0745.nc
1,0,4119,1.3193375,1.552867,18.925592,53.12721,2025,7,20250715_0745.nc
1,1,4320,1.2399256,1.3878536,15.868769,55.085903,2025,7,20250715_0745.nc
1,2,4458,1.5318065,1.5335833,12.991857,56.947372,2025,7,20250715_0745.nc
1,3,4083,1.4990205,1.5484928,10.158427,58.744392,2025,7,20250715_0745.nc
1,4,4300,1.0956106,1.2309988,7.0946703,60.76962,2025,7,20250715_0745.nc
1,5,4597,0.6821895,0.77875084,4.3166604,62.602757,2025,7,20250715_0745.nc
1,6,4530,0.79916275,0.94683176,1.8358979,64.48053,2025,7,20250715_0745.nc
1,7,4627,1.0163243,1.0498931,2.2085795,66.397575,2025,7,20250715_0745.nc
2,0,4059,1.2951407,1.4924629,19.257511,52.0442,2025,7,20250715_0745.nc
2,1,3590,1.9676529,1.9163078,16.279003,54.0306,2025,7,20250715_0745.nc
2,2,4141,1.1120843,1.239002,13.553358,55.87997,2025,7,20250715_0745.nc
2,3,4534,0.84368837,0.9174041,10.745062,57.806015,2025,7,20250715_0745.nc
2,4,4546,0.8545439,0.97932076,8.072891,59.72454,2025,7,20250715_0745.nc
2,5,4542,0.8119086,0.92987937,5.716918,61.64225,2025,7,20250715_0745.nc
2,6,4600,0.67680955,0.79050535,4.1038733,63.541367,2025,7,20250715_0745.nc
2,7,4600,0.54551667,0.66875386,4.315393,65.4507,2025,7,20250715_0745.nc
3,0,3218,2.706172,2.4875762,20.100716,50.985115,2025,7,20250715_0745.nc
3,1,4068,1.6746674,1.7205554,17.179707,53.0422,2025,7,20250715_0745.nc
3,2,4388,1.0174088,1.1669067,14.602928,54.919487,2025,7,20250715_0745.nc
3,3,4378,0.90705645,1.0578414,12.0861435,56.85183,2025,7,20250715_0745.nc
3,4,4538,0.8328117,0.9632271,9.833208,58.769386,2025,7,20250715_0745.nc
3,5,4359,0.9461225,1.0988417,7.9426923,60.71783,2025,7,20250715_0745.nc
3,6,4482,0.745708,0.8327328,6.906132,62.616753,2025,7,20250715_0745.nc
3,7,4588,0.7555038,0.81239206,7.0459967,64.52496,2025,7,20250715_0745.nc
0,0,4278,0.85730934,0.86352974,18.914202,57.192833,2025,0,20250716_0045.nc
0,1,4210,0.6791363,0.8271634,16.013344,55.333443,2025,0,20250716_0045.nc
0,2,3994,1.0932605,1.2787617,13.189865,53.536034,2025,0,20250716_0045.nc
0,3,4226,1.5179048,1.5261778,10.319017,51.719307,2025,0,20250716_0045.nc
0,4,4339,1.2149843,1.3835027,7.4032893,49.86607,2025,0,20250716_0045.nc
0,5,4405,1.7887701,1.7530093,4.766553,48.126835,2025,0,20250716_0045.nc
0,6,3747,1.746924,1.7593851,2.6153305,46.363415,2025,0,20250716_0045.nc
0,7,3907,1.7364298,1.7374704,2.7867725,44.652733,2025,0,20250716_0045.nc
1,0,4325,0.770401,0.8144305,18.805433,56.07397,2025,0,20250716_0045.nc
1,1,4344,0.88208956,0.9998919,15.8965225,54.192154,2025,0,20250716_0045.nc
1,2,4408,0.7314627,0.8103514,13.020571,52.34208,2025,0,20250716_0045.nc
1,3,3926,0.9176471,1.1644887,10.164047,50.46398,2025,0,20250716_0045.nc
1,4,4314,1.0072963,1.1822149,7.1059017,48.608734,2025,0,20250716_0045.nc
1,5,4375,1.053643,1.3573368,4.347881,46.84766,2025,0,20250716_0045.nc
1,6,4444,0.9293624,1.1335739,1.8439419,45.033867,2025,0,20250716_0045.nc
1,7,4183,0.8666616,0.99744946,2.2618353,43.221466,2025,0,20250716_0045.nc
2,0,4194,0.89839125,1.0845954,19.107351,55.054337,2025,0,20250716_0045.nc
2,1,4339,0.7580183,0.857219,16.31733,53.127995,2025,0,20250716_0045.nc
2,2,4424,0.89869833,0.95506346,13.507025,51.248596,2025,0,20250716_0045.nc
2,3,4471,0.86594903,1.0124464,10.7471895,49.371918,2025,0,20250716_0045.nc
2,4,4175,0.9296916,1.349521,8.014097,47.534943,2025,0,20250716_0045.nc
2,5,3994,1.1279337,1.4159406,5.681159,45.55837,2025,0,20250716_0045.nc
2,6,4597,0.9117678,0.99590564,4.095392,43.81882,2025,0,20250716_0045.nc
2,7,4574,0.85956347,0.93343097,4.301942,41.996826,2025,0,20250716_0045.nc
3,0,3497,1.391858,1.4692792,20.169367,54.188625,2025,0,20250716_0045.nc
3,1,3866,1.929448,1.7991576,17.20507,52.127014,2025,0,20250716_0045.nc
3,2,4372,1.1001667,1.302443,14.585003,50.229713,2025,0,20250716_0045.nc
3,3,4496,1.1482838,1.3212054,12.085951,48.3198,2025,0,20250716_0045.nc
3,4,4081,1.0971892,1.4113344,9.857011,46.389458,2025,0,20250716_0045.nc
3,5,4556,1.0021873,1.1518179,7.9742565,44.557312,2025,0,20250716_0045.nc
3,6,4139,2.1972601,2.172439,6.771857,42.768024,2025,0,20250716_0045.nc
3,7,2467,2.7723444,2.5637307,6.3844104,41.065445,2025,0,20250716_0045.nc
0,0,4317,0.63112384,0.7614699,18.911411,44.208477,2025,1,20250716_0145.nc
0,1,4278,0.84500575,1.0189984,15.998942,42.466618,2025,1,20250716_0145.nc
0,2,4316,1.6157708,1.6470214,13.095667,40.77024,2025,1,20250716_0145.nc
0,3,4335,1.9889449,1.859726,10.292572,39.158875,2025,1,20250716_0145.nc
0,4,4552,1.263185,1.5323673,7.412637,37.51129,2025,1,20250716_0145.nc
0,5,4465,1.8524532,1.8877108,4.74109,35.963154,2025,1,20250716_0145.nc
0,6,4018,2.008164,1.9528373,2.5282426,34.402367,2025,1,20250716_0145.nc
0,7,3827,1.7867913,1.8445407,2.7857919,32.902176,2025,1,20250716_0145.nc
1,0,4329,0.81684965,0.8935284,18.808146,42.84977,2025,1,20250716_0145.nc
1,1,4327,1.2365385,1.2920166,15.898175,41.08338,2025,1,20250716_0145.nc
1,2,4420,0.8272521,1.0093164,12.987444,39.342995,2025,1,20250716_0145.nc
1,3,3871,0.9960112,1.472932,10.103639,37.56249,2025,1,20250716_0145.nc
1,4,4181,1.0097657,1.2809052,7.1283827,35.903812,2025,1,20250716_0145.nc
1,5,4331,1.2140068,1.5265988,4.239475,34.308964,2025,1,20250716_0145.nc
1,6,4499,0.8924525,1.244449,1.8298864,32.72826,2025,1,20250716_0145.nc
1,7,4481,0.81668836,1.0925565,2.247377,31.168194,2025,1,20250716_0145.nc
2,0,4286,1.0823655,1.3882076,19.161724,41.602524,2025,1,20250716_0145.nc
2,1,4350,1.0356318,1.1768711,16.313347,39.783142,2025,1,20250716_0145.nc
2,2,4456,0.9602934,1.1561893,13.516631,38.005096,2025,1,20250716_0145.nc
2,3,4528,0.886631,1.1592643,10.7258005,36.229282,2025,1,20250716_0145.nc
2,4,3933,1.6940051,1.8408321,8.007556,34.60408,2025,1,20250716_0145.nc
2,5,3629,1.6043608,1.8255131,5.72255,32.675636,2025,1,20250716_0145.nc
2,6,4605,0.8862463,1.1397249,4.091605,31.156097,2025,1,20250716_0145.nc
2,7,4625,0.8009722,0.9129393,4.316288,29.535446,2025,1,20250716_0145.nc
3,0,3484,2.179989,2.063339,20.168892,40.556915,2025,1,20250716_0145.nc
3,1,3983,2.427267,2.2157395,17.119627,38.51388,2025,1,20250716_0145.nc
3,2,4396,1.447064,1.5473074,14.595373,36.754894,2025,1,20250716_0145.nc
3,3,4517,1.4145647,1.492021,12.079236,34.93755,2025,1,20250716_0145.nc
3,4,3996,1.5085592,1.6927627,9.929756,33.10736,2025,1,20250716_0145.nc
3,5,4550,1.3637772,1.5103408,7.971374,31.40491,2025,1,20250716_0145.nc
3,6,4166,2.529851,2.440154,6.783169,29.75466,2025,1,20250716_0145.nc
3,7,2224,2.9428933,2.7794409,6.326107,28.383297,2025,1,20250716_0145.nc
0,0,4279,0.65033084,0.7650626,18.90912,32.619488,2025,2,20250716_0245.nc
0,1,4329,0.8522344,1.0424374,16.014137,31.186607,2025,2,20250716_0245.nc
0,2,4343,1.5560344,1.5957468,13.125325,29.883255,2025,2,20250716_0245.nc
0,3,4342,1.8681275,1.8642113,10.287659,28.674522,2025,2,20250716_0245.nc
0,4,4460,1.3954462,1.5811573,7.414489,27.475433,2025,2,20250716_0245.nc
0,5,4594,1.8099146,1.8551335,4.712872,26.452099,2025,2,20250716_0245.nc
0,6,4586,1.8485109,1.8458611,2.6031554,25.529253,2025,2,20250716_0245.nc
0,7,3936,1.6918263,1.8008126,2.773538,24.569809,2025,2,20250716_0245.nc
1,0,4331,0.81047213,0.9477291,18.82117,30.861637,2025,2,20250716_0245.nc
1,1,4359,1.4049894,1.4515239,15.909181,29.372711,2025,2,20250716_0245.nc
1,2,4482,1.1033316,1.2674884,13.003288,27.965569,2025,2,20250716_0245.nc
1,3,4202,1.1860089,1.5711659,10.147501,26.55965,2025,2,20250716_0245.nc
1,4,3982,1.4040291,1.6181722,7.12925,25.255777,2025,2,20250716_0245.nc
1,5,4379,1.4634748,1.6658927,4.217204,24.223707,2025,2,20250716_0245.nc
1,6,4555,0.8260419,1.1699001,1.8148636,23.258663,2025,2,20250716_0245.nc
1,7,4545,0.8064093,1.197718,2.2160447,22.386156,2025,2,20250716_0245.nc
2,0,4303,0.9536116,1.3261639,19.164513,29.200716,2025,2,20250716_0245.nc
2,1,4342,1.5690252,1.5688607,16.338528,27.62936,2025,2,20250716_0245.nc
2,2,4427,1.6016488,1.6605176,13.524616,26.139568,2025,2,20250716_0245.nc
2,3,4559,1.1168085,1.3430387,10.739439,24.711468,2025,2,20250716_0245.nc
2,4,3669,2.0172248,2.1107168,7.969144,23.546778,2025,2,20250716_0245.nc
2,5,3302,2.353136,2.2331326,5.769011,21.989155,2025,2,20250716_0245.nc
2,6,4611,0.9534633,1.2630396,4.1006594,21.05607,2025,2,20250716_0245.nc
2,7,4616,0.7901461,0.9089888,4.3375683,20.088457,2025,2,20250716_0245.nc
3,0,3742,2.5035691,2.2199512,20.099007,27.72638,2025,2,20250716_0245.nc
3,1,3996,2.6132603,2.527005,17.110397,25.950619,2025,2,20250716_0245.nc
3,2,4403,1.7135391,1.7578267,14.584929,24.409863,2025,2,20250716_0245.nc
3,3,4447,1.3380111,1.4771061,12.089701,22.890259,2025,2,20250716_0245.nc
3,4,3775,1.8183174,1.8647847,9.974266,21.364525,2025,2,20250716_0245.nc
3,5,4511,1.5398062,1.7089089,7.9801555,20.13815,2025,2,20250716_0245.nc
3,6,4413,2.7059302,2.6217916,6.8829784,18.965563,2025,2,20250716_0245.nc
3,7,2479,3.0923207,2.8501937,6.4022994,18.38029,2025,2,20250716_0245.nc
0,0,4258,0.6836034,0.80268645,18.901436,24.5495,2025,3,20250716_0345.nc
0,1,4353,1.0309321,1.199065,15.989385,23.913666,2025,3,20250716_0345.nc
0,2,4188,1.5636165,1.640893,13.152693,23.474194,2025,3,20250716_0345.nc
0,3,4480,1.8626908,1.8935642,10.230112,23.209352,2025,3,20250716_0345.nc
0,4,4514,1.4799304,1.6690683,7.4183693,23.08693,2025,3,20250716_0345.nc
0,5,4609,1.6086148,1.6994263,4.697274,23.152552,2025,3,20250716_0345.nc
0,6,4605,1.4276887,1.5680609,2.580413,23.39362,2025,3,20250716_0345.nc
0,7,3732,1.4716094,1.640657,2.7646823,23.583347,2025,3,20250716_0345.nc
1,0,4358,0.80864674,0.91848713,18.820265,22.215843,2025,3,20250716_0345.nc
1,1,4379,1.4091127,1.4654298,15.911131,21.535694,2025,3,20250716_0345.nc
1,2,4473,1.2056478,1.3305771,12.99204,21.030312,2025,3,20250716_0345.nc
1,3,4519,1.0286314,1.4431316,10.085289,20.693695,2025,3,20250716_0345.nc
1,4,4099,1.953472,1.9697766,7.1756983,20.442816,2025,3,20250716_0345.nc
1,5,4183,1.5350939,1.7620662,4.161038,20.701153,2025,3,20250716_0345.nc
1,6,4500,0.8053744,1.1558261,1.8219457,20.95051,2025,3,20250716_0345.nc
1,7,4543,0.8024411,1.1902008,2.2220502,21.384842,2025,3,20250716_0345.nc
2,0,4299,0.9374788,1.3228942,19.170925,19.917927,2025,3,20250716_0345.nc
2,1,4340,1.8388133,1.8308634,16.333853,19.150242,2025,3,20250716_0345.nc
2,2,4447,1.9353929,1.9875368,13.516405,18.582111,2025,3,20250716_0345.nc
2,3,4492,1.1965748,1.4411798,10.748568,18.242931,2025,3,20250716_0345.nc
2,4,3542,2.6083474,2.3935685,8.023525,18.340239,2025,3,20250716_0345.nc
2,5,2792,2.7232666,2.4555144,5.831849,18.0737,2025,3,20250716_0345.nc
2,6,4621,1.1762865,1.4003888,4.1115184,18.480947,2025,3,20250716_0345.nc
2,7,4605,0.7888865,0.95967686,4.3397865,19.013273,2025,3,20250716_0345.nc
3,0,4206,2.7252035,2.3653245,19.945198,17.66321,2025,3,20250716_0345.nc
3,1,4237,2.929171,2.7970383,17.185175,16.818174,2025,3,20250716_0345.nc
3,2,4409,1.9849397,1.9650973,14.590267,16.14554,2025,3,20250716_0345.nc
3,3,4433,1.4330571,1.6557454,12.083037,15.763152,2025,3,20250716_0345.nc
3,4,3856,2.2609267,2.194426,9.961282,15.449347,2025,3,20250716_0345.nc
3,5,4108,1.6835694,1.8274306,7.9570675,15.633068,2025,3,20250716_0345.nc
3,6,4477,2.4489613,2.4127817,6.910133,16.062729,2025,3,20250716_0345.nc
3,7,2924,3.0935361,2.900835,6.5400248,17.062027,2025,3,20250716_0345.nc
0,0,4256,0.73181784,0.9278008,18.889874,23.626709,2025,4,20250716_0445.nc
0,1,4346,1.0686386,1.2547572,15.982216,24.144014,2025,4,20250716_0445.nc
0,2,4003,1.5738814,1.6933714,13.234965,24.75872,2025,4,20250716_0445.nc
0,3,4508,1.9498407,1.891949,10.223766,25.694818,2025,4,20250716_0445.nc
0,4,4505,1.3701453,1.5945134,7.4096527,26.635818,2025,4,20250716_0445.nc
0,5,4615,1.3209217,1.447059,4.696284,27.705463,2025,4,20250716_0445.nc
0,6,4596,1.1760836,1.4256811,2.5729237,28.87619,2025,4,20250716_0445.nc
0,7,3786,1.5691916,1.7504708,2.8315425,30.013142,2025,4,20250716_0445.nc
1,0,4329,0.79336333,0.9046037,18.824717,21.210781,2025,4,20250716_0445.nc
1,1,4364,1.2340426,1.3486526,15.911472,21.797657,2025,4,20250716_0445.nc
1,2,4436,1.1371015,1.2917699,12.982862,22.525087,2025,4,20250716_0445.nc
1,3,4539,0.8207593,1.1860721,10.08071,23.433672,2025,4,20250716_0445.nc
1,4,3858,2.1970134,2.1856017,7.327791,24.359285,2025,4,20250716_0445.nc
1,5,4119,1.7181286,1.8607504,4.1433454,25.75161,2025,4,20250716_0445.nc
1,6,4532,0.82126325,1.120335,1.8403869,26.882797,2025,4,20250716_0445.nc
1,7,4330,0.7979218,1.1515315,2.247676,28.202961,2025,4,20250716_0445.nc
2,0,4306,0.8840407,1.223012,19.170452,18.796116,2025,4,20250716_0445.nc
2,1,4355,1.5837319,1.6392249,16.34368,19.443537,2025,4,20250716_0445.nc
2,2,4424,2.0803494,2.0575037,13.524002,20.28069,2025,4,20250716_0445.nc
2,3,4448,1.423648,1.6401855,10.785353,21.239258,2025,4,20250716_0445.nc
2,4,3602,2.7991161,2.4460435,8.101503,22.512806,2025,4,20250716_0445.nc
2,5,2253,3.0517871,2.8554332,5.806052,23.588877,2025,4,20250716_0445.nc
2,6,4605,1.2345496,1.3858767,4.115476,25.011517,2025,4,20250716_0445.nc
2,7,4593,0.83027893,1.0315093,4.356566,26.44272,2025,4,20250716_0445.nc
3,0,4221,2.9058037,2.5129104,19.941074,16.384083,2025,4,20250716_0445.nc
