year,file,rows,rows_in_region,good_error_rows
2024,20240720_0445.nc,1423360,144180,142418
2024,20240720_0545.nc,1423360,144218,142400
2024,20240720_0645.nc,1423360,144183,142330
2024,20240720_0745.nc,1423360,144219,141971
2024,20240721_0045.nc,1423360,144151,142786
2024,20240721_0145.nc,1423360,144182,142826
2024,20240721_0245.nc,1423360,144225,143163
2024,20240721_0345.nc,1423360,144217,143217
2024,20240721_0445.nc,1423360,144158,143176
2024,20240721_0545.nc,1423360,144232,142631
2024,20240721_0645.nc,1423360,144242,142996
2024,20240721_0745.nc,1423360,144175,142301
2024,20240722_0045.nc,1423360,144164,138703
2024,20240722_0145.nc,1423360,144180,138232
2024,20240722_0245.nc,1423360,144227,137750
2024,20240722_0345.nc,1423360,144225,137510
2024,20240722_0445.nc,1423360,144186,137939
2024,20240722_0545.nc,1423360,144255,138795
2024,20240722_0645.nc,1423360,144243,140328
2024,20240722_0745.nc,1423360,144251,140831
2024,20240723_0045.nc,1423360,144174,141022
2024,20240723_0145.nc,1423360,144196,140858
2024,20240723_0245.nc,1423360,144234,140011
2024,20240723_0345.nc,1423360,144236,139672
2024,20240723_0445.nc,1423360,144177,138992
2024,20240723_0545.nc,1423360,144245,138806
2024,20240723_0645.nc,1423360,144262,139504
2024,20240723_0745.nc,1423360,144263,140180
2024,20240724_0045.nc,1423360,144177,135837
2024,20240724_0145.nc,1423360,144225,134464
2024,20240724_0245.nc,1423360,144169,135356
2024,20240724_0345.nc,1423360,144230,136594
2024,20240724_0445.nc,1423360,144253,138133
2024,20240724_0545.nc,1423360,144254,138900
2024,20240724_0645.nc,1423360,144247,140269
2024,20240724_0745.nc,1423360,144233,140669
2024,20240725_0045.nc,1423360,144204,143272
2024,20240725_0145.nc,1423360,144228,143360
2024,20240725_0245.nc,1423360,144205,143265
2024,20240725_0345.nc,1423360,144239,143391
2024,20240725_0445.nc,1423360,144268,143215
2024,20240725_0545.nc,1423360,144236,142973
2024,20240725_0645.nc,1423360,144157,142790
2024,20240725_0745.nc,1423360,144178,142435
2024,20240726_0045.nc,1423360,144240,143520
2024,20240726_0145.nc,1423360,144249,143254
2024,20240726_0245.nc,1423360,144236,143653
2024,20240726_0345.nc,1423360,144259,143874
2024,20240726_0445.nc,1423360,144273,143561
2024,20240726_0545.nc,1423360,144280,143251
2024,20240726_0645.nc,1423360,144246,143013
2024,20240726_0745.nc,1423360,144230,142474
2024,20240727_0045.nc,1423360,144225,141630
2024,20240727_0145.nc,1423360,144238,141614
2024,20240727_0245.nc,1423360,144221,141621
2024,20240727_0345.nc,1423360,144255,141828
2024,20240727_0445.nc,1423360,144266,141610
2024,20240727_0545.nc,1423360,144288,141469
2024,20240727_0645.nc,1423360,144264,141900
2024,20240727_0745.nc,1423360,144273,141478
2024,20240728_0045.nc,1423360,144202,142644
2024,20240728_0145.nc,1423360,144227,142529
2024,20240728_0245.nc,1423360,144200,142995
2024,20240728_0345.nc,1423360,144233,143557
2024,20240728_0445.nc,1423360,144264,143413
2024,20240728_0545.nc,1423360,144250,142823
2024,20240728_0645.nc,1423360,144279,142344
2024,20240728_0745.nc,1423360,144279,141790
2024,20240729_0045.nc,1423360,144172,143145
2024,20240729_0145.nc,1423360,144212,143328
2024,20240729_0245.nc,1423360,144161,143689
2024,20240729_0345.nc,1423360,144215,143928
2024,20240729_0445.nc,1423360,144245,143918
2024,20240729_0545.nc,1423360,144212,143527
2024,20240729_0645.nc,1423360,144265,143006
2024,20240729_0745.nc,1423360,144260,142176
2024,20240730_0045.nc,1423360,144152,138454
2024,20240730_0145.nc,1423360,144182,139335
2024,20240730_0245.nc,1423360,144197,139699
2024,20240730_0345.nc,1423360,144181,139820
2024,20240730_0445.nc,1423360,144235,140262
2024,20240730_0545.nc,1423360,144171,141054
2024,20240730_0645.nc,1423360,144224,141497
2024,20240730_0745.nc,1423360,144259,141061
2024,20240731_0045.nc,1423360,144118,137446
2024,20240731_0145.nc,1423360,144182,139073
2024,20240731_0245.nc,1423360,144132,138770
2024,20240731_0345.nc,1423360,144200,139527
2024,20240731_0445.nc,1423360,144216,140895
2024,20240731_0545.nc,1423360,144223,140038
2024,20240731_0645.nc,1423360,144242,141357
2024,20240731_0745.nc,1423360,144234,142339
