tile_y,tile_x,n,median_error,mean_error,median_o3,mean_o3,median_vza,median_sza,year,slot,file
0,3,4407,0.87785333,0.9713494,246.53903,246.92976,10.210462,47.411976,2023,6,20230708_0645.nc
0,4,4503,0.9239213,0.90256333,244.39867,245.09457,7.346557,49.16722,2023,6,20230708_0645.nc
0,5,4568,0.84459555,0.8812646,244.04425,244.49821,4.679536,50.91063,2023,6,20230708_0645.nc
0,6,4485,1.0201486,1.0448483,244.65085,245.09688,2.5842128,52.689682,2023,6,20230708_0645.nc
0,7,4556,0.97103906,0.9981179,245.40834,246.47429,2.9379797,54.473335,2023,6,20230708_0645.nc
1,0,4307,1.0091511,1.1696428,252.12294,252.0591,18.834856,40.811718,2023,6,20230708_0645.nc
1,1,4331,1.0496225,1.3197584,252.61354,252.7898,15.914327,42.53088,2023,6,20230708_0645.nc
1,2,4092,1.0745265,1.4526312,252.38974,252.69218,12.952606,44.345993,2023,6,20230708_0645.nc
1,3,4440,1.0185778,1.0825648,247.27151,248.80597,10.078745,46.05957,2023,6,20230708_0645.nc
1,4,4547,1.0625317,1.0070442,246.43643,247.3109,7.170977,47.845955,2023,6,20230708_0645.nc
1,5,4459,1.0113249,1.202762,250.7237,251.18637,4.347291,49.614758,2023,6,20230708_0645.nc
1,6,4456,0.9748826,1.1569341,250.49127,251.12396,1.7712014,51.50053,2023,6,20230708_0645.nc
1,7,4595,0.92932016,1.0039694,253.1921,252.71014,2.256561,53.286335,2023,6,20230708_0645.nc
2,0,4245,0.9112827,1.0224662,256.28555,257.2017,19.15194,39.430588,2023,6,20230708_0645.nc
2,1,4335,1.2516812,1.5066745,259.88824,259.9037,16.320961,41.196064,2023,6,20230708_0645.nc
2,2,4303,1.8431822,1.8111516,260.79785,259.99207,13.503677,43.004986,2023,6,20230708_0645.nc
2,3,3950,1.0897133,1.5164003,254.85129,254.89717,10.667179,44.86538,2023,6,20230708_0645.nc
2,4,3790,1.1389792,1.6706802,255.28976,255.0363,7.913641,46.75847,2023,6,20230708_0645.nc
2,5,4123,1.642438,1.6708305,257.63876,257.68393,5.6810055,48.48261,2023,6,20230708_0645.nc
2,6,4277,1.6039121,1.5861304,261.44797,260.8697,4.20919,50.335777,2023,6,20230708_0645.nc
2,7,4639,0.95795333,1.097179,260.12094,259.9842,4.3428264,52.15271,2023,6,20230708_0645.nc
3,0,4275,0.9236089,1.0646636,261.32733,262.78207,19.935595,38.142845,2023,6,20230708_0645.nc
3,1,4326,0.95348936,1.0180151,259.96588,260.53256,17.23067,39.96102,2023,6,20230708_0645.nc
3,2,4282,0.97568446,1.1903566,261.0938,262.09866,14.61553,41.781387,2023,6,20230708_0645.nc
3,3,4235,1.0227609,1.3430753,260.31152,261.06552,12.048479,43.67281,2023,6,20230708_0645.nc
3,4,3572,1.657477,1.755381,260.9353,261.2693,10.055348,45.31038,2023,6,20230708_0645.nc
3,5,3825,2.3549724,2.2591112,265.37714,265.1194,7.8943925,47.470757,2023,6,20230708_0645.nc
3,6,4037,2.1345553,2.0164695,263.65598,263.39062,6.9318514,49.23775,2023,6,20230708_0645.nc
3,7,4201,1.3341157,1.4767163,264.80408,264.7484,7.12851,51.13228,2023,6,20230708_0645.nc
0,0,4076,0.9865385,1.0500565,253.27237,253.3497,18.951244,54.824684,2023,7,20230708_0745.nc
0,1,4043,0.9404755,1.0038972,251.75171,251.71176,15.95373,56.73998,2023,7,20230708_0745.nc
0,2,4371,1.0329978,0.9948169,246.94763,247.67155,13.069835,58.561337,2023,7,20230708_0745.nc
0,3,4330,1.076148,1.0708785,248.2368,248.9286,10.190651,60.407204,2023,7,20230708_0745.nc
0,4,4484,1.3534191,1.2030591,245.58432,246.0734,7.3442087,62.255272,2023,7,20230708_0745.nc
0,5,4516,1.1294243,1.0883224,245.50888,245.80168,4.6995616,64.07626,2023,7,20230708_0745.nc
0,6,4464,1.3134402,1.260547,246.91202,247.65068,2.5829158,65.966,2023,7,20230708_0745.nc
0,7,4587,1.451548,1.356845,246.68073,247.17639,2.9315157,67.81825,2023,7,20230708_0745.nc
1,0,4212,0.9078617,1.0018442,253.77823,253.6315,18.825653,53.674202,2023,7,20230708_0745.nc
1,1,4176,1.0777781,1.1937951,253.89203,254.16179,15.931984,55.50997,2023,7,20230708_0745.nc
1,2,4041,1.1651884,1.2908075,255.97392,255.70004,12.919219,57.437584,2023,7,20230708_0745.nc
1,3,4407,1.2770672,1.1971785,249.68422,250.92671,10.081236,59.256187,2023,7,20230708_0745.nc
1,4,4553,1.3310446,1.209496,248.79715,249.46713,7.159926,61.13451,2023,7,20230708_0745.nc
1,5,4289,0.9865829,1.0603184,253.72786,253.46678,4.3901463,62.955845,2023,7,20230708_0745.nc
1,6,4458,0.9670447,1.0462012,252.31743,253.10265,1.8040636,64.902985,2023,7,20230708_0745.nc
1,7,4555,0.8610738,1.0101706,255.1409,254.07867,2.2442734,66.770905,2023,7,20230708_0745.nc
2,0,4226,1.0569999,1.0521177,257.6662,258.49136,19.142262,52.555126,2023,7,20230708_0745.nc
2,1,4231,1.1994449,1.3374456,261.5257,261.53754,16.322989,54.423347,2023,7,20230708_0745.nc
2,2,4297,1.3407122,1.4094727,261.79092,261.07065,13.51028,56.31015,2023,7,20230708_0745.nc
2,3,4000,1.256644,1.3482234,257.62302,257.14883,10.637819,58.27176,2023,7,20230708_0745.nc
2,4,4090,1.3602335,1.3915695,258.91223,257.74554,7.9672594,60.177322,2023,7,20230708_0745.nc
2,5,4044,1.1291729,1.1925435,260.01154,259.88654,5.7203016,62.00164,2023,7,20230708_0745.nc
2,6,4568,0.78193665,0.8911118,260.98004,260.74802,4.1309247,63.880203,2023,7,20230708_0745.nc
2,7,4598,0.8214078,0.9261477,260.93594,260.34207,4.3384285,65.777534,2023,7,20230708_0745.nc
3,0,4266,1.0678942,1.0284709,260.95065,261.9233,19.93884,51.4769,2023,7,20230708_0745.nc
3,1,4287,1.1091443,1.0894519,261.3202,261.9365,17.246899,53.36979,2023,7,20230708_0745.nc
3,2,4165,1.0749276,1.1504501,262.97922,263.6173,14.641743,55.25289,2023,7,20230708_0745.nc
3,3,4163,1.0055568,1.1925175,262.52277,263.07858,12.043366,57.23292,2023,7,20230708_0745.nc
3,4,3484,1.504008,1.5162792,264.20203,263.52884,10.071056,58.910217,2023,7,20230708_0745.nc
3,5,4184,1.3733584,1.3573616,265.83362,265.619,7.9911146,61.06231,2023,7,20230708_0745.nc
3,6,4271,0.98139614,1.0512347,265.29196,265.0774,6.9657016,62.886456,2023,7,20230708_0745.nc
3,7,4285,0.8759944,0.9489646,266.701,266.66507,7.120177,64.8583,2023,7,20230708_0745.nc
0,0,4301,0.7698396,0.85443085,247.23325,247.3337,18.900286,57.311066,2023,0,20230709_0045.nc
0,1,4351,1.2816383,1.1372887,247.58298,247.96489,16.012741,55.47899,2023,0,20230709_0045.nc
0,2,4451,0.95698667,0.9431652,248.25623,248.84908,13.098955,53.64683,2023,0,20230709_0045.nc
0,3,4491,1.0331498,1.0149357,249.15964,249.8139,10.225941,51.855015,2023,0,20230709_0045.nc
0,4,4327,1.088692,1.3459448,250.6408,250.38942,7.422076,50.106503,2023,0,20230709_0045.nc
0,5,4481,0.81024927,0.8961473,246.71672,247.62871,4.66823,48.32188,2023,0,20230709_0045.nc
0,6,3500,1.8127785,1.7645378,249.76776,250.36261,2.5299501,46.629272,2023,0,20230709_0045.nc
0,7,4001,1.1664039,1.3731531,247.66522,248.50752,2.9190164,44.833076,2023,0,20230709_0045.nc
1,0,4332,1.1905394,1.1444421,253.55618,253.56827,18.799725,56.140938,2023,0,20230709_0045.nc
1,1,4332,0.81383735,0.8707808,253.26488,253.66292,15.89312,54.28717,2023,0,20230709_0045.nc
1,2,4376,1.3295829,1.2428304,251.32166,251.62375,13.006674,52.451767,2023,0,20230709_0045.nc
1,3,4545,1.025646,1.010662,252.28659,253.13983,10.059666,50.614334,2023,0,20230709_0045.nc
1,4,3567,1.8290762,1.7772704,258.148,257.69635,7.344241,48.877876,2023,0,20230709_0045.nc
1,5,3297,1.3025208,1.4537259,254.29955,254.08574,3.9344513,46.798847,2023,0,20230709_0045.nc
1,6,4527,0.83171505,0.9892138,252.1766,252.74854,1.8071698,45.221306,2023,0,20230709_0045.nc
1,7,4068,1.4132242,1.6513371,255.89496,255.39114,2.0818,43.588104,2023,0,20230709_0045.nc
2,0,4138,1.0957108,1.0883278,259.55228,260.2023,19.091412,55.022243,2023,0,20230709_0045.nc
2,1,4365,0.8652585,0.90953517,260.37936,260.60742,16.314306,53.170494,2023,0,20230709_0045.nc
2,2,4453,0.8798728,0.93428314,257.40445,258.45053,13.518113,51.30991,2023,0,20230709_0045.nc
2,3,4583,0.8212995,0.8674801,257.51364,257.85947,10.728471,49.43801,2023,0,20230709_0045.nc
2,4,4522,1.2220587,1.3264636,258.82404,258.78845,8.070946,47.596127,2023,0,20230709_0045.nc
2,5,4295,1.0258509,1.3163326,258.5394,258.22916,5.712492,45.739338,2023,0,20230709_0045.nc
2,6,4591,0.92490953,0.9323876,253.99327,255.15659,4.09781,43.945976,2023,0,20230709_0045.nc
2,7,4580,0.941846,1.0017059,254.80191,255.40085,4.337347,42.15833,2023,0,20230709_0045.nc
3,0,4233,1.1202613,1.079535,264.78336,265.25003,19.936983,54.026833,2023,0,20230709_0045.nc
3,1,4360,1.0365751,1.0958203,268.5727,267.73236,17.215813,52.11831,2023,0,20230709_0045.nc
3,2,4376,1.6154759,1.6507757,269.20325,268.53632,14.588695,50.230095,2023,0,20230709_0045.nc
3,3,4424,1.0771033,1.2694445,265.12347,265.0469,12.073273,48.33731,2023,0,20230709_0045.nc
3,4,4560,0.8000575,0.85787433,262.3861,262.3689,9.812904,46.463943,2023,0,20230709_0045.nc
3,5,4444,0.89185524,0.9408734,259.82776,260.15652,7.951471,44.62178,2023,0,20230709_0045.nc
3,6,4563,0.84332544,0.917509,264.95496,264.8069,6.926196,42.78382,2023,0,20230709_0045.nc
3,7,4495,0.9274297,0.957976,259.0292,259.74698,7.022236,40.963478,2023,0,20230709_0045.nc
0,0,4298,0.7525128,0.88875264,247.00116,247.03798,18.90047,44.513485,2023,1,20230709_0145.nc
0,1,4369,0.8280972,0.86508214,246.23509,246.53682,16.00135,42.805233,2023,1,20230709_0145.nc
0,2,4373,0.7777036,0.8576129,246.91891,247.45126,13.120072,41.164627,2023,1,20230709_0145.nc
0,3,4519,0.83830434,0.9251139,249.72949,250.40692,10.23157,39.52811,2023,1,20230709_0145.nc
0,4,4297,1.0039574,1.4892493,249.76407,249.30466,7.3993325,37.985138,2023,1,20230709_0145.nc
0,5,4527,0.71344507,0.9642821,247.44185,248.0056,4.6725583,36.423286,2023,1,20230709_0145.nc
0,6,3102,2.2849476,2.17051,250.21661,250.66096,2.5027246,34.923912,2023,1,20230709_0145.nc
0,7,3692,1.7241787,1.7509232,248.54987,249.04155,2.90481,33.411346,2023,1,20230709_0145.nc
1,0,4356,0.80159175,0.869335,252.40236,252.7904,18.804523,43.101013,2023,1,20230709_0145.nc
1,1,4368,0.7507527,0.8109421,252.83186,253.13484,15.898796,41.3663,2023,1,20230709_0145.nc
1,2,4460,1.007235,0.981909,250.30058,250.766,13.015923,39.66375,2023,1,20230709_0145.nc
1,3,4529,0.92776364,1.0265627,251.71455,252.9631,10.059771,37.98582,2023,1,20230709_0145.nc
1,4,3486,2.5313787,2.351967,257.65698,257.36725,7.185462,36.39508,2023,1,20230709_0145.nc
1,5,3761,1.3125293,1.5362954,254.20772,254.15817,4.1029224,34.595192,2023,1,20230709_0145.nc
1,6,4517,0.82291883,1.0644503,251.608,252.02884,1.8063626,33.2009,2023,1,20230709_0145.nc
1,7,4261,1.4255587,1.651952,254.74004,254.33769,2.1598766,31.752695,2023,1,20230709_0145.nc
2,0,4263,1.0187762,1.0322967,257.86768,258.6551,19.142004,41.77569,2023,1,20230709_0145.nc
2,1,4334,0.88935626,0.93050843,258.8783,259.92682,16.322044,40.005424,2023,1,20230709_0145.nc
2,2,4464,0.85621166,0.9486173,257.84192,257.93866,13.51499,38.25788,2023,1,20230709_0145.nc
2,3,4569,0.90355057,1.0971953,256.47998,257.123,10.742612,36.52614,2023,1,20230709_0145.nc
2,4,4535,1.6739658,1.6920291,258.7676,258.60983,8.054061,34.814922,2023,1,20230709_0145.nc
2,5,4345,1.1640896,1.4561498,258.64545,258.31607,5.7453375,33.139713,2023,1,20230709_0145.nc
2,6,4594,0.8533967,0.9252221,253.48645,254.5764,4.0999265,31.537647,2023,1,20230709_0145.nc
2,7,4598,0.8559463,0.94717973,254.656,255.21404,4.327696,29.978832,2023,1,20230709_0145.nc
3,0,4215,0.9791061,0.98008174,264.28195,265.10437,19.938719,40.57499,2023,1,20230709_0145.nc
3,1,4380,1.0132468,1.1870544,266.99243,266.52423,17.214596,38.73539,2023,1,20230709_0145.nc
3,2,4330,2.196116,2.1111133,267.8985,267.52808,14.598188,36.943535,2023,1,20230709_0145.nc
3,3,4415,1.2916292,1.4379985,265.12915,264.5784,12.071703,35.158,2023,1,20230709_0145.nc
3,4,4582,0.8894384,0.99650943,261.5072,261.58386,9.817096,33.399673,2023,1,20230709_0145.nc
3,5,4368,0.90228117,1.0104702,259.4394,259.95642,7.937398,31.686537,2023,1,20230709_0145.nc
3,6,4533,0.8198852,0.9645987,264.73465,264.56107,6.9093037,30.004723,2023,1,20230709_0145.nc
3,7,4579,0.86129475,0.9413767,259.83737,260.39893,7.0617814,28.366013,2023,1,20230709_0145.nc
0,0,4314,0.7870769,0.9048851,246.30438,246.35541,18.89869,33.991417,2023,2,20230709_0245.nc
0,1,4390,0.67028415,0.75062156,246.25348,246.50934,15.99823,32.58352,2023,2,20230709_0245.nc
0,2,4392,0.80119747,0.91891795,246.01736,246.72356,13.110407,31.264124,2023,2,20230709_0245.nc
0,3,4553,0.804244,0.93639153,249.01959,249.79747,10.221094,30.005054,2023,2,20230709_0245.nc
0,4,4376,0.9377635,1.480326,249.91309,249.48021,7.3940845,28.885933,2023,2,20230709_0245.nc
0,5,4553,0.740163,1.0977882,247.25372,247.55785,4.689336,27.798388,2023,2,20230709_0245.nc
0,6,2727,2.537992,2.450007,251.0893,251.14127,2.4769433,26.734097,2023,2,20230709_0245.nc
0,7,3440,2.1684656,2.0894072,248.40874,248.69943,2.8867536,25.869316,2023,2,20230709_0245.nc
1,0,4359,0.723717,0.7902229,251.59372,252.21733,18.815426,32.212543,2023,2,20230709_0245.nc
1,1,4418,0.78066665,0.83468276,251.89476,252.12746,15.906965,30.74114,2023,2,20230709_0245.nc
1,2,4485,0.8991283,0.9194598,249.77325,250.23128,12.971615,29.328255,2023,2,20230709_0245.nc
1,3,4458,0.8470844,1.1129892,253.12563,253.50372,10.055988,27.998375,2023,2,20230709_0245.nc
1,4,3556,2.6215522,2.5026634,257.6843,257.57425,7.068102,26.789005,2023,2,20230709_0245.nc
1,5,4075,1.2892586,1.5471809,253.66644,253.7993,4.2170634,25.522156,2023,2,20230709_0245.nc
1,6,4468,0.89320433,1.2325894,250.83704,251.45451,1.8180611,24.60704,2023,2,20230709_0245.nc
1,7,4575,1.4188704,1.6699586,254.73036,253.924,2.244157,23.724379,2023,2,20230709_0245.nc
2,0,4310,1.0164139,0.9954148,256.28418,256.87195,19.169062,30.52842,2023,2,20230709_0245.nc
2,1,4399,0.8216252,0.8739481,258.5841,259.27826,16.312967,28.97386,2023,2,20230709_0245.nc
2,2,4490,0.89149195,1.0412766,255.90149,256.65112,13.492247,27.485939,2023,2,20230709_0245.nc
2,3,4460,0.8723406,1.0829979,254.75104,255.80084,10.740435,26.090382,2023,2,20230709_0245.nc
2,4,4582,1.3397,1.4393477,258.06598,257.6841,8.069792,24.749113,2023,2,20230709_0245.nc
2,5,4457,1.2706567,1.4663265,258.93344,258.53693,5.75193,23.506441,2023,2,20230709_0245.nc
2,6,4578,0.83632493,0.9476276,253.43805,254.37544,4.1052847,22.427769,2023,2,20230709_0245.nc
2,7,4595,0.81867784,0.90344346,254.15959,254.80939,4.332179,21.454548,2023,2,20230709_0245.nc
3,0,4249,0.8865759,0.9268257,264.01453,264.813,19.925251,28.946932,2023,2,20230709_0245.nc
3,1,4340,0.9646789,1.2299976,265.82782,265.63693,17.224934,27.325119,2023,2,20230709_0245.nc
3,2,4436,2.496913,2.311643,267.4196,267.08527,14.5868,25.749634,2023,2,20230709_0245.nc
3,3,4455,1.0398998,1.310689,263.66568,263.23972,12.084753,24.255451,2023,2,20230709_0245.nc
3,4,4556,0.8285588,0.9544777,261.20447,261.46207,9.838945,22.83168,2023,2,20230709_0245.nc
3,5,4413,0.89951825,1.1358786,259.5406,259.9383,7.9868526,21.496479,2023,2,20230709_0245.nc
3,6,4577,0.80525744,1.0084791,264.44006,264.2849,6.9202256,20.301346,2023,2,20230709_0245.nc
3,7,4560,0.80920196,0.8949944,259.77554,260.1375,7.0625544,19.227571,2023,2,20230709_0245.nc
0,0,4335,0.7948533,0.91841054,246.46892,246.58235,18.889875,25.864988,2023,3,20230709_0345.nc
0,1,4396,0.68096375,0.7999303,245.76003,246.19228,15.99658,25.19505,2023,3,20230709_0345.nc
0,2,4472,0.7957056,0.93155295,245.5528,246.51704,13.101942,24.701855,2023,3,20230709_0345.nc
0,3,4530,0.7836884,0.9885086,249.55605,250.14903,10.233745,24.359474,2023,3,20230709_0345.nc
0,4,4305,0.9035982,1.3262902,248.94675,248.73975,7.401933,24.249294,2023,3,20230709_0345.nc
0,5,4462,0.9996261,1.3458129,247.5715,247.78922,4.7099524,24.139805,2023,3,20230709_0345.nc
0,6,2500,2.472321,2.4003437,251.5567,251.59637,2.4031663,23.947277,2023,3,20230709_0345.nc
0,7,3146,2.3074822,2.2066944,249.02715,249.2639,2.9316401,24.452442,2023,3,20230709_0345.nc
1,0,4331,0.7301634,0.82086676,251.88411,252.45529,18.81813,23.54152,2023,3,20230709_0345.nc
1,1,4362,0.7871207,0.84408915,251.4049,251.76472,15.904484,22.831072,2023,3,20230709_0345.nc
1,2,4468,0.85193205,0.92067516,249.48798,250.10808,12.966623,22.254429,2023,3,20230709_0345.nc
1,3,4408,0.8628274,1.2250233,252.84134,253.38078,10.06961,21.89284,2023,3,20230709_0345.nc
1,4,3877,2.3028178,2.2581227,257.19336,257.02264,7.0990906,21.697773,2023,3,20230709_0345.nc
1,5,4307,1.2790428,1.531246,253.06119,253.31004,4.260934,21.598635,2023,3,20230709_0345.nc
1,6,4383,1.0759429,1.4068445,251.24323,251.58371,1.7830281,21.871712,2023,3,20230709_0345.nc
1,7,4601,1.84875,1.8170894,254.67725,254.11848,2.2569969,22.177584,2023,3,20230709_0345.nc
2,0,4310,0.9770776,0.9682394,255.79623,256.03452,19.170504,21.268131,2023,3,20230709_0345.nc
2,1,4400,0.8498547,0.91366106,257.75732,258.0072,16.313057,20.448273,2023,3,20230709_0345.nc
2,2,4503,0.9033118,1.0402489,254.08727,255.02504,13.489987,19.852459,2023,3,20230709_0345.nc
2,3,4439,0.84068495,1.0819231,255.94067,256.41797,10.707582,19.406586,2023,3,20230709_0345.nc
2,4,4569,1.0281831,1.254533,257.062,256.68076,8.064695,19.177273,2023,3,20230709_0345.nc
2,5,4498,1.2227156,1.4180908,259.1007,258.38184,5.7443953,19.165329,2023,3,20230709_0345.nc
2,6,4584,0.8339144,0.9938969,252.76022,253.93785,4.1030326,19.379276,2023,3,20230709_0345.nc
2,7,4600,0.8031094,0.8934648,254.60507,255.06845,4.3426037,19.761063,2023,3,20230709_0345.nc
3,0,4257,0.84232956,0.8933083,263.20367,263.7287,19.929193,19.025597,2023,3,20230709_0345.nc
3,1,4344,1.004629,1.3872653,265.10278,264.70627,17.223072,18.13805,2023,3,20230709_0345.nc
3,2,4446,2.3327837,2.1259568,267.23828,266.40707,14.588703,17.43127,2023,3,20230709_0345.nc
3,3,4459,0.902142,1.2163924,263.08948,262.83008,12.091689,16.950365,2023,3,20230709_0345.nc
3,4,4560,0.77974486,0.8781809,259.91522,260.61032,9.837168,16.68879,2023,3,20230709_0345.nc
3,5,4395,0.8194794,1.1620836,261.16226,261.72354,8.01158,16.638355,2023,3,20230709_0345.nc
3,6,4544,0.7932434,1.0241066,264.20502,264.0546,6.9124584,16.920498,2023,3,20230709_0345.nc
3,7,4529,0.802272,0.92752284,260.1915,260.53156,7.069584,17.364779,2023,3,20230709_0345.nc
0,0,4271,0.86752546,1.0229344,247.01672,247.19086,18.898144,24.731232,2023,4,20230709_0445.nc
0,1,4271,0.7281656,0.906662,245.50917,246.19577,15.976522,25.26271,2023,4,20230709_0445.nc
0,2,4450,0.78521395,0.90171456,244.89526,245.83148,13.097067,25.930725,2023,4,20230709_0445.nc
0,3,4578,0.8129571,1.0315199,250.25574,250.6049,10.224403,26.73219,2023,4,20230709_0445.nc
0,4,4404,1.0250335,1.3416137,249.01216,249.33012,7.3622923,27.713959,2023,4,20230709_0445.nc
0,5,4411,1.7082175,1.6909099,247.3449,247.90906,4.691437,28.688837,2023,4,20230709_0445.nc
0,6,2369,2.7544389,2.6077147,251.9781,251.80092,2.285252,29.505226,2023,4,20230709_0445.nc
0,7,3036,2.4753032,2.3224738,250.24527,249.97823,2.9700184,30.99657,2023,4,20230709_0445.nc
1,0,4331,0.7737426,0.89922374,251.9161,252.43156,18.823093,22.298328,2023,4,20230709_0445.nc
1,1,4370,0.83592623,0.9045357,250.81558,251.57875,15.862475,22.855862,2023,4,20230709_0445.nc
1,2,4409,0.8680631,0.93244654,249.49838,250.352,12.934202,23.610397,2023,4,20230709_0445.nc
1,3,4280,0.84564435,1.234274,251.43228,252.54535,10.134266,24.525782,2023,4,20230709_0445.nc
1,4,3914,2.1534498,2.1093144,256.88397,256.62277,7.041676,25.4488,2023,4,20230709_0445.nc
1,5,4464,0.9770739,1.3872443,252.44327,252.66731,4.277407,26.57457,2023,4,20230709_0445.nc
1,6,4366,1.2085388,1.4790866,252.24458,252.45018,1.8291676,27.812153,2023,4,20230709_0445.nc
1,7,4499,1.6044914,1.6564624,253.94983,253.46149,2.2499611,29.122448,2023,4,20230709_0445.nc
2,0,4288,0.8845265,0.95962334,255.79349,256.1456,19.171377,19.880241,2023,4,20230709_0445.nc
2,1,4407,0.93053085,1.0825375,256.19943,257.19128,16.3166,20.507385,2023,4,20230709_0445.nc
2,2,4434,0.947509,1.0933306,253.42654,254.95276,13.468853,21.335258,2023,4,20230709_0445.nc
2,3,4483,0.874197,1.1829439,255.97777,256.47983,10.720579,22.28726,2023,4,20230709_0445.nc
2,4,4582,1.0522759,1.2534745,257.3872,257.24786,8.073381,23.380281,2023,4,20230709_0445.nc
2,5,4585,1.0147042,1.2901545,259.10867,258.4557,5.734794,24.591011,2023,4,20230709_0445.nc
2,6,4595,0.86370367,1.043495,252.62946,253.86415,4.123139,25.893501,2023,4,20230709_0445.nc
2,7,4616,0.8309653,0.9188996,255.03935,255.5782,4.3304367,27.286112,2023,4,20230709_0445.nc
3,0,4256,0.82758087,0.89970356,262.3118,263.11282,19.936295,17.478428,2023,4,20230709_0445.nc
3,1,4327,0.9019371,1.3284581,262.5872,263.5279,17.219791,18.195759,2023,4,20230709_0445.nc
3,2,4439,1.9683295,1.8403866,267.2901,265.73743,14.592051,19.096645,2023,4,20230709_0445.nc
3,3,4444,0.8583922,1.0691487,262.63458,262.6094,12.102298,20.146065,2023,4,20230709_0445.nc
3,4,4569,0.8030029,0.90598905,259.99567,261.15112,9.840809,21.349648,2023,4,20230709_0445.nc
3,5,4293,0.8623406,1.2695357,263.51013,263.61588,8.046123,22.616869,2023,4,20230709_0445.nc
3,6,4450,0.8201824,1.1196266,264.5869,264.22705,6.9029355,24.089355,2023,4,20230709_0445.nc
3,7,4506,0.8372116,0.9758306,260.8427,261.30463,7.0520735,25.566402,2023,4,20230709_0445.nc
0,0,4223,0.87080556,1.0806922,246.68214,247.07503,18.906822,31.34061,2023,5,20230709_0545.nc
0,1,4015,0.8198877,1.0116307,245.40189,246.24214,16.022406,32.681793,2023,5,20230709_0545.nc
0,2,4421,0.8162785,0.90180373,244.86017,245.84299,13.097385,34.08866,2023,5,20230709_0545.nc
0,3,4483,0.8611736,1.1147774,250.6169,250.69136,10.238557,35.553776,2023,5,20230709_0545.nc
0,4,4515,1.1288785,1.3435229,249.71294,250.29977,7.3759966,37.071392,2023,5,20230709_0545.nc
0,5,4286,1.9883513,1.8912883,248.02896,248.95193,4.685255,38.583492,2023,5,20230709_0545.nc
0,6,2417,2.7520068,2.6380012,252.6523,252.62355,2.2953858,39.91752,2023,5,20230709_0545.nc
0,7,2809,2.4249527,2.2485027,251.61023,250.8037,2.9847782,41.90582,2023,5,20230709_0545.nc
1,0,4261,0.829819,0.96488446,251.27077,252.11873,18.83706,29.405684,2023,5,20230709_0545.nc
1,1,4273,0.88577026,0.9968544,250.13048,251.21864,15.882756,30.827927,2023,5,20230709_0545.nc
1,2,4374,0.9641054,1.0907917,248.78183,250.2846,12.947376,32.333607,2023,5,20230709_0545.nc
1,3,4336,0.9025107,1.2929962,251.79823,253.0908,10.116692,33.83046,2023,5,20230709_0545.nc
1,4,4211,2.0629714,2.0345647,257.09006,256.82846,7.0557466,35.40281,2023,5,20230709_0545.nc
1,5,4463,1.007235,1.343785,252.56723,252.792,4.2873964,37.00508,2023,5,20230709_0545.nc
1,6,4350,1.4183995,1.5827744,253.11404,253.19475,1.8716468,38.64531,2023,5,20230709_0545.nc
1,7,4454,1.2529655,1.4796715,253.46983,253.0421,2.2349768,40.368248,2023,5,20230709_0545.nc
2,0,4241,0.89960754,1.0068614,255.52994,255.9546,19.165852,27.58415,2023,5,20230709_0545.nc
2,1,4299,0.9863726,1.2875674,256.27036,257.3392,16.32986,29.076195,2023,5,20230709_0545.nc
2,2,4456,0.9124166,0.9696203,252.3638,253.30417,13.482342,30.650883,2023,5,20230709_0545.nc
2,3,4444,0.8776785,1.0411992,254.64743,255.31764,10.741607,32.234108,2023,5,20230709_0545.nc
2,4,4582,0.9381183,1.1441532,256.92535,257.02792,8.092895,33.868042,2023,5,20230709_0545.nc
2,5,4598,0.94355035,1.1266853,258.54907,258.15823,5.74417,35.545753,2023,5,20230709_0545.nc
2,6,4591,0.8832464,1.0301715,253.41772,254.40607,4.110713,37.25163,2023,5,20230709_0545.nc
2,7,4646,0.8626636,0.9409462,255.40897,255.84528,4.3307886,38.98861,2023,5,20230709_0545.nc
3,0,4263,0.8458792,0.9119508,261.33743,262.29352,19.928158,25.856009,2023,5,20230709_0545.nc
3,1,4324,0.9631879,1.4011359,263.08313,263.61288,17.228432,27.435001,2023,5,20230709_0545.nc
3,2,4395,1.441881,1.6539905,266.20605,264.4406,14.610683,29.050858,2023,5,20230709_0545.nc
3,3,4468,0.86860895,1.0027274,260.17578,260.8593,12.0986805,30.724201,2023,5,20230709_0545.nc
3,4,4538,0.8831271,0.96754616,259.52582,260.6765,9.847614,32.422356,2023,5,20230709_0545.nc
3,5,4226,1.1120753,1.4833652,265.8565,265.78455,8.034659,34.12748,2023,5,20230709_0545.nc
3,6,4536,0.88682294,1.12034,264.10123,263.9996,6.921765,35.924393,2023,5,20230709_0545.nc
3,7,4494,0.9079454,1.0322958,260.73062,261.2495,7.0370884,37.725353,2023,5,20230709_0545.nc
0,0,3963,0.9078788,1.1432803,247.7747,248.06477,18.914942,42.192497,2023,6,20230709_0645.nc
0,1,3810,0.91160035,1.0942603,246.02258,247.06412,16.01057,43.880745,2023,6,20230709_0645.nc
0,2,4438,0.8597312,0.89697814,246.23776,247.05284,13.093452,45.597008,2023,6,20230709_0645.nc
0,3,4527,0.96305394,1.1436584,252.61469,252.23117,10.231613,47.313595,2023,6,20230709_0645.nc
0,4,4535,0.8854087,1.0766845,249.92267,250.30331,7.3747153,49.08775,2023,6,20230709_0645.nc
