day,day_idx,repeat,fft_s,seed_lat,seed_lon
2024-07-01,0,0,0.0267555000,-0.0440000000,-0.2520000000
2024-07-01,0,1,0.0225614160,-0.0440000000,-0.2520000000
2024-07-01,0,2,0.0230887090,-0.0440000000,-0.2520000000
2024-07-01,0,3,0.0233449580,-0.0440000000,-0.2520000000
2024-07-01,0,4,0.0242032080,-0.0440000000,-0.2520000000
