day,day_idx,grid_n_lat,grid_n_lon,points_per_hour,n_hours,rows_total,rows_valid,valid_rate,lat_step,lon_step,day_build_s,fft_first_s,fft_median_s,fft_min_s,fft_max_s,fft_seed_lat,fft_seed_lon,reverse_precompute_s,reverse_refine_s,reverse_incremental_s,reverse_total_seed_s,reverse_closure_calls,reverse_points_per_hour,reverse_n_tails,reverse_seed_lat,reverse_seed_lon,reverse_seed_movement,reverse_over_fft_ratio,fft_full_precompute_s,fft_full_fit_s,fft_full_total_s,fft_end_to_end_s,fft_final_nll,fft_final_steps,fft_est_sigmasq,fft_est_range_lat,fft_est_range_lon,fft_est_range_time,fft_est_advec_lat,fft_est_advec_lon,fft_est_nugget,reverse_l_full_precompute_s,reverse_l_full_fit_s,reverse_l_full_total_s,reverse_l_end_to_end_s,reverse_l_final_nll,reverse_l_final_steps,reverse_l_est_sigmasq,reverse_l_est_range_lat,reverse_l_est_range_lon,reverse_l_est_range_time,reverse_l_est_advec_lat,reverse_l_est_advec_lon,reverse_l_est_nugget
2024-07-01,0,114,159,18126,8,145008,131428,0.9063499945,0.0440000000,0.0630000000,0.0108437090,0.0267555000,0.0233449580,0.0225614160,0.0267555000,-0.0440000000,-0.2520000000,0.3985068330,5.6178817080,6.0163885410,6.0397334989,4,4560,33050,-0.0600900498,-0.2375717815,0.0216116447,258.7168290113,1.4942830420,93.8741467080,95.3684297500,95.3917747079,1.1917535782,1,11.9775534183,0.1881955645,0.2204705665,1.2682734466,-0.0224198060,-0.2289766923,0.5900590804,1.3988969160,93.9900267080,95.3889236240,101.4286571229,1.1913797710,1,12.2481749177,0.1835200313,0.2145558234,1.2893576781,-0.0099393264,-0.1820419847,0.5240533023
