day,day_idx,grid_n_lat,grid_n_lon,points_per_hour,n_hours,rows_total,rows_valid,valid_rate,lat_step,lon_step,day_build_s,fft_first_s,fft_median_s,fft_min_s,fft_max_s,fft_seed_lat,fft_seed_lon,reverse_precompute_s,reverse_refine_s,reverse_incremental_s,reverse_total_seed_s,reverse_closure_calls,reverse_points_per_hour,reverse_n_tails,reverse_seed_lat,reverse_seed_lon,reverse_seed_movement,reverse_over_fft_ratio
2024-07-01,0,114,159,18126,8,145008,131428,0.9063499945,0.0440000000,0.0630000000,0.0106144170,0.0238408330,0.0211525840,0.0208206250,0.0238408330,-0.0440000000,-0.2520000000,0.3942230419,5.5840987500,5.9783217920,5.9994743760,4,4560,33050,-0.0600900498,-0.2375717815,0.0216116447,283.6284387933
