day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-1,DW_Real,18126.0,1.0,5.8797,0.1799,0.1867,1.0234,-0.0072,0.0834,0.0,-270073.44,97.8373,0.0
2024-07-2,DW_Real,18126.0,1.0,12.2788,0.2031,0.23,1.508,0.0043,-0.2981,0.0,-56836.08,109.5585,0.0
2024-07-3,DW_Real,18126.0,1.0,14.4489,0.1573,0.1794,1.4713,-0.0657,-0.3113,0.0479,89449.92,82.0292,0.0
2024-07-4,DW_Real,18126.0,1.0,12.1241,0.1391,0.1661,1.4284,0.0312,-0.1897,0.0,53071.2,115.1125,0.0
2024-07-5,DW_Real,18126.0,1.0,13.5533,0.1622,0.2153,1.3705,0.0695,-0.2882,0.0,30255.12,104.5269,0.0
2024-07-6,DW_Real,18126.0,1.0,14.1278,0.1792,0.2059,1.1211,0.0606,-0.0003,0.0,34382.88,103.5263,0.0
2024-07-7,DW_Real,18126.0,1.0,13.7018,0.2332,0.3097,1.3192,-0.0108,0.114,0.0,-87635.52,120.7519,0.0
2024-07-8,DW_Real,18126.0,1.0,11.2629,0.1931,0.1667,0.8886,-0.0811,-0.3578,0.0,-33248.88,91.5734,0.0
2024-07-9,DW_Real,18126.0,1.0,9.1207,0.2225,0.2216,1.3027,0.0587,-0.2056,0.0,-176541.12,98.9966,0.0
2024-07-10,DW_Real,18126.0,1.0,3.7184,0.1832,0.2396,0.8905,0.0,0.0,0.0,-475236.72,106.3559,0.0
2024-07-11,DW_Real,18126.0,1.0,4.8483,0.2903,0.2231,1.1223,-0.0015,0.0468,0.0,-465030.72,118.6109,0.0
2024-07-12,DW_Real,18126.0,1.0,6.2018,0.1635,0.169,0.7698,0.0477,0.072,0.0,-217274.4,103.5776,0.0
2024-07-13,DW_Real,18126.0,1.0,6.5448,0.1731,0.1751,1.1389,-0.0049,0.0115,0.0,-217909.44,115.0232,0.0
2024-07-14,DW_Real,18126.0,1.0,5.5388,0.2039,0.1694,1.0802,-0.0074,-0.19,0.0,-305544.96,107.7539,0.0
2024-07-15,DW_Real,18126.0,1.0,6.066,0.1488,0.1443,0.9346,0.0,-0.0,0.0,-190194.48,104.5962,0.0
2024-07-16,DW_Real,18126.0,1.0,10.7018,0.1737,0.1621,0.8547,-0.0675,-0.256,0.0,-26172.72,96.8461,0.0
2024-07-17,DW_Real,18126.0,1.0,6.1221,0.1016,0.0867,0.7918,-0.0,-0.0,0.0,-60056.64,128.823,0.0
2024-07-18,DW_Real,18126.0,1.0,5.0355,0.0998,0.0882,0.7903,-0.0,-0.0,0.0,-129276.0,106.2639,0.0
2024-07-19,DW_Real,18126.0,1.0,5.6412,0.1705,0.1738,0.8344,0.0034,-0.3406,0.0,-263224.08,98.6903,0.0
2024-07-20,DW_Real,18126.0,1.0,7.6268,0.137,0.1595,0.8557,0.0499,-0.3537,0.0,-101334.24,104.8863,0.0
2024-07-21,DW_Real,18126.0,1.0,5.8285,0.1445,0.1374,0.6199,-0.0,0.0,0.0,-189604.8,112.8165,0.0
2024-07-22,DW_Real,18126.0,1.0,10.5937,0.1862,0.2131,1.0989,0.0202,-0.2156,0.0,-80695.44,100.0895,0.0
2024-07-23,DW_Real,18126.0,1.0,10.9494,0.1608,0.17,1.0177,0.0331,-0.0123,0.0,-11476.08,109.69,0.0
2024-07-24,DW_Real,18126.0,1.0,4.7101,0.1355,0.1659,0.7019,-0.0737,-0.0743,0.0,-279281.52,102.1622,0.0
2024-07-25,DW_Real,18126.0,1.0,9.3866,0.1881,0.2483,1.1499,0.0164,-0.2589,0.0,-149733.36,119.4524,0.0
2024-07-26,DW_Real,18126.0,1.0,6.6204,0.1199,0.13,0.7766,-0.0,0.0,0.0,-103375.44,103.8539,0.0
2024-07-27,DW_Real,18126.0,1.0,5.3354,0.1586,0.1671,1.2095,-0.0,-0.0,0.0,-270799.2,108.3141,0.0
2024-07-28,DW_Real,18126.0,1.0,5.6528,0.1019,0.1027,0.9872,0.0,0.0,0.0,-110587.68,112.0323,0.0
2024-07-29,DW_Real,18126.0,1.0,4.1503,0.0925,0.0866,2.0295,-0.0,0.0,0.0229,-234012.24,146.2722,0.0
2024-07-30,DW_Real,18126.0,1.0,4.5517,0.0753,0.0766,1.2228,-0.0,0.0,0.0,-126146.16,129.4224,0.0
2024-07-31,DW_Real,18126.0,1.0,6.3474,0.0904,0.0862,0.8229,-0.0153,0.0202,0.0,-26127.36,129.3124,0.0
