day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-1,Vecc_Only_mm8,18126.0,1.0,14.4048,0.3361,0.3591,1.7879,-0.0017,-0.1641,0.2497,0.9065,9.6658,0.0
2024-07-2,Vecc_Only_mm8,18126.0,1.0,16.5891,0.2744,0.3115,1.8668,-0.0096,-0.21,0.5141,1.1519,7.5427,0.0
2024-07-3,Vecc_Only_mm8,18126.0,1.0,13.5262,0.229,0.2485,1.5277,-0.079,-0.2526,0.4397,1.1335,7.2603,0.0
2024-07-4,Vecc_Only_mm8,18126.0,1.0,14.2291,0.2616,0.3196,2.1714,0.0182,-0.1344,0.3408,1.0493,9.01,0.0
2024-07-5,Vecc_Only_mm8,18126.0,1.0,14.1558,0.2517,0.2806,1.5671,0.0513,-0.1189,0.3504,1.1031,7.2702,0.0
2024-07-6,Vecc_Only_mm8,18126.0,1.0,15.2706,0.2749,0.2941,1.4881,0.0206,-0.116,0.4178,1.1043,7.0029,0.0
2024-07-7,Vecc_Only_mm8,18126.0,1.0,18.2572,0.3357,0.4373,2.1115,0.0136,-0.3426,0.3393,1.0534,7.8138,0.0
2024-07-8,Vecc_Only_mm8,18126.0,1.0,16.4986,0.3211,0.3107,1.4279,-0.0174,-0.3007,0.3767,1.0797,7.3409,0.0
2024-07-9,Vecc_Only_mm8,18126.0,1.0,9.4621,0.2886,0.2967,1.3232,0.0331,-0.1907,0.2269,0.8405,7.8118,0.0
2024-07-10,Vecc_Only_mm8,18126.0,1.0,6.125,0.2116,0.2211,1.2546,0.0015,-0.0214,0.1664,0.7047,7.5267,0.0
2024-07-11,Vecc_Only_mm8,18126.0,1.0,8.4357,0.326,0.3328,1.6537,0.0034,-0.0268,0.1749,0.6557,7.6322,0.0
2024-07-12,Vecc_Only_mm8,18126.0,1.0,11.4206,0.2848,0.3134,1.7908,-0.0006,0.0011,0.1443,0.9085,8.9055,0.0
2024-07-13,Vecc_Only_mm8,18126.0,1.0,14.9419,0.5119,0.5315,2.2876,-0.0015,0.0054,0.1418,0.7737,8.0968,0.0
2024-07-14,Vecc_Only_mm8,18126.0,1.0,9.7064,0.3111,0.3491,1.9207,0.0013,-0.0293,0.1855,0.8149,8.3364,0.0
2024-07-15,Vecc_Only_mm8,18126.0,1.0,12.831,0.3209,0.3429,2.247,0.0016,0.0057,0.2556,0.9486,8.1724,0.0
2024-07-16,Vecc_Only_mm8,18126.0,1.0,11.8077,0.2716,0.3072,1.5986,-0.0046,0.0062,0.1617,0.9487,7.2398,0.0
2024-07-17,Vecc_Only_mm8,18126.0,1.0,7.8977,0.1739,0.1811,1.5364,0.003,0.0068,0.1954,0.9644,8.4176,0.0
2024-07-18,Vecc_Only_mm8,18126.0,1.0,10.3764,0.2573,0.2631,1.7073,0.013,-0.0011,0.1833,0.9355,7.5179,0.0
2024-07-19,Vecc_Only_mm8,18126.0,1.0,10.1688,0.2624,0.2889,1.6955,0.002,-0.0,0.2148,0.9147,7.798,0.0
2024-07-20,Vecc_Only_mm8,18126.0,1.0,9.1097,0.2135,0.2319,1.1997,0.006,-0.0143,0.1803,0.9506,10.6783,0.0
2024-07-21,Vecc_Only_mm8,18126.0,1.0,6.9838,0.1899,0.2039,0.902,0.0175,-0.1374,0.1766,0.8812,8.3441,0.0
2024-07-22,Vecc_Only_mm8,18126.0,1.0,11.133,0.2374,0.262,1.1414,0.0224,-0.0406,0.2283,1.0034,7.5395,0.0
2024-07-23,Vecc_Only_mm8,18126.0,1.0,9.5742,0.2186,0.2224,1.3967,0.0029,-0.0302,0.3077,0.9885,8.063,0.0
2024-07-24,Vecc_Only_mm8,18126.0,1.0,9.0251,0.2466,0.3224,1.3106,-0.0327,-0.0199,0.1995,0.8354,7.6226,0.0
2024-07-25,Vecc_Only_mm8,18126.0,1.0,12.0707,0.2498,0.3755,1.3075,-0.0089,-0.048,0.1473,0.9403,10.2975,0.0
2024-07-26,Vecc_Only_mm8,18126.0,1.0,10.588,0.1883,0.2338,1.2165,0.0133,-0.0257,0.3031,1.0755,9.0023,0.0
2024-07-27,Vecc_Only_mm8,18126.0,1.0,10.3044,0.221,0.3033,2.081,0.0063,-0.0029,0.2027,0.947,9.7447,0.0
2024-07-28,Vecc_Only_mm8,18126.0,1.0,8.0687,0.2089,0.2471,1.9274,0.0121,-0.0013,0.2866,0.9128,9.7301,0.0
2024-07-29,Vecc_Only_mm8,18126.0,1.0,8.0531,0.1809,0.2248,2.685,0.0052,-0.0091,0.1126,0.8927,12.054,0.0
2024-07-30,Vecc_Only_mm8,18126.0,1.0,5.1972,0.1054,0.1254,1.7194,0.0025,-0.0082,0.2979,0.9632,11.945,0.0
2024-07-31,Vecc_Only_mm8,18126.0,1.0,5.4547,0.1177,0.1243,1.3607,0.008,-0.0047,0.382,0.9971,11.6573,0.0
