day,num_sims,lat_factor,lon_factor,DW_Est_SigmaSq,DW_SE_SigmaSq,VC_Irr_Est_SigmaSq,VC_Irr_SE_SigmaSq,DW_Est_RangeLat,DW_SE_RangeLat,VC_Irr_Est_RangeLat,VC_Irr_SE_RangeLat,DW_Est_RangeLon,DW_SE_RangeLon,VC_Irr_Est_RangeLon,VC_Irr_SE_RangeLon,DW_Est_RangeTime,DW_SE_RangeTime,VC_Irr_Est_RangeTime,VC_Irr_SE_RangeTime,DW_Est_AdvecLat,DW_SE_AdvecLat,VC_Irr_Est_AdvecLat,VC_Irr_SE_AdvecLat,DW_Est_AdvecLon,DW_SE_AdvecLon,VC_Irr_Est_AdvecLon,VC_Irr_SE_AdvecLon,DW_Est_Nugget,DW_SE_Nugget,VC_Irr_Est_Nugget,VC_Irr_SE_Nugget
2025-07-2,10,10,4,4.8122,12.8007,8.3491,0.2893,0.201,0.7108,0.2919,0.0144,0.2531,0.9034,0.5027,0.0285,0.8489,4.8176,1.4811,0.0977,0.0166,0.7455,-0.0034,0.0111,-0.4925,2.4162,-0.1814,0.0206,0.7812,0.6935,1.7662,0.0277
