day,num_sims,lat_factor,lon_factor,DW_Est_SigmaSq,DW_SE_SigmaSq,VC_Irr_Est_SigmaSq,VC_Irr_SE_SigmaSq,DW_Est_RangeLat,DW_SE_RangeLat,VC_Irr_Est_RangeLat,VC_Irr_SE_RangeLat,DW_Est_RangeLon,DW_SE_RangeLon,VC_Irr_Est_RangeLon,VC_Irr_SE_RangeLon,DW_Est_RangeTime,DW_SE_RangeTime,VC_Irr_Est_RangeTime,VC_Irr_SE_RangeTime,DW_Est_AdvecLat,DW_SE_AdvecLat,VC_Irr_Est_AdvecLat,VC_Irr_SE_AdvecLat,DW_Est_AdvecLon,DW_SE_AdvecLon,VC_Irr_Est_AdvecLon,VC_Irr_SE_AdvecLon,DW_Est_Nugget,DW_SE_Nugget,VC_Irr_Est_Nugget,VC_Irr_SE_Nugget
2024-07-1,20,4,2,10.4164,439.1296,13.4864,0.6759,0.2281,10.7742,0.3072,0.0157,0.3119,14.7882,0.3837,0.0197,1.3813,35.1912,1.8675,0.1003,-0.0019,0.7295,0.0011,0.0049,-0.208,1.1025,-0.1472,0.0143,0.6219,4.6541,1.3338,0.0552
