day,num_sims,lat_factor,lon_factor,DW_Est_SigmaSq,DW_SE_SigmaSq,VC_Irr_Est_SigmaSq,VC_Irr_SE_SigmaSq,DW_Est_RangeLat,DW_SE_RangeLat,VC_Irr_Est_RangeLat,VC_Irr_SE_RangeLat,DW_Est_RangeLon,DW_SE_RangeLon,VC_Irr_Est_RangeLon,VC_Irr_SE_RangeLon,DW_Est_RangeTime,DW_SE_RangeTime,VC_Irr_Est_RangeTime,VC_Irr_SE_RangeTime,DW_Est_AdvecLat,DW_SE_AdvecLat,VC_Irr_Est_AdvecLat,VC_Irr_SE_AdvecLat,DW_Est_AdvecLon,DW_SE_AdvecLon,VC_Irr_Est_AdvecLon,VC_Irr_SE_AdvecLon,DW_Est_Nugget,DW_SE_Nugget,VC_Irr_Est_Nugget,VC_Irr_SE_Nugget
2025-07-2,20,10,4,4.8122,0.046,8.3491,0.4208,0.201,0.0026,0.2919,0.0198,0.2531,0.0039,0.5027,0.0361,0.8489,0.0213,1.4811,0.1263,0.0166,0.0046,-0.0034,0.0084,-0.4925,0.0109,-0.1814,0.0364,0.7812,0.0115,1.7662,0.0455
