day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc Spline likelihood,281,0.02,100,24.633,1.69,1.557,0.194,-0.113,0.276,2.877,5099.139,28.680953979492188,111
