year,month,day_num,direction,lag,daily_mean,mean_pair_count,mean_model,normalized,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2022,7,1,lat,0.0440,0.5357,17779.0000,hour_dummy_plus_lat_lon_ols,True,0.5594,17874,4.4645,0.6309,17898,5.6591,0.6331,17846,6.6921,0.5423,17821,7.8008,0.5028,17820,7.5425,0.5358,17838,6.5155,0.4585,17708,6.1308,0.4225,17427.0000,5.1405
2022,7,1,lat,0.1320,0.7236,17437.6250,hour_dummy_plus_lat_lon_ols,True,0.7142,17552,4.4645,0.8029,17578,5.6591,0.8473,17517,6.6921,0.7639,17496,7.8008,0.7218,17491,7.5425,0.7221,17508,6.5155,0.6486,17352,6.1308,0.5682,17007.0000,5.1405
2022,7,1,lat,0.1760,0.7580,17273.6250,hour_dummy_plus_lat_lon_ols,True,0.7461,17390,4.4645,0.8448,17418,5.6591,0.8593,17354,6.6921,0.7957,17334,7.8008,0.7505,17327,7.5425,0.7584,17349,6.5155,0.6991,17189,6.1308,0.6103,16828.0000,5.1405
2022,7,1,lat,0.3960,0.8587,16473.1250,hour_dummy_plus_lat_lon_ols,True,0.8149,16588,4.4645,0.9014,16619,5.6591,0.9028,16555,6.6921,0.8818,16534,7.8008,0.8382,16521,7.5425,0.8815,16553,6.5155,0.8725,16398,6.1308,0.7763,16017.0000,5.1405
2022,7,1,lat,0.6160,0.9117,15680.3750,hour_dummy_plus_lat_lon_ols,True,0.8723,15790,4.4645,0.9349,15819,5.6591,0.9262,15769,6.6921,0.9071,15744,7.8008,0.8761,15729,7.5425,0.9294,15756,6.5155,0.9419,15611,6.1308,0.9055,15225.0000,5.1405
2022,7,1,lat,0.8360,0.9410,14890.6250,hour_dummy_plus_lat_lon_ols,True,0.9023,14990,4.4645,0.9665,15020,5.6591,0.9338,14980,6.6921,0.9476,14952,7.8008,0.9086,14948,7.5425,0.9640,14964,6.5155,0.9709,14821,6.1308,0.9344,14450.0000,5.1405
2022,7,1,lat,1.0560,0.9587,14096.6250,hour_dummy_plus_lat_lon_ols,True,0.9276,14191,4.4645,0.9748,14221,5.6591,0.9384,14181,6.6921,0.9391,14154,7.8008,0.9284,14151,7.5425,0.9821,14172,6.5155,1.0080,14031,6.1308,0.9711,13672.0000,5.1405
2022,7,1,lat,1.2760,0.9533,13304.0000,hour_dummy_plus_lat_lon_ols,True,0.9489,13396,4.4645,0.9933,13422,5.6591,0.9538,13381,6.6921,0.9147,13354,7.8008,0.9202,13359,7.5425,0.9746,13388,6.5155,0.9754,13240,6.1308,0.9460,12892.0000,5.1405
2022,7,1,lat,1.4960,0.9529,12517.5000,hour_dummy_plus_lat_lon_ols,True,0.9732,12606,4.4645,1.0022,12625,5.6591,0.9741,12583,6.6921,0.9221,12559,7.8008,0.8963,12569,7.5425,0.9620,12593,6.5155,0.9571,12459,6.1308,0.9358,12146.0000,5.1405
2022,7,1,lat,1.7160,0.9512,11734.1250,hour_dummy_plus_lat_lon_ols,True,0.9583,11817,4.4645,1.0117,11838,5.6591,0.9480,11792,6.6921,0.9251,11777,7.8008,0.9157,11782,7.5425,0.9744,11807,6.5155,0.9604,11672,6.1308,0.9159,11388.0000,5.1405
2022,7,1,lat,1.9360,0.9712,10950.1250,hour_dummy_plus_lat_lon_ols,True,0.9752,11029,4.4645,1.0275,11048,5.6591,0.9791,11003,6.6921,0.9677,10990,7.8008,0.9415,10992,7.5425,0.9864,11017,6.5155,0.9604,10886,6.1308,0.9322,10636.0000,5.1405
2022,7,1,lat,2.1560,0.9675,10172.1250,hour_dummy_plus_lat_lon_ols,True,0.9609,10242,4.4645,0.9915,10259,5.6591,0.9792,10223,6.6921,0.9865,10202,7.8008,0.9640,10205,7.5425,0.9788,10234,6.5155,0.9561,10114,6.1308,0.9227,9898.0000,5.1405
2022,7,1,lon,0.0630,0.5603,17806.8750,hour_dummy_plus_lat_lon_ols,True,0.5917,17915,4.4645,0.6599,17943,5.6591,0.6270,17885,6.6921,0.5519,17855,7.8008,0.5103,17856,7.5425,0.5756,17870,6.5155,0.4907,17718,6.1308,0.4752,17413.0000,5.1405
2022,7,1,lon,0.1260,0.6752,17673.7500,hour_dummy_plus_lat_lon_ols,True,0.6726,17798,4.4645,0.7905,17829,5.6591,0.7588,17758,6.6921,0.6903,17723,7.8008,0.6278,17721,7.5425,0.6864,17749,6.5155,0.6039,17578,6.1308,0.5714,17234.0000,5.1405
2022,7,1,lon,0.1800,0.7364,17548.2500,hour_dummy_plus_lat_lon_ols,True,0.7402,17684,4.4645,0.8531,17715,5.6591,0.8140,17637,6.6921,0.7565,17594,7.8008,0.6868,17591,7.5425,0.7455,17634,6.5155,0.6641,17443,6.1308,0.6313,17088.0000,5.1405
2022,7,1,lon,0.3690,0.8173,17198.2500,hour_dummy_plus_lat_lon_ols,True,0.8204,17342,4.4645,0.8740,17373,5.6591,0.8661,17291,6.6921,0.8413,17241,7.8008,0.7720,17233,7.5425,0.8398,17293,6.5155,0.7812,17084,6.1308,0.7437,16729.0000,5.1405
2022,7,1,lon,0.5580,0.8659,16855.5000,hour_dummy_plus_lat_lon_ols,True,0.8320,17001,4.4645,0.9181,17032,5.6591,0.9156,16949,6.6921,0.8853,16898,7.8008,0.8258,16891,7.5425,0.9117,16955,6.5155,0.8466,16744,6.1308,0.7920,16374.0000,5.1405
2022,7,1,lon,0.7470,0.8859,16515.0000,hour_dummy_plus_lat_lon_ols,True,0.8516,16659,4.4645,0.9503,16691,5.6591,0.9288,16608,6.6921,0.8904,16556,7.8008,0.8647,16549,7.5425,0.9370,16614,6.5155,0.8618,16399,6.1308,0.8023,16044.0000,5.1405
2022,7,1,lon,0.9360,0.8969,16177.7500,hour_dummy_plus_lat_lon_ols,True,0.8676,16318,4.4645,0.9699,16350,5.6591,0.9438,16269,6.6921,0.9210,16215,7.8008,0.8949,16208,7.5425,0.9399,16275,6.5155,0.8361,16058,6.1308,0.8019,15729.0000,5.1405
