date,time_index,anchor_rank,anchor_row,anchor_column,row_shift,column_shift,grid_row,grid_column,grid_latitude,grid_longitude,source_latitude,source_longitude,response,true_mean,true_residual
2023-07-04,1,88,45,92,-2,3,43,95,0.108,125.015,0.101854324,125.03338,261.12705779,260.601854324,0.525203466415
2023-07-04,1,89,99,69,-2,3,97,72,-2.268,126.464,-2.2655637,126.43334,260.556517627,258.2344363,2.32208132744
2023-07-04,1,90,99,70,-2,3,97,73,-2.268,126.401,-2.2654529,126.37119,261.120365105,258.2345471,2.88581800461
2023-07-04,1,91,70,63,-2,3,68,66,-0.992,126.842,-0.9861408,126.82279,261.397914457,259.5138592,1.88405525684
2023-07-04,1,92,70,64,-2,3,68,67,-0.992,126.779,-0.98600835,126.760765,260.600859459,259.51399165,1.0868678093
2023-07-04,1,93,54,53,-2,3,52,56,-0.288,127.472,-0.29301137,127.4524,262.535457191,260.20698863,2.32846856117
2023-07-04,1,94,54,54,-2,3,52,57,-0.288,127.409,-0.29282162,127.39028,259.686770465,260.20717838,-0.520407915115
2023-07-04,1,95,53,111,-2,3,51,114,-0.244,123.818,-0.24304514,123.84699,260.795493316,260.25695486,0.538538455963
2023-07-04,1,96,53,112,-2,3,51,115,-0.244,123.755,-0.24299821,123.784676,261.918343815,260.25700179,1.6613420248
2023-07-04,1,97,25,73,-2,3,23,76,0.988,126.212,0.98842645,126.22366,263.51705313,261.48842645,2.02862668037
2023-07-04,1,98,25,74,-2,3,23,77,0.988,126.149,0.9887148,126.16156,264.434687958,261.4887148,2.94597315788
2023-07-04,1,99,110,23,-2,3,108,26,-2.752,129.362,-2.7486558,129.3482,251.741484638,257.7513442,-6.00985956192
2023-07-04,1,100,110,24,-2,3,108,27,-2.752,129.299,-2.7484882,129.28601,255.328173148,257.7515118,-2.42333865166
2023-07-04,2,1,56,67,-4,6,52,73,-0.288,126.401,-0.29680163,126.3904,252.203160223,260.20319837,-8.00003814697
2023-07-04,2,2,56,68,-4,6,52,74,-0.288,126.338,-0.2968012,126.328125,253.366297135,260.2031988,-6.83690166473
2023-07-04,2,3,112,134,-4,6,108,140,-2.752,122.18,-2.743955,122.17807,253.475900309,257.756045,-4.28014469147
2023-07-04,2,4,112,135,-4,6,108,141,-2.752,122.117,-2.743889,122.11546,256.34099159,257.756111,-1.41511940956
2023-07-04,2,5,113,8,-4,6,109,14,-2.796,130.118,-2.800068,130.14732,259.307721636,257.699932,1.60778963566
2023-07-04,2,6,113,9,-4,6,109,15,-2.796,130.055,-2.7998161,130.0852,260.051260503,257.7001839,2.35107660294
2023-07-04,2,7,14,135,-4,6,10,141,1.56,122.117,1.5565687,122.10562,259.711818057,262.0565687,-2.34475064278
2023-07-04,2,8,14,136,-4,6,10,142,1.56,122.054,1.5565684,122.04284,260.563762323,262.0565684,-1.492806077
2023-07-04,2,9,13,3,-4,6,9,9,1.604,130.433,1.6040667,130.4475,259.582686037,262.1040667,-2.52138066292
2023-07-04,2,10,13,4,-4,6,9,10,1.604,130.37,1.6041067,130.38539,260.030718362,262.1041067,-2.07338833809
2023-07-04,2,11,112,74,-4,6,108,80,-2.752,125.96,-2.748217,125.984825,254.834655152,257.751783,-2.91712784767
2023-07-04,2,12,112,75,-4,6,108,81,-2.752,125.897,-2.748097,125.92266,254.387570086,257.751903,-3.36433291435
2023-07-04,2,13,63,120,-4,6,59,126,-0.596,123.062,-0.59501475,123.08568,255.323746503,259.90498525,-4.58123874664
2023-07-04,2,14,63,121,-4,6,59,127,-0.596,122.999,-0.5949684,123.02327,255.214493194,259.9050316,-4.69053840637
2023-07-04,2,15,63,5,-4,6,59,11,-0.596,130.307,-0.58658844,130.2972,263.029661598,259.91341156,3.11625003815
