mode,time_index,anchor_rank,grid_latitude,grid_longitude,source_latitude,source_longitude,training_eigenvalue,training_g_score,weight
1,2,7,1.56,122.117,1.5565687,122.10562,1.51602998218,0.0499674589954,8.40166148749e-11
1,2,8,1.56,122.054,1.5565684,122.04284,1.51602998218,0.0499674589954,2.27143011198e-11
1,2,9,1.604,130.433,1.6040667,130.4475,1.51602998218,0.0499674589954,0.0193497154953
1,2,10,1.604,130.37,1.6041067,130.38539,1.51602998218,0.0499674589954,0.0127792630007
1,2,11,-2.752,125.96,-2.748217,125.984825,1.51602998218,0.0499674589954,4.84900979821e-08
1,2,12,-2.752,125.897,-2.748097,125.92266,1.51602998218,0.0499674589954,3.90878289461e-08
1,2,13,-0.596,123.062,-0.59501475,123.08568,1.51602998218,0.0499674589954,-1.63472879524e-10
1,2,14,-0.596,122.999,-0.5949684,123.02327,1.51602998218,0.0499674589954,1.1736856865e-09
1,2,15,-0.596,130.307,-0.58658844,130.2972,1.51602998218,0.0499674589954,0.000186545979509
1,2,16,-0.596,130.244,-0.5864512,130.23524,1.51602998218,0.0499674589954,0.000186172508018
1,2,17,1.604,125.204,1.5935646,125.22729,1.51602998218,0.0499674589954,1.5851072337e-07
1,2,18,1.604,125.141,1.5935173,125.16505,1.51602998218,0.0499674589954,-2.46632769008e-08
1,2,19,-1.652,128.102,-1.6444999,128.11255,1.51602998218,0.0499674589954,-1.37542385992e-05
1,2,20,-1.652,128.039,-1.6443684,128.05061,1.51602998218,0.0499674589954,3.87760594484e-07
1,2,21,1.208,127.661,1.1973597,127.64882,1.51602998218,0.0499674589954,7.39751893728e-06
1,2,22,1.208,127.598,1.1975038,127.586716,1.51602998218,0.0499674589954,5.89357948428e-06
1,2,23,-1.784,124.259,-1.7899683,124.2554,1.51602998218,0.0499674589954,1.40387547013e-08
1,2,24,-1.784,124.196,-1.789894,124.1931,1.51602998218,0.0499674589954,-8.08941114552e-09
1,2,25,-0.112,128.417,-0.105455294,128.4413,1.51602998218,0.0499674589954,0.000182176007124
1,2,26,-0.112,128.354,-0.10536201,128.37938,1.51602998218,0.0499674589954,-1.81338838426e-05
1,2,27,0.68,123.692,0.68476903,123.66151,1.51602998218,0.0499674589954,-6.16901222591e-09
1,2,28,0.68,123.629,0.6847472,123.59896,1.51602998218,0.0499674589954,-6.64142921083e-10
1,2,29,-2.796,128.354,-2.795871,128.34628,1.51602998218,0.0499674589954,4.78140511152e-07
1,2,30,-2.796,128.291,-2.7956686,128.284,1.51602998218,0.0499674589954,1.67450723788e-08
1,2,31,0.504,129.866,0.498628,129.87538,1.51602998218,0.0499674589954,0.00135741168072
1,2,32,0.504,129.803,0.49875894,129.81343,1.51602998218,0.0499674589954,-0.00666832107021
