pair,time_start,time_end,null_variance,true_variance,variance_ratio,g_score
33,1,2,6.12305338687,6.5229047465,1.06530260874,0.00102185513837
34,1,2,6.27272065053,6.5236004753,1.03999537661,0.000389554516917
35,1,2,6.70970262081,6.73735208138,1.00412081759,4.23365763113e-06
36,1,2,6.29742316461,6.52095394965,1.03549559545,0.000307723577305
37,1,2,6.54179706442,6.74809429845,1.0315352543,0.000243511826303
38,1,2,6.48135320857,6.62398945635,1.02200717091,0.000119331303541
39,1,2,6.13194798235,6.68116490041,1.08956646724,0.00189329329696
40,1,2,6.13017189268,6.52916778772,1.0650872279,0.00101526398051
41,1,2,6.31429544889,6.63294185557,1.05046428525,0.000616021191554
42,1,2,5.96044829733,6.5327565537,1.09601765301,0.00216717892629
43,1,2,6.10871644271,6.52361202129,1.06791861801,0.00110354037016
44,1,2,6.33522129127,6.63616923789,1.04750393598,0.000546902837
45,1,2,6.73269911762,6.87874148832,1.02169150413,0.000115956487275
46,1,2,6.12317151252,6.52927555404,1.06632249982,0.00105334358287
47,1,2,6.13334041899,6.51833171217,1.06277024702,0.000945653704395
48,1,2,6.94768046089,7.3546258948,1.05857284833,0.000825608438015
49,1,2,6.11465272054,6.51869701126,1.06607804387,0.0010457544603
50,1,2,6.10610288865,6.51744342532,1.06736547749,0.00108601785632
1,2,3,6.89975478245,6.74195077435,0.977129041093,0.000132798923066
2,2,3,6.92568074811,6.79491530198,0.981118759168,9.02633086288e-05
3,2,3,7.12105609069,7.00185182073,0.983260310206,7.08460436524e-05
4,2,3,6.95171100244,6.79310012335,0.977183907813,0.000132157598274
5,2,3,6.86510211522,6.74464958386,0.982454371495,7.78745193048e-05
6,2,3,6.84704359494,6.72511581542,0.982192638643,8.02294059406e-05
7,2,3,6.89581297004,6.77108686112,0.981912776714,8.27866850415e-05
8,2,3,6.8455266797,6.72402151348,0.982250428358,7.97064014516e-05
9,2,3,6.86107582843,6.7414452823,0.982563879322,7.68997763053e-05
10,2,3,6.82749758879,6.70436714902,0.981965509593,8.23017257685e-05
11,2,3,6.8397667687,6.72553207572,0.983298452002,7.05217439387e-05
12,2,3,6.93753095393,6.78058801505,0.977377695332,0.000129905073856
13,2,3,6.83674507464,6.71181432734,0.981726575155,8.4510629538e-05
14,2,3,6.87405242036,6.74967699702,0.981906535515,8.28441778288e-05
15,2,3,6.84251260077,6.72265152592,0.98248288577,7.76201120252e-05
16,2,3,6.92291733686,6.76549436672,0.977260602362,0.00013126377453
17,2,3,6.85373986086,6.73061410966,0.98203524591,8.16626082019e-05
18,2,3,6.92289001728,6.76443348433,0.977111216189,0.000133007613632
19,2,3,6.87584732827,6.75483147936,0.982399863881,7.83620139422e-05
20,2,3,6.87221398469,6.7477296408,0.981885845788,8.30349122808e-05
21,2,3,6.9687735111,6.86486989823,0.985090114824,5.61348438875e-05
22,2,3,6.9335285383,6.77645992579,0.977346510994,0.000130266223445
23,2,3,7.11522109526,6.99569665143,0.983201584009,7.13468327708e-05
24,2,3,6.91331323535,6.75698425754,0.977387256662,0.000129794444903
25,2,3,6.84183549123,6.72239492273,0.982542613213,7.7088582651e-05
26,2,3,6.90871338659,6.78782643674,0.982502248525,7.74475956417e-05
27,2,3,6.90476115638,6.74743274068,0.977214502843,0.000131800664401
28,2,3,6.84589598388,6.73041204174,0.983130923634,7.19517553096e-05
29,2,3,6.84024754429,6.71954666085,0.982354310621,7.8770605075e-05
30,2,3,6.85434555194,6.72890236623,0.98169873626,8.47699210156e-05
31,2,3,7.11317803841,6.99316902435,0.983128636256,7.19713806781e-05
32,2,3,7.08237275954,6.99503560579,0.987668376585,3.83326962536e-05
33,2,3,6.87352072374,6.74949478948,0.981955981622,8.23892432671e-05
34,2,3,6.84551698305,6.75238629598,0.986395375645,4.66954506663e-05
35,2,3,7.81892626863,7.67317756587,0.981359499023,8.7961886681e-05
36,2,3,6.87825599881,6.75237721324,0.9816990258,8.47672221711e-05
37,2,3,7.15215715343,7.03362163899,0.983426606562,6.94376229535e-05
38,2,3,6.9001339958,6.74421180398,0.977403019722,0.000129612163566
39,2,3,7.02307790172,6.89594189078,0.981897394174,8.2928422649e-05
40,2,3,6.87329440461,6.74764064449,0.981718554055,8.45852968262e-05
41,2,3,6.84829946049,6.72539674651,0.982053542681,8.14953399952e-05
42,2,3,6.88010403384,6.7268266997,0.977721654588,0.000125955402122
43,2,3,6.89995619442,6.74408557998,0.977409912463,0.000129532497941
44,2,3,6.86783178998,6.74293540121,0.981814291237,8.36962710125e-05
45,2,3,7.11835140637,6.99964455374,0.983323827968,7.03064021615e-05
46,2,3,6.99348031856,6.89664125014,0.98615295046,4.83823496563e-05
47,2,3,6.88151758794,6.72647179452,0.977469244039,0.000128847777667
48,2,3,6.95034863967,6.79195688277,0.977210962341,0.000131841944243
49,2,3,6.90861175007,6.75365940836,0.977571131899,0.00012767623152
50,2,3,6.90233662768,6.74662049142,0.977440083748,0.00012918407386
1,3,4,5.88147070086,6.53062707091,1.11037313677,0.00283850934095
2,3,4,6.27263980838,6.72628517249,1.07232128386,0.00124778051022
3,3,4,6.04107714795,6.52406379023,1.07995041786,0.0015176435832
4,3,4,6.23288243303,6.56672425832,1.05356138655,0.000692582417421
5,3,4,6.22750019502,6.53574425045,1.04949723738,0.000593004712523
6,3,4,6.21466655997,6.53247224143,1.05113801012,0.000632306848385
7,3,4,6.59285691212,6.66955776227,1.01163393217,3.35769242662e-05
8,3,4,6.21196959826,6.51960907308,1.04952366073,0.000593627970587
9,3,4,6.04535914536,6.53417634777,1.08085825683,0.0015514245183
10,3,4,6.186516165,6.49898389041,1.05050786534,0.000617068415318
11,3,4,6.07641903028,6.52846703433,1.07439381679,0.00131860280736
12,3,4,6.07555864494,6.55678410597,1.07920678396,0.00149023598385
13,3,4,6.20106471815,6.51598371391,1.05078466523,0.000623739965568
14,3,4,6.24538719652,6.55455119639,1.04950277543,0.000593135314511
15,3,4,6.34711483555,6.51729840884,1.02681274527,0.000176581360099
16,3,4,6.04607179989,6.53111701878,1.08022485259,0.00152781814059
17,3,4,6.20549213192,6.5194156853,1.05058801892,0.000618996741527
18,3,4,6.05273139446,6.5550419367,1.08298906882,0.00163209713883
19,3,4,6.36085237107,6.53322499745,1.02709898239,0.000180337980623
20,3,4,6.23766428369,6.54258000933,1.04888299719,0.000578605735168
21,3,4,6.21119671914,6.52725841668,1.05088579735,0.000626186150528
22,3,4,6.08212462619,6.56807133156,1.07989752516,0.00151568631849
23,3,4,6.21905622389,6.52722485252,1.0495523143,0.000594304192052
24,3,4,6.06539994006,6.55369577384,1.08050513381,0.00153824276413
25,3,4,6.21398523817,6.51854010401,1.0490111988,0.000581596875842
26,3,4,6.11541607396,6.58774051739,1.07723504627,0.0014187151225
27,3,4,6.060149592,6.54704724629,1.08034416427,0.00153225163895
28,3,4,6.0923953873,6.54447402341,1.07420375852,0.00131203056759
29,3,4,6.33861789438,6.50244226749,1.02584544073,0.000164173946275
30,3,4,6.18326623371,6.51209183282,1.05317991927,0.000682918604609
31,3,4,6.03357468667,6.51298300738,1.07945676413,0.00149942285723
32,3,4,6.19556341151,6.50866524109,1.05053645791,0.000617755958317
33,3,4,6.25015409606,6.55599866233,1.04893392412,0.000579793044576
34,3,4,6.3809503715,6.54716352365,1.02604833802,0.000166739650624
35,3,4,7.42704266752,7.5475977905,1.01623191469,6.51645457377e-05
36,3,4,6.22833401556,6.55337489386,1.05218745133,0.000658083606366
37,3,4,6.06092001538,6.55617537077,1.0817129007,0.00158354839879
38,3,4,6.23605923891,6.53490786267,1.04792267237,0.000556437549897
39,3,4,6.3499614614,6.51990892816,1.02676354302,0.000175939534946
40,3,4,6.22479135105,6.54906771217,1.05209433422,0.000655776306553
41,3,4,6.21299406384,6.52079226221,1.04954104176,0.000594038116825
42,3,4,6.34336090248,6.49679350576,1.0241879038,0.000143947106015
43,3,4,6.03979038048,6.52060168643,1.07960728364,0.00150496744565
44,3,4,6.21134404669,6.53606750709,1.0522790974,0.000660358279836
45,3,4,6.19867298625,6.6845963898,1.078391521,0.00146046121442
46,3,4,6.49020551466,6.66696249792,1.02723442006,0.000182129021236
47,3,4,6.06380859812,6.52501776674,1.07605932166,0.00137686489276
48,3,4,6.07112327123,6.53725411868,1.0767783533,0.00140238819919
49,3,4,6.0530823904,6.54916974274,1.08195615396,0.00159274874969
50,3,4,6.05299222644,6.52393384645,1.07780311,0.00143914898959
1,4,5,6.37871104157,6.49746557636,1.01861732473,8.5590515983e-05
2,4,5,6.50840163951,6.78065254951,1.04183068671,0.000425622671875
3,4,5,6.22424348143,6.505970219,1.04526280799,0.000497231646064
4,4,5,6.15585598434,6.57591326981,1.06823702285,0.00111368771387
5,4,5,6.28210781833,6.62217622934,1.05413285172,0.000707182134337
6,4,5,6.75890287645,7.31453428115,1.08220733673,0.00160227553406
7,4,5,5.98979507824,6.56621803131,1.09623416921,0.00217667273357
8,4,5,6.22032151611,6.51428509352,1.04725858248,0.000541353207098
9,4,5,6.5874739929,6.62688656849,1.0059829573,8.91340980473e-06
10,4,5,6.08083909712,6.50186995468,1.06923894069,0.00114590783592
11,4,5,6.38740195383,6.51188954599,1.01948955038,9.3744574982e-05
12,4,5,6.28303951016,6.54962420039,1.04242925574,0.000437721776705
13,4,5,6.08978411103,6.51476976484,1.06978665353,0.00116370708048
14,4,5,5.97763170152,6.57277172912,1.09956117361,0.00232500324117
15,4,5,5.95831547216,6.53180135881,1.0962496681,0.00217735307772
16,4,5,6.23125201772,6.5094151972,1.04464001435,0.000483836078477
17,4,5,6.10632445931,6.51462837048,1.06686574123,0.0010703025515
18,4,5,6.27736495765,6.54048563045,1.04191578386,0.00042733271333
19,4,5,5.97706150402,6.5367776872,1.09364403943,0.00206438183452
20,4,5,6.12748837924,6.55756939716,1.07018879373,0.00117685904096
21,4,5,5.96149003825,6.54314058275,1.09756798062,0.0022355876157
22,4,5,6.27103548072,6.55092935821,1.04463280081,0.000483681964378
23,4,5,6.11155594367,6.5259604144,1.06780670496,0.00109998433377
24,4,5,6.26098680649,6.52449991367,1.04208811092,0.000430805869794
25,4,5,6.10705564007,6.53151687141,1.06950341643,0.00115448623854
26,4,5,6.45362393227,6.5701207424,1.01805137878,8.04958054909e-05
27,4,5,6.25992072077,6.53175632324,1.0434247676,0.000458209439239
28,4,5,6.38055668555,6.52457512469,1.0225714536,0.000125482917638
29,4,5,5.93020930869,6.49806244246,1.09575600189,0.00215573208091
30,4,5,6.23299748032,6.50733200112,1.04401325713,0.000470534674941
31,4,5,7.04429421463,7.30519260745,1.0370368393,0.0003346929021
32,4,5,6.90411897389,7.30328006862,1.05781492124,0.000804767885985
33,4,5,6.14094135121,6.68566986044,1.08870439857,0.00185801723473
34,4,5,5.99130115301,6.56240554294,1.09532226395,0.00213681950192
35,4,5,6.31512810521,6.68191974499,1.05808142506,0.00081206664043
36,4,5,5.98893289845,6.54863196391,1.09345555793,0.00205631983048
37,4,5,7.58274230898,7.54446389678,0.994951903858,6.39234050579e-06
38,4,5,5.94015973745,6.54592761895,1.10197838245,0.00243564428141
39,4,5,5.98239234831,6.54205346933,1.09355139022,0.00206041705179
40,4,5,6.12563462857,6.53937615157,1.06754263813,0.00109161538228
41,4,5,6.08932450139,6.5366864774,1.07346660141,0.00128668771255
42,4,5,5.94680823721,6.51480943032,1.09551362184,0.00214515375242
43,4,5,6.2315165422,6.50973147533,1.04464642455,0.000483973049649
44,4,5,6.12633031473,6.54018948087,1.06755417108,0.00109198025211
45,4,5,6.27350380384,6.67207569179,1.0635325809,0.000968295084037
46,4,5,5.95331479472,6.52641798526,1.09626623323,0.0021780803361
47,4,5,6.23890995877,6.51457044752,1.04418407872,0.000474142094615
48,4,5,6.43130768096,6.63098190667,1.03104722019,0.000236107912917
49,4,5,6.26175336138,6.52232308001,1.04161290035,0.000421261412904
50,4,5,6.23147745179,6.5077944243,1.04434212828,0.000477491711908
1,5,6,6.07035660784,6.53231751201,1.07610111465,0.0013783423012
2,5,6,6.21086328426,6.71814556378,1.08167661343,0.00158217810459
3,5,6,7.24395783032,7.48122578568,1.03275391173,0.000262488379552
4,5,6,6.24476644017,6.57879056628,1.05348864995,0.000690734702496
5,5,6,6.32507355172,6.57814224862,1.0400103959,0.000389843369467
6,5,6,7.05227221348,7.25672434696,1.02899095884,0.000206144191208
7,5,6,6.36936350234,6.54270908635,1.02721552694,0.000181878655138
8,5,6,6.0332415257,6.53305737129,1.08284366596,0.00162653056083
9,5,6,6.54219411449,7.3198360743,1.11886562003,0.00327514362534
10,5,6,6.18490006843,6.52143077855,1.05441166493,0.0007143585637
11,5,6,5.887117112,6.53383276403,1.10985269016,0.00281269760503
12,5,6,6.11743089041,6.57878354528,1.07541607958,0.00135422105664
13,5,6,6.18661229432,6.52255983088,1.05430234199,0.000711540510987
14,5,6,6.78990695398,6.76280175624,0.996008016321,3.99461793421e-06
15,5,6,6.22926966818,6.52308747143,1.04716729551,0.000539295399272
16,5,6,6.0808486227,6.52557204952,1.07313509255,0.00127536755123
17,5,6,6.18727659527,6.51786065827,1.05342965647,0.000689237852288
18,5,6,6.23353943737,6.53232167089,1.0479313938,0.000556636987574
19,5,6,6.36558875762,6.52588342706,1.02518143656,0.00015591417806
20,5,6,6.22434477726,6.56914742819,1.05539581486,0.000739969166258
21,5,6,6.57223423098,6.63167552631,1.00904430567,2.03273934326e-05
22,5,6,6.07470061497,6.55170343315,1.07852285214,0.00146523834977
23,5,6,6.44043062998,6.63198361129,1.02974226295,0.000216861083433
24,5,6,6.2566151439,6.69687397439,1.0703669349,0.00118270769988
25,5,6,6.354598088,6.66849932053,1.04939749583,0.000590654924799
26,5,6,6.30298737991,6.68844682809,1.06115504045,0.000898532386789
27,5,6,6.07963830644,6.53406857234,1.07474626664,0.00133083197618
28,5,6,5.91143957178,6.53671209884,1.10577330944,0.00261419584398
29,5,6,6.32686810539,6.49426197419,1.02645761947,0.000171974642459
30,5,6,6.030175303,6.54179990329,1.08484406748,0.00170390371186
31,5,6,7.70283953423,8.13104486553,1.05559058181,0.000745089161438
32,5,6,6.97792361266,7.31683961425,1.04856974946,0.000571328611232
33,5,6,6.3666035413,6.67631330496,1.04864599494,0.000573095778357
34,5,6,6.36950221866,6.55022051906,1.028372437,0.000197521388792
35,5,6,6.40124542884,6.58310776513,1.02841046142,0.000198046270839
36,5,6,6.35804031172,6.52179959921,1.02575625184,0.000163052311024
37,5,6,6.86571044023,7.29199022553,1.06208822656,0.00092561566696
38,5,6,6.35051900751,6.50853830217,1.02488289453,0.000152268852767
39,5,6,6.23749160428,6.53282883926,1.04734871864,0.00054338880081
40,5,6,6.18955697607,6.52970124287,1.05495454168,0.00072843206755
41,5,6,6.18913642231,6.53302522283,1.05556329301,0.000744370773338
42,5,6,6.20462486663,6.50714280801,1.04875684637,0.000575669733934
43,5,6,6.08306605197,6.52774599112,1.07310128401,0.00127421575868
44,5,6,6.20122054835,6.54589465143,1.05558165532,0.000744854131375
45,5,6,6.44858305189,6.64164708339,1.02993898504,0.000219711189129
46,5,6,6.21957810443,6.51940275713,1.04820659017,0.00056294783674
47,5,6,6.03036859008,6.52324027087,1.08173160122,0.00158425479453
48,5,6,6.09022590302,6.5610560495,1.0773091432,0.00142137258725
49,5,6,6.0506414601,6.51303649606,1.07642082893,0.00138966934938
50,5,6,6.22201248848,6.52217158951,1.04824148161,0.000563750435213
1,6,7,6.14628644937,6.53102391043,1.06259673451,0.000940536296432
2,6,7,6.31889008759,6.5465386536,1.03602666969,0.000316891620045
3,6,7,6.74213177152,7.34153060701,1.088903459,0.00186613501729
4,6,7,6.01022285839,6.5879046456,1.09611653358,0.00217151222379
5,6,7,6.53457899099,6.6246993955,1.01379130999,4.71173454419e-05
6,6,7,7.10409327549,7.32025336629,1.0304275412,0.000226868270022
7,6,7,5.99427068683,6.57978083997,1.09767829712,0.00224049341733
8,6,7,6.27781755374,6.5121436967,1.03732605176,0.000339876824118
9,6,7,7.20620122549,7.33767792554,1.01824493876,8.22208769255e-05
10,6,7,6.27895036563,6.51538484077,1.03765509542,0.000345821954105
11,6,7,6.2789377882,6.50494534103,1.03599455202,0.000316333432203
12,6,7,6.17063674105,6.55641065936,1.06251768407,0.000938209280842
13,6,7,6.26706639952,6.50835393248,1.03850087387,0.000361334031449
14,6,7,6.54790309615,6.64464210932,1.01477404472,5.40365241568e-05
15,6,7,6.10558251168,6.5144165271,1.0669606896,0.00107327997313
16,6,7,6.11760923577,6.51516437393,1.06498537629,0.00101215420291
17,6,7,6.28518172013,6.51370354472,1.03635882537,0.000322692482792
18,6,7,5.98454818401,6.54148445736,1.09306237601,0.00203954990816
19,6,7,5.95622267486,6.54248351293,1.09842829425,0.00227397979822
20,6,7,6.33122766929,6.55361318838,1.0351251812,0.000301406888428
21,6,7,6.28151711077,6.51427183997,1.03705390356,0.000334997687035
22,6,7,6.76931647088,6.79908947167,1.00439822852,4.82196995799e-06
23,6,7,5.97357881682,6.52849511368,1.09289511596,0.00203243557507
24,6,7,6.1530528177,6.6919580927,1.08758339819,0.00181261457934
25,6,7,6.10217636805,6.67407231745,1.09371999675,0.00206763498985
26,6,7,7.3758752127,7.46067345855,1.01149670289,3.27924469713e-05
27,6,7,6.12878729769,6.51925783965,1.06371089793,0.000973628201431
28,6,7,6.27347731118,6.50828858792,1.03742920634,0.000341735199195
29,6,7,5.95636731297,6.54111747491,1.09817228039,0.00226252289723
30,6,7,6.29492005979,6.52562339978,1.03664912942,0.000327804499213
31,6,7,7.24641697767,7.7618900737,1.07113489296,0.00120807947457
32,6,7,6.28859337705,6.51339335684,1.03574725957,0.000312051719682
33,6,7,6.31033969579,6.53285184603,1.03526151697,0.000303724384052
34,6,7,6.16996706092,6.68616350007,1.08366275445,0.00165800598429
35,6,7,6.35229797294,6.58755723333,1.03703529989,0.000334665413211
36,6,7,6.30653082592,6.53344296348,1.03598050082,0.000316089381079
37,6,7,6.23222248407,6.66122231982,1.06883577036,0.00113288967146
38,6,7,6.27316903632,6.5073209162,1.03732593184,0.000339874666567
39,6,7,5.99905161617,6.54816547965,1.09153344539,0.00197495358733
40,6,7,6.30297669776,6.52992458478,1.03600646138,0.000316540354357
41,6,7,6.26948144584,6.51006900435,1.03837439517,0.000358993235258
42,6,7,5.97516136947,6.52499400733,1.09201971359,0.001995391846
43,6,7,6.13331041258,6.52803324711,1.0643572244,0.000993076304796
44,6,7,6.30019346677,6.53190145766,1.03677791676,0.00033008489611
45,6,7,5.99092964025,6.54011148627,1.09166888597,0.00198063630149
46,6,7,6.14104555614,6.53030497702,1.06338650598,0.000963936738936
47,6,7,6.27613014134,6.50223684163,1.03602645184,0.000316887832332
48,6,7,6.16481361131,6.54398391246,1.061505558,0.00090865993296
49,6,7,6.12536929845,6.51150341553,1.06303850401,0.000953591641814
50,6,7,5.97066800026,6.53112837301,1.09386895616,0.00207402173321
