date,mode,training_eigenvalue,training_g_score,heldout_null_variance,heldout_true_variance,projection,squared_projection
2024-07-19,1,1.51602998218,0.0499674589954,1,1.49015707428,2.21515240447,4.90690017504
2024-07-19,2,1.4245054161,0.0353403695226,1,1.42210669955,1.63768860661,2.68202397223
2024-07-19,3,1.39030067001,0.03039031845,1,1.37700638938,1.48196497572,2.19622018927
2024-07-19,4,1.33182457246,0.0226373556861,1,1.34318523045,0.243532902355,0.0593082745297
2024-07-19,5,1.32820053033,0.02218774446,1,1.32367703811,0.741364355954,0.549621108278
2024-07-19,6,1.31048807619,0.0200442155606,1,1.28928914568,0.377705530906,0.142661468077
2024-07-19,7,1.30637203717,0.0195590896092,1,1.29063346481,-0.354613588592,0.125750797214
2024-07-19,8,1.29860925316,0.0186576833017,1,1.30508841533,1.5350739974,2.35645217749
2024-07-19,9,1.29048166204,0.0177330659644,1,1.29915618923,-0.583313098715,0.340254171133
2024-07-19,10,1.28452092312,0.0170675483818,1,1.28872709662,-3.08960482116,9.54565795096
2024-07-19,11,0.764226637943,0.0165587626137,1,0.782114231647,0.489670049493,0.239776757371
2024-07-19,12,1.27761501381,0.0163099721931,1,1.27491296352,0.154297442778,0.0238077008479
2025-07-06,1,1.51602998218,0.0499674589954,1,1.52424649978,0.10436492002,0.0108920365309
2025-07-06,2,1.4245054161,0.0353403695226,1,1.39940391253,-1.80185498537,3.2466813883
2025-07-06,3,1.39030067001,0.03039031845,1,1.39938053046,1.0030240234,1.00605719152
2025-07-06,4,1.33182457246,0.0226373556861,1,1.32332716295,0.813738245977,0.662169932965
2025-07-06,5,1.32820053033,0.02218774446,1,1.30035960186,-0.740091157549,0.547734921482
2025-07-06,6,1.31048807619,0.0200442155606,1,1.28242213322,-0.649030815176,0.421240999049
2025-07-06,7,1.30637203717,0.0195590896092,1,1.28365109013,0.585056081344,0.342290618317
2025-07-06,8,1.29860925316,0.0186576833017,1,1.28140055872,-0.886626958573,0.786107363668
2025-07-06,9,1.29048166204,0.0177330659644,1,1.27765431726,0.568520765501,0.323215860806
2025-07-06,10,1.28452092312,0.0170675483818,1,1.29580781616,1.51236200291,2.28723882785
2025-07-06,11,0.764226637943,0.0165587626137,1,0.786059813931,-0.0577137517711,0.00333087714349
2025-07-06,12,1.27761501381,0.0163099721931,1,1.2651829231,0.928210796348,0.861575282456
