rank_by_g,eigenvalue,log2_eigenvalue,g_score,cumulative_g,cumulative_g_fraction,variance_direction
1,1.12111295613,0.164931642137,0.00339552669812,0.00339552669812,0.00858743626936,true_gt_null
2,1.11631547004,0.158744789489,0.00314098339006,0.00653651008817,0.0165311213242,true_gt_null
3,1.11562329575,0.157849965255,0.0031050186923,0.00964152878047,0.0243838500776,true_gt_null
4,1.11413871471,0.155928865146,0.00302853073436,0.0126700595148,0.0320431374234,true_gt_null
5,1.11348168139,0.155077823611,0.0029949625944,0.0156650221092,0.0396175294677,true_gt_null
6,1.11313562007,0.15462937568,0.00297735214157,0.0186423742508,0.0471473839028,true_gt_null
7,1.1129457673,0.154383293352,0.00296771139436,0.0216100856452,0.0546528564644,true_gt_null
8,1.11228179797,0.153522342938,0.00293410940238,0.0245441950475,0.0620733481113,true_gt_null
9,1.11227567016,0.153514394797,0.0029338001176,0.0274779951651,0.0694930575634,true_gt_null
10,0.896293494998,-0.157956868805,0.00289042663003,0.0303684217952,0.076803073559,true_lt_null
11,1.11067772903,0.151440269309,0.00285366666587,0.033222088461,0.0840201219894,true_gt_null
12,1.10997332393,0.150525004597,0.00281867069502,0.0360407591561,0.0911486640714,true_gt_null
13,0.898022629115,-0.155176295244,0.00279132032628,0.0388320794823,0.0982080358685,true_lt_null
14,0.89833074744,-0.154681380613,0.00277385514837,0.0416059346307,0.105223237463,true_lt_null
15,1.10899685302,0.149255271598,0.00277049116474,0.0443764257955,0.112229931395,true_gt_null
16,1.10861386006,0.148756949643,0.00275169991263,0.0471281257081,0.119189101425,true_gt_null
17,0.899127172189,-0.153402910504,0.00272898354722,0.0498571092553,0.126090820768,true_lt_null
18,1.10813565716,0.14813450587,0.00272832103454,0.0525854302899,0.132990864587,true_gt_null
19,1.10796002,0.147905823635,0.00271975767918,0.055305187969,0.139869251304,true_gt_null
20,1.10778974654,0.1476840904,0.00271146783076,0.0580166557998,0.14672667263,true_gt_null
21,0.899629210617,-0.152597589254,0.0027008996843,0.0607175554841,0.153557366649,true_lt_null
22,1.1073500356,0.147111333057,0.00269011493395,0.063407670418,0.160360785561,true_gt_null
23,1.10723804979,0.146965426571,0.00268468936023,0.0660923597783,0.167150482958,true_gt_null
24,1.10693889258,0.146575581832,0.0026702206495,0.0687625804278,0.17390358835,true_gt_null
25,1.10674702606,0.146325496774,0.00266096026313,0.0714235406909,0.180633273817,true_gt_null
26,1.10642526488,0.145906005475,0.00264546427953,0.0740690049704,0.187323769261,true_gt_null
27,1.10587535198,0.145188782306,0.00261907843844,0.0766880834089,0.193947533753,true_gt_null
28,0.901151879597,-0.1501578174,0.00261667368328,0.0793047570921,0.200565216514,true_lt_null
29,0.901172431151,-0.150124915857,0.00261554665455,0.0819203037467,0.207180048969,true_lt_null
30,1.10572333162,0.144990447021,0.00261180602751,0.0845321097742,0.213785421214,true_gt_null
31,1.10564520084,0.144888502117,0.00260807205326,0.0871401818275,0.220381350074,true_gt_null
32,1.10539836242,0.144566380402,0.00259629172031,0.0897364735478,0.226947485954,true_gt_null
33,1.10521002866,0.144320558319,0.00258732028309,0.0923237938309,0.233490932675,true_gt_null
34,0.901890959891,-0.148975075081,0.00257630657839,0.0949001004093,0.240006525253,true_lt_null
35,1.10482755366,0.143821205008,0.00256914545262,0.0974692458619,0.246504007029,true_gt_null
36,1.10463294511,0.143567060803,0.00255992084709,0.100029166709,0.252978159373,true_gt_null
37,1.10442898872,0.143300660963,0.00255026980123,0.10257943651,0.259427903797,true_gt_null
38,1.10348163171,0.142062615069,0.00250566530845,0.105085101819,0.265764841498,true_gt_null
39,1.10325690929,0.141768782412,0.00249513873652,0.107580240555,0.272075157036,true_gt_null
40,1.10296921904,0.141392529679,0.00248169287002,0.110061933425,0.278351467387,true_gt_null
41,1.1029444196,0.141360091388,0.00248053540318,0.112542468828,0.284624850453,true_gt_null
42,0.903845689317,-0.145851607933,0.00247116006782,0.115013628896,0.290874522884,true_lt_null
43,1.10240895866,0.140659517172,0.0024556054548,0.117469234351,0.297084857015,true_gt_null
44,1.10235428046,0.140587959414,0.00245306638766,0.119922300739,0.303288769733,true_gt_null
45,1.10213831829,0.140305293407,0.00244304987297,0.122365350612,0.309467350246,true_gt_null
46,1.10194221083,0.140048566617,0.00243397086873,0.12479932148,0.315622969558,true_gt_null
47,1.10163140417,0.139641592035,0.00241961418235,0.127218935663,0.321742280178,true_gt_null
48,1.10117746959,0.139046997391,0.00239871769208,0.129617653355,0.327808742657,true_gt_null
49,1.10107835475,0.13891713738,0.00239416632419,0.132011819679,0.333863694526,true_gt_null
50,1.10029814549,0.137894500782,0.002358480528,0.134370300207,0.339828395448,true_gt_null
51,1.10027793842,0.13786800532,0.00235755962028,0.136727859827,0.345790767354,true_gt_null
52,0.90605578249,-0.142328220505,0.00235509362363,0.139082953451,0.351746902646,true_lt_null
53,1.10006296471,0.137586102187,0.00234777294938,0.1414307264,0.357684523631,true_gt_null
54,0.90632058376,-0.141906644183,0.00234138703895,0.143772113439,0.363605994367,true_lt_null
55,0.906710053258,-0.141286813817,0.00232130495253,0.146093418392,0.369476676625,true_lt_null
56,1.09940505049,0.136723012017,0.00231794009809,0.14841135849,0.375338849018,true_gt_null
57,0.906884103664,-0.141009903287,0.00231236027941,0.150723718769,0.381186909804,true_lt_null
58,0.906905538311,-0.140975804891,0.0023112599993,0.153034978769,0.387032187933,true_lt_null
59,1.09874242694,0.135853221654,0.00228807468933,0.155323053458,0.392818829394,true_gt_null
60,1.09817493187,0.135107884247,0.0022626414146,0.157585694872,0.398541148986,true_gt_null
61,1.09808158461,0.134985246821,0.00225847067979,0.159844165552,0.404252920606,true_gt_null
62,1.09807403664,0.134975330016,0.00225813359588,0.162102299148,0.409963839726,true_gt_null
63,1.09782771127,0.134651661267,0.00224714595317,0.164349445101,0.415646970614,true_gt_null
64,0.90818155096,-0.138947365116,0.00224626266812,0.166595707769,0.421327867636,true_lt_null
65,1.09766172345,0.134433514181,0.00223975605987,0.168835463829,0.426992309159,true_gt_null
66,1.09758519083,0.134332921185,0.00223635262541,0.171071816455,0.432648143248,true_gt_null
67,1.09732415104,0.133989762763,0.00222476237649,0.173296578831,0.438274665087,true_gt_null
68,1.09706895195,0.133654203514,0.00221345880947,0.175510037641,0.443872599708,true_gt_null
69,0.909084443966,-0.137513783711,0.00220086771653,0.177710905357,0.449438690902,true_lt_null
70,0.909136284347,-0.137431516624,0.00219827630759,0.179909181665,0.454998228309,true_lt_null
71,1.09612051183,0.132406422622,0.00217168664971,0.182080868314,0.460490519302,true_gt_null
72,0.909680240668,-0.136568578445,0.00217118288517,0.1842520512,0.465981536253,true_lt_null
73,1.09593562777,0.132163060865,0.00216358737771,0.186415638577,0.471453343831,true_gt_null
74,0.910063586952,-0.135960743669,0.0021521965465,0.188567835124,0.476896343497,true_lt_null
75,0.910103820373,-0.135896964308,0.0021502090149,0.190718044139,0.482334316607,true_lt_null
76,1.0954649975,0.131543387803,0.00214303456035,0.192861078699,0.487754145207,true_gt_null
77,0.910397191009,-0.135431988608,0.00213574603542,0.194996824735,0.493155540807,true_lt_null
78,1.09508405886,0.13104161562,0.00212646622779,0.197123290962,0.498533467366,true_gt_null
79,0.910892727168,-0.134646932292,0.00211143432891,0.199234725291,0.503873377591,true_lt_null
80,0.911013070408,-0.134456342202,0.00210555245685,0.201340277748,0.509198412304,true_lt_null
81,0.911642728844,-0.133459549347,0.00207491959621,0.203415197344,0.514445975165,true_lt_null
82,1.09386587893,0.12943585727,0.00207388970106,0.205489087045,0.519690933377,true_gt_null
83,1.09363549738,0.129131976024,0.00206401614019,0.207553103186,0.524910920919,true_gt_null
84,0.911955581452,-0.132964538019,0.00205978804709,0.209612891233,0.530120215428,true_lt_null
85,1.09299890879,0.128291960675,0.00203684897913,0.211649740212,0.535271496025,true_gt_null
86,1.09293722843,0.128210543892,0.00203422570783,0.21368396592,0.540416142254,true_gt_null
87,0.912866082152,-0.13152486314,0.00201608510551,0.215700051025,0.545514910103,true_lt_null
