date,split,dimension,kl_fitted_null,kl_margin_matched_null,kl_fitted_null_per_observation,kl_margin_matched_null_per_observation
2023-07-04,design,800,2.51013302993,27.1569510535,0.00313766628742,0.0339461888169
2023-07-29,design,800,2.52208517769,27.1477496933,0.00315260647211,0.0339346871166
2024-07-13,design,800,2.46492482404,27.0603670809,0.00308115603005,0.0338254588511
2024-07-19,heldout,800,2.5426291718,26.1499701674,0.00317828646475,0.0326874627093
2025-07-06,heldout,800,2.56136010677,25.5410448989,0.00320170013347,0.0319263061237
