h,h_lat,h_lon,K_delta_1,K_delta_M,deltaK_1_minus_M,enters,K_delta_0
"(0,0)",0,0,7.8693868077473326,7.8693868077473352,-2.6645352591003757e-15,"Var(Q_A), Var(Q_B)",8.4979242461111486
"(4,4)",4,4,0.0015240474623142708,0.027491618419659372,-0.025967570957345101,Var(Q_A),0.00164165068531227
"(2,4)",2,4,0.0062778891044925761,0.089891147667478674,-0.083613258562986098,Var(Q_B),0.0098426656193935091
"(1,0)",1,0,0.81915091639368853,2.8949856204602495,-2.075834704066561,"Cov(Q_A,Q_B): short, coefficient +2",1.8739522061662957
"(3,4)",3,4,0.0033190361633317553,0.05302351121242798,-0.049704475049096225,"Cov(Q_A,Q_B): far, coefficient -2",0.0044314033455992666
