year,month,day_num,direction,lag,daily_mean,mean_pair_count,hour_1,n_pairs_hour_1,hour_2,n_pairs_hour_2,hour_3,n_pairs_hour_3,hour_4,n_pairs_hour_4,hour_5,n_pairs_hour_5,hour_6,n_pairs_hour_6,hour_7,n_pairs_hour_7,hour_8,n_pairs_hour_8
2023,7,1,lat,0.0000,0.0000,17859.0000,0.0000,17802,0.0000,17779,0.0000,17893,0.0000,17951,0.0000,17940,0.0000,17908,0.0000,17776,0.0000,17823.0000
2023,7,1,lat,0.0440,3.9999,17619.1250,3.9965,17532,4.7407,17525,4.6006,17671,4.5125,17746,4.3507,17724,4.1290,17679,3.1504,17527,2.5192,17549.0000
2023,7,1,lat,0.1320,6.7551,17245.6250,5.1718,17164,6.9914,17153,7.9713,17306,7.8775,17403,7.8031,17372,7.4182,17310,5.8163,17107,4.9911,17150.0000
2023,7,1,lat,0.1760,7.5238,17070.8750,5.6623,16996,7.4932,16970,8.6414,17132,8.8874,17243,8.7878,17210,8.3856,17133,6.5972,16909,5.7357,16974.0000
2023,7,1,lat,0.3960,9.7967,16261.0000,6.6551,16190,8.4939,16152,10.1032,16339,11.1579,16460,11.7944,16419,11.1269,16332,10.1723,16062,8.8704,16134.0000
2023,7,1,lat,0.6160,10.9957,15492.1250,7.2350,15454,9.3457,15440,10.7622,15585,11.8946,15674,12.8988,15629,12.2074,15548,12.2282,15263,11.3939,15344.0000
2023,7,1,lat,0.8360,11.6983,14723.2500,7.5357,14722,9.9157,14716,11.2474,14825,12.2326,14881,13.4060,14828,13.1271,14756,12.9059,14495,13.2157,14563.0000
2023,7,1,lat,1.0560,11.9704,13938.5000,7.7514,13958,10.2050,13935,11.6574,14033,12.4599,14092,13.2523,14051,13.0766,13965,13.1316,13694,14.2292,13780.0000
2023,7,1,lat,1.2760,12.1378,13169.2500,8.2144,13167,10.7055,13144,12.1454,13240,12.6569,13301,13.1211,13272,12.9952,13195,12.9197,12974,14.3447,13061.0000
2023,7,1,lat,1.4960,12.8662,12402.2500,8.7406,12363,11.3423,12347,12.9526,12451,13.7600,12509,14.2510,12490,13.8717,12446,13.6949,12269,14.3167,12343.0000
2023,7,1,lat,1.7160,13.6110,11620.3750,9.2391,11571,12.2236,11549,13.5728,11651,15.1094,11726,14.9576,11712,14.7141,11659,14.3719,11510,14.6998,11585.0000
2023,7,1,lat,1.9360,14.1806,10840.7500,9.7212,10794,12.8221,10763,14.2980,10871,15.4175,10933,15.7206,10925,15.0201,10876,14.6099,10751,15.8354,10813.0000
2023,7,1,lat,2.1560,14.9692,10062.6250,10.0688,10015,13.6575,9982,15.0494,10094,15.8632,10151,16.7240,10131,15.6541,10111,15.0692,9987,17.6673,10030.0000
2023,7,1,lon,0.0000,0.0000,17859.0000,0.0000,17802,0.0000,17779,0.0000,17893,0.0000,17951,0.0000,17940,0.0000,17908,0.0000,17776,0.0000,17823.0000
2023,7,1,lon,0.0630,4.1796,17653.1250,4.0781,17566,4.7361,17563,4.8528,17708,4.8087,17787,4.5259,17765,4.4435,17712,3.2964,17551,2.6951,17573.0000
2023,7,1,lon,0.1260,5.5545,17505.1250,4.8823,17432,5.9302,17420,6.3820,17564,6.5996,17652,6.1996,17626,5.9297,17555,4.6949,17373,3.8181,17419.0000
2023,7,1,lon,0.1800,6.4520,17368.8750,5.3763,17298,6.7093,17288,7.2577,17435,7.5412,17524,7.2200,17496,7.3017,17420,5.6065,17211,4.6036,17279.0000
2023,7,1,lon,0.3690,8.0942,17004.7500,6.4375,16949,7.8126,16934,8.6160,17080,9.3270,17176,9.3241,17136,9.5299,17048,7.5301,16817,6.1764,16898.0000
2023,7,1,lon,0.5580,9.0665,16674.8750,7.0460,16611,8.4269,16595,9.2653,16765,10.3403,16852,10.5009,16808,10.6824,16704,8.8932,16485,7.3771,16579.0000
2023,7,1,lon,0.7470,9.6812,16348.3750,7.3901,16276,8.8258,16270,9.7576,16438,10.7619,16535,11.1292,16495,11.5205,16376,10.0212,16148,8.0433,16249.0000
2023,7,1,lon,0.9360,10.1370,16027.6250,7.3612,15964,9.0521,15962,10.0789,16127,11.2034,16217,11.7170,16173,12.1492,16050,10.6619,15799,8.8723,15929.0000
2023,7,1,lon,1.1250,10.6439,15699.8750,7.8159,15649,9.1512,15628,10.5048,15791,11.7350,15875,12.2999,15832,12.6197,15725,11.3566,15492,9.6685,15607.0000
2023,7,1,lon,1.3140,10.8639,15363.2500,8.0742,15312,9.1844,15288,10.6361,15449,12.1567,15534,12.2838,15495,12.5127,15402,11.6809,15162,10.3823,15264.0000
2023,7,1,lon,1.5030,11.1529,15022.1250,8.2866,14985,9.5945,14952,10.8671,15107,12.4084,15192,12.6473,15156,12.4347,15060,11.9438,14813,11.0406,14912.0000
2023,7,1,lon,1.6920,11.4154,14681.6250,8.3998,14645,9.8173,14613,11.1512,14765,12.3170,14850,12.9920,14814,12.6126,14719,12.4853,14469,11.5479,14578.0000
2023,7,1,lon,1.8810,11.5871,14343.6250,8.5493,14311,10.1450,14271,11.3429,14426,12.4232,14508,13.2348,14476,12.7498,14378,12.5287,14136,11.7228,14243.0000
2023,7,2,lat,0.0000,0.0000,17744.3750,0.0000,17747,0.0000,17680,0.0000,17650,0.0000,17655,0.0000,17717,0.0000,17782,0.0000,17879,0.0000,17845.0000
2023,7,2,lat,0.0440,4.4984,17485.0000,4.1552,17494,4.8157,17434,4.8513,17414,4.8899,17408,4.8339,17463,4.1797,17497,3.5051,17612,4.7562,17558.0000
2023,7,2,lat,0.1320,7.6341,17094.7500,6.1519,17103,7.4298,17063,8.4742,17030,9.1931,17030,8.8980,17074,7.6159,17077,6.5338,17215,6.7762,17166.0000
2023,7,2,lat,0.1760,8.3669,16917.6250,6.4079,16930,7.9901,16889,9.2908,16856,10.1418,16857,9.7685,16891,8.5861,16894,7.5000,17040,7.2502,16984.0000
2023,7,2,lat,0.3960,10.5952,16094.2500,7.5717,16109,9.1708,16065,10.7553,16035,12.3335,16059,12.5062,16063,11.7540,16036,10.5601,16224,10.1098,16163.0000
2023,7,2,lat,0.6160,11.7156,15301.6250,8.5609,15315,9.8785,15266,11.3525,15218,13.5373,15250,13.4537,15276,13.4705,15268,11.9913,15441,11.4802,15379.0000
2023,7,2,lat,0.8360,12.3561,14530.5000,9.1407,14529,10.3569,14474,11.8861,14449,13.8997,14477,13.6557,14519,14.3176,14523,13.0117,14667,12.5801,14606.0000
2023,7,2,lat,1.0560,12.7942,13762.1250,9.7258,13751,10.8609,13697,12.4446,13689,13.9284,13706,14.1821,13768,14.8665,13783,13.7095,13872,12.6360,13831.0000
2023,7,2,lat,1.2760,12.8912,13010.6250,9.8816,12982,11.2337,12916,12.3873,12919,14.4362,12959,14.5105,13027,14.9967,13037,13.4187,13144,12.2647,13101.0000
2023,7,2,lat,1.4960,12.8672,12242.3750,10.3063,12193,11.2339,12131,12.2506,12146,14.6918,12188,14.7301,12263,14.7658,12279,12.9025,12384,12.0564,12355.0000
2023,7,2,lat,1.7160,13.0139,11464.1250,10.7614,11419,11.3923,11345,12.3367,11360,14.5902,11418,14.8444,11479,14.9419,11496,12.7672,11606,12.4769,11590.0000
2023,7,2,lat,1.9360,13.4900,10691.0000,11.4098,10656,12.1580,10567,12.5444,10592,14.5760,10626,15.3520,10694,15.5465,10722,13.6120,10847,12.7215,10824.0000
2023,7,2,lat,2.1560,14.0183,9927.7500,11.9948,9915,12.8885,9824,12.8944,9830,14.4659,9839,15.4324,9909,16.0730,9977,14.5689,10079,13.8289,10049.0000
2023,7,2,lon,0.0000,0.0000,17744.3750,0.0000,17747,0.0000,17680,0.0000,17650,0.0000,17655,0.0000,17717,0.0000,17782,0.0000,17879,0.0000,17845.0000
2023,7,2,lon,0.0630,4.9468,17502.0000,4.4672,17507,5.0201,17454,5.3177,17430,5.3632,17440,5.4694,17481,4.9921,17519,4.2457,17625,4.6986,17560.0000
