year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,sigma,range_lat,range_lon,range_time,nugget
2023,7,19,lon,Vecchia_mm20,1.7612,1.5564,-1.5564,7.1075,0.2729,0.3483,2.0849,2.6044
2023,7,20,lat,Corridor_4x4_lag643,3.3877,2.3823,1.9798,5.2249,0.1576,0.2234,1.7796,1.6449
2023,7,20,lat,Debiased_Whittle,4.4632,3.2666,3.2300,4.2359,0.0919,0.1272,0.8473,1.0365
2023,7,20,lat,Vecchia_mm20,2.0249,1.4218,0.5702,7.0314,0.4150,0.6526,4.6767,2.4214
2023,7,20,lon,Corridor_4x4_lag643,0.9398,0.7840,-0.7840,5.2249,0.1576,0.2234,1.7796,1.6449
2023,7,20,lon,Debiased_Whittle,0.7040,0.5384,0.3535,4.2359,0.0919,0.1272,0.8473,1.0365
2023,7,20,lon,Vecchia_mm20,1.8720,1.5980,-1.5980,7.0314,0.4150,0.6526,4.6767,2.4214
2023,7,21,lat,Corridor_4x4_lag643,4.6273,3.1006,2.6033,6.0520,0.2113,0.2263,1.9816,1.5923
2023,7,21,lat,Debiased_Whittle,6.9673,5.3110,5.3110,3.3971,0.0850,0.0866,1.0789,0.7883
2023,7,21,lat,Vecchia_mm20,3.1260,1.9723,1.4331,8.2145,0.6382,0.7483,6.7308,2.5023
2023,7,21,lon,Corridor_4x4_lag643,1.5216,1.3742,-1.3742,6.0520,0.2113,0.2263,1.9816,1.5923
2023,7,21,lon,Debiased_Whittle,1.4947,1.2550,1.2550,3.3971,0.0850,0.0866,1.0789,0.7883
2023,7,21,lon,Vecchia_mm20,2.4507,2.0932,-2.0932,8.2145,0.6382,0.7483,6.7308,2.5023
2023,7,22,lat,Corridor_4x4_lag643,4.0025,2.7840,2.5188,5.6487,0.1563,0.1528,1.5893,1.2835
2023,7,22,lat,Debiased_Whittle,5.5513,4.3310,4.3310,3.7636,0.1148,0.1001,1.4906,0.9890
2023,7,22,lat,Vecchia_mm20,3.1964,2.0739,1.9042,6.2772,0.3347,0.3513,3.4556,1.9619
2023,7,22,lon,Corridor_4x4_lag643,1.0864,1.0080,-1.0080,5.6487,0.1563,0.1528,1.5893,1.2835
2023,7,22,lon,Debiased_Whittle,0.9060,0.7669,0.7669,3.7636,0.1148,0.1001,1.4906,0.9890
2023,7,22,lon,Vecchia_mm20,1.7200,1.4952,-1.4847,6.2772,0.3347,0.3513,3.4556,1.9619
2023,7,23,lat,Corridor_4x4_lag643,5.9994,4.1239,3.8369,7.5116,0.1938,0.2095,1.1840,0.8949
2023,7,23,lat,Debiased_Whittle,7.1277,5.2980,5.2980,6.1772,0.2063,0.2052,1.1417,0.6027
2023,7,23,lat,Vecchia_mm20,5.0860,3.2757,3.1724,8.3519,0.3602,0.4184,2.0107,1.5623
2023,7,23,lon,Corridor_4x4_lag643,0.9135,0.7397,-0.6617,7.5116,0.1938,0.2095,1.1840,0.8949
2023,7,23,lon,Debiased_Whittle,1.0003,0.7807,0.7252,6.1772,0.2063,0.2052,1.1417,0.6027
2023,7,23,lon,Vecchia_mm20,1.2746,1.0900,-1.0765,8.3519,0.3602,0.4184,2.0107,1.5623
2023,7,24,lat,Corridor_4x4_lag643,2.8618,1.9869,1.4892,6.0809,0.1818,0.1833,1.6447,1.4074
2023,7,24,lat,Debiased_Whittle,4.8653,3.8504,3.8504,3.6366,0.1029,0.0959,1.1829,0.9171
2023,7,24,lat,Vecchia_mm20,1.6760,1.3971,-0.6721,9.2805,0.4593,0.4443,3.8353,2.1085
2023,7,24,lon,Corridor_4x4_lag643,1.2059,1.0719,-1.0719,6.0809,0.1818,0.1833,1.6447,1.4074
2023,7,24,lon,Debiased_Whittle,1.4559,1.2459,1.2459,3.6366,0.1029,0.0959,1.1829,0.9171
2023,7,24,lon,Vecchia_mm20,3.5558,3.1610,-3.1610,9.2805,0.4593,0.4443,3.8353,2.1085
2023,7,25,lat,Corridor_4x4_lag643,1.2600,1.0028,0.5970,5.7676,0.1715,0.1755,1.7393,1.5057
2023,7,25,lat,Debiased_Whittle,2.5091,2.0039,2.0039,4.5002,0.1094,0.0979,0.8773,0.9831
2023,7,25,lat,Vecchia_mm20,0.5797,0.4768,-0.2177,6.7260,0.3827,0.4569,3.9471,2.2326
2023,7,25,lon,Corridor_4x4_lag643,1.1607,1.0329,-1.0329,5.7676,0.1715,0.1755,1.7393,1.5057
2023,7,25,lon,Debiased_Whittle,0.6973,0.5671,0.2958,4.5002,0.1094,0.0979,0.8773,0.9831
2023,7,25,lon,Vecchia_mm20,1.7999,1.5550,-1.5381,6.7260,0.3827,0.4569,3.9471,2.2326
2023,7,26,lat,Corridor_4x4_lag643,2.4712,1.7917,1.3710,5.6371,0.1554,0.1920,1.9128,1.5919
2023,7,26,lat,Debiased_Whittle,4.3603,3.5576,3.5576,3.6204,0.0885,0.0945,1.2098,0.9638
2023,7,26,lat,Vecchia_mm20,1.8074,1.2079,0.9550,6.1951,0.3397,0.3920,4.1022,2.1429
2023,7,26,lon,Corridor_4x4_lag643,1.3599,1.2511,-1.2511,5.6371,0.1554,0.1920,1.9128,1.5919
2023,7,26,lon,Debiased_Whittle,0.9599,0.8045,0.8045,3.6204,0.0885,0.0945,1.2098,0.9638
2023,7,26,lon,Vecchia_mm20,1.8184,1.5783,-1.5759,6.1951,0.3397,0.3920,4.1022,2.1429
2023,7,27,lat,Corridor_4x4_lag643,2.0671,1.4970,0.8941,5.1284,0.1817,0.2287,2.2941,1.8159
2023,7,27,lat,Debiased_Whittle,3.8118,3.0565,3.0565,3.1348,0.1100,0.1113,1.3509,1.1887
2023,7,27,lat,Vecchia_mm20,1.5616,1.3101,-1.1316,8.4956,0.5485,0.7458,7.7740,2.4376
2023,7,27,lon,Corridor_4x4_lag643,1.4426,1.3106,-1.3106,5.1284,0.1817,0.2287,2.2941,1.8159
2023,7,27,lon,Debiased_Whittle,0.8493,0.6896,0.6896,3.1348,0.1100,0.1113,1.3509,1.1887
2023,7,27,lon,Vecchia_mm20,3.1356,2.6802,-2.6802,8.4956,0.5485,0.7458,7.7740,2.4376
2023,7,28,lat,Corridor_4x4_lag643,4.2405,2.9071,2.4701,5.1909,0.1919,0.2291,1.8630,1.3049
2023,7,28,lat,Debiased_Whittle,5.6277,4.2370,4.2370,3.4570,0.1832,0.1838,1.5317,0.9815
2023,7,28,lat,Vecchia_mm20,3.2696,2.0835,1.8168,6.4773,0.4850,0.6247,5.0087,1.7798
2023,7,28,lon,Corridor_4x4_lag643,1.4542,1.3250,-1.3250,5.1909,0.1919,0.2291,1.8630,1.3049
2023,7,28,lon,Debiased_Whittle,0.4646,0.3714,0.3214,3.4570,0.1832,0.1838,1.5317,0.9815
2023,7,28,lon,Vecchia_mm20,1.9501,1.6457,-1.6113,6.4773,0.4850,0.6247,5.0087,1.7798
