dataset,day,direction,band_type,band_index,band_low,band_high,lon_scheme,rank,rank_fraction,eigenvalue,eigenvalue_fraction,cumulative_fraction
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,15,0.1875,1.4215421415720086,0.017769276769650108,0.6639757199552418
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,16,0.2,1.4092805979291299,0.017616007474114122,0.6815917274293559
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,17,0.2125,1.3545941265405899,0.016932426581757372,0.6985241540111133
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,18,0.225,1.1558316746625135,0.014447895933281418,0.7129720499443948
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,19,0.2375,1.019063255911339,0.012738290698891739,0.7257103406432865
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,20,0.25,0.9680380720474533,0.012100475900593165,0.7378108165438797
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,21,0.2625,0.9632914030280232,0.01204114253785029,0.74985195908173
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,22,0.275,0.9282080786397668,0.011602600982997086,0.761454560064727
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,23,0.2875,0.9027280761891155,0.011284100952363945,0.772738661017091
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,24,0.3,0.8871433923419874,0.011089292404274842,0.7838279534213658
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,25,0.3125,0.7816128976371581,0.009770161220464476,0.7935981146418303
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,26,0.325,0.7669834818362631,0.009587293522953289,0.8031854081647836
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,27,0.3375,0.7640080865303502,0.009550101081629379,0.8127355092464129
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,28,0.35,0.6768632491144546,0.008460790613930683,0.8211962998603436
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,29,0.3625,0.6142822357625315,0.007678527947031643,0.8288748278073752
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,30,0.375,0.5816787075674111,0.007270983844592639,0.8361458116519679
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,31,0.3875,0.5698111356578893,0.007122639195723616,0.8432684508476915
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,32,0.4,0.5348789732917401,0.006685987166146751,0.8499544380138383
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,33,0.4125,0.48932883421434564,0.0061166104276793205,0.8560710484415176
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,34,0.425,0.4572587724613227,0.005715734655766533,0.8617867830972842
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,35,0.4375,0.44162296716386246,0.005520287089548281,0.8673070701868325
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,36,0.45,0.42176301943294126,0.005272037742911765,0.8725791079297442
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,37,0.4625,0.3819640513469864,0.0047745506418373305,0.8773536585715815
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,38,0.475,0.35165950244614186,0.004395743780576773,0.8817494023521583
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,39,0.4875,0.33982553634347895,0.0042478192042934865,0.8859972215564518
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,40,0.5,0.33537509469818144,0.004192188683727268,0.8901894102401791
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,41,0.5125,0.3286340139882811,0.004107925174853514,0.8942973354150325
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,42,0.525,0.3175511287294654,0.003969389109118317,0.8982667245241509
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,43,0.5375,0.31057326362982557,0.0038821657953728196,0.9021488903195237
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,44,0.55,0.31032662769633407,0.003879082846204176,0.9060279731657279
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,45,0.5625,0.3031303414190716,0.003789129267738395,0.9098171024334664
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,46,0.575,0.29039703917210474,0.0036299629896513093,0.9134470654231177
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,47,0.5875,0.27363064953140137,0.003420383119142517,0.9168674485422602
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,48,0.6,0.26774740178299683,0.0033468425222874603,0.9202142910645477
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,49,0.6125,0.26480265374915235,0.003310033171864404,0.9235243242364121
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,50,0.625,0.24619068825403065,0.0030773836031753833,0.9266017078395874
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,51,0.6375,0.235877471145847,0.0029484683893230878,0.9295501762289105
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,52,0.65,0.23083773111984915,0.0028854716389981145,0.9324356478679086
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,53,0.6625,0.23082640946312122,0.002885330118289015,0.9353209779861976
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,54,0.675,0.22707840785118671,0.002838480098139834,0.9381594580843374
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,55,0.6875,0.22012442852159508,0.0027515553565199387,0.9409110134408574
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,56,0.7,0.2180987737769395,0.002726234672211744,0.9436372481130691
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,57,0.7125,0.21066374790636497,0.002633296848829562,0.9462705449618987
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,58,0.725,0.20471727505738735,0.0025589659382173418,0.948829510900116
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,59,0.7375,0.2047057011761401,0.002558821264701751,0.9513883321648178
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,60,0.75,0.20376463669890618,0.0025470579587363274,0.9539353901235541
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,61,0.7625,0.19946231960613256,0.002493278995076657,0.9564286691186308
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,62,0.775,0.1987814258618011,0.0024847678232725137,0.9589134369419033
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,63,0.7875,0.19701165693184786,0.0024626457116480984,0.9613760826535515
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,64,0.8,0.1963098936409751,0.002453873670512189,0.9638299563240637
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,65,0.8125,0.19356663082025488,0.002419582885253186,0.9662495392093169
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,66,0.825,0.1918956505652796,0.002398695632065995,0.9686482348413828
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,67,0.8375,0.19050774433533302,0.002381346804191663,0.9710295816455745
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,68,0.85,0.18824747086446908,0.0023530933858058635,0.9733826750313804
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,69,0.8625,0.18821530810858347,0.0023526913513572936,0.9757353663827377
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,70,0.875,0.18681178768725312,0.002335147346090664,0.9780705137288284
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,71,0.8875,0.18547813573249936,0.002318476696656242,0.9803889904254846
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,72,0.9,0.18339430122846098,0.0022924287653557623,0.9826814191908403
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,73,0.9125,0.1823839387775233,0.002279799234719041,0.9849612184255593
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,74,0.925,0.18127772222097546,0.002265971527762193,0.9872271899533215
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,75,0.9375,0.18102301679554056,0.002262787709944257,0.9894899776632657
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,76,0.95,0.17932436192285595,0.002241554524035699,0.9917315321873015
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,77,0.9625,0.16960119074517593,0.002120014884314699,0.9938515470716162
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,78,0.975,0.1651462439453995,0.002064328049317494,0.9959158751209336
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,79,0.9875,0.16358629533041905,0.002044828691630238,0.9979607038125639
simulation,25,north_south,longitude_band,2,124.0,125.0,primary,80,1.0,0.16314369499491077,0.0020392961874363845,1.0000000000000002
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,1,0.0125,4.6610880738522456,0.05826360092315307,0.05826360092315307
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,2,0.025,4.629537116606494,0.05786921395758118,0.11613281488073424
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,3,0.0375,4.579768429470119,0.05724710536837648,0.17337992024911072
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,4,0.05,4.467899854023589,0.05584874817529486,0.2292286684244056
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,5,0.0625,3.832869894236595,0.04791087367795744,0.277139542102363
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,6,0.075,3.64879383687706,0.04560992296096325,0.32274946506332625
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,7,0.0875,3.6427278610591123,0.045534098263238905,0.36828356332656514
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,8,0.1,3.25844564970177,0.040730570621272125,0.40901413394783726
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,9,0.1125,3.249840500269768,0.040623006253372104,0.4496371402012094
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,10,0.125,3.059890833090758,0.03824863541363448,0.48788577561484386
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,11,0.1375,2.164165140273746,0.027052064253421826,0.5149378398682657
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,12,0.15,2.043484650920267,0.025543558136503337,0.540481398004769
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,13,0.1625,2.042700462343612,0.025533755779295148,0.5660151537840642
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,14,0.175,1.821260529884988,0.02276575662356235,0.5887809104076266
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,15,0.1875,1.7947077761417465,0.02243384720177183,0.6112147576093985
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,16,0.2,1.7282439271949037,0.021603049089936297,0.6328178066993347
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,17,0.2125,1.649727776355569,0.020621597204444612,0.6534394039037793
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,18,0.225,1.6217894160822919,0.020272367701028648,0.673711771604808
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,19,0.2375,1.6217539594844985,0.02027192449355623,0.6939836960983642
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,20,0.25,1.467869214516874,0.018348365181460925,0.7123320612798251
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,21,0.2625,1.148413215081068,0.01435516518851335,0.7266872264683384
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,22,0.275,1.0451896493085595,0.013064870616356994,0.7397520970846954
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,23,0.2875,1.0141829450719808,0.01267728681339976,0.7524293838980951
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,24,0.3,0.9684926992063309,0.012106158740079136,0.7645355426381742
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,25,0.3125,0.920369482194855,0.011504618527435688,0.7760401611656099
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,26,0.325,0.8004947142394725,0.010006183927993406,0.7860463450936033
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,27,0.3375,0.7644901922255027,0.009556127402818785,0.795602472496422
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,28,0.35,0.7222071458144423,0.009027589322680529,0.8046300618191026
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,29,0.3625,0.6883248866034074,0.008604061082542592,0.8132341229016452
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,30,0.375,0.6506637189865603,0.008133296487332003,0.8213674193889772
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,31,0.3875,0.5769150124376324,0.007211437655470406,0.8285788570444476
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,32,0.4,0.5398210202211696,0.006747762752764621,0.8353266197972122
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,33,0.4125,0.5049555632902488,0.00631194454112811,0.8416385643383404
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,34,0.425,0.49269126265777713,0.0061586407832222145,0.8477972051215626
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,35,0.4375,0.4628636996806769,0.005785796246008461,0.8535830013675711
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,36,0.45,0.44573019181789064,0.005571627397723633,0.8591546287652948
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,37,0.4625,0.4436012313302502,0.005545015391628128,0.8646996441569229
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,38,0.475,0.43085573077567735,0.0053856966346959665,0.8700853407916189
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,39,0.4875,0.426789537215376,0.0053348692151922,0.8754202100068111
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,40,0.5,0.412335777861678,0.005154197223270976,0.8805744072300821
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,41,0.5125,0.3866439556936932,0.004833049446171165,0.8854074566762532
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,42,0.525,0.38050058346802934,0.004756257293350366,0.8901637139696036
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,43,0.5375,0.3766179685437209,0.004707724606796511,0.8948714385764001
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,44,0.55,0.3460507371381147,0.0043256342142264335,0.8991970727906264
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,45,0.5625,0.32091852521999775,0.004011481565249972,0.9032085543558764
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,46,0.575,0.3091339540741849,0.0038641744259273114,0.9070727287818038
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,47,0.5875,0.3053197299894893,0.0038164966248686164,0.9108892254066724
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,48,0.6,0.29589860237905224,0.0036987325297381532,0.9145879579364106
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,49,0.6125,0.2903522531622887,0.0036294031645286084,0.9182173611009392
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,50,0.625,0.2825109525415884,0.0035313869067698555,0.9217487480077091
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,51,0.6375,0.2759151246383175,0.003448939057978969,0.9251976870656881
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,52,0.65,0.2675124025110797,0.0033439050313884963,0.9285415920970765
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,53,0.6625,0.25986180147100646,0.0032482725183875807,0.9317898646154641
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,54,0.675,0.2533013548712409,0.003166266935890511,0.9349561315513546
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,55,0.6875,0.24337020120766506,0.003042127515095813,0.9379982590664504
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,56,0.7,0.23485106412964715,0.0029356383016205896,0.940933897368071
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,57,0.7125,0.2309053746170477,0.002886317182713096,0.9438202145507841
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,58,0.725,0.2307815632264666,0.0028847695403308323,0.9467049840911149
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,59,0.7375,0.22722136353724093,0.0028402670442155115,0.9495452511353304
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,60,0.75,0.22651492364408476,0.0028314365455510597,0.9523766876808815
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,61,0.7625,0.22024770247198092,0.0027530962808997614,0.9551297839617813
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,62,0.775,0.21040125297005827,0.0026300156621257282,0.957759799623907
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,63,0.7875,0.21038162368613098,0.002629770296076637,0.9603895699199836
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,64,0.8,0.20875114115122112,0.002609389264390264,0.9629989591843738
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,65,0.8125,0.20220252088653398,0.0025275315110816748,0.9655264906954555
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,66,0.825,0.20210817284598034,0.0025263521605747544,0.9680528428560302
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,67,0.8375,0.19778821237315944,0.002472352654664493,0.9705251955106947
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,68,0.85,0.19617837175144526,0.002452229646893066,0.9729774251575878
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,69,0.8625,0.19569125834912623,0.002446140729364078,0.9754235658869519
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,70,0.875,0.19505006217920337,0.002438125777240042,0.9778616916641919
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,71,0.8875,0.19336888266991004,0.0024171110333738753,0.9802788026975657
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,72,0.9,0.19122696304610148,0.0023903370380762685,0.982669139735642
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,73,0.9125,0.1878173756276758,0.002347717195345948,0.985016856930988
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,74,0.925,0.18112091248079143,0.002264011406009893,0.9872808683369978
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,75,0.9375,0.17828574125789148,0.0022285717657236437,0.9895094401027215
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,76,0.95,0.1739317293346771,0.002174146616683464,0.9916835867194049
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,77,0.9625,0.17342682292769115,0.0021678352865961395,0.9938514220060011
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,78,0.975,0.1648947738763222,0.0020611846734540275,0.9959126066794551
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,79,0.9875,0.1644493188450131,0.0020556164855626636,0.9979682231650178
simulation,25,north_south,longitude_band,3,126.0,127.0,primary,80,1.0,0.16254214679855827,0.0020317768349819784,0.9999999999999998
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,1,0.0125,5.693770348862345,0.07117212936077931,0.07117212936077931
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,2,0.025,5.688577104452173,0.07110721380565216,0.14227934316643148
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,3,0.0375,4.765664607959332,0.05957080759949165,0.20185015076592314
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,4,0.05,4.695894476594375,0.05869868095742968,0.2605488317233528
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,5,0.0625,4.166664577068143,0.05208330721335179,0.3126321389367046
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,6,0.075,4.035434799875573,0.05044293499844467,0.36307507393514926
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,7,0.0875,3.486616946061764,0.04358271182577205,0.4066577857609213
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,8,0.1,3.312435663948086,0.04140544579935108,0.4480632315602724
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,9,0.1125,2.7088106692427205,0.033860133365534006,0.4819233649258064
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,10,0.125,2.6830282543853157,0.033537853179816446,0.5154612181056228
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,11,0.1375,2.606002746201961,0.03257503432752451,0.5480362524331474
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,12,0.15,2.2250891161931885,0.027813613952414856,0.5758498663855622
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,13,0.1625,2.214425940765861,0.027680324259573265,0.6035301906451355
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,14,0.175,1.9926356264131548,0.024907945330164435,0.6284381359752998
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,15,0.1875,1.6813927038304235,0.021017408797880294,0.6494555447731801
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,16,0.2,1.5705304501192163,0.019631630626490204,0.6690871753996703
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,17,0.2125,1.298680564082519,0.016233507051031486,0.6853206824507018
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,18,0.225,1.0996718458481585,0.01374589807310198,0.6990665805238038
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,19,0.2375,1.099393619361687,0.013742420242021085,0.7128090007658249
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,20,0.25,1.059993060335912,0.0132499132541989,0.7260589140200238
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,21,0.2625,1.0154226306116265,0.012692782882645331,0.7387516969026691
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,22,0.275,0.9490485135885356,0.011863106419856695,0.7506148033225257
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,23,0.2875,0.8359907549588669,0.010449884436985836,0.7610646877595115
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,24,0.3,0.7697590215824324,0.009621987769780405,0.7706866755292919
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,25,0.3125,0.7479440627754108,0.009349300784692635,0.7800359763139846
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,26,0.325,0.7209259819085824,0.00901157477385728,0.7890475510878419
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,27,0.3375,0.696269537514186,0.008703369218927325,0.7977509203067692
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,28,0.35,0.6680746748276306,0.008350933435345383,0.8061018537421146
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,29,0.3625,0.6204213938833456,0.00775526742354182,0.8138571211656564
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,30,0.375,0.5998909662285605,0.007498637077857006,0.8213557582435135
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,31,0.3875,0.5819134530232333,0.007273918162790416,0.8286296764063039
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,32,0.4,0.5761940750082784,0.007202425937603479,0.8358321023439074
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,33,0.4125,0.5644129235382136,0.00705516154422767,0.8428872638881351
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,34,0.425,0.5293726995906878,0.006617158744883597,0.8495044226330186
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,35,0.4375,0.494489184543969,0.006181114806799613,0.8556855374398182
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,36,0.45,0.45010362406247245,0.005626295300780905,0.8613118327405992
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,37,0.4625,0.4208726871370305,0.0052609085892128815,0.8665727413298121
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,38,0.475,0.4135980461250113,0.005169975576562641,0.8717427169063747
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,39,0.4875,0.4054400580881076,0.005068000726101345,0.8768107176324761
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,40,0.5,0.3972853912771901,0.004966067390964876,0.8817767850234409
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,41,0.5125,0.36431721477762463,0.004553965184720308,0.8863307502081612
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,42,0.525,0.3434070938608036,0.004292588673260045,0.8906233388814213
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,43,0.5375,0.3349736116816043,0.004187170146020053,0.8948105090274414
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,44,0.55,0.3340053088683335,0.004175066360854169,0.8989855753882956
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,45,0.5625,0.3302440322961209,0.004128050403701512,0.9031136257919972
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,46,0.575,0.3135803157516618,0.0039197539468957725,0.907033379738893
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,47,0.5875,0.3132734124780277,0.003915917655975347,0.9109492973948683
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,48,0.6,0.30444494935894495,0.003805561866986812,0.9147548592618551
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,49,0.6125,0.2850782479933753,0.003563478099917191,0.9183183373617723
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,50,0.625,0.25766730810146476,0.0032208413512683095,0.9215391787130406
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,51,0.6375,0.24502328331674142,0.003062791041459268,0.9246019697544998
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,52,0.65,0.24348861907671734,0.003043607738458967,0.9276455774929588
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,53,0.6625,0.23391813654872456,0.002923976706859057,0.9305695541998179
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,54,0.675,0.23157463827950134,0.002894682978493767,0.9334642371783116
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,55,0.6875,0.22803341351652284,0.0028504176689565356,0.9363146548472682
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,56,0.7,0.2227533710478588,0.002784417138098235,0.9390990719853664
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,57,0.7125,0.22008701190977453,0.002751087648872182,0.9418501596342386
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,58,0.725,0.21811511910974152,0.002726438988871769,0.9445765986231104
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,59,0.7375,0.21751624396376365,0.002718953049547046,0.9472955516726574
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,60,0.75,0.21606334051034057,0.002700791756379257,0.9499963434290367
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,61,0.7625,0.21448351718703365,0.0026810439648379206,0.9526773873938746
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,62,0.775,0.2144761680629471,0.0026809521007868384,0.9553583394946615
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,63,0.7875,0.21142013922077404,0.0026427517402596756,0.9580010912349212
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,64,0.8,0.20807978813594188,0.0026009973516992737,0.9606020885866204
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,65,0.8125,0.20669143257498335,0.002583642907187292,0.9631857314938077
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,66,0.825,0.20400958631773278,0.0025501198289716595,0.9657358513227794
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,67,0.8375,0.2039467006353155,0.002549333757941444,0.9682851850807208
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,68,0.85,0.20325913505998308,0.0025407391882497883,0.9708259242689706
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,69,0.8625,0.20163082779879155,0.002520385347484894,0.9733463096164555
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,70,0.875,0.20087486412997538,0.002510935801624692,0.9758572454180802
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,71,0.8875,0.20070166492055774,0.002508770811506972,0.9783660162295872
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,72,0.9,0.2004456230525083,0.0025055702881563537,0.9808715865177435
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,73,0.9125,0.19839623016685984,0.002479952877085748,0.9833515393948293
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,74,0.925,0.1976417732056545,0.0024705221650706813,0.9858220615599
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,75,0.9375,0.1935143654865117,0.0024189295685813966,0.9882409911284814
simulation,25,north_south,longitude_band,4,128.0,129.0,primary,76,0.95,0.19310985026748942,0.002413873128343618,0.990654864256825
