dataset,day,direction,band_type,band_index,band_low,band_high,n_profiles,n_positions,rank,eigenvalue_fraction,ranked_periodogram_fraction
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,26,0.006337669517164603,0.00607458847892328
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,27,0.006258624774129367,0.00607458847892328
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,28,0.00573790613093207,0.005295367780339374
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,29,0.005444159689546911,0.005295367780339373
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,30,0.005383673294109367,0.005219097392006062
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,31,0.005068817657463598,0.005219097392006061
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,32,0.004615043309002988,0.004367823756449174
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,33,0.0043086457827163725,0.004367823756449173
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,34,0.004217099338314963,0.004282627372899709
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,35,0.004203312224139485,0.004282627372899709
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,36,0.0038981715683045794,0.003566657774381526
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,37,0.0035585567091414674,0.003566657774381526
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,38,0.003510877557289393,0.003424752704756015
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,39,0.0035098473315747767,0.003424752704756015
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,40,0.0034758573594029286,0.003332314500094427
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,41,0.0034632556589323992,0.0033323145000944267
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,42,0.0033902711032393275,0.003329580448133289
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,43,0.003263485906202235,0.0033295804481332887
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,44,0.003023909764333718,0.0028078922603297124
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,45,0.0029476228875297706,0.0028078922603297124
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,46,0.0028888341383432855,0.0025177479131534243
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,47,0.002633566520058058,0.002517747913153423
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,48,0.002533508033423061,0.002462750578063419
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,49,0.002483237142191601,0.0024627505780634184
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,50,0.0024285884828792945,0.0023894537549771374
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,51,0.0023717761934896123,0.0023894537549771374
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,52,0.0022857321972728933,0.002299959463121591
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,53,0.002238028947274909,0.002299959463121591
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,54,0.0022049427246959687,0.0021760024412451383
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,55,0.0021662848071636355,0.0021760024412451383
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,56,0.002159049991850795,0.002088472474246089
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,57,0.0021570387873870523,0.0020884724742460882
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,58,0.0021125096631956983,0.0020649875440224485
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,59,0.0020404678904993975,0.0020649875440224485
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,60,0.001966714579878413,0.00196257011392247
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,61,0.001948690565399689,0.001962570113922469
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,62,0.001896172929992388,0.0018660598606950205
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,63,0.0018613016339954617,0.0018660598606950205
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,64,0.0018566830762253646,0.0018101614689229135
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,65,0.0018105848359420522,0.0018101614689229135
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,66,0.00177933906184493,0.001751191155840163
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,67,0.0017562770548007704,0.0017511911558401624
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,68,0.0017419990691984486,0.0017377343053174461
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,69,0.0017340913196430836,0.0017059363212001658
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,70,0.0017321223590665506,0.0017059363212001658
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,71,0.0017131680761834761,0.0016961865458430725
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,72,0.0017087675673241036,0.0016961865458430723
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,73,0.001689056196568572,0.0016532838185324458
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,74,0.0016852834953712452,0.0016532838185324458
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,75,0.00161556877735868,0.0016488659531788614
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,76,0.0016137804082699103,0.001648865953178861
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,77,0.001595922838694559,0.0016123915039084598
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,78,0.001587274288325484,0.0016123915039084598
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,79,0.0015871651227110449,0.0015329302783817261
simulation,19,east_west,latitude_band,1,-3.0,-2.0,368,80,80,0.0015641552009220876,0.0015329302783817261
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,1,0.08633081997454072,0.08708191904633418
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,2,0.0857311537932872,0.08708191904633418
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,3,0.08221493820945325,0.08116073412951215
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,4,0.08117632857602361,0.08116073412951215
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,5,0.06410931807200904,0.07438247145632818
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,6,0.054140333906684525,0.056565231312079266
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,7,0.052025578317631396,0.05656523131207926
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,8,0.04363201812023108,0.03762444990237899
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,9,0.03591468154291474,0.03762444990237897
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,10,0.030645997187396384,0.027887170939176097
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,11,0.030103978640865958,0.027887170939176094
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,12,0.028971920104185228,0.02571913189951661
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,13,0.024332529792351065,0.02571913189951661
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,14,0.021224376860156113,0.018929851696981245
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,15,0.017566938319409538,0.01892985169698124
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,16,0.014380729992518113,0.01292999216474727
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,17,0.013178196436435802,0.012929992164747267
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,18,0.012521647693009582,0.011468723795758902
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,19,0.011233809633582673,0.011468723795758902
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,20,0.009912653304136019,0.008817012605658777
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,21,0.008828735300212788,0.008817012605658777
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,22,0.008703310510912072,0.00831044599324164
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,23,0.008391822120480752,0.008310445993241636
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,24,0.007636191002382178,0.00732199968525114
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,25,0.007216832977754639,0.007321999685251139
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,26,0.006835564600394482,0.006541068781723434
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,27,0.006374013690899821,0.006541068781723433
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,28,0.005898357805656989,0.005623158460551912
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,29,0.005605724278078241,0.005623158460551912
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,30,0.0054468659639425815,0.00541343235596821
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,31,0.005149031313611879,0.005413432355968208
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,32,0.0046061176321172456,0.004242447259012926
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,33,0.004363172284589983,0.004242447259012926
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,34,0.00426797495214699,0.003931041114541678
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,35,0.003991757289855051,0.003931041114541678
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,36,0.0039224100198887064,0.003856076112817503
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,37,0.0038707558073475873,0.0038560761128175027
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,38,0.0036869847067277383,0.003725860376100614
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,39,0.0035012602743753327,0.003725860376100614
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,40,0.003457178205683629,0.0033416634598869006
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,41,0.003424910170013261,0.0033416634598869006
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,42,0.003201867249076406,0.0030599664488523853
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,43,0.003148336121392637,0.0030599664488523853
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,44,0.0031313959805408576,0.002954610172150435
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,45,0.002930705328474848,0.002954610172150435
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,46,0.0028221509306343346,0.002865400310408515
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,47,0.0027615489021358326,0.002865400310408514
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,48,0.002578735237431834,0.002506403697447332
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,49,0.0025409017326580292,0.002506403697447331
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,50,0.002537261020086399,0.0024903860218731195
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,51,0.0024425479802327645,0.0024903860218731186
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,52,0.0024054334135373877,0.0022957424870130973
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,53,0.0023561022841835796,0.0022957424870130973
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,54,0.0022790126843212255,0.0022906941293949715
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,55,0.0022788053353937033,0.0022906941293949715
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,56,0.0022512769869203085,0.0020996674308153746
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,57,0.0020991640603190134,0.002099667430815374
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,58,0.002071370974850005,0.0020588894195831013
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,59,0.002064843516880811,0.0020588894195831013
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,60,0.0020555533278696627,0.0020304861994297958
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,61,0.002041873395897108,0.0020304861994297958
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,62,0.0020253555367538588,0.0019728463785462632
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,63,0.0020180763879127793,0.001972846378546263
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,64,0.0019590983233218704,0.001960675121179242
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,65,0.0019379390683372428,0.001960675121179242
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,66,0.0019194751673902613,0.0019597529399645957
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,67,0.0019108675538984008,0.0019597529399645952
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,68,0.001906040646545252,0.0019098762494317999
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,69,0.0019036667764895869,0.001909876249431799
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,70,0.0018924078917249784,0.0018815667771281436
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,71,0.0018906236609417767,0.0018815667771281436
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,72,0.0018657996127615934,0.001867002591959346
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,73,0.0018565500674063609,0.001867002591959346
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,74,0.0018492149381411308,0.0018246956514863754
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,75,0.001845625517253886,0.0018246956514863754
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,76,0.0018008940421072807,0.0017760936209316692
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,77,0.0017514042091498726,0.0017760936209316686
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,78,0.0017444099121479626,0.0017218879191628748
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,79,0.0017023634693512347,0.0016516535734195461
simulation,19,east_west,latitude_band,2,-2.0,-1.0,351,80,80,0.0016943813716339428,0.0016516535734195455
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,1,0.08873937840383787,0.0838435741502122
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,2,0.08558919897466928,0.08013787231052294
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,3,0.07734875801619619,0.08013787231052294
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,4,0.07478352272477747,0.0777307379492641
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,5,0.06458491685763869,0.0777307379492641
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,6,0.05898119129707472,0.06301535532365943
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,7,0.05453563458718585,0.06301535532365941
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,8,0.04534321401590041,0.04259678893057291
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,9,0.04044309172071391,0.0425967889305729
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,10,0.03239831602550118,0.023618519874716658
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,11,0.02633713592537165,0.023618519874716658
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,12,0.024360913999793735,0.021286212140845712
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,13,0.020533665685485897,0.021286212140845712
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,14,0.018338933970426345,0.018438009094231118
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,15,0.016984783417567713,0.018438009094231118
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,16,0.01472608335534783,0.014276314950035158
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,17,0.014557471974360265,0.014276314950035158
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,18,0.013998380181078757,0.012313283500463278
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,19,0.012075854578641257,0.012313283500463278
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,20,0.010974058059672324,0.010459377131027995
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,21,0.010272073359899212,0.010459377131027995
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,22,0.009239177950389697,0.007871223104529616
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,23,0.008075224185116223,0.007871223104529616
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,24,0.007344107449505878,0.0068129779349719805
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,25,0.007027042557436633,0.0068129779349719805
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,26,0.006907922604940233,0.006658099930385418
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,27,0.006763343861925263,0.006658099930385416
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,28,0.0064942055309264715,0.006046701547301864
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,29,0.0059092405962615805,0.0060467015473018625
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,30,0.005358393990442358,0.004951337532025231
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,31,0.00494194197419259,0.00495133753202523
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,32,0.004586683223108612,0.004511623452643273
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,33,0.004519516118972705,0.004511623452643273
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,34,0.004411713239404014,0.004060847062342363
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,35,0.004083765514199035,0.0040608470623423615
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,36,0.003826283319364678,0.003770022609168197
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,37,0.0037280751662508533,0.003770022609168197
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,38,0.0036946615733819813,0.003517819356086258
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,39,0.0036463952632482866,0.0035178193560862574
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,40,0.0035182748274672202,0.0032513998056997394
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,41,0.0033695298717212672,0.003251399805699739
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,42,0.0033376185458856337,0.0032243709941172983
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,43,0.003181411497518504,0.0032243709941172983
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,44,0.00295998342630536,0.002843206643861342
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,45,0.0028666655647556255,0.002843206643861342
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,46,0.0028029310213389335,0.0026737639200499633
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,47,0.0026891929323478777,0.0026737639200499633
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,48,0.002661657399910501,0.0026250329498459005
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,49,0.0026553979779440303,0.0026250329498459005
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,50,0.002616858715934356,0.00260632909461862
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,51,0.002554031285612168,0.00260632909461862
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,52,0.0024554204453137982,0.0024754364144954355
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,53,0.0024510406369410457,0.0024754364144954355
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,54,0.0024033979947602198,0.0023027655008280097
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,55,0.002276865658746011,0.0023027655008280097
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,56,0.002243733593306647,0.0022388406773534886
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,57,0.0022393801010000304,0.0022388406773534886
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,58,0.002141934371140996,0.0020658316573715406
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,59,0.002080597890299806,0.002053350072291797
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,60,0.0020789588277934554,0.002053350072291797
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,61,0.002048491001742605,0.002032839366570754
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,62,0.0020071045949104694,0.002032839366570753
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,63,0.001979148126416657,0.0019853123645368264
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,64,0.001957468677313209,0.0019853123645368264
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,65,0.0019413739313432518,0.0019418879047118098
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,66,0.0019402603072207051,0.0019418879047118096
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,67,0.0019239952211878822,0.0019246502017429574
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,68,0.0019185294211001163,0.0019246502017429572
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,69,0.0019162489951728718,0.0019126223619282182
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,70,0.0019072802839575544,0.0019126223619282182
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,71,0.0019005564014426021,0.0018328400421381344
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,72,0.0018904139819626905,0.0018328400421381344
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,73,0.0018845547393769775,0.0018273590858888793
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,74,0.0018838854111981385,0.0018273590858888789
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,75,0.0018609930780991188,0.0017917064256067173
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,76,0.0018573620418933898,0.0017917064256067173
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,77,0.0018474568218036294,0.00177804201050857
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,78,0.0018265435282596592,0.00177804201050857
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,79,0.0017391948853992395,0.00165041752462017
simulation,19,east_west,latitude_band,3,-1.0,0.0,368,80,80,0.00171998471394816,0.0016504175246201697
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,1,0.08685891486237259,0.09596182736122473
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,2,0.08315149533370945,0.09596182736122472
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,3,0.0712977457497978,0.06857049815328836
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,4,0.0684056902437585,0.06857049815328836
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,5,0.0677559733669405,0.06641304070380384
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,6,0.06692814711996709,0.06641304070380384
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,7,0.06015106012828351,0.06517381389422024
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,8,0.04914017227608054,0.0419604429419157
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,9,0.04130758983168844,0.0419604429419157
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,10,0.034878102729112424,0.028469582682277644
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,11,0.02794419667408299,0.028469582682277644
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,12,0.02371376905719947,0.020693551908764946
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,13,0.02077677833489831,0.020693551908764946
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,14,0.01850788619458522,0.016087946063554504
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,15,0.015839478932383348,0.0160879460635545
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,16,0.01421783417126796,0.013910949815036143
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,17,0.01337199352134941,0.01391094981503614
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,18,0.012360141565096884,0.011998481891577192
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,19,0.0114317334300417,0.011998481891577192
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,20,0.009893318935568385,0.008527722043811836
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,21,0.008606355644865568,0.008527722043811832
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,22,0.008481764289650114,0.007927593025354415
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,23,0.008201880874451343,0.007927593025354415
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,24,0.007391614270775304,0.007044725428123555
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,25,0.007211520039577925,0.007044725428123555
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,26,0.0069564028342093635,0.006268708513743627
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,27,0.006204268222517562,0.0062687085137436245
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,28,0.0060720267477051195,0.0059314356357557
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,29,0.0060698895495276,0.0059314356357557
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,30,0.005797640050209003,0.005662198592420942
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,31,0.005483863042773265,0.005662198592420942
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,32,0.005061754963923336,0.004782946750274546
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,33,0.004734744600305636,0.004782946750274546
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,34,0.00440733235870995,0.004046823805621942
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,35,0.004102141745833152,0.004046823805621942
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,36,0.003930741497222512,0.003784242071445478
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,37,0.0037301537399793945,0.003784242071445478
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,38,0.0034871951472398976,0.003442226580855357
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,39,0.003387966833761789,0.003442226580855357
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,40,0.0033809414426363617,0.0033979985166750137
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,41,0.0033505566392578938,0.0033979985166750133
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,42,0.0031939663985197787,0.00303266143668593
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,43,0.003056162993394627,0.0030326614366859295
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,44,0.0029478330003700594,0.0027949600115070275
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,45,0.0028757389083916866,0.0027949600115070275
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,46,0.0028592266914832434,0.0027574115055438372
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,47,0.0027887853673661746,0.0027574115055438372
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,48,0.0027462462294922056,0.0027095881643777573
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,49,0.0026692636436485857,0.0027095881643777573
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,50,0.0025714424517738147,0.002542545474530883
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,51,0.0025073096693276767,0.0025425454745308823
simulation,19,east_west,latitude_band,4,0.0,1.0,368,80,52,0.0024310783457168815,0.0024113364928493395
