dataset,direction,rank,eigenvalue_fraction_mean,eigenvalue_fraction_min,eigenvalue_fraction_max,periodogram_fraction_mean,periodogram_fraction_min,periodogram_fraction_max
simulation,east_west,5,0.0659004129113216,0.0577833129863365,0.07290872240620042,0.07124480013739662,0.06090442875583515,0.08237120208014673
simulation,east_west,6,0.05901201136156881,0.05245954977346258,0.06692814711996709,0.05710801790433181,0.04913738318321938,0.06641304070380384
simulation,east_west,7,0.05146115135917155,0.04475343669846955,0.06015106012828351,0.0570254027836929,0.04913738318321938,0.0660333280880453
simulation,east_west,8,0.042965870887056175,0.03657940534240415,0.049872952113217,0.03897752419709606,0.02944454942541158,0.05167704123201935
simulation,east_west,9,0.036818109059120245,0.02929282044085415,0.04161403906571506,0.03897752419709606,0.02944454942541157,0.05167704123201935
simulation,east_west,10,0.03146044537198976,0.02675603122292422,0.03744926937903771,0.027765940455127005,0.023618519874716658,0.037713839553553834
simulation,east_west,11,0.027554845319237742,0.025133856863761996,0.03341235756865271,0.027765940455127,0.023618519874716658,0.037713839553553834
simulation,east_west,12,0.0246041722242878,0.021743981387800003,0.028971920104185228,0.022033877324395622,0.01914789877033645,0.02571913189951661
simulation,east_west,13,0.021313613391912224,0.01878520661109091,0.024388673085373982,0.022033877324395622,0.01914789877033645,0.02571913189951661
simulation,east_west,14,0.019059954030110467,0.01705944323649159,0.02306325626530332,0.01784731625869739,0.014480921728682948,0.021957157885672898
simulation,east_west,15,0.01708945476975918,0.014904276127735927,0.020867517974818183,0.017847316258697385,0.014480921728682946,0.021957157885672898
simulation,east_west,16,0.01507270239714855,0.013531271307030338,0.017950116666126788,0.013870953774513878,0.010779515657716524,0.016721008296607467
simulation,east_west,17,0.013581034634105534,0.0112604557457527,0.01596259038937476,0.013870953774513877,0.010779515657716524,0.01672100829660746
simulation,east_west,18,0.012305071640879768,0.010386301029279125,0.01444057426311248,0.011437002281691611,0.010114090846514032,0.013518226804089435
simulation,east_west,19,0.011248009588160511,0.00978485333400904,0.01322287239885479,0.011437002281691611,0.010114090846514032,0.013518226804089435
simulation,east_west,20,0.010296213604074343,0.009133675198212425,0.011681493824028888,0.009448421517114669,0.008353695099694415,0.011054307659432314
simulation,east_west,21,0.009357737466309076,0.00846678507945768,0.010986322353994802,0.009448421517114669,0.008353695099694415,0.011054307659432314
simulation,east_west,22,0.00860671318676563,0.007478910426313881,0.010273293444830517,0.007910112972048524,0.006922770549975307,0.009195847659990361
simulation,east_west,23,0.007882167264203552,0.006900116527195479,0.009073067248942239,0.007910112972048524,0.006922770549975307,0.009195847659990361
simulation,east_west,24,0.0072740905857148095,0.006419919975476334,0.008150510412785248,0.006941213051885738,0.006133715753577839,0.007646184091566135
simulation,east_west,25,0.006931419134758822,0.006163479610226357,0.007674321492906676,0.006941213051885738,0.006133715753577838,0.0076461840915661335
simulation,east_west,26,0.006640298024945489,0.005735804592628609,0.007213672885875867,0.006321625333683408,0.005526745884386246,0.006985841529838052
simulation,east_west,27,0.00625685294217797,0.005481458836018119,0.006763343861925263,0.006321625333683407,0.005526745884386246,0.006985841529838051
simulation,east_west,28,0.005907118904188347,0.005249302523261097,0.0064942055309264715,0.005665398666778676,0.005005916821409157,0.0061673489552570935
simulation,east_west,29,0.005627488023468303,0.005074831254116886,0.006100401280062942,0.005665398666778675,0.005005916821409157,0.0061673489552570935
simulation,east_west,30,0.005380318459059211,0.004856838886815526,0.005937514935516208,0.005177631065501989,0.004628472551120163,0.006056301119696552
simulation,east_west,31,0.005096231255964349,0.004628290746414352,0.005805450258087356,0.005177631065501987,0.004628472551120162,0.0060563011196965505
simulation,east_west,32,0.004766859375604487,0.0043421468894902756,0.005353844178413598,0.004518601331340886,0.003803104953718629,0.004954891807651801
simulation,east_west,33,0.00448863086619171,0.003945623143690676,0.0049773011673047325,0.004518601331340886,0.003803104953718629,0.004954891807651801
simulation,east_west,34,0.004281931845109473,0.0037520417348606214,0.004733855086431388,0.004174073015832467,0.0038017755512788766,0.004540027731746221
simulation,east_west,35,0.004119173316319654,0.003668865759103255,0.004495364134553298,0.004174073015832466,0.0038017755512788766,0.004540027731746221
simulation,east_west,36,0.003935208478619991,0.003451444714190282,0.0042259524263520126,0.0038321646965351,0.0034720175203047203,0.00427460912273614
simulation,east_west,37,0.003790275180832853,0.0033552490235868207,0.004109146795351033,0.0038321646965351,0.00347201752030472,0.004274609122736139
simulation,east_west,38,0.0036592953291921713,0.003340230091138456,0.0038812109664700016,0.0035355062383675127,0.0033124110849067335,0.0039053907432557216
simulation,east_west,39,0.003523292028641641,0.0033247387681544383,0.00385637539791674,0.0035355062383675123,0.003312411084906733,0.0039053907432557216
simulation,east_west,40,0.0034615789673521726,0.0032161725807817935,0.0037511609947143178,0.0033657028658099757,0.0029935471921309557,0.0036210588512832456
simulation,east_west,41,0.0033696169756289498,0.0030773200373270192,0.0035860429134501,0.0033657028658099753,0.0029935471921309553,0.003621058851283245
simulation,east_west,42,0.0032126390577649267,0.0029768134411611545,0.0034636469490790405,0.0031021756083976803,0.002853406204943773,0.003329580448133289
simulation,east_west,43,0.003101070566353846,0.0028869376582092146,0.0032662844341915073,0.00310217560839768,0.002853406204943773,0.0033295804481332887
simulation,east_west,44,0.003001877882152122,0.002749220626854642,0.003182553954962668,0.002899338291182163,0.0024773842953159974,0.003182474240852162
simulation,east_west,45,0.002899828656971959,0.0025419618363105956,0.00314379188195319,0.0028993382911821626,0.0024773842953159965,0.003182474240852162
simulation,east_west,46,0.0028141925894996714,0.002408985801452928,0.003093492436209049,0.0027187587033093694,0.00230536041016029,0.003079798879562777
simulation,east_west,47,0.002730564932807119,0.0023482442507949566,0.003035170247644027,0.002718758703309369,0.00230536041016029,0.0030797988795627763
simulation,east_west,48,0.002659909093900642,0.002330783557248102,0.0029598618665226785,0.002599027072083909,0.0022997087431595093,0.0029274170618978665
simulation,east_west,49,0.002584818208638733,0.002323376938010364,0.0028482305083751915,0.002599027072083909,0.0022997087431595093,0.0029274170618978665
simulation,east_west,50,0.002518235508387402,0.0023093751737601094,0.002785472910928863,0.002470760583498053,0.002268140795591323,0.002697414001244875
simulation,east_west,51,0.0024572658187095122,0.0022804347217555533,0.0026997059030197277,0.0024707605834980526,0.0022681407955913225,0.0026974140012448744
