dataset,day,direction,band_type,band_index,band_low,band_high,n_profiles,n_positions,frequency_index,frequency_cycles_per_degree,wavelength_degrees,one_sided_power_fraction,cumulative_low_frequency_fraction
simulation,13,east_west,latitude_band,1,-3.0,-2.0,356,80,38,7.505,0.13324450366422386,0.0037246566299118525,0.9947186801285884
simulation,13,east_west,latitude_band,1,-3.0,-2.0,356,80,39,7.7025,0.12982797792924375,0.003503805197595634,0.998222485326184
simulation,13,east_west,latitude_band,1,-3.0,-2.0,356,80,40,7.8999999999999995,0.12658227848101267,0.0017775146738160032,1.0
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,0,0.0,inf,0.08272834758609467,0.08272834758609467
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,1,0.19749999999999998,5.063291139240507,0.17820118566172125,0.2609295332478159
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,2,0.39499999999999996,2.5316455696202533,0.16474240416029345,0.4256719374081094
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,3,0.5924999999999999,1.687763713080169,0.1014283609950614,0.5271002984031707
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,4,0.7899999999999999,1.2658227848101267,0.071500030999821,0.5986003294029918
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,5,0.9874999999999999,1.0126582278481013,0.055453524875205676,0.6540538542781975
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,6,1.1849999999999998,0.8438818565400845,0.04794836984008282,0.7020022241182803
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,7,1.3824999999999998,0.7233273056057867,0.03663072233648638,0.7386329464547666
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,8,1.5799999999999998,0.6329113924050633,0.030642157495102018,0.7692751039498686
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,9,1.7774999999999999,0.5625879043600563,0.022669581955979477,0.7919446859058481
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,10,1.9749999999999999,0.5063291139240507,0.019536145101179354,0.8114808310070275
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,11,2.1725,0.4602991944764097,0.01651770492985798,0.8279985359368854
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,12,2.3699999999999997,0.42194092827004226,0.01342769842490038,0.8414262343617858
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,13,2.5675,0.3894839337877313,0.011821985408291047,0.8532482197700768
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,14,2.7649999999999997,0.36166365280289337,0.010672715600156481,0.8639209353702333
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,15,2.9625,0.33755274261603374,0.011276376706714247,0.8751973120769476
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,16,3.1599999999999997,0.31645569620253167,0.009799329141737857,0.8849966412186855
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,17,3.3575,0.29784065524944153,0.008390713920203002,0.8933873551388885
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,18,3.5549999999999997,0.2812939521800282,0.007320828884294127,0.9007081840231825
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,19,3.7525,0.2664890073284477,0.007240944232081685,0.9079491282552642
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,20,3.9499999999999997,0.25316455696202533,0.006970450155986249,0.9149195784112505
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,21,4.1475,0.24110910186859555,0.006516426414901308,0.9214360048261518
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,22,4.345,0.23014959723820486,0.005519464408637566,0.9269554692347894
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,23,4.5424999999999995,0.22014309301045681,0.005651444281164254,0.9326069135159536
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,24,4.739999999999999,0.21097046413502113,0.004974945384617785,0.9375818589005713
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,25,4.9375,0.20253164556962025,0.0048148025438944485,0.9423966614444658
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,26,5.135,0.19474196689386564,0.00394746875049054,0.9463441301949563
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,27,5.3325,0.1875293014533521,0.004383687476776048,0.9507278176717324
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,28,5.529999999999999,0.18083182640144668,0.004682589410369169,0.9554104070821016
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,29,5.7275,0.17459624618070713,0.004618310328230159,0.9600287174103317
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,30,5.925,0.16877637130801687,0.004021437211017765,0.9640501546213495
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,31,6.1225,0.16333197223356474,0.004200156984441148,0.9682503116057908
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,32,6.319999999999999,0.15822784810126583,0.0038511828442417202,0.9721014944500325
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,33,6.517499999999999,0.1534330648254699,0.004039208012039161,0.9761407024620716
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,34,6.715,0.14892032762472077,0.003479586397534204,0.9796202888596058
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,35,6.9125,0.14466546112115733,0.003622918686647731,0.9832432075462536
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,36,7.109999999999999,0.1406469760900141,0.0038681519512698947,0.9871113594975235
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,37,7.307499999999999,0.13684570646595964,0.0036122152266438055,0.9907235747241673
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,38,7.505,0.13324450366422386,0.003910873169065261,0.9946344478932325
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,39,7.7025,0.12982797792924375,0.003705274716770053,0.9983397226100026
simulation,13,east_west,latitude_band,2,-2.0,-1.0,343,80,40,7.8999999999999995,0.12658227848101267,0.0016602773899973688,1.0
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,0,0.0,inf,0.09709013683700997,0.09709013683700997
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,1,0.19749999999999998,5.063291139240507,0.145608128411648,0.24269826524865795
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,2,0.39499999999999996,2.5316455696202533,0.1470697565260235,0.38976802177468145
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,3,0.5924999999999999,1.687763713080169,0.10349841939313925,0.4932664411678207
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,4,0.7899999999999999,1.2658227848101267,0.08203578939069833,0.575302230558519
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,5,0.9874999999999999,1.0126582278481013,0.053181709001948574,0.6284839395604676
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,6,1.1849999999999998,0.8438818565400845,0.047322088670210455,0.675806028230678
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,7,1.3824999999999998,0.7233273056057867,0.04215370128532867,0.7179597295160067
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,8,1.5799999999999998,0.6329113924050633,0.03138083375783235,0.749340563273839
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,9,1.7774999999999999,0.5625879043600563,0.02535552474652586,0.7746960880203648
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,10,1.9749999999999999,0.5063291139240507,0.022108615318864627,0.7968047033392295
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,11,2.1725,0.4602991944764097,0.018391695319980722,0.8151963986592102
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,12,2.3699999999999997,0.42194092827004226,0.015292368183132269,0.8304887668423425
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,13,2.5675,0.3894839337877313,0.012638264374543438,0.8431270312168859
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,14,2.7649999999999997,0.36166365280289337,0.012334697910514187,0.8554617291274002
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,15,2.9625,0.33755274261603374,0.012112602239393103,0.8675743313667933
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,16,3.1599999999999997,0.31645569620253167,0.009909783615303602,0.8774841149820969
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,17,3.3575,0.29784065524944153,0.009080055463492442,0.8865641704455893
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,18,3.5549999999999997,0.2812939521800282,0.007907832307355865,0.8944720027529451
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,19,3.7525,0.2664890073284477,0.007810781486511443,0.9022827842394566
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,20,3.9499999999999997,0.25316455696202533,0.007240931429450861,0.9095237156689074
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,21,4.1475,0.24110910186859555,0.006196029023004748,0.9157197446919122
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,22,4.345,0.23014959723820486,0.00599943764986946,0.9217191823417816
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,23,4.5424999999999995,0.22014309301045681,0.005699588781369055,0.9274187711231507
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,24,4.739999999999999,0.21097046413502113,0.005632781187449415,0.9330515523106001
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,25,4.9375,0.20253164556962025,0.005394828002489749,0.9384463803130898
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,26,5.135,0.19474196689386564,0.005265194864853754,0.9437115751779436
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,27,5.3325,0.1875293014533521,0.004658488609719612,0.9483700637876632
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,28,5.529999999999999,0.18083182640144668,0.005040737754362091,0.9534108015420253
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,29,5.7275,0.17459624618070713,0.0046343673309546364,0.95804516887298
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,30,5.925,0.16877637130801687,0.004433343019709681,0.9624785118926896
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,31,6.1225,0.16333197223356474,0.004187969907785985,0.9666664818004758
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,32,6.319999999999999,0.15822784810126583,0.004434218872123763,0.9711007006725996
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,33,6.517499999999999,0.1534330648254699,0.0038690037920404425,0.97496970446464
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,34,6.715,0.14892032762472077,0.003969846911315164,0.9789395513759552
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,35,6.9125,0.14466546112115733,0.004193233463867975,0.9831327848398232
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,36,7.109999999999999,0.1406469760900141,0.003752352021690878,0.9868851368615141
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,37,7.307499999999999,0.13684570646595964,0.004277892214520542,0.9911630290760347
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,38,7.505,0.13324450366422386,0.003794878259562772,0.9949579073355975
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,39,7.7025,0.12982797792924375,0.003501680029042392,0.9984595873646396
simulation,13,east_west,latitude_band,3,-1.0,0.0,368,80,40,7.8999999999999995,0.12658227848101267,0.0015404126353603797,1.0
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,0,0.0,inf,0.12000885129226664,0.12000885129226664
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,1,0.19749999999999998,5.063291139240507,0.1812999306976772,0.3013087819899438
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,2,0.39499999999999996,2.5316455696202533,0.151644188518715,0.4529529705086588
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,3,0.5924999999999999,1.687763713080169,0.09827476636643877,0.5512277368750975
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,4,0.7899999999999999,1.2658227848101267,0.07573188242564992,0.6269596193007474
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,5,0.9874999999999999,1.0126582278481013,0.04986562634211494,0.6768252456428623
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,6,1.1849999999999998,0.8438818565400845,0.03867179411337076,0.715497039756233
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,7,1.3824999999999998,0.7233273056057867,0.03369221166702197,0.7491892514232551
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,8,1.5799999999999998,0.6329113924050633,0.026634477879926503,0.7758237293031816
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,9,1.7774999999999999,0.5625879043600563,0.02161366804000487,0.7974373973431864
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,10,1.9749999999999999,0.5063291139240507,0.0185348629048976,0.815972260248084
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,11,2.1725,0.4602991944764097,0.015039388915296064,0.8310116491633801
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,12,2.3699999999999997,0.42194092827004226,0.01324935863521596,0.844261007798596
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,13,2.5675,0.3894839337877313,0.012460707443253291,0.8567217152418494
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,14,2.7649999999999997,0.36166365280289337,0.011233547670600018,0.8679552629124494
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,15,2.9625,0.33755274261603374,0.010246087316593629,0.8782013502290431
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,16,3.1599999999999997,0.31645569620253167,0.009422708986694115,0.8876240592157372
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,17,3.3575,0.29784065524944153,0.00854125771630016,0.8961653169320374
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,18,3.5549999999999997,0.2812939521800282,0.006874293408785875,0.9030396103408233
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,19,3.7525,0.2664890073284477,0.0076704679117710695,0.9107100782525943
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,20,3.9499999999999997,0.25316455696202533,0.006942249798220065,0.9176523280508144
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,21,4.1475,0.24110910186859555,0.0063884445469613305,0.9240407725977757
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,22,4.345,0.23014959723820486,0.0063649484817043245,0.93040572107948
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,23,4.5424999999999995,0.22014309301045681,0.005585936050812099,0.9359916571302922
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,24,4.739999999999999,0.21097046413502113,0.0047214101607894335,0.9407130672910816
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,25,4.9375,0.20253164556962025,0.004877283105892842,0.9455903503969745
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,26,5.135,0.19474196689386564,0.004647382146264092,0.9502377325432386
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,27,5.3325,0.1875293014533521,0.004359527663593036,0.9545972602068317
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,28,5.529999999999999,0.18083182640144668,0.004037021412121991,0.9586342816189537
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,29,5.7275,0.17459624618070713,0.004292432336199455,0.9629267139551532
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,30,5.925,0.16877637130801687,0.0035518625348240573,0.9664785764899773
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,31,6.1225,0.16333197223356474,0.004004842779780043,0.970483419269757
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,32,6.319999999999999,0.15822784810126583,0.0038991281707076077,0.9743825474404646
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,33,6.517499999999999,0.1534330648254699,0.003818350195264737,0.9782008976357294
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,34,6.715,0.14892032762472077,0.003409951777420817,0.9816108494131502
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,35,6.9125,0.14466546112115733,0.0037029762352857776,0.9853138256484361
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,36,7.109999999999999,0.1406469760900141,0.0035572175087920503,0.9888710431572281
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,37,7.307499999999999,0.13684570646595964,0.0032445072372444543,0.9921155503944725
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,38,7.505,0.13324450366422386,0.0028998634936079223,0.9950154138880805
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,39,7.7025,0.12982797792924375,0.0033100025444480975,0.9983254164325286
simulation,13,east_west,latitude_band,4,0.0,1.0,368,80,40,7.8999999999999995,0.12658227848101267,0.0016745835674714237,1.0
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,0,0.0,inf,0.11837904405413788,0.11837904405413788
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,1,0.19749999999999998,5.063291139240507,0.15453436040112653,0.2729134044552644
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,2,0.39499999999999996,2.5316455696202533,0.15964197029349927,0.4325553747487637
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,3,0.5924999999999999,1.687763713080169,0.11842144319924808,0.5509768179480118
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,4,0.7899999999999999,1.2658227848101267,0.0834153631675056,0.6343921811155174
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,5,0.9874999999999999,1.0126582278481013,0.050121409538751334,0.6845135906542688
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,6,1.1849999999999998,0.8438818565400845,0.03927866684166806,0.7237922574959368
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,7,1.3824999999999998,0.7233273056057867,0.03447905025687679,0.7582713077528135
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,8,1.5799999999999998,0.6329113924050633,0.025660520681996687,0.7839318284348101
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,9,1.7774999999999999,0.5625879043600563,0.02154778756062793,0.805479615995438
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,10,1.9749999999999999,0.5063291139240507,0.017181597114650234,0.8226612131100883
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,11,2.1725,0.4602991944764097,0.013266745693147316,0.8359279588032357
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,12,2.3699999999999997,0.42194092827004226,0.013951546564228135,0.8498795053674638
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,13,2.5675,0.3894839337877313,0.011507415100148686,0.8613869204676124
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,14,2.7649999999999997,0.36166365280289337,0.010011833642818315,0.8713987541104308
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,15,2.9625,0.33755274261603374,0.009588639016014169,0.8809873931264449
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,16,3.1599999999999997,0.31645569620253167,0.008752884140536014,0.8897402772669809
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,17,3.3575,0.29784065524944153,0.009008156416848212,0.8987484336838292
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,18,3.5549999999999997,0.2812939521800282,0.007986543774861935,0.9067349774586911
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,19,3.7525,0.2664890073284477,0.006624822169813467,0.9133597996285046
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,20,3.9499999999999997,0.25316455696202533,0.0059870943842619114,0.9193468940127665
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,21,4.1475,0.24110910186859555,0.00591182870002559,0.9252587227127921
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,22,4.345,0.23014959723820486,0.005709113768430032,0.9309678364812222
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,23,4.5424999999999995,0.22014309301045681,0.005315363594753559,0.9362832000759757
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,24,4.739999999999999,0.21097046413502113,0.005447529713729173,0.9417307297897048
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,25,4.9375,0.20253164556962025,0.004507715746655213,0.94623844553636
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,26,5.135,0.19474196689386564,0.00438192128108393,0.950620366817444
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,27,5.3325,0.1875293014533521,0.004574377480879776,0.9551947442983237
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,28,5.529999999999999,0.18083182640144668,0.0039971844078388686,0.9591919287061627
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,29,5.7275,0.17459624618070713,0.0038111316403537654,0.9630030603465164
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,30,5.925,0.16877637130801687,0.003879203331575347,0.9668822636780917
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,31,6.1225,0.16333197223356474,0.003984205353633302,0.970866469031725
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,32,6.319999999999999,0.15822784810126583,0.003719828549700545,0.9745862975814256
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,33,6.517499999999999,0.1534330648254699,0.003212562121439746,0.9777988597028653
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,34,6.715,0.14892032762472077,0.0030888888165898068,0.980887748519455
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,35,6.9125,0.14466546112115733,0.003708974651454557,0.9845967231709096
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,36,7.109999999999999,0.1406469760900141,0.003787894248361521,0.9883846174192712
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,37,7.307499999999999,0.13684570646595964,0.0031339379522266823,0.9915185553714979
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,38,7.505,0.13324450366422386,0.0033193563995735855,0.9948379117710715
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,39,7.7025,0.12982797792924375,0.0033113439600713297,0.9981492557311429
simulation,13,east_west,latitude_band,5,1.0,2.0,368,80,40,7.8999999999999995,0.12658227848101267,0.0018507442688572224,1.0
simulation,13,north_south,longitude_band,1,122.0,123.0,115,80,0,0.0,inf,0.05965177182895422,0.05965177182895422
simulation,13,north_south,longitude_band,1,122.0,123.0,115,80,1,0.19749999999999998,5.063291139240507,0.14400942694989044,0.20366119877884464
