dataset,direction,low_frequency_fraction,low_frequency_min,low_frequency_max,spectral_centroid,median_frequency,ranked_tv_distance,eigen_effective_rank
real,east_west,0.7368124999395752,0.6355086199761801,0.83593532884317,1.0155291532334905,0.2764999999999999,0.08431614614137585,22.10798523287698
real,north_south,0.6242508443126517,0.5129938319288544,0.8014919741646956,1.410021876859714,0.6714999999999999,0.05804358766020712,34.56218358615728
simulation,east_west,0.6634878452690641,0.6284839395604676,0.6869873745716036,1.2862221088441397,0.6319999999999999,0.03144467261398408,33.11252790771915
simulation,north_south,0.5542236579473869,0.5065432034990704,0.6255447154532412,1.590040725091935,0.9216666666666666,0.035292874949355686,41.61576672105766
