day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,frob_norm
2024-07-1,Vecc_0,18126.0,0.03,80,4.228198952208806,1.6616596431364645,0.4743703368481296,-3.609664889337955,0.02791350581558248,-0.17677445554985957,-1.7588315649108934,1.2427048776500886,214.90800213813782,12.010953640269532
2024-07-1,Vecc_1,18126.0,0.03,80,4.236331211790239,1.641853596996741,0.46768417557887665,-3.6400681934536316,0.024368515208225392,-0.17069454697313288,-1.819459725540835,1.2449914596762643,210.18882036209106,10.063249992555106
2024-07-1,Vecc_2,18126.0,0.03,80,4.2182977682366385,1.635392356930157,0.4665882690932646,-3.6547111030111923,0.027435843827963716,-0.17641620557543994,-1.6098347729199962,1.2423156318983022,235.96444630622864,10.307567843111515
2024-07-1,Vecc_3,18126.0,0.03,80,4.220304426750624,1.667815325900025,0.47077249885949973,-3.6035255016488668,0.012888964803903103,-0.17628764618443102,-1.6208530739910576,1.2421132582451417,203.0273516178131,12.522188455339617
2024-07-1,Vecc_4,18126.0,0.03,80,4.233817287497705,1.6489202421228877,0.49902664680292724,-3.5644813241419313,0.0278891094910452,-0.17660273439674717,-1.788282472070246,1.2482190256208279,231.27271103858948,12.104007793447
2024-07-1,Vecc_5,18126.0,0.03,80,4.213912378944532,1.6291952012410404,0.45796264799046166,-3.547272065870795,0.018497736499386522,-0.1725269920285962,-1.5205066183277247,1.242837395381455,209.09684705734253,6.813732987231166
2024-07-1,Vecc_6,18126.0,0.03,80,4.1974497248763845,1.574347055049941,0.4815865766565989,-3.6141526591137283,0.012997649274947497,-0.1802633045636375,-1.4724710151812124,1.2415592727420781,215.54942989349365,13.98743951322183
2024-07-1,Vecc_7,18126.0,0.03,80,4.234250132788216,1.7022017627678796,0.4905755399746241,-3.563335041913101,0.0255169751706025,-0.18087795564961712,-1.8254829294502757,1.2439739071513993,203.8687915802002,12.107440976517145
2024-07-1,Vecc_8,18126.0,0.03,80,4.22965002076394,1.6873457755026353,0.4667367868018918,-3.616596981140219,0.02267138092222577,-0.18172406646064665,-1.7496563833175014,1.2415362174455324,239.77432441711426,9.53450060552937
2024-07-1,Vecc_9,18126.0,0.03,80,4.22235864625551,1.6391798790025305,0.4725682837620985,-3.5304981487177485,0.022793168481609023,-0.17497397576411652,-1.672543693002972,1.243471801776009,231.0279951095581,6.836335756330238
2024-07-1,Vecc_10,18126.0,0.03,80,4.211633684290341,1.6165195552188816,0.48030583928062676,-3.667766385635434,0.02478450467541784,-0.17575552772969616,-1.570878371294332,1.2426714481518144,208.4404742717743,9.104891663480734
2024-07-1,Vecc_11,18126.0,0.03,80,4.260511313626965,1.695863909427195,0.4734071256237543,-3.6082805290727786,0.020697218468215085,-0.1741340836381515,-2.3175299149279356,1.2452999117014367,219.32541584968567,13.15816468754019
2024-07-1,Vecc_12,18126.0,0.03,80,4.244830532472023,1.6873226360660403,0.4740392752830307,-3.5587349670680473,0.01975351709347834,-0.16839321435735782,-1.9976476296615486,1.2439640133965226,208.6475658416748,10.847462613573178
2024-07-1,Vecc_13,18126.0,0.03,80,4.233158041263743,1.6455942158726031,0.48159164862146486,-3.7284928087801834,0.015349631739810939,-0.18279802693669464,-1.8776074008731722,1.2432084449254486,224.17884016036987,14.968801606383428
2024-07-1,Vecc_14,18126.0,0.03,80,4.216752112533498,1.6651833012787403,0.4960333010199937,-3.5574297796116774,0.004540037134662794,-0.17081775706598032,-1.6499186406862782,1.2426670301288951,212.9488799571991,17.64227942731978
2024-07-1,Vecc_15,18126.0,0.03,80,4.258904392719426,1.7292219278803354,0.47668606859940754,-3.583563350751113,0.026990984277270386,-0.17401442651912472,-2.184986034637929,1.2453626693324615,219.60748171806335,15.699414485177412
2024-07-1,Vecc_16,18126.0,0.03,80,4.245288823937118,1.7070103275136355,0.46657818899203346,-3.6034758154144875,0.018151038057443555,-0.18611198010534521,-1.9627924367192349,1.2430671623386025,234.8816647529602,13.821752604808943
2024-07-1,Vecc_17,18126.0,0.03,80,4.203166262716366,1.60404815340433,0.4622029237880521,-3.515315310748131,0.024936019402234177,-0.1751736004175932,-1.3446900000098796,1.2459025263472523,213.5481734275818,7.139164087501461
2024-07-1,Vecc_18,18126.0,0.03,80,4.245128627591247,1.682062767967404,0.489447272409364,-3.6218181612658618,0.026889661056233277,-0.1757315651803229,-2.1147821091756596,1.2436810193437524,218.89767909049988,14.71393183870128
2024-07-1,Vecc_19,18126.0,0.03,80,4.218419691165205,1.6633532074092179,0.4939836639395382,-3.6589669054939855,0.022831553818938984,-0.1750435704439457,-1.632985327681697,1.2433754779918562,207.28633213043213,7.925974429415827
2024-07-1,Vecc_20,18126.0,0.03,80,4.23408600840674,1.6794997583485454,0.4803743886451272,-3.5270959804493103,0.01874149648926624,-0.17539568882279613,-1.9060852102126198,1.2421117137331037,196.70803141593933,11.011694103496934
2024-07-1,Vecc_21,18126.0,0.03,80,4.262015134523287,1.7249255653753521,0.4735762577233066,-3.6222632206516194,0.025528389197023712,-0.17073821499476183,-2.3623535821997423,1.243779123279855,229.42624402046204,15.650944149334247
2024-07-1,Vecc_22,18126.0,0.03,80,4.2284771691692224,1.6766110849940048,0.49119985010539036,-3.5919143145454426,0.023926346420193367,-0.17087380480521097,-1.8336402942466075,1.242140850038568,208.2757863998413,9.96364551618726
2024-07-1,Vecc_23,18126.0,0.03,80,4.226364716691189,1.6161810766111706,0.47863179164208275,-3.6659534384603907,0.020598324996730633,-0.18056775083193005,-1.8575619915916814,1.241744651242025,213.31955003738403,11.574562465475232
