day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,frob_norm
2024-07-1,DW_0,18126.0,0.03,80,4.055231348220389,1.531596735589757,0.1650349783980019,-3.2255480555544516,0.019494486271093316,-0.16723696918646533,0.3060422592517325,2.638,0,73.49173375596699
2024-07-1,DW_1,18126.0,0.03,80,4.0678586908905245,1.5874396760668568,0.21155601745391847,-3.305725834916598,0.027686927757847278,-0.18802688842028709,0.224887241212006,2.525,0,69.26355490936746
2024-07-1,DW_2,18126.0,0.03,80,4.123057796985825,1.577288184509611,0.15990926696097102,-3.3612039133881626,0.010726933851845541,-0.156965132970194,0.2226588179228421,2.752,0,72.37677512095335
2024-07-1,DW_3,18126.0,0.03,80,4.113973795179702,1.6300364685108724,0.13769178644192465,-3.396072479928416,0.03602919964674468,-0.17266611332637785,0.18790111369308535,2.558,0,70.0736919500364
2024-07-1,DW_4,18126.0,0.03,80,4.091558612617524,1.5343880156071008,0.12817494537811946,-3.3156404138915962,0.025420950053347737,-0.17950097761633274,0.26047526339428095,2.658,0,72.06124763173804
2024-07-1,DW_5,18126.0,0.03,80,4.061360675806064,1.6052201069258305,0.14179692747790643,-3.299804175553814,0.03155503545380393,-0.17824953333702692,0.25572928072439144,2.467,0,73.27050605891668
2024-07-1,DW_6,18126.0,0.03,80,4.10799126314979,1.6244926839877132,0.16659659938503185,-3.2614615918071173,0.014337037419676547,-0.18173469619124555,0.204440692730882,2.617,0,66.58994764647946
2024-07-1,DW_7,18126.0,0.03,80,4.110329028417943,1.5780426784381667,0.18061498197085235,-3.2850753264776817,0.029881788994864513,-0.1572948317140051,0.21218746412120051,2.689,0,69.01289250050581
2024-07-1,DW_8,18126.0,0.03,80,4.125095256043978,1.6238258959975145,0.12033226509030893,-3.3187099284508013,0.025350298054072073,-0.15647815115664407,0.24151337358346392,2.735,0,67.27780598333689
2024-07-1,DW_9,18126.0,0.03,80,4.094907381587925,1.5846046233656819,0.1662155191357082,-3.393606557125272,0.027158840873708966,-0.14795115749513194,0.23013834823296397,2.617,0,70.27010218983179
2024-07-1,DW_10,18126.0,0.03,80,4.093866614316211,1.6364080338718365,0.15278337589511493,-3.3086972110359314,0.007950043608153197,-0.16505067446487998,0.2172866898449879,2.541,0,71.2311546471228
2024-07-1,DW_11,18126.0,0.03,80,4.10774939818743,1.6148939055856077,0.15709289313347477,-3.4145991229747086,0.02714441442790232,-0.1846690037049848,0.250317123741788,2.713,0,70.3335101377049
2024-07-1,DW_12,18126.0,0.03,80,4.114243011604629,1.6619770284755646,0.15390382856802287,-3.290147825822075,0.006945918940743111,-0.18304293952869946,0.1983080841545067,2.597,0,71.3841280509074
2024-07-1,DW_13,18126.0,0.03,80,4.103668628997235,1.607805055761616,0.12119219433743667,-3.2370296084368717,0.027915500894717594,-0.1827033442915936,0.23218126463901187,2.611,0,68.60456660442598
2024-07-1,DW_14,18126.0,0.03,80,4.079097316175714,1.5623416233892378,0.17672079603299432,-3.320353863026571,0.01968926070116775,-0.1658424702123929,0.2526369607202709,2.62,0,68.60821698822129
2024-07-1,DW_15,18126.0,0.03,80,4.1354053668666175,1.6317562182298482,0.15780550676200905,-3.2711556017093297,0.016795989050058698,-0.16633866376693765,0.21963655223491552,2.789,0,64.74199086251754
2024-07-1,DW_16,18126.0,0.03,80,4.038028466684991,1.5029664367598927,0.15792357579711971,-3.2998176091244855,0.014588922621361007,-0.16262961306526,0.256237407353678,2.411,0,75.24039059238967
2024-07-1,DW_17,18126.0,0.03,80,4.1242866260876125,1.6231794499390577,0.11696854732021139,-3.4913743839038127,0.014238156007491712,-0.1681070581287005,0.1829424182571289,2.572,0,66.13072717225822
2024-07-1,DW_18,18126.0,0.03,80,4.084683189243767,1.6622211034973315,0.17176974334714096,-3.264167213317415,0.016813254167034275,-0.1621263169069786,0.2101976172241742,2.486,0,65.5504289566546
2024-07-1,DW_19,18126.0,0.03,80,4.068398499859772,1.527187376824224,0.1314227319036718,-3.246118052663417,0.01387325089328836,-0.1788577452902968,0.2745112172714957,2.581,0,75.89232371754265
2024-07-1,DW_20,18126.0,0.03,80,4.114426354816692,1.6593281027692468,0.1684607056264697,-3.329834180126959,0.031582470802110435,-0.16911816573194885,0.2285792434556937,2.69,0,68.74276310723346
2024-07-1,DW_21,18126.0,0.03,80,4.0634695800547425,1.5668278559574864,0.16145866783063406,-3.237452187126698,0.013750288136704661,-0.1593564523387225,0.25354954533118373,2.52,0,72.66651569386866
2024-07-1,DW_22,18126.0,0.03,80,4.1254329136226415,1.6090066363518407,0.13546158632097727,-3.3594972900155735,0.025482541666331616,-0.16585437888736615,0.18984745417901971,2.637,0,63.53126391377383
2024-07-1,DW_23,18126.0,0.03,80,4.092148254497674,1.6041728188136655,0.12305179704196706,-3.1763101836606578,0.025308637645509936,-0.1521773701361901,0.2492922165196135,2.597,0,68.6804074368136
2024-07-1,DW_24,18126.0,0.03,80,4.095563996694976,1.5285684472221865,0.1596433186391455,-3.376724918410966,0.02507197816806599,-0.1517081268355154,0.23988715112676157,2.665,0,71.22708502253555
2024-07-1,DW_25,18126.0,0.03,80,4.0783462496981295,1.5093159981617301,0.2007768405668174,-3.352693036055865,0.013568360404051362,-0.17125485233817647,0.31186233859190676,2.825,0,79.08584773321527
2024-07-1,DW_26,18126.0,0.03,80,4.135984467966584,1.6709865307118874,0.15211912792319798,-3.2145373104557153,0.016191051004259625,-0.1731822308652179,0.145458317777313,2.589,0,61.3338921031035
2024-07-1,DW_27,18126.0,0.03,80,4.110604028340636,1.6199516963068403,0.16592342537091956,-3.246859325765527,0.011289816983032261,-0.1809930309495397,0.2115386135796948,2.651,0,69.04369096030378
