year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,sigma,range_lat,range_lon,range_time,nugget
2024,7,7,lat,Corridor_4x4_lag643,2.0213,1.6158,1.1521,14.6350,0.1863,0.2619,1.4712,1.1503
2024,7,7,lat,Debiased_Whittle,4.0016,3.1789,3.1550,12.0320,0.1447,0.2523,1.3125,1.0250
2024,7,7,lat,Vecchia_mm20,1.2822,1.0158,-0.9276,17.6936,0.3092,0.5092,2.2488,1.8022
2024,7,7,lon,Corridor_4x4_lag643,1.5860,1.3353,-0.2741,14.6350,0.1863,0.2619,1.4712,1.1503
2024,7,7,lon,Debiased_Whittle,2.6746,1.9331,1.8704,12.0320,0.1447,0.2523,1.3125,1.0250
2024,7,7,lon,Vecchia_mm20,1.5868,1.3717,-1.1776,17.6936,0.3092,0.5092,2.2488,1.8022
2024,7,8,lat,Corridor_4x4_lag643,2.2872,1.7660,1.1899,13.2374,0.1644,0.1641,0.9607,0.4722
2024,7,8,lat,Debiased_Whittle,2.9412,2.3499,1.7379,12.4209,0.1291,0.1250,0.9131,0.3221
2024,7,8,lat,Vecchia_mm20,1.5709,1.2788,-0.9826,15.5298,0.2667,0.3092,1.4487,1.5783
2024,7,8,lon,Corridor_4x4_lag643,1.0356,0.8838,-0.1605,13.2374,0.1644,0.1641,0.9607,0.4722
2024,7,8,lon,Debiased_Whittle,1.4759,1.2735,0.3216,12.4209,0.1291,0.1250,0.9131,0.3221
2024,7,8,lon,Vecchia_mm20,2.2110,1.8929,-1.8670,15.5298,0.2667,0.3092,1.4487,1.5783
2024,7,9,lat,Corridor_4x4_lag643,1.9780,1.5051,1.2397,7.9167,0.1912,0.2162,1.0915,1.6265
2024,7,9,lat,Debiased_Whittle,2.3939,1.8405,1.6575,7.8551,0.1563,0.1946,1.1264,1.0872
2024,7,9,lat,Vecchia_mm20,1.3152,1.0553,0.8938,9.4306,0.2876,0.3430,1.5224,1.1868
2024,7,9,lon,Corridor_4x4_lag643,0.6270,0.5446,0.0179,7.9167,0.1912,0.2162,1.0915,1.6265
2024,7,9,lon,Debiased_Whittle,0.8807,0.7108,0.4991,7.8551,0.1563,0.1946,1.1264,1.0872
2024,7,9,lon,Vecchia_mm20,0.5062,0.4529,-0.1183,9.4306,0.2876,0.3430,1.5224,1.1868
2024,7,10,lat,Corridor_4x4_lag643,0.5776,0.4537,0.0273,5.4732,0.1510,0.1864,0.9710,0.6728
2024,7,10,lat,Debiased_Whittle,1.3885,1.1675,1.1675,4.4278,0.1282,0.1581,0.9887,0.3692
2024,7,10,lat,Vecchia_mm20,0.5379,0.4600,-0.2615,5.3962,0.2101,0.3046,1.4134,1.2266
2024,7,10,lon,Corridor_4x4_lag643,0.6693,0.5339,-0.4987,5.4732,0.1510,0.1864,0.9710,0.6728
2024,7,10,lon,Debiased_Whittle,0.8175,0.6234,0.6041,4.4278,0.1282,0.1581,0.9887,0.3692
2024,7,10,lon,Vecchia_mm20,0.7113,0.6046,-0.6046,5.3962,0.2101,0.3046,1.4134,1.2266
2024,7,11,lat,Corridor_4x4_lag643,3.9153,2.8537,2.6117,7.2459,0.2278,0.2514,1.2726,0.6725
2024,7,11,lat,Debiased_Whittle,5.1978,3.9365,3.8335,5.6195,0.1425,0.1285,0.8880,0.4932
2024,7,11,lat,Vecchia_mm20,2.6664,1.8681,1.6329,8.7132,0.4236,0.5315,2.2181,1.2602
2024,7,11,lon,Corridor_4x4_lag643,1.2785,1.1005,-1.1005,7.2459,0.2278,0.2514,1.2726,0.6725
2024,7,11,lon,Debiased_Whittle,0.8712,0.7647,-0.0765,5.6195,0.1425,0.1285,0.8880,0.4932
2024,7,11,lon,Vecchia_mm20,1.9499,1.6567,-1.6517,8.7132,0.4236,0.5315,2.2181,1.2602
2024,7,12,lat,Corridor_4x4_lag643,2.5628,1.9249,1.5763,8.8398,0.1699,0.2097,1.1815,0.7322
2024,7,12,lat,Debiased_Whittle,4.7866,3.9437,3.9437,6.0689,0.1163,0.1387,0.7964,0.5087
2024,7,12,lat,Vecchia_mm20,1.5478,1.1461,0.6052,9.7808,0.2764,0.3604,1.7133,1.4812
2024,7,12,lon,Corridor_4x4_lag643,0.8296,0.6686,-0.5741,8.8398,0.1699,0.2097,1.1815,0.7322
2024,7,12,lon,Debiased_Whittle,2.0372,1.6560,1.6560,6.0689,0.1163,0.1387,0.7964,0.5087
2024,7,12,lon,Vecchia_mm20,1.4539,1.2745,-1.2745,9.7808,0.2764,0.3604,1.7133,1.4812
2024,7,13,lat,Corridor_4x4_lag643,2.7386,1.9099,1.5128,9.1923,0.2178,0.2392,1.0964,0.5430
2024,7,13,lat,Debiased_Whittle,5.7155,4.7375,4.7375,5.0231,0.1556,0.1832,0.9448,0.5802
2024,7,13,lat,Vecchia_mm20,2.2203,1.4238,1.1908,9.6708,0.3121,0.3724,1.4618,0.9396
2024,7,13,lon,Corridor_4x4_lag643,1.2938,1.1545,-1.1545,9.1923,0.2178,0.2392,1.0964,0.5430
2024,7,13,lon,Debiased_Whittle,2.2513,2.0266,2.0266,5.0231,0.1556,0.1832,0.9448,0.5802
2024,7,13,lon,Vecchia_mm20,1.4846,1.2935,-1.2353,9.6708,0.3121,0.3724,1.4618,0.9396
2024,7,14,lat,Corridor_4x4_lag643,2.8469,1.9783,1.5021,7.7097,0.2258,0.2762,1.3866,1.1140
2024,7,14,lat,Debiased_Whittle,4.0061,3.0300,3.0300,6.3442,0.2262,0.2492,1.2007,0.7122
2024,7,14,lat,Vecchia_mm20,2.0188,1.3047,0.8727,8.7568,0.3925,0.4720,2.1820,1.5921
2024,7,14,lon,Corridor_4x4_lag643,1.2625,1.0940,-1.0940,7.7097,0.2258,0.2762,1.3866,1.1140
2024,7,14,lon,Debiased_Whittle,0.6155,0.4975,0.2919,6.3442,0.2262,0.2492,1.2007,0.7122
2024,7,14,lon,Vecchia_mm20,1.7837,1.5327,-1.5327,8.7568,0.3925,0.4720,2.1820,1.5921
2024,7,15,lat,Corridor_4x4_lag643,2.5656,1.8153,1.4116,8.5823,0.1778,0.2193,1.2521,1.1607
2024,7,15,lat,Debiased_Whittle,4.7924,4.0180,4.0180,5.7560,0.1628,0.1749,1.1220,0.9061
2024,7,15,lat,Vecchia_mm20,1.6592,1.3183,0.1855,9.7922,0.2700,0.3322,1.7274,1.8602
2024,7,15,lon,Corridor_4x4_lag643,0.8522,0.7089,-0.4740,8.5823,0.1778,0.2193,1.2521,1.1607
2024,7,15,lon,Debiased_Whittle,2.2900,1.9503,1.9503,5.7560,0.1628,0.1749,1.1220,0.9061
2024,7,15,lon,Vecchia_mm20,1.6875,1.5436,-1.5436,9.7922,0.2700,0.3322,1.7274,1.8602
2024,7,16,lat,Corridor_4x4_lag643,4.4814,3.1149,2.5002,11.2936,0.2398,0.2983,1.4535,1.0577
2024,7,16,lat,Debiased_Whittle,7.5887,5.8489,5.8489,7.0349,0.1458,0.1710,0.7931,0.7850
2024,7,16,lat,Vecchia_mm20,2.3583,1.8754,0.0131,15.3430,0.4499,0.6122,2.7168,1.7487
2024,7,16,lon,Corridor_4x4_lag643,1.7261,1.4540,-1.4540,11.2936,0.2398,0.2983,1.4535,1.0577
2024,7,16,lon,Debiased_Whittle,2.2334,1.6465,1.5956,7.0349,0.1458,0.1710,0.7931,0.7850
2024,7,16,lon,Vecchia_mm20,3.5445,3.0502,-3.0502,15.3430,0.4499,0.6122,2.7168,1.7487
2024,7,17,lat,Corridor_4x4_lag643,3.0862,2.2070,1.8175,7.2122,0.1691,0.1959,1.4368,1.4024
2024,7,17,lat,Debiased_Whittle,4.9594,3.9743,3.9743,4.9837,0.1238,0.1270,1.0165,0.9986
2024,7,17,lat,Vecchia_mm20,1.8086,1.2575,0.6299,8.5758,0.3775,0.5159,3.2923,2.3482
2024,7,17,lon,Corridor_4x4_lag643,1.0800,0.8794,-0.8747,7.2122,0.1691,0.1959,1.4368,1.4024
2024,7,17,lon,Debiased_Whittle,1.4879,1.1554,1.1554,4.9837,0.1238,0.1270,1.0165,0.9986
2024,7,17,lon,Vecchia_mm20,1.8029,1.5409,-1.5295,8.5758,0.3775,0.5159,3.2923,2.3482
2024,7,18,lat,Corridor_4x4_lag643,3.7716,2.8627,2.6858,8.1956,0.1776,0.1994,1.1111,1.1101
2024,7,18,lat,Debiased_Whittle,4.6860,3.6526,3.5681,7.3539,0.1322,0.1441,0.7567,0.7195
2024,7,18,lat,Vecchia_mm20,2.4721,1.7528,1.6443,9.5039,0.3134,0.3895,1.9715,1.7312
2024,7,18,lon,Corridor_4x4_lag643,0.6795,0.5660,-0.3176,8.1956,0.1776,0.1994,1.1111,1.1101
2024,7,18,lon,Debiased_Whittle,1.0563,0.8948,0.4933,7.3539,0.1322,0.1441,0.7567,0.7195
2024,7,18,lon,Vecchia_mm20,1.2253,1.0683,-1.0259,9.5039,0.3134,0.3895,1.9715,1.7312
2024,7,19,lat,Corridor_4x4_lag643,1.3384,1.0608,0.6215,7.6432,0.1627,0.2097,1.0625,1.0664
2024,7,19,lat,Debiased_Whittle,2.3734,1.9335,1.9335,6.5419,0.1525,0.1925,0.7688,0.6585
2024,7,19,lat,Vecchia_mm20,0.9459,0.6948,0.3674,7.4946,0.2521,0.3476,1.4831,1.8371
2024,7,19,lon,Corridor_4x4_lag643,0.8418,0.6814,-0.4841,7.6432,0.1627,0.2097,1.0625,1.0664
2024,7,19,lon,Debiased_Whittle,1.1138,0.8662,0.7682,6.5419,0.1525,0.1925,0.7688,0.6585
2024,7,19,lon,Vecchia_mm20,0.7031,0.5490,-0.5426,7.4946,0.2521,0.3476,1.4831,1.8371
2024,7,20,lat,Corridor_4x4_lag643,2.1549,1.6136,1.2562,8.3299,0.1749,0.2176,0.9311,1.1783
2024,7,20,lat,Debiased_Whittle,3.4823,2.7134,2.7134,6.6531,0.1365,0.1595,0.9389,0.9803
2024,7,20,lat,Vecchia_mm20,1.6500,1.1401,0.9645,8.3881,0.2792,0.3884,1.4016,1.9060
2024,7,20,lon,Corridor_4x4_lag643,0.8137,0.6469,-0.5913,8.3299,0.1749,0.2176,0.9311,1.1783
2024,7,20,lon,Debiased_Whittle,1.1603,0.8984,0.7352,6.6531,0.1365,0.1595,0.9389,0.9803
2024,7,20,lon,Vecchia_mm20,0.7319,0.6415,-0.5767,8.3881,0.2792,0.3884,1.4016,1.9060
2024,7,21,lat,Corridor_4x4_lag643,1.3880,1.0479,0.6415,6.7607,0.1638,0.1984,0.9784,0.9336
2024,7,21,lat,Debiased_Whittle,2.7948,2.2888,2.2888,4.7664,0.1338,0.1481,0.9999,0.9041
2024,7,21,lat,Vecchia_mm20,0.9198,0.7777,-0.4218,7.7461,0.2899,0.4103,1.5218,1.6940
2024,7,21,lon,Corridor_4x4_lag643,0.9095,0.7827,-0.7827,6.7607,0.1638,0.1984,0.9784,0.9336
2024,7,21,lon,Debiased_Whittle,1.0143,0.7685,0.7548,4.7664,0.1338,0.1481,0.9999,0.9041
2024,7,21,lon,Vecchia_mm20,1.6738,1.4625,-1.4625,7.7461,0.2899,0.4103,1.5218,1.6940
2024,7,22,lat,Corridor_4x4_lag643,1.1619,0.9618,0.3699,8.6371,0.1658,0.2127,0.8765,1.1697
2024,7,22,lat,Debiased_Whittle,1.1321,0.9616,0.1176,9.3726,0.1496,0.1845,0.8334,0.6890
2024,7,22,lat,Vecchia_mm20,1.5535,1.3362,-1.3362,10.4539,0.2975,0.4320,1.5981,2.0759
2024,7,22,lon,Corridor_4x4_lag643,1.0823,0.9080,-0.3742,8.6371,0.1658,0.2127,0.8765,1.1697
2024,7,22,lon,Debiased_Whittle,1.2829,1.0830,-0.6780,9.3726,0.1496,0.1845,0.8334,0.6890
2024,7,22,lon,Vecchia_mm20,1.7896,1.5511,-1.5511,10.4539,0.2975,0.4320,1.5981,2.0759
2024,7,23,lat,Corridor_4x4_lag643,3.4910,2.4687,2.2626,8.4908,0.1593,0.1857,1.0978,1.1086
2024,7,23,lat,Debiased_Whittle,3.8728,2.8420,2.6077,7.8449,0.1368,0.1588,1.1218,1.1996
2024,7,23,lat,Vecchia_mm20,2.1061,1.4640,0.8148,9.8470,0.2938,0.4053,2.0801,2.1264
2024,7,23,lon,Corridor_4x4_lag643,0.9636,0.8300,-0.2648,8.4908,0.1593,0.1857,1.0978,1.1086
2024,7,23,lon,Debiased_Whittle,1.1018,0.9875,0.0448,7.8449,0.1368,0.1588,1.1218,1.1996
2024,7,23,lon,Vecchia_mm20,1.3881,1.2192,-1.2192,9.8470,0.2938,0.4053,2.0801,2.1264
2024,7,24,lat,Corridor_4x4_lag643,0.7250,0.6228,-0.2520,7.9546,0.1742,0.2704,1.0154,0.9426
2024,7,24,lat,Debiased_Whittle,2.4072,2.0925,2.0925,5.2156,0.1283,0.2138,0.8669,0.7734
2024,7,24,lat,Vecchia_mm20,1.3178,1.1255,-1.1255,9.0601,0.2761,0.4779,1.7379,1.3869
2024,7,24,lon,Corridor_4x4_lag643,0.9690,0.7842,-0.6950,7.9546,0.1742,0.2704,1.0154,0.9426
2024,7,24,lon,Debiased_Whittle,1.8041,1.4794,1.4794,5.2156,0.1283,0.2138,0.8669,0.7734
2024,7,24,lon,Vecchia_mm20,1.2877,1.0968,-1.0651,9.0601,0.2761,0.4779,1.7379,1.3869
2024,7,25,lat,Corridor_4x4_lag643,2.1340,1.6214,0.6992,11.1011,0.1839,0.3306,1.1883,1.0401
2024,7,25,lat,Debiased_Whittle,2.3762,1.8662,0.8226,11.0238,0.1503,0.2692,1.1117,0.7427
2024,7,25,lat,Vecchia_mm20,1.6365,1.3703,-0.5598,12.7320,0.2685,0.5018,1.6901,1.5134
2024,7,25,lon,Corridor_4x4_lag643,1.4703,1.2249,-1.2249,11.1011,0.1839,0.3306,1.1883,1.0401
2024,7,25,lon,Debiased_Whittle,1.5158,1.2490,-1.2410,11.0238,0.1503,0.2692,1.1117,0.7427
2024,7,25,lon,Vecchia_mm20,2.2088,1.8862,-1.8862,12.7320,0.2685,0.5018,1.6901,1.5134
2024,7,26,lat,Corridor_4x4_lag643,2.2390,1.6375,1.3208,8.9934,0.1156,0.1666,0.9041,1.3240
2024,7,26,lat,Debiased_Whittle,2.4251,1.8926,1.3156,9.6649,0.0809,0.1288,0.9422,0.4372
2024,7,26,lat,Vecchia_mm20,1.5048,1.0913,0.4465,9.5882,0.1786,0.2587,1.2574,2.0872
2024,7,26,lon,Corridor_4x4_lag643,0.6858,0.5832,-0.2858,8.9934,0.1156,0.1666,0.9041,1.3240
2024,7,26,lon,Debiased_Whittle,0.7906,0.6877,-0.2554,9.6649,0.0809,0.1288,0.9422,0.4372
2024,7,26,lon,Vecchia_mm20,1.2004,0.9987,-0.9987,9.5882,0.1786,0.2587,1.2574,2.0872
2024,7,27,lat,Corridor_4x4_lag643,2.1893,1.6242,1.2586,6.3705,0.1278,0.2039,1.1775,1.3905
2024,7,27,lat,Debiased_Whittle,4.7023,4.1788,4.1788,3.4255,0.1268,0.1844,0.8087,1.0761
2024,7,27,lat,Vecchia_mm20,1.6839,1.4487,-0.8503,8.5919,0.1726,0.2781,1.4533,1.7963
2024,7,27,lon,Corridor_4x4_lag643,0.8454,0.7753,-0.7753,6.3705,0.1278,0.2039,1.1775,1.3905
2024,7,27,lon,Debiased_Whittle,2.0197,1.9595,1.9595,3.4255,0.1268,0.1844,0.8087,1.0761
2024,7,27,lon,Vecchia_mm20,2.8707,2.6567,-2.6567,8.5919,0.1726,0.2781,1.4533,1.7963
2024,7,28,lat,Corridor_4x4_lag643,1.8694,1.4228,1.0918,6.9791,0.1595,0.2283,1.4677,1.3718
2024,7,28,lat,Debiased_Whittle,4.3936,3.8346,3.8346,3.8439,0.1173,0.1434,1.3179,1.2193
2024,7,28,lat,Vecchia_mm20,1.5460,1.0901,0.9874,6.7326,0.2652,0.4442,2.4697,2.0980
2024,7,28,lon,Corridor_4x4_lag643,1.0684,0.8995,-0.8995,6.9791,0.1595,0.2283,1.4677,1.3718
2024,7,28,lon,Debiased_Whittle,1.8686,1.6066,1.6066,3.8439,0.1173,0.1434,1.3179,1.2193
2024,7,28,lon,Vecchia_mm20,0.8252,0.7109,-0.6514,6.7326,0.2652,0.4442,2.4697,2.0980
