year,month,day_num,direction,lag,model,fitted_gamma_t0,sigma,range_lat,range_lon,range_time,nugget
2024,7,1,lat,0.0440,Corridor_4x4_lag643,3.0851,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.1320,Corridor_4x4_lag643,6.5951,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.1760,Corridor_4x4_lag643,7.8062,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.3960,Corridor_4x4_lag643,10.9075,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.6160,Corridor_4x4_lag643,11.8305,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.8360,Corridor_4x4_lag643,12.1052,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.0560,Corridor_4x4_lag643,12.1870,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.2760,Corridor_4x4_lag643,12.2113,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.4960,Corridor_4x4_lag643,12.2185,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.7160,Corridor_4x4_lag643,12.2207,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,1.9360,Corridor_4x4_lag643,12.2213,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,2.1560,Corridor_4x4_lag643,12.2215,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lat,0.0440,Debiased_Whittle,2.8260,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,0.1320,Debiased_Whittle,5.8930,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,0.1760,Debiased_Whittle,7.0037,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,0.3960,Debiased_Whittle,10.0829,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,0.6160,Debiased_Whittle,11.1533,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,0.8360,Debiased_Whittle,11.5254,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,1.0560,Debiased_Whittle,11.6547,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,1.2760,Debiased_Whittle,11.6996,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,1.4960,Debiased_Whittle,11.7153,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,1.7160,Debiased_Whittle,11.7207,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,1.9360,Debiased_Whittle,11.7226,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,2.1560,Debiased_Whittle,11.7233,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lat,0.0440,Vecchia_mm20,3.1302,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,0.1320,Vecchia_mm20,5.9274,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,0.1760,Vecchia_mm20,7.0683,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,0.3960,Vecchia_mm20,10.9499,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,0.6160,Vecchia_mm20,12.9331,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,0.8360,Vecchia_mm20,13.9463,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,1.0560,Vecchia_mm20,14.4640,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,1.2760,Vecchia_mm20,14.7285,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,1.4960,Vecchia_mm20,14.8636,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,1.7160,Vecchia_mm20,14.9327,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,1.9360,Vecchia_mm20,14.9680,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lat,2.1560,Vecchia_mm20,14.9860,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.0630,Corridor_4x4_lag643,3.5609,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.1260,Corridor_4x4_lag643,5.7791,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.1800,Corridor_4x4_lag643,7.2222,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.3690,Corridor_4x4_lag643,10.1637,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.5580,Corridor_4x4_lag643,11.3745,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.7470,Corridor_4x4_lag643,11.8729,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.9360,Corridor_4x4_lag643,12.0781,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,1.1250,Corridor_4x4_lag643,12.1625,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,1.3140,Corridor_4x4_lag643,12.1973,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,1.5030,Corridor_4x4_lag643,12.2116,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,1.6920,Corridor_4x4_lag643,12.2175,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,1.8810,Corridor_4x4_lag643,12.2199,11.6425,0.1815,0.2129,1.1930,0.5791
2024,7,1,lon,0.0630,Debiased_Whittle,2.9093,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.1260,Debiased_Whittle,4.6552,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.1800,Debiased_Whittle,5.8737,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.3690,Debiased_Whittle,8.7068,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.5580,Debiased_Whittle,10.1678,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.7470,Debiased_Whittle,10.9213,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.9360,Debiased_Whittle,11.3098,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,1.1250,Debiased_Whittle,11.5102,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,1.3140,Debiased_Whittle,11.6136,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,1.5030,Debiased_Whittle,11.6669,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,1.6920,Debiased_Whittle,11.6943,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,1.8810,Debiased_Whittle,11.7085,10.9915,0.2082,0.2854,1.5142,0.7321
2024,7,1,lon,0.0630,Vecchia_mm20,3.4120,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.1260,Vecchia_mm20,5.1096,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.1800,Vecchia_mm20,6.3653,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.3690,Vecchia_mm20,9.6320,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.5580,Vecchia_mm20,11.6635,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.7470,Vecchia_mm20,12.9269,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,0.9360,Vecchia_mm20,13.7126,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,1.1250,Vecchia_mm20,14.2012,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,1.3140,Vecchia_mm20,14.5050,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,1.5030,Vecchia_mm20,14.6940,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,1.6920,Vecchia_mm20,14.8115,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,1,lon,1.8810,Vecchia_mm20,14.8846,13.5816,0.3276,0.3979,1.9409,1.4232
2024,7,2,lat,0.0440,Corridor_4x4_lag643,4.8045,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,0.1320,Corridor_4x4_lag643,9.2663,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,0.1760,Corridor_4x4_lag643,10.8037,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,0.3960,Corridor_4x4_lag643,14.7309,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,0.6160,Corridor_4x4_lag643,15.8942,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,0.8360,Corridor_4x4_lag643,16.2388,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,1.0560,Corridor_4x4_lag643,16.3409,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,1.2760,Corridor_4x4_lag643,16.3712,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,1.4960,Corridor_4x4_lag643,16.3801,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,1.7160,Corridor_4x4_lag643,16.3828,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,1.9360,Corridor_4x4_lag643,16.3835,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,2.1560,Corridor_4x4_lag643,16.3838,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lat,0.0440,Debiased_Whittle,3.6196,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,0.1320,Debiased_Whittle,7.4081,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,0.1760,Debiased_Whittle,8.6794,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,0.3960,Debiased_Whittle,11.7925,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,0.6160,Debiased_Whittle,12.6401,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,0.8360,Debiased_Whittle,12.8709,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,1.0560,Debiased_Whittle,12.9337,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,1.2760,Debiased_Whittle,12.9508,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,1.4960,Debiased_Whittle,12.9555,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,1.7160,Debiased_Whittle,12.9567,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,1.9360,Debiased_Whittle,12.9571,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,2.1560,Debiased_Whittle,12.9572,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lat,0.0440,Vecchia_mm20,4.9558,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,0.1320,Vecchia_mm20,8.6025,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,0.1760,Vecchia_mm20,10.0217,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,0.3960,Vecchia_mm20,14.4683,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,0.6160,Vecchia_mm20,16.4190,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,0.8360,Vecchia_mm20,17.2747,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,1.0560,Vecchia_mm20,17.6501,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,1.2760,Vecchia_mm20,17.8148,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,1.4960,Vecchia_mm20,17.8870,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,1.7160,Vecchia_mm20,17.9187,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,1.9360,Vecchia_mm20,17.9326,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lat,2.1560,Vecchia_mm20,17.9387,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.0630,Corridor_4x4_lag643,5.2442,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.1260,Corridor_4x4_lag643,7.9819,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.1800,Corridor_4x4_lag643,9.7863,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.3690,Corridor_4x4_lag643,13.5531,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.5580,Corridor_4x4_lag643,15.1693,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.7470,Corridor_4x4_lag643,15.8627,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.9360,Corridor_4x4_lag643,16.1603,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,1.1250,Corridor_4x4_lag643,16.2879,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,1.3140,Corridor_4x4_lag643,16.3427,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,1.5030,Corridor_4x4_lag643,16.3662,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,1.6920,Corridor_4x4_lag643,16.3763,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,1.8810,Corridor_4x4_lag643,16.3806,14.7694,0.1808,0.2234,1.5481,1.6144
2024,7,2,lon,0.0630,Debiased_Whittle,3.9510,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.1260,Debiased_Whittle,6.2607,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.1800,Debiased_Whittle,7.7628,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.3690,Debiased_Whittle,10.8219,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.5580,Debiased_Whittle,12.0795,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.7470,Debiased_Whittle,12.5964,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.9360,Debiased_Whittle,12.8089,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,1.1250,Debiased_Whittle,12.8962,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,1.3140,Debiased_Whittle,12.9321,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,1.5030,Debiased_Whittle,12.9469,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,1.6920,Debiased_Whittle,12.9530,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,1.8810,Debiased_Whittle,12.9555,12.1126,0.1691,0.2126,1.6113,0.8446
2024,7,2,lon,0.0630,Vecchia_mm20,5.0411,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.1260,Vecchia_mm20,7.0733,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.1800,Vecchia_mm20,8.5583,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.3690,Vecchia_mm20,12.3311,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.5580,Vecchia_mm20,14.5872,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.7470,Vecchia_mm20,15.9364,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,0.9360,Vecchia_mm20,16.7432,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,1.1250,Vecchia_mm20,17.2257,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,1.3140,Vecchia_mm20,17.5143,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,1.5030,Vecchia_mm20,17.6868,15.3144,0.2670,0.3676,2.1216,2.6291
2024,7,2,lon,1.6920,Vecchia_mm20,17.7900,15.3144,0.2670,0.3676,2.1216,2.6291
