year,month,day_num,tau,model,ridge_lat_lag,ridge_lon_lag,ridge_norm,large_empirical_ridge,model_lat_lag,model_lon_lag,model_norm,model_norm_ge_1,err_lat,err_lon,err_euclid,ridge_gamma_min,ridge_gamma_gap,ridge_gamma_rel_gap,ridge_near_min_count,ridge_is_ambiguous,ridge_n_pairs,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,norm_bias,abs_norm_bias,overestimated_norm
2022,7,2,1,Debiased_Whittle,0.0000,-0.3150,0.3150,False,0.0299,-0.2897,0.2912,False,-0.0299,-0.0253,0.0392,6.3471,0.0311,0.0049,6,True,118210,6.4137,0.1200,0.1311,0.8784,0.0299,-0.2897,1.4776,-0.0238,0.0238,False
2022,7,2,1,Vecchia_mm20,0.0000,-0.3150,0.3150,False,0.0263,-0.1932,0.1950,False,-0.0263,-0.1218,0.1246,6.3471,0.0311,0.0049,6,True,118210,7.8296,0.3299,0.3572,1.6104,0.0263,-0.1932,2.6110,-0.1200,0.1200,False
2022,7,2,2,Corridor_4x4_lag643,0.0000,-0.6300,0.6300,False,0.0151,-0.5591,0.5593,False,-0.0151,-0.0709,0.0725,7.4302,0.0003,0.0000,15,True,97756,7.0359,0.1715,0.1787,1.0242,0.0075,-0.2795,1.8939,-0.0707,0.0707,False
2022,7,2,2,Debiased_Whittle,0.0000,-0.6300,0.6300,False,0.0598,-0.5794,0.5825,False,-0.0598,-0.0506,0.0783,7.4302,0.0003,0.0000,15,True,97756,6.4137,0.1200,0.1311,0.8784,0.0299,-0.2897,1.4776,-0.0475,0.0475,False
2022,7,2,2,Vecchia_mm20,0.0000,-0.6300,0.6300,False,0.0526,-0.3864,0.3900,False,-0.0526,-0.2436,0.2492,7.4302,0.0003,0.0000,15,True,97756,7.8296,0.3299,0.3572,1.6104,0.0263,-0.1932,2.6110,-0.2400,0.2400,False
2022,7,2,3,Corridor_4x4_lag643,-0.0440,-0.9450,0.9460,False,0.0226,-0.8386,0.8389,False,-0.0666,-0.1064,0.1255,7.9020,0.0030,0.0004,35,True,77760,7.0359,0.1715,0.1787,1.0242,0.0075,-0.2795,1.8939,-0.1071,0.1071,False
2022,7,2,3,Debiased_Whittle,-0.0440,-0.9450,0.9460,False,0.0897,-0.8691,0.8737,False,-0.1337,-0.0759,0.1537,7.9020,0.0030,0.0004,35,True,77760,6.4137,0.1200,0.1311,0.8784,0.0299,-0.2897,1.4776,-0.0723,0.0723,False
2022,7,2,3,Vecchia_mm20,-0.0440,-0.9450,0.9460,False,0.0789,-0.5796,0.5849,False,-0.1229,-0.3654,0.3855,7.9020,0.0030,0.0004,35,True,77760,7.8296,0.3299,0.3572,1.6104,0.0263,-0.1932,2.6110,-0.3611,0.3611,False
2022,7,3,1,Corridor_4x4_lag643,0.0440,-0.2520,0.2558,False,0.0182,-0.1128,0.1142,False,0.0258,-0.1392,0.1416,7.2060,0.0060,0.0008,8,True,101716,8.8221,0.1898,0.2358,1.0405,0.0182,-0.1128,1.5376,-0.1416,0.1416,False
2022,7,3,1,Debiased_Whittle,0.0440,-0.2520,0.2558,False,0.0092,-0.0588,0.0595,False,0.0348,-0.1932,0.1963,7.2060,0.0060,0.0008,8,True,101716,5.9562,0.1507,0.1610,0.8402,0.0092,-0.0588,1.0284,-0.1963,0.1963,False
2022,7,3,1,Vecchia_mm20,0.0440,-0.2520,0.2558,False,0.0359,-0.1294,0.1343,False,0.0081,-0.1226,0.1229,7.2060,0.0060,0.0008,8,True,101716,10.2319,0.3491,0.5161,1.8609,0.0359,-0.1294,2.2946,-0.1215,0.1215,False
2022,7,3,2,Corridor_4x4_lag643,0.0880,-0.6300,0.6361,False,0.0364,-0.2255,0.2284,False,0.0516,-0.4045,0.4077,9.0980,0.0047,0.0005,29,True,80719,8.8221,0.1898,0.2358,1.0405,0.0182,-0.1128,1.5376,-0.4077,0.4077,False
2022,7,3,2,Debiased_Whittle,0.0880,-0.6300,0.6361,False,0.0184,-0.1176,0.1190,False,0.0696,-0.5124,0.5171,9.0980,0.0047,0.0005,29,True,80719,5.9562,0.1507,0.1610,0.8402,0.0092,-0.0588,1.0284,-0.5171,0.5171,False
2022,7,3,2,Vecchia_mm20,0.0880,-0.6300,0.6361,False,0.0718,-0.2588,0.2686,False,0.0162,-0.3712,0.3716,9.0980,0.0047,0.0005,29,True,80719,10.2319,0.3491,0.5161,1.8609,0.0359,-0.1294,2.2946,-0.3675,0.3675,False
2022,7,3,3,Corridor_4x4_lag643,0.1760,-0.9450,0.9612,False,0.0545,-0.3383,0.3427,False,0.1215,-0.6067,0.6187,10.0327,0.0107,0.0011,28,True,63024,8.8221,0.1898,0.2358,1.0405,0.0182,-0.1128,1.5376,-0.6185,0.6185,False
2022,7,3,3,Debiased_Whittle,0.1760,-0.9450,0.9612,False,0.0276,-0.1764,0.1785,False,0.1484,-0.7686,0.7828,10.0327,0.0107,0.0011,28,True,63024,5.9562,0.1507,0.1610,0.8402,0.0092,-0.0588,1.0284,-0.7827,0.7827,False
2022,7,3,3,Vecchia_mm20,0.1760,-0.9450,0.9612,False,0.1077,-0.3882,0.4029,False,0.0683,-0.5568,0.5610,10.0327,0.0107,0.0011,28,True,63024,10.2319,0.3491,0.5161,1.8609,0.0359,-0.1294,2.2946,-0.5583,0.5583,False
2022,7,4,1,Corridor_4x4_lag643,0.0440,-0.1890,0.1941,False,0.0455,-0.1758,0.1816,False,-0.0015,-0.0132,0.0133,6.6002,0.0300,0.0045,5,True,119247,7.6722,0.1842,0.1821,1.2079,0.0455,-0.1758,2.1201,-0.0125,0.0125,False
2022,7,4,1,Debiased_Whittle,0.0440,-0.1890,0.1941,False,0.0312,-0.2129,0.2152,False,0.0128,0.0239,0.0271,6.6002,0.0300,0.0045,5,True,119247,6.1565,0.1759,0.1635,1.1198,0.0312,-0.2129,2.0101,0.0211,0.0211,True
2022,7,4,1,Vecchia_mm20,0.0440,-0.1890,0.1941,False,0.0135,-0.1327,0.1334,False,0.0305,-0.0563,0.0640,6.6002,0.0300,0.0045,5,True,119247,8.4243,0.3425,0.3735,2.0497,0.0135,-0.1327,2.9670,-0.0607,0.0607,False
2022,7,4,2,Corridor_4x4_lag643,0.0880,-0.3780,0.3881,False,0.0910,-0.3516,0.3632,False,-0.0030,-0.0264,0.0266,8.0592,0.0090,0.0011,13,True,99035,7.6722,0.1842,0.1821,1.2079,0.0455,-0.1758,2.1201,-0.0249,0.0249,False
2022,7,4,2,Debiased_Whittle,0.0880,-0.3780,0.3881,False,0.0624,-0.4258,0.4303,False,0.0256,0.0478,0.0542,8.0592,0.0090,0.0011,13,True,99035,6.1565,0.1759,0.1635,1.1198,0.0312,-0.2129,2.0101,0.0422,0.0422,True
2022,7,4,2,Vecchia_mm20,0.0880,-0.3780,0.3881,False,0.0270,-0.2654,0.2668,False,0.0610,-0.1126,0.1281,8.0592,0.0090,0.0011,13,True,99035,8.4243,0.3425,0.3735,2.0497,0.0135,-0.1327,2.9670,-0.1213,0.1213,False
2022,7,4,3,Corridor_4x4_lag643,0.1760,-0.5670,0.5937,False,0.1365,-0.5274,0.5448,False,0.0395,-0.0396,0.0560,9.0673,0.0037,0.0004,30,True,79338,7.6722,0.1842,0.1821,1.2079,0.0455,-0.1758,2.1201,-0.0489,0.0489,False
2022,7,4,3,Debiased_Whittle,0.1760,-0.5670,0.5937,False,0.0936,-0.6387,0.6455,False,0.0824,0.0717,0.1092,9.0673,0.0037,0.0004,30,True,79338,6.1565,0.1759,0.1635,1.1198,0.0312,-0.2129,2.0101,0.0518,0.0518,True
2022,7,4,3,Vecchia_mm20,0.1760,-0.5670,0.5937,False,0.0405,-0.3981,0.4002,False,0.1355,-0.1689,0.2165,9.0673,0.0037,0.0004,30,True,79338,8.4243,0.3425,0.3735,2.0497,0.0135,-0.1327,2.9670,-0.1935,0.1935,False
2022,7,5,1,Corridor_4x4_lag643,0.0000,-0.1890,0.1890,False,0.0212,-0.2109,0.2119,False,-0.0212,0.0219,0.0305,5.0935,0.0085,0.0017,4,False,107434,6.5943,0.1874,0.1871,1.2409,0.0212,-0.2109,1.2005,0.0229,0.0229,True
2022,7,5,1,Debiased_Whittle,0.0000,-0.1890,0.1890,False,0.0330,-0.2063,0.2089,False,-0.0330,0.0173,0.0373,5.0935,0.0085,0.0017,4,False,107434,5.2483,0.1396,0.1333,1.1900,0.0330,-0.2063,1.0364,0.0199,0.0199,True
2022,7,5,1,Vecchia_mm20,0.0000,-0.1890,0.1890,False,0.0222,-0.1464,0.1481,False,-0.0222,-0.0426,0.0480,5.0935,0.0085,0.0017,4,False,107434,7.6151,0.3265,0.3837,2.0529,0.0222,-0.1464,1.9366,-0.0409,0.0409,False
2022,7,5,2,Corridor_4x4_lag643,0.0000,-0.3780,0.3780,False,0.0424,-0.4218,0.4239,False,-0.0424,0.0438,0.0609,6.4175,0.0061,0.0010,9,True,88645,6.5943,0.1874,0.1871,1.2409,0.0212,-0.2109,1.2005,0.0459,0.0459,True
2022,7,5,2,Debiased_Whittle,0.0000,-0.3780,0.3780,False,0.0660,-0.4126,0.4178,False,-0.0660,0.0346,0.0745,6.4175,0.0061,0.0010,9,True,88645,5.2483,0.1396,0.1333,1.1900,0.0330,-0.2063,1.0364,0.0398,0.0398,True
2022,7,5,2,Vecchia_mm20,0.0000,-0.3780,0.3780,False,0.0444,-0.2928,0.2961,False,-0.0444,-0.0852,0.0961,6.4175,0.0061,0.0010,9,True,88645,7.6151,0.3265,0.3837,2.0529,0.0222,-0.1464,1.9366,-0.0819,0.0819,False
2022,7,5,3,Corridor_4x4_lag643,0.0000,-0.4410,0.4410,False,0.0636,-0.6327,0.6358,False,-0.0636,0.1917,0.2019,7.2376,0.0025,0.0003,21,True,72830,6.5943,0.1874,0.1871,1.2409,0.0212,-0.2109,1.2005,0.1948,0.1948,True
2022,7,5,3,Debiased_Whittle,0.0000,-0.4410,0.4410,False,0.0990,-0.6189,0.6268,False,-0.0990,0.1779,0.2036,7.2376,0.0025,0.0003,21,True,72830,5.2483,0.1396,0.1333,1.1900,0.0330,-0.2063,1.0364,0.1858,0.1858,True
2022,7,5,3,Vecchia_mm20,0.0000,-0.4410,0.4410,False,0.0666,-0.4392,0.4442,False,-0.0666,-0.0018,0.0666,7.2376,0.0025,0.0003,21,True,72830,7.6151,0.3265,0.3837,2.0529,0.0222,-0.1464,1.9366,0.0032,0.0032,True
2022,7,6,1,Corridor_4x4_lag643,0.0000,-0.0630,0.0630,False,-0.0003,-0.0180,0.0180,False,0.0003,-0.0450,0.0450,6.0043,0.0272,0.0045,6,True,123173,6.9239,0.1930,0.2185,1.3918,-0.0003,-0.0180,2.1403,-0.0450,0.0450,False
2022,7,6,1,Debiased_Whittle,0.0000,-0.0630,0.0630,False,-0.0008,0.0000,0.0008,False,0.0008,-0.0630,0.0630,6.0043,0.0272,0.0045,6,True,123173,4.7351,0.1162,0.1013,0.7036,-0.0008,0.0000,1.6871,-0.0622,0.0622,False
2022,7,6,1,Vecchia_mm20,0.0000,-0.0630,0.0630,False,-0.0082,-0.0399,0.0407,False,0.0082,-0.0231,0.0245,6.0043,0.0272,0.0045,6,True,123173,8.9506,0.4537,0.6665,3.3791,-0.0082,-0.0399,2.8998,-0.0223,0.0223,False
2022,7,6,2,Corridor_4x4_lag643,-0.0440,-0.3150,0.3181,False,-0.0006,-0.0359,0.0359,False,-0.0434,-0.2791,0.2824,7.1622,0.0002,0.0000,20,True,101894,6.9239,0.1930,0.2185,1.3918,-0.0003,-0.0180,2.1403,-0.2822,0.2822,False
2022,7,6,2,Debiased_Whittle,-0.0440,-0.3150,0.3181,False,-0.0016,0.0000,0.0016,False,-0.0424,-0.3150,0.3178,7.1622,0.0002,0.0000,20,True,101894,4.7351,0.1162,0.1013,0.7036,-0.0008,0.0000,1.6871,-0.3165,0.3165,False
2022,7,6,2,Vecchia_mm20,-0.0440,-0.3150,0.3181,False,-0.0164,-0.0798,0.0815,False,-0.0276,-0.2352,0.2368,7.1622,0.0002,0.0000,20,True,101894,8.9506,0.4537,0.6665,3.3791,-0.0082,-0.0399,2.8998,-0.2366,0.2366,False
2022,7,6,3,Corridor_4x4_lag643,-0.0880,-0.5670,0.5738,False,-0.0008,-0.0539,0.0539,False,-0.0872,-0.5131,0.5204,8.0775,0.0000,0.0000,39,True,81838,6.9239,0.1930,0.2185,1.3918,-0.0003,-0.0180,2.1403,-0.5199,0.5199,False
2022,7,6,3,Debiased_Whittle,-0.0880,-0.5670,0.5738,False,-0.0024,0.0000,0.0024,False,-0.0856,-0.5670,0.5734,8.0775,0.0000,0.0000,39,True,81838,4.7351,0.1162,0.1013,0.7036,-0.0008,0.0000,1.6871,-0.5714,0.5714,False
2022,7,6,3,Vecchia_mm20,-0.0880,-0.5670,0.5738,False,-0.0246,-0.1197,0.1222,False,-0.0634,-0.4473,0.4518,8.0775,0.0000,0.0000,39,True,81838,8.9506,0.4537,0.6665,3.3791,-0.0082,-0.0399,2.8998,-0.4516,0.4516,False
2022,7,7,1,Corridor_4x4_lag643,-0.0880,-0.1890,0.2085,False,-0.0394,-0.0994,0.1069,False,-0.0486,-0.0896,0.1019,6.7169,0.0292,0.0044,7,True,100013,9.8653,0.2142,0.2655,1.1956,-0.0394,-0.0994,1.1792,-0.1016,0.1016,False
2022,7,7,1,Debiased_Whittle,-0.0880,-0.1890,0.2085,False,0.0043,0.0049,0.0065,False,-0.0923,-0.1939,0.2147,6.7169,0.0292,0.0044,7,True,100013,6.9742,0.2025,0.2417,1.1187,0.0043,0.0049,0.6920,-0.2020,0.2020,False
2022,7,7,1,Vecchia_mm20,-0.0880,-0.1890,0.2085,False,-0.0465,-0.0842,0.0962,False,-0.0415,-0.1048,0.1127,6.7169,0.0292,0.0044,7,True,100013,12.4547,0.3713,0.5735,2.1040,-0.0465,-0.0842,1.9859,-0.1123,0.1123,False
2022,7,7,2,Corridor_4x4_lag643,-0.2640,-0.3150,0.4110,False,-0.0788,-0.1989,0.2139,False,-0.1852,-0.1161,0.2186,8.5178,0.0022,0.0003,39,True,78178,9.8653,0.2142,0.2655,1.1956,-0.0394,-0.0994,1.1792,-0.1971,0.1971,False
2022,7,7,2,Debiased_Whittle,-0.2640,-0.3150,0.4110,False,0.0086,0.0098,0.0130,False,-0.2726,-0.3248,0.4240,8.5178,0.0022,0.0003,39,True,78178,6.9742,0.2025,0.2417,1.1187,0.0043,0.0049,0.6920,-0.3980,0.3980,False
2022,7,7,2,Vecchia_mm20,-0.2640,-0.3150,0.4110,False,-0.0930,-0.1684,0.1924,False,-0.1710,-0.1466,0.2252,8.5178,0.0022,0.0003,39,True,78178,12.4547,0.3713,0.5735,2.1040,-0.0465,-0.0842,1.9859,-0.2186,0.2186,False
2022,7,7,3,Corridor_4x4_lag643,-0.3080,-0.1260,0.3328,False,-0.1182,-0.2983,0.3208,False,-0.1898,0.1723,0.2563,9.2910,0.0014,0.0002,28,True,64880,9.8653,0.2142,0.2655,1.1956,-0.0394,-0.0994,1.1792,-0.0120,0.0120,False
2022,7,7,3,Debiased_Whittle,-0.3080,-0.1260,0.3328,False,0.0129,0.0147,0.0196,False,-0.3209,-0.1407,0.3504,9.2910,0.0014,0.0002,28,True,64880,6.9742,0.2025,0.2417,1.1187,0.0043,0.0049,0.6920,-0.3132,0.3132,False
2022,7,7,3,Vecchia_mm20,-0.3080,-0.1260,0.3328,False,-0.1395,-0.2526,0.2886,False,-0.1685,0.1266,0.2108,9.2910,0.0014,0.0002,28,True,64880,12.4547,0.3713,0.5735,2.1040,-0.0465,-0.0842,1.9859,-0.0442,0.0442,False
2022,7,8,1,Corridor_4x4_lag643,0.0000,-0.0630,0.0630,False,0.0100,-0.0713,0.0721,False,-0.0100,0.0083,0.0131,6.3429,0.0363,0.0057,6,True,94473,9.4116,0.2434,0.2266,1.1260,0.0100,-0.0713,0.7720,0.0091,0.0091,True
2022,7,8,1,Debiased_Whittle,0.0000,-0.0630,0.0630,False,0.0270,-0.1214,0.1244,False,-0.0270,0.0584,0.0643,6.3429,0.0363,0.0057,6,True,94473,5.2696,0.1730,0.1454,0.9549,0.0270,-0.1214,0.4676,0.0614,0.0614,True
2022,7,8,1,Vecchia_mm20,0.0000,-0.0630,0.0630,False,-0.0020,-0.0716,0.0716,False,0.0020,0.0086,0.0088,6.3429,0.0363,0.0057,6,True,94473,11.9798,0.4298,0.4289,1.9655,-0.0020,-0.0716,1.2737,0.0086,0.0086,True
2022,7,8,2,Corridor_4x4_lag643,-0.0880,0.0630,0.1082,False,0.0201,-0.1427,0.1441,False,-0.1081,0.2057,0.2324,8.0608,0.0034,0.0004,21,True,76192,9.4116,0.2434,0.2266,1.1260,0.0100,-0.0713,0.7720,0.0359,0.0359,True
2022,7,8,2,Debiased_Whittle,-0.0880,0.0630,0.1082,False,0.0540,-0.2428,0.2487,False,-0.1420,0.3058,0.3372,8.0608,0.0034,0.0004,21,True,76192,5.2696,0.1730,0.1454,0.9549,0.0270,-0.1214,0.4676,0.1405,0.1405,True
2022,7,8,2,Vecchia_mm20,-0.0880,0.0630,0.1082,False,-0.0040,-0.1432,0.1433,False,-0.0840,0.2062,0.2227,8.0608,0.0034,0.0004,21,True,76192,11.9798,0.4298,0.4289,1.9655,-0.0020,-0.0716,1.2737,0.0351,0.0351,True
2022,7,8,3,Corridor_4x4_lag643,-0.2640,0.2520,0.3650,False,0.0301,-0.2140,0.2162,False,-0.2941,0.4660,0.5511,8.7935,0.0019,0.0002,20,True,58746,9.4116,0.2434,0.2266,1.1260,0.0100,-0.0713,0.7720,-0.1488,0.1488,False
2022,7,8,3,Debiased_Whittle,-0.2640,0.2520,0.3650,False,0.0810,-0.3642,0.3731,False,-0.3450,0.6162,0.7062,8.7935,0.0019,0.0002,20,True,58746,5.2696,0.1730,0.1454,0.9549,0.0270,-0.1214,0.4676,0.0081,0.0081,True
2022,7,8,3,Vecchia_mm20,-0.2640,0.2520,0.3650,False,-0.0060,-0.2148,0.2149,False,-0.2580,0.4668,0.5334,8.7935,0.0019,0.0002,20,True,58746,11.9798,0.4298,0.4289,1.9655,-0.0020,-0.0716,1.2737,-0.1501,0.1501,False
2022,7,9,1,Corridor_4x4_lag643,0.0000,-0.1890,0.1890,False,0.0250,-0.1979,0.1995,False,-0.0250,0.0089,0.0266,7.1135,0.0030,0.0004,3,False,113865,9.8838,0.2259,0.1908,1.2120,0.0250,-0.1979,1.5288,0.0105,0.0105,True
2022,7,9,1,Debiased_Whittle,0.0000,-0.1890,0.1890,False,-0.0605,0.0795,0.0999,False,0.0605,-0.2685,0.2752,7.1135,0.0030,0.0004,3,False,113865,7.7887,0.2004,0.1587,0.9086,-0.0605,0.0795,1.4408,-0.0891,0.0891,False
2022,7,9,1,Vecchia_mm20,0.0000,-0.1890,0.1890,False,0.0290,-0.1599,0.1625,False,-0.0290,-0.0291,0.0411,7.1135,0.0030,0.0004,3,False,113865,10.1947,0.3914,0.3685,2.0393,0.0290,-0.1599,2.3325,-0.0265,0.0265,False
2022,7,9,2,Corridor_4x4_lag643,0.0880,-0.3150,0.3271,False,0.0501,-0.3958,0.3990,False,0.0379,0.0808,0.0893,9.0739,0.0057,0.0006,15,True,93466,9.8838,0.2259,0.1908,1.2120,0.0250,-0.1979,1.5288,0.0719,0.0719,True
2022,7,9,2,Debiased_Whittle,0.0880,-0.3150,0.3271,False,-0.1210,0.1590,0.1998,False,0.2090,-0.4740,0.5180,9.0739,0.0057,0.0006,15,True,93466,7.7887,0.2004,0.1587,0.9086,-0.0605,0.0795,1.4408,-0.1273,0.1273,False
2022,7,9,2,Vecchia_mm20,0.0880,-0.3150,0.3271,False,0.0580,-0.3198,0.3250,False,0.0300,0.0048,0.0304,9.0739,0.0057,0.0006,15,True,93466,10.1947,0.3914,0.3685,2.0393,0.0290,-0.1599,2.3325,-0.0021,0.0021,False
2022,7,9,3,Corridor_4x4_lag643,0.1760,-0.3150,0.3608,False,0.0751,-0.5937,0.5985,False,0.1009,0.2787,0.2964,10.1326,0.0169,0.0017,18,True,75811,9.8838,0.2259,0.1908,1.2120,0.0250,-0.1979,1.5288,0.2377,0.2377,True
2022,7,9,3,Debiased_Whittle,0.1760,-0.3150,0.3608,False,-0.1815,0.2385,0.2997,False,0.3575,-0.5535,0.6589,10.1326,0.0169,0.0017,18,True,75811,7.7887,0.2004,0.1587,0.9086,-0.0605,0.0795,1.4408,-0.0611,0.0611,False
2022,7,9,3,Vecchia_mm20,0.1760,-0.3150,0.3608,False,0.0870,-0.4797,0.4875,False,0.0890,0.1647,0.1872,10.1326,0.0169,0.0017,18,True,75811,10.1947,0.3914,0.3685,2.0393,0.0290,-0.1599,2.3325,0.1267,0.1267,True
2022,7,10,1,Corridor_4x4_lag643,0.0000,-0.3150,0.3150,False,0.0056,-0.3099,0.3100,False,-0.0056,-0.0051,0.0076,6.9170,0.0608,0.0088,3,False,102544,9.9370,0.2100,0.1992,1.2940,0.0056,-0.3099,1.4960,-0.0050,0.0050,False
2022,7,10,1,Debiased_Whittle,0.0000,-0.3150,0.3150,False,-0.0112,-0.3772,0.3774,False,0.0112,0.0622,0.0632,6.9170,0.0608,0.0088,3,False,102544,6.5064,0.1338,0.1096,0.9013,-0.0112,-0.3772,1.2877,0.0624,0.0624,True
2022,7,10,1,Vecchia_mm20,0.0000,-0.3150,0.3150,False,0.0073,-0.2693,0.2694,False,-0.0073,-0.0457,0.0463,6.9170,0.0608,0.0088,3,False,102544,12.0629,0.4520,0.4892,2.4367,0.0073,-0.2693,2.5742,-0.0456,0.0456,False
2022,7,10,2,Corridor_4x4_lag643,0.0440,-0.6300,0.6315,False,0.0112,-0.6199,0.6200,False,0.0328,-0.0101,0.0343,8.8908,0.0084,0.0009,11,True,81386,9.9370,0.2100,0.1992,1.2940,0.0056,-0.3099,1.4960,-0.0115,0.0115,False
2022,7,10,2,Debiased_Whittle,0.0440,-0.6300,0.6315,False,-0.0224,-0.7544,0.7547,False,0.0664,0.1244,0.1410,8.8908,0.0084,0.0009,11,True,81386,6.5064,0.1338,0.1096,0.9013,-0.0112,-0.3772,1.2877,0.1232,0.1232,True
2022,7,10,2,Vecchia_mm20,0.0440,-0.6300,0.6315,False,0.0146,-0.5386,0.5388,False,0.0294,-0.0914,0.0960,8.8908,0.0084,0.0009,11,True,81386,12.0629,0.4520,0.4892,2.4367,0.0073,-0.2693,2.5742,-0.0927,0.0927,False
2022,7,10,3,Corridor_4x4_lag643,0.0000,0.1260,0.1260,False,0.0169,-0.9298,0.9300,False,-0.0169,1.0558,1.0559,9.5835,0.0040,0.0004,19,True,72387,9.9370,0.2100,0.1992,1.2940,0.0056,-0.3099,1.4960,0.8040,0.8040,True
2022,7,10,3,Debiased_Whittle,0.0000,0.1260,0.1260,False,-0.0336,-1.1316,1.1321,True,0.0336,1.2576,1.2580,9.5835,0.0040,0.0004,19,True,72387,6.5064,0.1338,0.1096,0.9013,-0.0112,-0.3772,1.2877,1.0061,1.0061,True
2022,7,10,3,Vecchia_mm20,0.0000,0.1260,0.1260,False,0.0219,-0.8079,0.8082,False,-0.0219,0.9339,0.9342,9.5835,0.0040,0.0004,19,True,72387,12.0629,0.4520,0.4892,2.4367,0.0073,-0.2693,2.5742,0.6822,0.6822,True
2022,7,11,1,Corridor_4x4_lag643,-0.0440,-0.2520,0.2558,False,-0.0236,-0.2359,0.2371,False,-0.0204,-0.0161,0.0260,5.1659,0.0042,0.0008,6,True,105345,5.9939,0.1915,0.2049,1.0377,-0.0236,-0.2359,1.3456,-0.0187,0.0187,False
2022,7,11,1,Debiased_Whittle,-0.0440,-0.2520,0.2558,False,-0.0069,-0.4371,0.4372,False,-0.0371,0.1851,0.1888,5.1659,0.0042,0.0008,6,True,105345,5.0045,0.1436,0.1381,0.8876,-0.0069,-0.4371,0.9998,0.1814,0.1814,True
2022,7,11,1,Vecchia_mm20,-0.0440,-0.2520,0.2558,False,-0.0155,-0.1289,0.1298,False,-0.0285,-0.1231,0.1264,5.1659,0.0042,0.0008,6,True,105345,7.7134,0.4406,0.5486,2.1837,-0.0155,-0.1289,1.8289,-0.1260,0.1260,False
2022,7,11,2,Corridor_4x4_lag643,0.0000,0.0000,0.0000,False,-0.0471,-0.4719,0.4742,False,0.0471,0.4719,0.4742,6.3413,0.0062,0.0010,21,True,90535,5.9939,0.1915,0.2049,1.0377,-0.0236,-0.2359,1.3456,0.4742,0.4742,True
