day_idx,date,n_hours,first_key,last_key,loss,fit_iter,n_intersection,intersection_fraction,n_heads,n_tails,n_templates,template_reuse_count,template_targets_mean,template_targets_median,template_targets_max,head_right_cols,above_count,right_col_count,per_lag_m,lag_count,conditioning_total_cap,conditioning_m_mean,conditioning_m_median,conditioning_m_max,conditioning_t_mean,conditioning_t_median,conditioning_t_max,conditioning_tminus1_mean,conditioning_tminus1_median,conditioning_tminus1_max,conditioning_tminus2_mean,conditioning_tminus2_median,conditioning_tminus2_max,sigmasq,range_lon,range_lat,range_time,advec_lat,advec_lon,nugget
2,2025-07-03,8,y25m07day03_hm00:53,y25m07day03_hm07:48,1.525694,19,16936,0.934348,2568,132920,57,57,2331.929825,156.0,82842,3,4,3,60,2,180,145.053566,180.0,180,55.258501,60.0,60,48.351189,60.0,60,41.443876,60.0,60,11.427287,0.280654,0.024129,1.11749,-0.004691,-0.183005,2.726672
