day_idx,date,n_hours,first_key,last_key,loss,fit_iter,lat_stride,lat_stride_offset,n_lat_after_stride,n_lat_stride_kept,n_full_grid_intersection,n_intersection,n_missing_or_source_dropped_after_lat_stride,full_grid_intersection_fraction,intersection_fraction,intersection_fraction_after_lat_stride,n_heads,n_tails,n_templates,template_reuse_count,template_targets_mean,template_targets_median,template_targets_max,head_right_cols,above_count,right_col_count,per_lag_m,lag_count,conditioning_total_cap,conditioning_m_mean,conditioning_m_median,conditioning_m_max,conditioning_t_mean,conditioning_t_median,conditioning_t_max,conditioning_tminus1_mean,conditioning_tminus1_median,conditioning_tminus1_max,conditioning_tminus2_mean,conditioning_tminus2_median,conditioning_tminus2_max,sigmasq,range_lon,range_lat,range_time,advec_lat,advec_lon,nugget
2,2025-07-03,8,y25m07day03_hm00:53,y25m07day03_hm07:48,1.518462,12,2,0,57,9063,16936,8445,618,0.934348,0.465905,0.931811,1296,66264,57,57,1162.526316,156.0,32850,3,4,3,60,2,180,132.533502,174.0,180,50.488953,60.0,60,44.177834,60.0,60,37.866715,58.0,60,11.554204,0.276345,0.049877,1.1102,-0.008802,-0.198745,2.571672
