year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget
2024,7,1,lat,Corridor_4x4_lag643,3.1399,2.3155,1.7639,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791
2024,7,1,lat,Debiased_Whittle,3.4575,2.5207,2.5117,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321
2024,7,1,lat,Vecchia_mm20,1.6580,1.1422,0.4209,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232
2024,7,1,lon,Corridor_4x4_lag643,2.6500,2.0489,1.5003,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791
2024,7,1,lon,Debiased_Whittle,3.0508,2.4178,2.4178,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321
2024,7,1,lon,Vecchia_mm20,1.0906,0.8230,0.4373,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232
2024,7,2,lat,Corridor_4x4_lag643,1.4204,1.2724,0.1424,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144
2024,7,2,lat,Debiased_Whittle,3.7119,3.2588,3.2588,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446
2024,7,2,lat,Vecchia_mm20,0.6240,0.4979,-0.2455,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291
2024,7,2,lon,Corridor_4x4_lag643,1.4060,1.2123,-0.4496,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144
2024,7,2,lon,Debiased_Whittle,3.0562,2.5810,2.5810,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446
2024,7,2,lon,Vecchia_mm20,0.8960,0.7766,-0.5558,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291
2024,7,3,lat,Corridor_4x4_lag643,3.3757,2.6564,1.6391,12.9742,0.1626,0.1907,1.3290,-0.0624,-0.2706,1.4613
2024,7,3,lat,Debiased_Whittle,4.7080,3.6126,3.4834,11.1961,0.1585,0.1711,1.3258,-0.0655,-0.2808,1.1950
