day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_b2 and b20.99,1250.0,0.02,100,26.142,0.79,0.853,0.004,-0.114,0.269,4.337,14124.554,4670.434276103973,501
2024-07-2,Vecc_b2 and b20.99,1250.0,0.02,100,25.707,0.824,0.796,0.041,-0.075,0.334,2.572,12421.396,1657.4812414646149,187
2024-07-3,Vecc_b2 and b20.99,1250.0,0.02,100,25.801,0.388,0.488,0.028,-0.155,0.591,2.681,15137.174,4478.622116327286,501
2024-07-4,Vecc_b2 and b20.99,1250.0,0.02,100,26.611,0.597,0.668,-0.15,-0.207,0.301,4.116,14847.308,4507.596387386322,501
2024-07-5,Vecc_b2 and b20.99,1250.0,0.02,100,25.31,1.106,1.38,-0.022,-0.156,0.205,3.086,12140.58,419.0439796447754,47
2024-07-6,Vecc_b2 and b20.99,1250.0,0.02,100,24.654,0.687,1.181,0.015,-0.173,0.243,4.05,14884.526,5253.211897134781,601
2024-07-7,Vecc_b2 and b20.99,1250.0,0.02,100,27.006,0.473,1.09,0.055,-0.339,0.268,5.153,15401.798,4369.582891225815,501
2024-07-8,Vecc_b2 and b20.99,1250.0,0.02,100,27.742,0.53,0.902,-0.018,-0.406,0.304,4.995,14936.513,4411.095684051514,501
2024-07-9,Vecc_b2 and b20.99,1250.0,0.02,100,26.573,0.588,1.027,0.023,-0.219,0.336,2.715,12724.811,790.4086580276489,92
2024-07-10,Vecc_b2 and b20.99,1250.0,0.02,100,25.415,0.368,0.546,0.035,-0.104,0.526,2.942,15243.307,4386.904954433441,501
2024-07-11,Vecc_b2 and b20.99,1250.0,0.02,100,26.862,0.639,1.075,-0.009,0.033,0.319,3.091,13054.948,794.8258621692657,90
2024-07-12,Vecc_b2 and b20.99,1250.0,0.02,100,25.045,0.823,1.236,-0.052,0.12,0.304,2.347,11552.875,2639.2889494895935,301
2024-07-13,Vecc_b2 and b20.99,1250.0,0.02,100,24.506,0.801,1.427,-0.13,0.079,0.353,2.373,11403.434,4387.348702907562,501
2024-07-14,Vecc_b2 and b20.99,1250.0,0.02,100,24.643,0.822,1.261,-0.024,0.102,0.357,2.872,13301.52,5240.104905128479,601
2024-07-15,Vecc_b2 and b20.99,1250.0,0.02,100,25.164,1.074,1.331,-0.051,0.072,0.314,2.098,10883.174,637.7509582042694,74
2024-07-16,Vecc_b2 and b20.99,1250.0,0.02,100,24.405,1.229,1.522,-0.01,0.023,0.259,2.79,12114.315,5400.870634317398,601
2024-07-17,Vecc_b2 and b20.99,1250.0,0.02,100,25.281,0.515,0.835,-0.068,-0.133,0.36,3.509,14374.225,4412.122228384018,501
2024-07-18,Vecc_b2 and b20.99,1250.0,0.02,100,25.749,0.539,1.459,-0.079,-0.108,0.312,3.681,13470.869,774.1118330955505,85
2024-07-19,Vecc_b2 and b20.99,1250.0,0.02,100,25.095,0.886,1.257,0.024,0.034,0.311,3.554,12963.46,4486.873612642288,501
2024-07-20,Vecc_b2 and b20.99,1250.0,0.02,100,25.103,0.856,1.205,0.032,-0.031,0.27,3.299,13008.625,4457.403793096542,501
2024-07-21,Vecc_b2 and b20.99,1250.0,0.02,100,24.873,0.958,1.434,0.002,-0.049,0.262,3.885,13179.742,3537.7289600372314,401
2024-07-22,Vecc_b2 and b20.99,1250.0,0.02,100,25.444,0.789,1.432,0.106,-0.138,0.392,3.523,13040.754,4470.281270742416,501
2024-07-23,Vecc_b2 and b20.99,1250.0,0.02,100,24.83,0.79,1.449,-0.007,0.088,0.412,1.496,9977.28,934.1370341777802,105
2024-07-24,Vecc_b2 and b20.99,1250.0,0.02,100,24.047,0.783,1.733,0.042,-0.177,0.33,2.356,11232.692,4454.540207624435,501
2024-07-25,Vecc_b2 and b20.99,1250.0,0.02,100,23.892,1.197,3.092,0.007,-0.051,0.14,1.447,8251.552,1783.9285674095154,201
2024-07-26,Vecc_b2 and b20.99,1250.0,0.02,100,24.342,1.751,3.061,-0.008,0.05,0.162,2.276,10172.281,5319.93098449707,601
2024-07-27,Vecc_b2 and b20.99,1250.0,0.02,100,24.061,0.868,1.806,-0.036,-0.101,0.218,2.577,11649.246,4454.454527854919,501
2024-07-28,Vecc_b2 and b20.99,1250.0,0.02,100,24.188,0.737,1.598,-0.025,-0.075,0.232,3.159,12464.767,4416.0454359054565,501
2024-07-29,Vecc_b2 and b20.99,1250.0,0.02,100,24.278,1.067,1.825,0.003,-0.049,0.173,3.718,12981.229,4399.380133867264,501
2024-07-30,Vecc_b2 and b20.99,1250.0,0.02,100,24.197,1.134,1.57,-0.038,-0.206,0.326,4.133,13350.086,4394.992126703262,501
2024-07-31,Vecc_b2 and b20.99,1250.0,0.02,100,25.63,0.965,0.988,0.045,-0.186,0.525,4.667,15761.461,5352.040775299072,601

