day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2022-07-1,DW_Real,18126.0,1.0,3.5972,0.1418,0.2201,1.2601,-0.0156,0.0799,2.4864,115551.088,111.7636,0.0
2022-07-2,DW_Real,18126.0,1.0,6.4137,0.12,0.1311,0.8784,0.0299,-0.2897,1.4776,246956.528,94.1755,0.0
2022-07-3,DW_Real,18126.0,1.0,5.9562,0.1507,0.161,0.8402,0.0092,-0.0588,1.0284,-79128.928,75.2054,0.0
2022-07-4,DW_Real,18126.0,1.0,6.1565,0.1759,0.1635,1.1198,0.0312,-0.2129,2.0101,224817.568,82.9525,0.0
2022-07-5,DW_Real,18126.0,1.0,5.2483,0.1396,0.1333,1.19,0.033,-0.2063,1.0364,-80700.08,77.4687,0.0
2022-07-6,DW_Real,18126.0,1.0,4.7351,0.1162,0.1013,0.7036,-0.0008,0.0,1.6871,173398.048,106.0738,0.0
2022-07-7,DW_Real,18126.0,1.0,6.9742,0.2025,0.2417,1.1187,0.0043,0.0049,0.692,-331655.904,80.0239,0.0
2022-07-8,DW_Real,18126.0,1.0,5.2696,0.173,0.1454,0.9549,0.027,-0.1214,0.4676,-470060.112,61.0386,0.0
2022-07-9,DW_Real,18126.0,1.0,7.7887,0.2004,0.1587,0.9086,-0.0605,0.0795,1.4408,160114.672,89.4674,0.0
2022-07-10,DW_Real,18126.0,1.0,6.5064,0.1338,0.1096,0.9013,-0.0112,-0.3772,1.2877,234387.312,92.5345,0.0
2022-07-11,DW_Real,18126.0,1.0,5.0045,0.1436,0.1381,0.8876,-0.0069,-0.4371,0.9998,-166827.776,80.0369,0.0
2022-07-12,DW_Real,18126.0,1.0,8.3647,0.2047,0.1782,1.1813,-0.0111,0.0429,1.3371,155829.712,86.8915,0.0
2022-07-13,DW_Real,18126.0,1.0,5.9158,0.1302,0.1335,0.8362,0.0282,-0.0844,1.9232,297947.552,111.0146,0.0
2022-07-14,DW_Real,18126.0,1.0,6.9053,0.1342,0.18,0.9533,-0.0135,0.0984,2.0479,354509.024,94.1632,0.0
2022-07-15,DW_Real,18126.0,1.0,4.9859,0.1958,0.2401,1.492,-0.0035,-0.2519,1.1511,-301089.856,98.8989,0.0
2022-07-16,DW_Real,18126.0,1.0,3.755,0.175,0.185,0.8729,0.031,-0.0462,0.8658,-556187.808,73.6509,0.0
2022-07-17,DW_Real,18126.0,1.0,5.231,0.1601,0.1632,0.7636,-0.1781,-0.5336,1.2778,-92126.64,85.4551,0.0
2022-07-18,DW_Real,18126.0,1.0,4.5187,0.2022,0.2239,1.2366,-0.0007,-0.1727,0.294,-919980.912,77.9266,0.0
