dataset_id,data_kind,year,month,day,date,geometry,status,error,smooth,block_shape,lag_pattern,initializer,init_advec_lat,init_advec_lon,init_nugget,nugget_mode,fixed_nugget,final_native_nll,fit_returned_nll,outer_steps,max_abs_gradient,precompute_s,fit_s,total_fit_s,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_clusters,block_shape_lat,block_shape_lon,max_points_per_cluster,n_target_blocks,n_target_points,n_batches,target_chunk_size,strategy,temporal_basis,force_target_center,lag0_block_count,lag1_block_count,lag2_block_count,lag1_max_blocks,lag2_max_blocks,lag1_lon_offset,lag2_lon_offset,lag1_lon_interval_lo,lag1_lon_interval_hi,lag2_lon_interval_lo,lag2_lon_interval_hi,corridor_anchor_mode,grid_lon_step,corridor_block_lon_width,block_row_offset,block_col_offset,spec_name,geometry_definition,conditioning_mode,reference_advec_lat,reference_advec_lon,reference_advec_norm,past_step_lat,past_step_lon,lag1_corridor_multiplier_lo,lag1_corridor_multiplier_hi,lag2_corridor_multiplier_lo,lag2_corridor_multiplier_hi,mean_condition_blocks,max_condition_blocks,mean_lag1_blocks,max_lag1_blocks,mean_lag2_blocks,max_lag2_blocks,mean_mature_condition_blocks,diagnostic_s,method_total_s,gpu_name,gpu_allocated_gib,gpu_reserved_gib,gpu_peak_allocated_gib,gpu_peak_reserved_gib
real_20240703,real,2024,7,3,2024-07-03,adapted,ok,,0.5,4x4,6/4/3,M3_masked_fft_plus_safeguarded_Q3,-0.0862298271015407,-0.2540239357712738,0.247,estimated,,1.3771604850377008,1.379288716076142,2,3.6915455753728046e-06,1.5053372920010588,278.5334403330053,280.03877762500633,12.93321876340265,0.1628394521710909,0.1908725169941277,1.3496634779529,-0.0717179349023867,-0.2817727273299128,1.4720178975473612,1160,4,4,16,9229,140352,38,8,offset_corridor_tapered,calibrated_signed_2d_corridor,0,6,4,3,4,3,0.2682605879116235,0.536521175823247,0.1341302939558117,0.4023908818674352,0.0,0.536521175823247,width,0.0630000000000023,0.2520000000000095,0,0,adapted_directional_corridor_width_4x4_lag643,"t-1 calibrated corridor [0.5v,1.5v]; t-2 calibrated corridor [0,2v], applied in the past -v direction",calibrated_signed_2d_corridor_width,-0.0862298271015407,-0.2540239357712738,0.2682605879116235,0.0862298271015407,0.2540239357712738,0.5,1.5,0.0,2.0,11.731896551724136,13,3.5,4,2.25,3,12.981896551724136,0.0,280.03877762500633,,,,,
real_20240703,real,2024,7,3,2024-07-03,fixed,ok,,0.5,4x4,6/4/3,M3_masked_fft_plus_safeguarded_Q3,-0.0862298271015407,-0.2540239357712738,0.247,estimated,,1.3816898837122225,1.3828297527966875,2,3.128151047769776e-06,0.510059291998914,230.3972720419988,230.90733133399772,13.454651150283148,0.1730745264268086,0.2027093442701127,1.3830352398562995,-0.0546938370298622,-0.256225752516879,1.5172650846404487,1160,4,4,16,9229,140352,38,8,center_tapered,fixed_target_center,0,6,4,3,4,3,1e-12,2e-12,5e-13,1.5e-12,0.0,4e-12,budget,0.0630000000000023,0.2520000000000095,0,0,fixed_target_center_4x4_lag643,past centers fixed at target for t-1 and t-2,fixed_target_center,0.0,0.0,,0.0,0.0,,,,,11.731896551724136,13,3.5,4,2.25,3,12.981896551724136,0.0,230.90733133399772,,,,,
