year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,n_anchor_obs,sigma,range_lat,range_lon,range_time,nugget
2023,7,1,lat,Vecchia_mm20,0.0775,0.0721,-0.0721,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,9.3117,0.2705,0.4009,2.6712,3.1739
2023,7,1,lon,Vecchia_mm20,0.1113,0.1008,-0.1008,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,9.3117,0.2705,0.4009,2.6712,3.1739
2023,7,1,lat,Debiased_Whittle,0.1360,0.1260,-0.1260,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,5.8904,0.1346,0.1765,1.5206,2.0125
2023,7,1,lon,Debiased_Whittle,0.1953,0.1882,-0.1882,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,5.8904,0.1346,0.1765,1.5206,2.0125
2023,7,1,lat,Corridor_4x4_lag643,0.0917,0.0850,-0.0850,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,10.5390,0.1928,0.2567,1.7627,2.0065
2023,7,1,lon,Corridor_4x4_lag643,0.1473,0.1347,-0.1347,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,10.5390,0.1928,0.2567,1.7627,2.0065
2023,7,2,lat,Vecchia_mm20,0.0875,0.0776,-0.0768,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1504,10.7740,0.2245,0.2937,2.1070,2.9197
2023,7,2,lon,Vecchia_mm20,0.0766,0.0610,-0.0560,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1504,10.7740,0.2245,0.2937,2.1070,2.9197
2023,7,2,lat,Debiased_Whittle,0.1233,0.1191,-0.1191,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1504,8.2765,0.1281,0.1398,0.9891,1.4579
2023,7,2,lon,Debiased_Whittle,0.1445,0.1271,-0.1271,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1504,8.2765,0.1281,0.1398,0.9891,1.4579
2023,7,2,lat,Corridor_4x4_lag643,0.1127,0.1088,-0.1088,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1504,10.2500,0.1464,0.1721,1.1986,1.9485
2023,7,2,lon,Corridor_4x4_lag643,0.1241,0.1079,-0.1079,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1504,10.2500,0.1464,0.1721,1.1986,1.9485
2023,7,3,lat,Vecchia_mm20,0.1388,0.1168,-0.1059,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1510,10.4627,0.4461,0.6306,3.7250,3.9979
2023,7,3,lon,Vecchia_mm20,0.0850,0.0736,-0.0565,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1510,10.4627,0.4461,0.6306,3.7250,3.9979
2023,7,3,lat,Debiased_Whittle,0.2271,0.2254,-0.2254,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1510,6.6233,0.1299,0.1638,1.1947,3.3147
2023,7,3,lon,Debiased_Whittle,0.2303,0.2236,-0.2236,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1510,6.6233,0.1299,0.1638,1.1947,3.3147
2023,7,3,lat,Corridor_4x4_lag643,0.1929,0.1877,-0.1877,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1510,8.0858,0.1900,0.2287,1.5718,2.8134
2023,7,3,lon,Corridor_4x4_lag643,0.1914,0.1830,-0.1830,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1510,8.0858,0.1900,0.2287,1.5718,2.8134
2023,7,4,lat,Vecchia_mm20,0.0595,0.0461,-0.0448,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1457,9.3787,0.2616,0.2901,1.4063,1.2726
2023,7,4,lon,Vecchia_mm20,0.0672,0.0588,-0.0568,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1457,9.3787,0.2616,0.2901,1.4063,1.2726
2023,7,4,lat,Debiased_Whittle,0.1183,0.0969,-0.0969,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1457,9.3581,0.1488,0.1601,1.1396,0.8448
2023,7,4,lon,Debiased_Whittle,0.1313,0.1216,-0.1216,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1457,9.3581,0.1488,0.1601,1.1396,0.8448
2023,7,4,lat,Corridor_4x4_lag643,0.0991,0.0827,-0.0827,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1457,9.1719,0.1811,0.1971,1.0936,1.2019
2023,7,4,lon,Corridor_4x4_lag643,0.1098,0.1038,-0.1038,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1457,9.1719,0.1811,0.1971,1.0936,1.2019
2023,7,5,lat,Vecchia_mm20,0.0523,0.0430,-0.0219,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1465,13.7447,0.3640,0.5229,2.1224,2.1564
2023,7,5,lon,Vecchia_mm20,0.0807,0.0730,-0.0568,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1465,13.7447,0.3640,0.5229,2.1224,2.1564
