year,month,day_num,direction,model,lag,daily_mean,mean_pair_count,mean_model,normalized,n_anchor_obs,hour_1,n_pairs_hour_1,residual_var_hour_1,hour_2,n_pairs_hour_2,residual_var_hour_2,hour_3,n_pairs_hour_3,residual_var_hour_3,hour_4,n_pairs_hour_4,residual_var_hour_4,hour_5,n_pairs_hour_5,residual_var_hour_5,hour_6,n_pairs_hour_6,residual_var_hour_6,hour_7,n_pairs_hour_7,residual_var_hour_7,hour_8,n_pairs_hour_8,residual_var_hour_8
2023,7,1,lat,Vecchia_mm20,0.0440,0.3161,17619.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.4486,17532,8.9059,0.4178,17525,11.3448,0.3573,17671,12.8743,0.3171,17746,14.2308,0.2921,17724,14.8953,0.2829,17679,14.5945,0.2250,17527,13.9991,0.1881,17549.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.1320,0.5236,17245.6250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.5801,17164,8.9059,0.6160,17153,11.3448,0.6191,17306,12.8743,0.5536,17403,14.2308,0.5239,17372,14.8953,0.5082,17310,14.5945,0.4155,17107,13.9991,0.3725,17150.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.1760,0.5818,17070.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.6347,16996,8.9059,0.6600,16970,11.3448,0.6712,17132,12.8743,0.6246,17243,14.2308,0.5901,17210,14.8953,0.5746,17133,14.5945,0.4713,16909,13.9991,0.4280,16974.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.3960,0.7487,16261.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.7416,16190,8.9059,0.7440,16152,11.3448,0.7814,16339,12.8743,0.7829,16460,14.2308,0.7915,16419,14.8953,0.7625,16332,14.5945,0.7264,16062,13.9991,0.6592,16134.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.6160,0.8342,15492.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.7995,15454,8.9059,0.8104,15440,11.3448,0.8248,15585,12.8743,0.8300,15674,14.2308,0.8629,15629,14.8953,0.8353,15548,14.5945,0.8716,15263,13.9991,0.8391,15344.0000,13.3908
2023,7,1,lat,Vecchia_mm20,0.8360,0.8780,14723.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8200,14722,8.9059,0.8474,14716,11.3448,0.8532,14825,12.8743,0.8470,14881,14.2308,0.8904,14828,14.8953,0.8933,14756,14.5945,0.9131,14495,13.9991,0.9594,14563.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.0560,0.8856,13938.5000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8300,13958,8.9059,0.8573,13935,11.3448,0.8723,14033,12.8743,0.8514,14092,14.2308,0.8681,14051,14.8953,0.8795,13965,14.5945,0.9150,13694,13.9991,1.0115,13780.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.2760,0.8757,13169.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8600,13167,8.9059,0.8769,13144,11.3448,0.8853,13240,12.8743,0.8443,13301,14.2308,0.8377,13272,14.8953,0.8500,13195,14.5945,0.8739,12974,13.9991,0.9778,13061.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.4960,0.9001,12402.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8909,12363,8.9059,0.8989,12347,11.3448,0.9151,12451,12.8743,0.8945,12509,14.2308,0.8898,12490,14.8953,0.8856,12446,14.5945,0.8998,12269,13.9991,0.9264,12343.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.7160,0.9234,11620.3750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.9147,11571,8.9059,0.9430,11549,11.3448,0.9311,11651,12.8743,0.9541,11726,14.2308,0.9072,11712,14.8953,0.9191,11659,14.5945,0.9154,11510,13.9991,0.9025,11585.0000,13.3908
2023,7,1,lat,Vecchia_mm20,1.9360,0.9319,10840.7500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.9317,10794,8.9059,0.9615,10763,11.3448,0.9530,10871,12.8743,0.9366,10933,14.2308,0.9264,10925,14.8953,0.9119,10876,14.5945,0.8989,10751,13.9991,0.9352,10813.0000,13.3908
2023,7,1,lat,Vecchia_mm20,2.1560,0.9448,10062.6250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.9130,10015,8.9059,0.9805,9982,11.3448,0.9615,10094,12.8743,0.9214,10151,14.2308,0.9500,10131,14.8953,0.9184,10111,14.5945,0.8973,9987,13.9991,1.0164,10030.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.0630,0.3294,17653.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.4579,17566,8.9059,0.4175,17563,11.3448,0.3769,17708,12.8743,0.3379,17787,14.2308,0.3038,17765,14.8953,0.3045,17712,14.5945,0.2355,17551,13.9991,0.2013,17573.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.1260,0.4341,17505.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.5481,17432,8.9059,0.5227,17420,11.3448,0.4957,17564,12.8743,0.4637,17652,14.2308,0.4162,17626,14.8953,0.4062,17555,14.5945,0.3354,17373,13.9991,0.2851,17419.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.1800,0.5021,17368.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.6034,17298,8.9059,0.5912,17288,11.3448,0.5636,17435,12.8743,0.5298,17524,14.2308,0.4846,17496,14.8953,0.5002,17420,14.5945,0.4004,17211,13.9991,0.3438,17279.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.3690,0.6262,17004.7500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.7218,16949,8.9059,0.6881,16934,11.3448,0.6688,17080,12.8743,0.6547,17176,14.2308,0.6254,17136,14.8953,0.6523,17048,14.5945,0.5373,16817,13.9991,0.4609,16898.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.5580,0.6991,16674.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.7891,16611,8.9059,0.7418,16595,11.3448,0.7189,16765,12.8743,0.7253,16852,14.2308,0.7037,16808,14.8953,0.7302,16704,14.5945,0.6336,16485,13.9991,0.5500,16579.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.7470,0.7447,16348.3750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8265,16276,8.9059,0.7767,16270,11.3448,0.7571,16438,12.8743,0.7544,16535,14.2308,0.7449,16495,14.8953,0.7861,16376,14.5945,0.7130,16148,13.9991,0.5987,16249.0000,13.3908
2023,7,1,lon,Vecchia_mm20,0.9360,0.7764,16027.6250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8213,15964,8.9059,0.7964,15962,11.3448,0.7818,16127,12.8743,0.7846,16217,14.2308,0.7831,16173,14.8953,0.8270,16050,14.5945,0.7569,15799,13.9991,0.6598,15929.0000,13.3908
2023,7,1,lon,Vecchia_mm20,1.1250,0.8137,15699.8750,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8710,15649,8.9059,0.8042,15628,11.3448,0.8140,15791,12.8743,0.8206,15875,14.2308,0.8206,15832,14.8953,0.8571,15725,14.5945,0.8036,15492,13.9991,0.7185,15607.0000,13.3908
2023,7,1,lon,Vecchia_mm20,1.3140,0.8295,15363.2500,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.8984,15312,8.9059,0.8059,15288,11.3448,0.8233,15449,12.8743,0.8489,15534,14.2308,0.8176,15495,14.8953,0.8474,15402,14.5945,0.8240,15162,13.9991,0.7705,15264.0000,13.3908
2023,7,1,lon,Vecchia_mm20,1.5030,0.8504,15022.1250,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,1513,0.9200,14985,8.9059,0.8409,14952,11.3448,0.8397,15107,12.8743,0.8648,15192,14.2308,0.8402,15156,14.8953,0.8393,15060,14.5945,0.8399,14813,13.9991,0.8184,14912.0000,13.3908
