variant,label,smooth,nugget,source_model_variant,source_vecchia_loss_per_obs,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_obs,mean_rank,residual_df,n_eigen,eigen_threshold,min_kept_eigen,max_kept_eigen,sum_score2,score2_per_df,loss,loss_per_obs,max_abs_bridge,max_abs_bridge_scaled,brown_bridge_band_width,cov_seconds,eig_seconds,beta_intercept,beta_lat_centered,beta_hour_1,beta_hour_2,beta_hour_3,beta_hour_4,beta_hour_5,beta_hour_6,beta_hour_7,total_seconds,subset_mode,tile_grid,tile_row,tile_col,maxmin_points_per_hour,n_hours
s05_n1_rangetime_short,Matern s=0.5 nugget1 range_time=1,0.50000000,1.00000000,matern_s05_n1_rangetime_short,1.13313800,6.54225300,0.12457000,0.18788200,1.00000000,0.07930900,-0.19359900,1.00000000,3113,9,3104.00000000,3113,0.00000000,4.55359716,32.65069437,3764.43976542,1.21277054,7781.51370425,2.49968317,0.23750277,9.35652406,0.03447358,0.12406206,5.42688680,260.10078278,1.14143766,0.03199625,0.22980253,0.65165828,0.91428930,0.49014487,0.19748951,0.05141514,5.58670783,maxmin,5x5,3,3,400,8
s05_n1_rangetime_true,Matern s=0.5 nugget1 range_time true,0.50000000,1.00000000,matern_s05_n1_rangetime_true,1.12637400,9.95216800,0.19858800,0.29921500,2.00000000,0.08167400,-0.19624100,1.00000000,3113,9,3104.00000000,3113,0.00000002,4.28258752,157.79210107,3043.66540836,0.98056231,7693.19375253,2.47131184,0.02123373,0.83651184,0.03447358,0.12040091,1.53651905,260.10454885,1.12606264,0.02199603,0.20019263,0.61387908,0.87829595,0.47206831,0.19542844,0.04091702,1.69054008,maxmin,5x5,3,3,400,8
s05_n1_rangetime_long,Matern s=0.5 nugget1 range_time=4,0.50000000,1.00000000,matern_s05_n1_rangetime_long,1.12706500,18.68818700,0.38218700,0.57561700,4.00000000,0.08241000,-0.19784500,1.00000000,3113,9,3104.00000000,3113,0.00000012,4.24228363,1163.42909141,2703.47103396,0.87096361,7751.49042869,2.49003869,0.13241368,5.21649384,0.03447358,0.14674592,1.52310085,260.09187619,1.08299666,0.01454141,0.18706949,0.60283106,0.87970777,0.49376571,0.23101832,0.07187249,1.69956112,maxmin,5x5,3,3,400,8
