scenario,mode_fraction,observed_cumulative_energy,expected_cumulative_energy,null_q025,null_q975
true,0.596078431372549,0.5897508840450886,0.596078431372549,0.5863657511935266,0.6051380485673798
true,0.6,0.593376385684318,0.6,0.5900235795008699,0.6091266744670575
true,0.6039215686274509,0.5971853687806858,0.6039215686274509,0.5940476550844697,0.6129642433963095
true,0.6078431372549019,0.6009657579549449,0.6078431372549019,0.5979907298400754,0.616879369982663
true,0.611764705882353,0.6044555640607562,0.611764705882353,0.6021945420211237,0.6208245831516896
true,0.615686274509804,0.6084450266655916,0.615686274509804,0.6062987242180861,0.6247353037403174
true,0.6196078431372549,0.6121080144866576,0.6196078431372549,0.6104222151978412,0.6289901379277177
true,0.6235294117647059,0.615813631214951,0.6235294117647059,0.6140954424525922,0.6329987274000952
true,0.6274509803921569,0.6197413156752872,0.6274509803921569,0.6182739344330133,0.6370732805051035
true,0.6313725490196078,0.623578493354448,0.6313725490196078,0.622424651678279,0.6410134553228832
true,0.6352941176470588,0.6273123730250386,0.6352941176470588,0.6263789894932423,0.6454187610245906
true,0.6392156862745098,0.6314775308756044,0.6392156862745098,0.6305074417344022,0.6494223400597778
true,0.6431372549019608,0.635350234854352,0.6431372549019608,0.6343059797739092,0.6533821424516341
true,0.6470588235294118,0.6395823073847657,0.6470588235294118,0.6385552101135431,0.6572067449719563
true,0.6509803921568628,0.6433486682936584,0.6509803921568628,0.642400953832748,0.661067869881406
true,0.6549019607843137,0.6471940173019082,0.6549019607843137,0.6460073842914678,0.6645958474214014
true,0.6588235294117647,0.6509294926564128,0.6588235294117647,0.6497390991247651,0.6689187934475754
true,0.6627450980392157,0.654969957878217,0.6627450980392157,0.6536450073177532,0.6732162553094362
true,0.6666666666666666,0.6583905813089806,0.6666666666666666,0.657322815499642,0.6771686017910855
true,0.6705882352941176,0.6620615080792707,0.6705882352941176,0.6611786636792837,0.6810922450263094
true,0.6745098039215687,0.6659789389138671,0.6745098039215687,0.6650815566839834,0.6854095061541947
true,0.6784313725490196,0.670081864042942,0.6784313725490196,0.6690054004177995,0.689408704395932
true,0.6823529411764706,0.6742707491283437,0.6823529411764706,0.6725938972911264,0.6935437450342645
true,0.6862745098039216,0.6786153371030185,0.6862745098039216,0.6760970614422968,0.6972977424370398
true,0.6901960784313725,0.6824762784442525,0.6901960784313725,0.6802643593143678,0.7016187121905758
true,0.6941176470588235,0.6867892555523133,0.6941176470588235,0.6841218754533888,0.7060345162135956
true,0.6980392156862745,0.690714774940155,0.6980392156862745,0.6879383680853944,0.7102371207846154
true,0.7019607843137254,0.6945691663356318,0.7019607843137254,0.6919357318969213,0.7144498297846996
true,0.7058823529411765,0.6984027500012153,0.7058823529411765,0.6960249075441752,0.7183867647961448
true,0.7098039215686275,0.7024343395805138,0.7098039215686275,0.6999631972577586,0.7223313659419733
true,0.7137254901960784,0.7060483489205615,0.7137254901960784,0.7038718420101012,0.7262744408350299
true,0.7176470588235294,0.7100482319808231,0.7176470588235294,0.7075472821595092,0.7301994724627822
true,0.7215686274509804,0.7138993400142166,0.7215686274509804,0.7111690844115487,0.7343967285619769
true,0.7254901960784313,0.7178557644268642,0.7254901960784313,0.7149052144933219,0.7383498579699552
true,0.7294117647058823,0.7218652490509764,0.7294117647058823,0.7186360814821059,0.7424138468723177
true,0.7333333333333333,0.725826636841936,0.7333333333333333,0.7228180652968451,0.7462607296733313
true,0.7372549019607844,0.7299106937307951,0.7372549019607844,0.7266285970634325,0.7501828828029738
true,0.7411764705882353,0.7338627926495297,0.7411764705882353,0.7302862947312241,0.7539442114380618
true,0.7450980392156863,0.7379544408080071,0.7450980392156863,0.7342136765959273,0.7581161920381123
true,0.7490196078431373,0.7414891905895458,0.7490196078431373,0.7380505308291024,0.7616976352086428
true,0.7529411764705882,0.7457281273167415,0.7529411764705882,0.7418555853100466,0.7661426418623343
true,0.7568627450980392,0.7494709516665546,0.7568627450980392,0.7460640836500503,0.7700288085358094
true,0.7607843137254902,0.7531828494137331,0.7607843137254902,0.7496322452849838,0.7744065247628957
true,0.7647058823529411,0.7570693785203065,0.7647058823529411,0.7536554038550596,0.7781829361225219
true,0.7686274509803922,0.7609750935654265,0.7686274509803922,0.7577236140834677,0.7820562189966617
true,0.7725490196078432,0.7651138518062266,0.7725490196078432,0.7614950511403314,0.7855735524595873
true,0.7764705882352941,0.7685573028151723,0.7764705882352941,0.7650276867741581,0.7893909605719666
true,0.7803921568627451,0.7727678407788988,0.7803921568627451,0.7688098555008068,0.7934405677230026
true,0.7843137254901961,0.7771215384356908,0.7843137254901961,0.7728519687998607,0.7974701170439609
