scenario,scenario_label,expected_primary_band,band,orientation,orientation_label,n_coefficients,stored_day_energy_ratio,null_mean,null_q025,null_q975,stored_day_two_sided_p
true,true model,none,low,H,lat detail (cH),2400,0.9471157616166852,0.993608171119051,0.9096607463062812,1.0659893793295987,0.27692307692307694
true,true model,none,low,V,lon detail (cV),2400,1.0059239812393763,1.0133537078780162,0.9346588016426693,1.0918102025990948,0.8923076923076924
true,true model,none,low,D,diagonal (cD),2400,1.0514913283665506,0.9994460847361337,0.9347935093785839,1.0596273731111538,0.15384615384615385
true,true model,none,low,all,pooled,7200,1.001510357074204,1.002135987911067,0.9565325367186183,1.0498769042421259,0.8923076923076924
true,true model,none,middle,H,lat detail (cH),9280,0.9954635065162094,0.9895246917800853,0.9558740365919604,1.0313418011474302,0.7384615384615385
true,true model,none,middle,V,lon detail (cV),9280,0.9963447338941808,1.004212546746151,0.9661908343632896,1.0382109860812927,0.6923076923076923
true,true model,none,middle,D,diagonal (cD),9280,0.9830386456536918,1.002727780831913,0.9730531255350447,1.030688915302018,0.24615384615384617
true,true model,none,middle,all,pooled,27840,0.9916156286880273,0.9988216731193831,0.9739311379148282,1.0261516883112753,0.6615384615384615
true,true model,none,high,H,lat detail (cH),36345,0.9941262461667718,1.0016401408966944,0.9851164976853718,1.02006354281619,0.36923076923076925
true,true model,none,high,V,lon detail (cV),36345,0.9907939509363914,0.9961158236282533,0.9786234004559564,1.014408570849822,0.6153846153846154
true,true model,none,high,D,diagonal (cD),36345,0.9848294865743987,1.0019902860188254,0.9863489518578663,1.021322400711918,0.12307692307692308
true,true model,none,high,all,pooled,109035,0.989916561225854,0.9999154168479243,0.9890423868949929,1.0131988458244894,0.13846153846153847
lon_short,longitude range 0.5x,low,low,H,lat detail (cH),2400,1.4690270719965808,0.99563973675758,0.9229799714498582,1.0594318670218175,0.015384615384615385
lon_short,longitude range 0.5x,low,low,V,lon detail (cV),2400,0.6431457043105244,1.0130981053619044,0.9302160199146986,1.0911141914439688,0.015384615384615385
lon_short,longitude range 0.5x,low,low,D,diagonal (cD),2400,0.9797552089661008,1.0010499236518353,0.945985360545892,1.0612096378523403,0.5538461538461539
