scenario,scenario_label,expected_primary_band,band,orientation,orientation_label,n_coefficients,stored_day_energy_ratio,null_mean,null_q025,null_q975,stored_day_two_sided_p
lon_short,longitude range 0.5x,low,low,all,pooled,7200,1.0306426617577353,1.00326258859044,0.9505592009870633,1.0534385698834632,0.3230769230769231
lon_short,longitude range 0.5x,low,middle,H,lat detail (cH),9280,1.3575943598665554,0.9909364137422775,0.9618195548480345,1.0253184852558597,0.015384615384615385
lon_short,longitude range 0.5x,low,middle,V,lon detail (cV),9280,0.5233558354237798,1.0074527340202886,0.9668192665007262,1.0492271366911043,0.015384615384615385
lon_short,longitude range 0.5x,low,middle,D,diagonal (cD),9280,0.8432560960273163,1.0041354504361042,0.9709085742915414,1.032668783935712,0.015384615384615385
lon_short,longitude range 0.5x,low,middle,all,pooled,27840,0.9080687637725506,1.0008415327328901,0.9770853247145675,1.0265888754808012,0.015384615384615385
lon_short,longitude range 0.5x,low,high,H,lat detail (cH),36345,1.0996126231944967,1.0026126009295837,0.9868927867972113,1.0187849674325555,0.015384615384615385
lon_short,longitude range 0.5x,low,high,V,lon detail (cV),36345,0.5636802581865468,0.9986727632304544,0.9821558166821595,1.017914761146507,0.015384615384615385
lon_short,longitude range 0.5x,low,high,D,diagonal (cD),36345,0.8608580238542991,1.002667599356414,0.9882076028234383,1.020157323628538,0.015384615384615385
lon_short,longitude range 0.5x,low,high,all,pooled,109035,0.8413836350784474,1.001317654505484,0.9911526825264881,1.0114981400977963,0.015384615384615385
lon_long,longitude range 2x,low,low,H,lat detail (cH),2400,0.7123511175356583,0.9905607277303102,0.8911330213751658,1.0971098101211805,0.015384615384615385
lon_long,longitude range 2x,low,low,V,lon detail (cV),2400,2.215181009673858,1.0126157516214,0.9269494013727906,1.0944629410424982,0.015384615384615385
lon_long,longitude range 2x,low,low,D,diagonal (cD),2400,1.6153285484005504,0.9998756205193688,0.9304034102885668,1.0554466156463913,0.015384615384615385
lon_long,longitude range 2x,low,low,all,pooled,7200,1.514286891870022,1.001017366623693,0.9518691555171198,1.0519345928990909,0.015384615384615385
lon_long,longitude range 2x,low,middle,H,lat detail (cH),9280,0.7982940515014412,0.9885836577939057,0.9511552895387995,1.0332788864635913,0.015384615384615385
lon_long,longitude range 2x,low,middle,V,lon detail (cV),9280,2.1398182552163685,1.00165857727956,0.9659085083707372,1.0342276248623807,0.015384615384615385
lon_long,longitude range 2x,low,middle,D,diagonal (cD),9280,1.3805858253570478,1.0006832244089432,0.9698989436639043,1.0333208944393997,0.015384615384615385
lon_long,longitude range 2x,low,middle,all,pooled,27840,1.4395660440249525,0.996975153160803,0.971310031489623,1.0293711173645999,0.015384615384615385
lon_long,longitude range 2x,low,high,H,lat detail (cH),36345,0.883987662150452,1.0007764011594453,0.9803659512138732,1.0228052967260444,0.015384615384615385
lon_long,longitude range 2x,low,high,V,lon detail (cV),36345,1.5378435671266397,0.9955671011875077,0.9784322634929387,1.0154974713279272,0.015384615384615385
lon_long,longitude range 2x,low,high,D,diagonal (cD),36345,1.2140542240081673,1.0014885309006216,0.9845099875957443,1.0225056136505544,0.015384615384615385
lon_long,longitude range 2x,low,high,all,pooled,109035,1.211961817761753,0.9992773444158581,0.9863767518134707,1.016434314997444,0.015384615384615385
smooth_rough,smoothness 0.3,high,low,H,lat detail (cH),2400,1.117819291649508,0.9932316176259255,0.9152883461462409,1.0659001617800787,0.015384615384615385
smooth_rough,smoothness 0.3,high,low,V,lon detail (cV),2400,1.1780099800393662,1.0133235685722473,0.9370893133958498,1.0897651977787968,0.015384615384615385
smooth_rough,smoothness 0.3,high,low,D,diagonal (cD),2400,1.1139792340530434,1.0008809977971147,0.936272992915666,1.0604775378964366,0.015384615384615385
smooth_rough,smoothness 0.3,high,low,all,pooled,7200,1.1366028352473059,1.002478727998429,0.9611894075569373,1.0462249857807382,0.015384615384615385
smooth_rough,smoothness 0.3,high,middle,H,lat detail (cH),9280,0.9514039039157022,0.9898445924560482,0.9593976642939038,1.0264677820851917,0.06153846153846154
smooth_rough,smoothness 0.3,high,middle,V,lon detail (cV),9280,0.9401593416322612,1.0039254683880594,0.9669032856248658,1.0358643348692826,0.015384615384615385
smooth_rough,smoothness 0.3,high,middle,D,diagonal (cD),9280,0.7732254889382596,1.0019794444488308,0.9718694160153222,1.0290448639987884,0.015384615384615385
smooth_rough,smoothness 0.3,high,middle,all,pooled,27840,0.8882629114954076,0.9985831684309795,0.9752126026146666,1.023206769023346,0.015384615384615385
smooth_rough,smoothness 0.3,high,high,H,lat detail (cH),36345,0.7104847781170014,1.0016758463276803,0.9857450701784424,1.0192468256264002,0.015384615384615385
smooth_rough,smoothness 0.3,high,high,V,lon detail (cV),36345,0.7058140685028288,0.9960073321228351,0.9798027111962971,1.0125965728088002,0.015384615384615385
smooth_rough,smoothness 0.3,high,high,D,diagonal (cD),36345,0.6384128068769553,1.0017900629312801,0.9860159852356996,1.0208252901576618,0.015384615384615385
smooth_rough,smoothness 0.3,high,high,all,pooled,109035,0.6849038844989285,0.9998244137939317,0.9896960519805109,1.0118258942660843,0.015384615384615385
smooth_smoother,smoothness 1.0,high,low,H,lat detail (cH),2400,0.8299127916591393,0.9943076600000413,0.9008849346253114,1.0725422767749662,0.015384615384615385
smooth_smoother,smoothness 1.0,high,low,V,lon detail (cV),2400,0.8925782500469692,1.013508147142589,0.9326366952202207,1.0959647631432734,0.015384615384615385
smooth_smoother,smoothness 1.0,high,low,D,diagonal (cD),2400,1.1006082170389784,0.9975050206401672,0.9321562229492204,1.063795146856477,0.015384615384615385
smooth_smoother,smoothness 1.0,high,low,all,pooled,7200,0.9410330862483623,1.0017736092609324,0.9469291491343655,1.0590235987759007,0.06153846153846154
smooth_smoother,smoothness 1.0,high,middle,H,lat detail (cH),9280,1.1926778881896727,0.9893794654992798,0.9555191704202565,1.0395478128504627,0.015384615384615385
smooth_smoother,smoothness 1.0,high,middle,V,lon detail (cV),9280,1.2142387346873431,1.0049037741185427,0.965282501538357,1.042695183947922,0.015384615384615385
smooth_smoother,smoothness 1.0,high,middle,D,diagonal (cD),9280,1.557904203809865,1.003619615405815,0.9711881918267912,1.0343062492338189,0.015384615384615385
smooth_smoother,smoothness 1.0,high,middle,all,pooled,27840,1.3216069422289602,0.9993009516745459,0.9726072589162079,1.0310892129626883,0.015384615384615385
smooth_smoother,smoothness 1.0,high,high,H,lat detail (cH),36345,1.6515825217865174,1.001392630354483,0.9833097536791208,1.0205571493837255,0.015384615384615385
smooth_smoother,smoothness 1.0,high,high,V,lon detail (cV),36345,1.6387771016639856,0.9962685150473939,0.9779885666981439,1.0170121400921948,0.015384615384615385
smooth_smoother,smoothness 1.0,high,high,D,diagonal (cD),36345,1.6742324305035827,1.0020376396612518,0.986055417063929,1.021449497811982,0.015384615384615385
smooth_smoother,smoothness 1.0,high,high,all,pooled,109035,1.6548640179846952,0.9998995950210428,0.9880701713903461,1.0150460424189875,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,low,H,lat detail (cH),2400,0.9633946491350527,0.9935401634132055,0.9081696115351351,1.0666909892222391,0.4307692307692308
nugget_zero,nugget 0 (truth 1),high,low,V,lon detail (cV),2400,1.025408710046727,1.0134055198655392,0.9339596326893856,1.0925192580196479,0.7846153846153846
nugget_zero,nugget 0 (truth 1),high,low,D,diagonal (cD),2400,1.0987875592589345,0.998884342436889,0.934395018425092,1.059786379115737,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,low,all,pooled,7200,1.0291969728135715,1.001943341905211,0.954864050074015,1.0506616179742074,0.3384615384615385
nugget_zero,nugget 0 (truth 1),high,middle,H,lat detail (cH),9280,1.0908561594219859,0.9892608143944714,0.9554361208002797,1.0342511601583861,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,middle,V,lon detail (cV),9280,1.09994884151778,1.0042872964927383,0.9657454864027895,1.0402805623331635,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,middle,D,diagonal (cD),9280,1.2407475764376799,1.0031714929814972,0.9706539610480068,1.0316628952343667,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,middle,all,pooled,27840,1.1438508591258154,0.9989065346229024,0.9731707661247857,1.0280875460118521,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,high,H,lat detail (cH),36345,1.4507687995434904,1.0015258577485562,0.9824655530369754,1.0216633093644991,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,high,V,lon detail (cV),36345,1.471516359007939,0.996194279095101,0.9775775777064609,1.0169964066037176,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,high,D,diagonal (cD),36345,1.8056279037835858,1.00222305036604,0.987288059961991,1.0222874539459592,0.015384615384615385
nugget_zero,nugget 0 (truth 1),high,high,all,pooled,109035,1.5759710207783386,0.9999810624032324,0.9881923698202094,1.014033242851924,0.015384615384615385
