scenario,scenario_label,expected_primary_band,dominant_detected_band,dominant_matches_expectation,low_rejection_rate,middle_rejection_rate,high_rejection_rate,low_mean_energy_ratio,middle_mean_energy_ratio,high_mean_energy_ratio,low_absolute_log2_effect,middle_absolute_log2_effect,high_absolute_log2_effect,false_positive_rate_if_true
true,true model,none,low,True,0.109375,0.0,0.03125,0.9947504310167523,0.9952634793624686,0.9984030990112895,0.007593475860939249,0.006849589281413685,0.002305682600982837,0.109375
lon_short,longitude range 0.5x,low,high,False,0.21875,1.0,1.0,1.0348847782609778,0.9092285065354562,0.848849910608745,0.04947015025119578,0.13728517800764123,0.2364186086738134,
lon_long,longitude range 2x,low,low,True,1.0,1.0,1.0,1.4842559202222807,1.4473106392291375,1.2227853759619087,0.5697398675672796,0.5333746036785137,0.2901712033684385,
smooth_rough,smoothness 0.3,high,high,True,1.0,1.0,1.0,1.1303277028572394,0.890710070558137,0.6908861849387469,0.17674109719556114,0.1669721893314206,0.5334800310881744,
smooth_smoother,smoothness 1.0,high,high,True,0.734375,1.0,1.0,0.9329207840978133,1.328178646861136,1.668633140848164,0.10017351031745436,0.4094492096416532,0.7386668042775294,
nugget_zero,nugget 0 (truth 1),high,high,True,0.0625,1.0,1.0,1.0218618031920939,1.1487852692043619,1.589785486452835,0.031200099083125946,0.2001091548114922,0.668832112359293,
