year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2025,7,1,lat,Corridor_4x4_lag643,0.0931,0.0801,-0.0722,hour_dummy_plus_lat_lon_ols,True,11.1683,0.1768,0.2280,0.8872,1.7686
2025,7,1,lat,Debiased_Whittle,0.1309,0.1095,-0.1016,hour_dummy_plus_lat_lon_ols,True,8.4155,0.1261,0.1795,0.7922,1.2751
2025,7,1,lat,Vecchia_mm20,0.0491,0.0418,-0.0281,hour_dummy_plus_lat_lon_ols,True,13.4357,0.2876,0.3948,1.4318,2.8940
2025,7,1,lon,Corridor_4x4_lag643,0.1468,0.1371,-0.1371,hour_dummy_plus_lat_lon_ols,True,11.1683,0.1768,0.2280,0.8872,1.7686
2025,7,1,lon,Debiased_Whittle,0.1727,0.1634,-0.1634,hour_dummy_plus_lat_lon_ols,True,8.4155,0.1261,0.1795,0.7922,1.2751
2025,7,1,lon,Vecchia_mm20,0.0880,0.0797,-0.0694,hour_dummy_plus_lat_lon_ols,True,13.4357,0.2876,0.3948,1.4318,2.8940
2025,7,2,lat,Corridor_4x4_lag643,0.1217,0.1050,-0.0855,hour_dummy_plus_lat_lon_ols,True,7.5882,0.1887,0.2685,0.9915,1.0556
2025,7,2,lat,Debiased_Whittle,0.1500,0.1311,-0.1117,hour_dummy_plus_lat_lon_ols,True,4.8618,0.1520,0.1904,1.0636,0.9543
2025,7,2,lat,Vecchia_mm20,0.0724,0.0608,-0.0360,hour_dummy_plus_lat_lon_ols,True,8.5452,0.3268,0.5688,1.6053,1.9327
2025,7,2,lon,Corridor_4x4_lag643,0.2136,0.1983,-0.1983,hour_dummy_plus_lat_lon_ols,True,7.5882,0.1887,0.2685,0.9915,1.0556
2025,7,2,lon,Debiased_Whittle,0.2552,0.2469,-0.2469,hour_dummy_plus_lat_lon_ols,True,4.8618,0.1520,0.1904,1.0636,0.9543
2025,7,2,lon,Vecchia_mm20,0.1188,0.1015,-0.0917,hour_dummy_plus_lat_lon_ols,True,8.5452,0.3268,0.5688,1.6053,1.9327
2025,7,3,lat,Corridor_4x4_lag643,0.1064,0.0953,-0.0953,hour_dummy_plus_lat_lon_ols,True,11.0159,0.1530,0.2222,0.9926,2.1888
2025,7,3,lat,Debiased_Whittle,0.1154,0.1022,-0.1022,hour_dummy_plus_lat_lon_ols,True,7.3905,0.1373,0.1929,0.9083,1.2716
2025,7,3,lat,Vecchia_mm20,0.0629,0.0551,-0.0535,hour_dummy_plus_lat_lon_ols,True,12.4526,0.2550,0.3930,1.4604,3.2648
2025,7,3,lon,Corridor_4x4_lag643,0.1759,0.1666,-0.1666,hour_dummy_plus_lat_lon_ols,True,11.0159,0.1530,0.2222,0.9926,2.1888
2025,7,3,lon,Debiased_Whittle,0.1878,0.1793,-0.1793,hour_dummy_plus_lat_lon_ols,True,7.3905,0.1373,0.1929,0.9083,1.2716
2025,7,3,lon,Vecchia_mm20,0.1199,0.1030,-0.0997,hour_dummy_plus_lat_lon_ols,True,12.4526,0.2550,0.3930,1.4604,3.2648
2025,7,4,lat,Corridor_4x4_lag643,0.0443,0.0358,-0.0349,hour_dummy_plus_lat_lon_ols,True,10.6301,0.1510,0.1867,1.1244,2.3924
2025,7,4,lat,Debiased_Whittle,0.0614,0.0492,-0.0482,hour_dummy_plus_lat_lon_ols,True,6.7565,0.1344,0.1584,1.0481,1.8540
2025,7,4,lat,Vecchia_mm20,0.0261,0.0214,-0.0200,hour_dummy_plus_lat_lon_ols,True,10.0272,0.2031,0.2686,1.5987,3.4398
2025,7,4,lon,Corridor_4x4_lag643,0.1127,0.1013,-0.1013,hour_dummy_plus_lat_lon_ols,True,10.6301,0.1510,0.1867,1.1244,2.3924
2025,7,4,lon,Debiased_Whittle,0.1305,0.1216,-0.1216,hour_dummy_plus_lat_lon_ols,True,6.7565,0.1344,0.1584,1.0481,1.8540
2025,7,4,lon,Vecchia_mm20,0.0869,0.0748,-0.0745,hour_dummy_plus_lat_lon_ols,True,10.0272,0.2031,0.2686,1.5987,3.4398
2025,7,5,lat,Corridor_4x4_lag643,0.0450,0.0392,-0.0058,hour_dummy_plus_lat_lon_ols,True,17.2388,0.1575,0.2078,1.0746,1.4687
2025,7,5,lat,Debiased_Whittle,0.0683,0.0537,-0.0210,hour_dummy_plus_lat_lon_ols,True,16.4135,0.1271,0.1616,1.1702,0.6533
2025,7,5,lat,Vecchia_mm20,0.0347,0.0323,0.0323,hour_dummy_plus_lat_lon_ols,True,20.0855,0.2447,0.3328,1.5630,2.9463
2025,7,5,lon,Corridor_4x4_lag643,0.1234,0.1080,-0.1080,hour_dummy_plus_lat_lon_ols,True,17.2388,0.1575,0.2078,1.0746,1.4687
2025,7,5,lon,Debiased_Whittle,0.1500,0.1315,-0.1315,hour_dummy_plus_lat_lon_ols,True,16.4135,0.1271,0.1616,1.1702,0.6533
2025,7,5,lon,Vecchia_mm20,0.0698,0.0573,-0.0534,hour_dummy_plus_lat_lon_ols,True,20.0855,0.2447,0.3328,1.5630,2.9463
2025,7,6,lat,Corridor_4x4_lag643,0.0965,0.0793,-0.0517,hour_dummy_plus_lat_lon_ols,True,17.4777,0.1953,0.2887,1.1627,1.9987
2025,7,6,lat,Debiased_Whittle,0.0990,0.0804,-0.0529,hour_dummy_plus_lat_lon_ols,True,16.7865,0.1877,0.2412,1.0883,1.5359
2025,7,6,lat,Vecchia_mm20,0.0592,0.0498,-0.0212,hour_dummy_plus_lat_lon_ols,True,18.8992,0.2735,0.4558,1.5659,3.1041
2025,7,6,lon,Corridor_4x4_lag643,0.1706,0.1545,-0.1545,hour_dummy_plus_lat_lon_ols,True,17.4777,0.1953,0.2887,1.1627,1.9987
2025,7,6,lon,Debiased_Whittle,0.1933,0.1756,-0.1756,hour_dummy_plus_lat_lon_ols,True,16.7865,0.1877,0.2412,1.0883,1.5359
2025,7,6,lon,Vecchia_mm20,0.1028,0.0899,-0.0899,hour_dummy_plus_lat_lon_ols,True,18.8992,0.2735,0.4558,1.5659,3.1041
2025,7,7,lat,Corridor_4x4_lag643,0.1454,0.1350,-0.1350,hour_dummy_plus_lat_lon_ols,True,11.8774,0.1815,0.2658,1.1567,1.1196
2025,7,7,lat,Debiased_Whittle,0.1812,0.1653,-0.1653,hour_dummy_plus_lat_lon_ols,True,7.9682,0.1243,0.1828,1.1112,0.3215
2025,7,7,lat,Vecchia_mm20,0.0987,0.0853,-0.0826,hour_dummy_plus_lat_lon_ols,True,14.7416,0.2956,0.5380,1.8198,1.7465
2025,7,7,lon,Corridor_4x4_lag643,0.1608,0.1371,-0.1371,hour_dummy_plus_lat_lon_ols,True,11.8774,0.1815,0.2658,1.1567,1.1196
2025,7,7,lon,Debiased_Whittle,0.2071,0.1772,-0.1772,hour_dummy_plus_lat_lon_ols,True,7.9682,0.1243,0.1828,1.1112,0.3215
2025,7,7,lon,Vecchia_mm20,0.0472,0.0397,-0.0208,hour_dummy_plus_lat_lon_ols,True,14.7416,0.2956,0.5380,1.8198,1.7465
2025,7,8,lat,Corridor_4x4_lag643,0.1673,0.1604,-0.1604,hour_dummy_plus_lat_lon_ols,True,11.5394,0.1608,0.2496,1.0211,2.3030
