day_of_month,day_index,day,n_valid_o3,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,gc_alpha,gc_beta,gls_lat_mean,fit_nll,fit_steps,fit_converged,fit_max_abs_gradient,fit_objective_evaluations,fit_seconds,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8
3,2,2024-07-03,140352,20.46160006948331,0.36650175068017182,0.43288797019172159,2.8255430739365663,-0.0665458116636444,-0.26874846971937588,0,0.75,1,-0.50410027806441371,1.3773273596984474,2,True,8.5004919706855424e-06,27,169.70277574998909,-0.120560895432646,0.93181013169216231,-0.18255134692554933,-0.43418491475590371,-0.49113447146743822,-0.28623820926297855,-0.62002629870970138,-0.12109748176412499,1.7224192970477539
22,21,2024-07-22,143621,11.675329582811161,0.26045829443319679,0.33305022527939415,1.1463575968279254,0.022307938241055758,-0.0996366607907406,0,0.75,1,-0.47908697771695713,1.1909958876552196,1,True,2.3066065302227085e-05,20,123.05119729199214,0.2774571764536552,0.89049177060592921,-0.12255700733343836,-1.1685642311725633,-1.6724256134417286,-1.7548544482474646,0.49247383187322652,-0.28704779311049383,2.7879770824668797
31,30,2024-07-31,144048,7.2441526966501684,0.07574762165550529,0.092240507075727882,0.93525109842597598,0.0073753004008623186,-0.0098950451026380958,0,0.75,1,-0.49044526185449638,1.2349463623333934,2,True,3.4044917247732468e-05,30,184.23021083400818,-6.6958191198095482,0.86458912243630048,-0.59269576183544792,-1.3046250955561713,-1.5336374700224649,-0.89645688734660789,0.22678591512606161,1.0662982927941833,3.6559980305404522
