day_of_month,day_index,day,group,sample_count,empirical_h_aa,empirical_h_bb,empirical_h_ab,joint_h_aa,joint_h_bb,joint_h_ab,separable_h_aa,separable_h_bb,separable_h_ab,empirical_mean_l_squared,joint_mean_variance_l,separable_mean_variance_l,empirical_over_joint_pooled,empirical_over_separable_pooled,mean_individual_standardized_joint,mean_individual_standardized_separable,closer_variance_model,maximum_grid_error_standardized,maximum_source_error_standardized,cross_abs_error_joint,cross_abs_error_separable,cross_closer_model,var_l_abs_log_error_joint,var_l_abs_log_error_separable,var_l_closer_model
3,2,2024-07-03,all,44166,35.325096918368395,33.779308280466068,0.6050984703648794,35.187614531013757,35.153178744120396,0.16826721228093844,45.848482676282543,45.091465368908651,5.765981191181405,1.6971558650669782,1.7052984967626188,2.472685187590149,0.99522509888380317,0.68636148005602249,0.99510251110176373,0.68636403469340812,joint,0.032551478849720449,0.081318495825521031,0.43683125808394097,5.1608827208165255,joint,0.0047863373757265487,0.37635085118260431,joint
22,21,2024-07-22,all,49792,30.358897805697097,32.256024126569699,5.790033445594073,27.543011884947099,27.54561373966364,0.26381128953537453,33.076915721554315,32.71263684895569,3.8520390316120454,1.789351287296433,1.3418927155672962,1.7733581229660025,1.3334533130243351,1.0090185756183763,1.3341513017685269,1.0099153667993634,separable,0.032551478849720449,0.081318495825864104,5.5262221560586982,1.9379944139820275,separable,0.28777205317164589,0.0089781511310263722,separable
31,30,2024-07-31,all,51512,22.301655780474771,20.968685180831613,0.27950058326140176,21.918619345473566,21.915833108777008,0.04228815608881812,25.767833152496273,25.691987538798049,1.0497424293749451,1.0580418555449662,1.0596686849388763,1.2922897219501064,0.99846477543685841,0.81873424942848527,0.99791565701152385,0.81855642099851211,joint,0.032551478849720449,0.081334240311774247,0.23721242717258365,0.7702418461135434,joint,0.0015364042278926868,0.19999572955696998,joint
