variant,label,smooth,nugget,source_model_variant,source_vecchia_loss_per_obs,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_obs,mean_rank,residual_df,n_eigen,eigen_threshold,min_kept_eigen,max_kept_eigen,sum_score2,score2_per_df,loss,loss_per_obs,max_abs_bridge,max_abs_bridge_scaled,brown_bridge_band_width,cov_seconds,eig_seconds,beta_intercept,beta_lat_centered,beta_hour_1,beta_hour_2,beta_hour_3,beta_hour_4,beta_hour_5,beta_hour_6,beta_hour_7,total_seconds,subset_mode,tile_grid,tile_row,tile_col,maxmin_points_per_hour,n_hours
s05_n0,Matern s=0.5 nugget0 under,0.50000000,0.00000000,matern_s05_n0,1.13355800,8.58373700,0.10060700,0.14930900,1.14041800,0.07950800,-0.19560900,0.00000000,3113,9,3104.00000000,3113,0.00000000,4.97511583,32.03665345,3303.27831582,1.06420049,7755.71920859,2.49139711,0.13769198,5.42443492,0.03447358,0.12621999,5.26318812,260.09752837,1.14112678,0.02886705,0.22634204,0.65400306,0.91560035,0.48784784,0.21056815,0.07060845,5.41542888,maxmin,5x5,3,3,400,8
s05_n1,Matern s=0.5 nugget1 reference,0.50000000,1.00000000,matern_s05_n1,1.12635200,9.58980400,0.19087500,0.28760400,1.91005000,0.08158100,-0.19606400,1.00000000,3113,9,3104.00000000,3113,0.00000001,4.28864123,139.11152126,3082.12434315,0.99295243,7692.49460965,2.47108725,0.00910067,0.35852476,0.03447358,0.11861229,1.51518798,260.10492934,1.12780903,0.02277307,0.20195695,0.61589867,0.87974270,0.47215489,0.19458087,0.04065276,1.66709518,maxmin,5x5,3,3,400,8
s05_n2,Matern s=0.5 nugget2 over,0.50000000,2.00000000,matern_s05_n2,1.13630000,14.60744400,0.46564800,0.71202300,4.30057400,0.08361700,-0.19727300,2.00000000,3113,9,3104.00000000,3113,0.00000013,4.17212057,1323.74294640,3182.89668245,1.02541775,7734.10150046,2.48445278,0.04524132,1.78230130,0.03447358,0.13850594,1.55785894,260.09740286,1.06708036,0.01563100,0.18708694,0.59853214,0.87488000,0.49130714,0.22126544,0.06352018,1.72560883,maxmin,5x5,3,3,400,8
