variant,label,smooth,nugget,source_model_variant,source_vecchia_loss_per_obs,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,n_obs,mean_rank,residual_df,n_eigen,eigen_threshold,min_kept_eigen,max_kept_eigen,sum_score2,score2_per_df,loss,loss_per_obs,max_abs_bridge,max_abs_bridge_scaled,brown_bridge_band_width,cov_seconds,eig_seconds,beta_intercept,beta_lat_centered,beta_hour_1,beta_hour_2,beta_hour_3,beta_hour_4,beta_hour_5,beta_hour_6,beta_hour_7,total_seconds,subset_mode,tile_grid,tile_row,tile_col,maxmin_points_per_hour,n_hours
s05_n1,Matern s=0.5 nugget1 reference,0.50000000,1.00000000,matern_s05_n1,1.12635200,9.58980400,0.19087500,0.28760400,1.91005000,0.08158100,-0.19606400,1.00000000,3113,9,3104.00000000,3113,0.00000001,4.28864123,139.11152126,3082.12434315,0.99295243,7692.49460965,2.47108725,0.00910067,0.35852476,0.03447358,0.15545392,6.17403293,260.10492934,1.12780903,0.02277307,0.20195695,0.61589867,0.87974270,0.47215489,0.19458087,0.04065276,6.36783695,maxmin,5x5,3,3,400,8
s03_n1,Matern s=0.3 nugget1 rough,0.30000000,1.00000000,matern_s03_n1,1.13475300,15.86300800,0.90254300,1.37778300,8.19382200,0.08347200,-0.19638900,1.00000000,3113,9,3104.00000000,3113,0.00000043,4.02137719,4301.01001366,3679.64301709,1.18545200,7756.52466588,2.49165585,0.18830449,7.41833664,0.03447358,3.50459909,1.81348515,260.11904314,0.99507031,0.01693401,0.19249580,0.60749911,0.88260286,0.49348247,0.22238367,0.07217173,5.34667492,maxmin,5x5,3,3,400,8
s10_n1,Matern s=1.0 nugget1 smooth,1.00000000,1.00000000,matern_s10_n1,1.13798400,6.95494300,0.08456400,0.12551300,0.99196600,0.07871700,-0.19666800,1.00000000,3113,9,3104.00000000,3113,0.00000000,5.10194860,17.74578119,3616.26964858,1.16503532,7848.08687493,2.52106870,0.24271854,9.56200136,0.03447358,1.90174103,1.56521988,260.09016080,1.14320854,0.02806717,0.23832120,0.67389065,0.93889800,0.50373707,0.22640469,0.08993318,3.49768329,maxmin,5x5,3,3,400,8
