variant,rank_index,eigenvalue,score2,expected_increment,cumsum_score2,cumsum_expected,frac_expected,scaled_cumsum,bridge,band_lower,band_upper
s05_n1,1,139.11152126,0.36805314,0.73638130,0.36805314,0.73638130,0.00023724,0.00011857,-0.00011866,-0.03423634,0.03471082
s05_n1,2,126.87405674,0.06040201,0.66036452,0.42845515,1.39674581,0.00044998,0.00013803,-0.00031195,-0.03402360,0.03492356
s05_n1,3,121.99962771,0.58689064,0.71222749,1.01534579,2.10897331,0.00067944,0.00032711,-0.00035233,-0.03379414,0.03515302
s05_n1,4,118.28062486,0.04933799,0.98804015,1.06468378,3.09701346,0.00099775,0.00034300,-0.00065475,-0.03347583,0.03547133
s05_n1,5,117.35756616,0.58461605,0.99357769,1.64929983,4.09059115,0.00131785,0.00053135,-0.00078650,-0.03315573,0.03579142
s05_n1,6,114.53887860,0.16898629,0.87216310,1.81828612,4.96275425,0.00159883,0.00058579,-0.00101304,-0.03287475,0.03607240
s05_n1,7,112.44421024,0.02681176,0.98364071,1.84509788,5.94639496,0.00191572,0.00059443,-0.00132129,-0.03255786,0.03638930
s05_n1,8,110.26458549,0.89053839,0.97491141,2.73563627,6.92130637,0.00222980,0.00088133,-0.00134848,-0.03224378,0.03670338
s05_n1,9,106.16589434,0.05737534,0.96383561,2.79301161,7.88514198,0.00254032,0.00089981,-0.00164051,-0.03193326,0.03701390
s05_n1,10,102.21166116,0.11703816,0.96827802,2.91004977,8.85342000,0.00285226,0.00093752,-0.00191475,-0.03162132,0.03732584
s05_n1,11,100.08462360,4.28935339,0.99259932,7.19940316,9.84601932,0.00317204,0.00231940,-0.00085265,-0.03130154,0.03764562
s05_n1,12,97.69261532,3.58468994,0.95803327,10.78409310,10.80405259,0.00348069,0.00347426,-0.00000643,-0.03099289,0.03795427
s05_n1,13,95.02480343,2.44187493,0.94504733,13.22596803,11.74909993,0.00378515,0.00426094,0.00047580,-0.03068843,0.03825873
s05_n1,14,94.27660855,0.00372357,0.97967627,13.22969160,12.72877620,0.00410077,0.00426214,0.00016138,-0.03037281,0.03857434
s05_n1,15,90.83457828,0.62341422,0.98486077,13.85310582,13.71363697,0.00441805,0.00446299,0.00004493,-0.03005553,0.03889163
s05_n1,16,90.35296824,2.00077083,0.98598081,15.85387665,14.69961777,0.00473570,0.00510756,0.00037186,-0.02973788,0.03920928
s05_n1,17,89.21716324,0.62635667,0.99035101,16.48023333,15.68996878,0.00505476,0.00530935,0.00025460,-0.02941882,0.03952834
s05_n1,18,88.29847196,0.90279336,0.99462016,17.38302669,16.68458894,0.00537519,0.00560020,0.00022501,-0.02909839,0.03984877
s05_n1,19,85.58028383,0.33044275,0.99416130,17.71346944,17.67875024,0.00569547,0.00570666,0.00001119,-0.02877811,0.04016905
s05_n1,20,84.16871719,0.71280506,0.95613154,18.42627450,18.63488178,0.00600351,0.00593630,-0.00006721,-0.02847007,0.04047708
s05_n1,21,83.08422139,1.08242442,0.99746884,19.50869891,19.63235062,0.00632486,0.00628502,-0.00003984,-0.02814872,0.04079843
s05_n1,22,82.11715177,3.00337208,0.99676087,22.51207099,20.62911149,0.00664598,0.00725260,0.00060662,-0.02782760,0.04111956
s05_n1,23,79.99492864,1.53705675,0.95551928,24.04912774,21.58463078,0.00695381,0.00774779,0.00079397,-0.02751977,0.04142739
s05_n1,24,78.53352990,0.27932656,0.97400004,24.32845430,22.55863081,0.00726760,0.00783778,0.00057018,-0.02720598,0.04174118
s05_n1,25,77.62229367,0.00239977,0.95600502,24.33085407,23.51463583,0.00757559,0.00783855,0.00026296,-0.02689799,0.04204917
s05_n1,26,75.84928587,0.05947273,0.98729280,24.39032680,24.50192863,0.00789366,0.00785771,-0.00003595,-0.02657992,0.04236724
s05_n1,27,74.21797505,3.43202663,0.98338682,27.82235343,25.48531546,0.00821048,0.00896339,0.00075291,-0.02626310,0.04268405
s05_n1,28,73.75667170,1.23641375,0.99499675,29.05876718,26.48031221,0.00853103,0.00936172,0.00083069,-0.02594255,0.04300461
s05_n1,29,72.46993744,0.66302348,0.99349764,29.72179065,27.47380985,0.00885110,0.00957532,0.00072422,-0.02562248,0.04332468
s05_n1,30,72.04933367,0.03731090,0.98945179,29.75910156,28.46326163,0.00916987,0.00958734,0.00041747,-0.02530371,0.04364344
s05_n1,31,71.40398054,1.02717724,0.97969393,30.78627880,29.44295556,0.00948549,0.00991826,0.00043277,-0.02498809,0.04395907
s05_n1,32,69.94771858,0.05846494,0.98924151,30.84474374,30.43219708,0.00980419,0.00993710,0.00013291,-0.02466939,0.04427777
s05_n1,33,68.05169721,3.26001547,0.99666774,34.10475921,31.42886482,0.01012528,0.01098736,0.00086208,-0.02434830,0.04459886
s05_n1,34,67.60246423,0.00022621,0.96430280,34.10498542,32.39316762,0.01043594,0.01098743,0.00055149,-0.02403764,0.04490952
s05_n1,35,66.84096075,2.09616248,0.99273905,36.20114790,33.38590667,0.01075577,0.01166274,0.00090697,-0.02371781,0.04522935
s05_n1,36,65.73138265,0.43673337,0.98772705,36.63788127,34.37363372,0.01107398,0.01180344,0.00072946,-0.02339960,0.04554756
s05_n1,37,65.40682015,5.89008881,0.99080498,42.52797008,35.36443870,0.01139318,0.01370102,0.00230784,-0.02308040,0.04586676
s05_n1,38,64.79736570,0.66730050,0.99226319,43.19527058,36.35670190,0.01171285,0.01391600,0.00220315,-0.02276072,0.04618643
s05_n1,39,63.49782033,0.00062907,0.97939778,43.19589965,37.33609968,0.01202838,0.01391620,0.00188782,-0.02244520,0.04650196
s05_n1,40,62.69144254,0.77325349,0.98524900,43.96915314,38.32134867,0.01234580,0.01416532,0.00181952,-0.02212778,0.04681937
s05_n1,41,61.96248742,0.60300494,0.97905367,44.57215808,39.30040234,0.01266121,0.01435959,0.00169837,-0.02181237,0.04713479
s05_n1,42,60.95933104,0.05955288,0.99754965,44.63171096,40.29795199,0.01298259,0.01437877,0.00139619,-0.02149099,0.04745617
s05_n1,43,60.59466735,0.00999708,0.99107248,44.64170804,41.28902447,0.01330188,0.01438199,0.00108012,-0.02117170,0.04777546
s05_n1,44,59.54931202,2.08031693,0.99670936,46.72202497,42.28573384,0.01362298,0.01505220,0.00142922,-0.02085060,0.04809656
s05_n1,45,59.20330210,0.92867136,0.98464508,47.65069633,43.27037891,0.01394020,0.01535138,0.00141118,-0.02053338,0.04841378
s05_n1,46,58.48922832,1.45006293,0.98432621,49.10075926,44.25470512,0.01425731,0.01581854,0.00156123,-0.02021626,0.04873089
s05_n1,47,57.77069710,0.09953878,0.98689871,49.20029804,45.24160383,0.01457526,0.01585061,0.00127535,-0.01989832,0.04904884
s05_n1,48,57.71772008,0.99442665,0.96548104,50.19472470,46.20708487,0.01488630,0.01617098,0.00128468,-0.01958728,0.04935988
s05_n1,49,56.87874359,0.62544469,0.99641253,50.82016939,47.20349740,0.01520731,0.01637248,0.00116516,-0.01926627,0.04968089
s05_n1,50,56.69615517,0.04565905,0.97943430,50.86582843,48.18293171,0.01552285,0.01638719,0.00086434,-0.01895073,0.04999643
s05_n1,51,55.93100884,1.10008602,0.94317230,51.96591446,49.12610400,0.01582671,0.01674160,0.00091489,-0.01864687,0.05030029
s05_n1,52,55.06701106,1.44816027,0.99601063,53.41407472,50.12211463,0.01614759,0.01720814,0.00106055,-0.01832599,0.05062117
s05_n1,53,54.88529005,0.51443186,0.95529939,53.92850658,51.07741402,0.01645535,0.01737387,0.00091852,-0.01801823,0.05092893
s05_n1,54,53.93202409,0.32152022,0.99912983,54.25002681,52.07654385,0.01677724,0.01747746,0.00070022,-0.01769634,0.05125082
s05_n1,55,53.82779532,0.01209343,0.99698561,54.26212023,53.07352946,0.01709843,0.01748135,0.00038292,-0.01737515,0.05157201
s05_n1,56,53.27091238,1.42938037,0.97713024,55.69150060,54.05065970,0.01741323,0.01794185,0.00052862,-0.01706035,0.05188681
s05_n1,57,52.40241947,1.33429284,0.99099733,57.02579344,55.04165703,0.01773249,0.01837171,0.00063922,-0.01674109,0.05220607
s05_n1,58,51.96498544,0.06314861,0.98453577,57.08894205,56.02619280,0.01804968,0.01839206,0.00034238,-0.01642390,0.05252325
s05_n1,59,51.72057536,0.00521562,0.99540718,57.09415766,57.02159998,0.01837036,0.01839374,0.00002338,-0.01610322,0.05284394
s05_n1,60,51.45176900,0.07879770,0.96568123,57.17295537,57.98728121,0.01868147,0.01841912,-0.00026235,-0.01579211,0.05315505
s05_n1,61,50.36370080,0.00879091,0.98356337,57.18174628,58.97084457,0.01899834,0.01842195,-0.00057638,-0.01547524,0.05347192
s05_n1,62,50.15461682,0.00979150,0.93433337,57.19153778,59.90517794,0.01929935,0.01842511,-0.00087424,-0.01517423,0.05377293
s05_n1,63,49.80956824,0.58948673,0.97198078,57.78102451,60.87715872,0.01961249,0.01861502,-0.00099747,-0.01486109,0.05408607
s05_n1,64,49.11948007,0.32940451,0.94190874,58.11042902,61.81906747,0.01991594,0.01872114,-0.00119479,-0.01455764,0.05438952
s05_n1,65,48.95258244,0.01205881,0.99431563,58.12248783,62.81338310,0.02023627,0.01872503,-0.00151124,-0.01423731,0.05470985
s05_n1,66,48.49959775,0.00804303,0.99835274,58.13053086,63.81173584,0.02055790,0.01872762,-0.00183029,-0.01391567,0.05503148
s05_n1,67,48.42756724,2.26452828,0.99705789,60.39505914,64.80879373,0.02087912,0.01945717,-0.00142195,-0.01359446,0.05535270
s05_n1,68,48.05547403,1.84099409,0.99363907,62.23605323,65.80243280,0.02119924,0.02005027,-0.00114896,-0.01327434,0.05567282
s05_n1,69,47.77214289,0.62115378,0.96989708,62.85720701,66.77232988,0.02151170,0.02025039,-0.00126132,-0.01296187,0.05598528
s05_n1,70,47.38116226,0.21435881,0.98132877,63.07156582,67.75365865,0.02182785,0.02031945,-0.00150841,-0.01264573,0.05630143
s05_n1,71,46.92999484,0.04541462,0.96123370,63.11698044,68.71489235,0.02213753,0.02033408,-0.00180345,-0.01233605,0.05661111
s05_n1,72,46.71062967,0.02791234,0.99303838,63.14489278,69.70793074,0.02245745,0.02034307,-0.00211438,-0.01201613,0.05693103
s05_n1,73,46.18081821,0.00199527,0.99827762,63.14688805,70.70620835,0.02277906,0.02034371,-0.00243535,-0.01169452,0.05725264
s05_n1,74,45.68712777,0.34902296,0.98903537,63.49591101,71.69524372,0.02309769,0.02045616,-0.00264154,-0.01137588,0.05757127
s05_n1,75,45.42442492,0.87987723,0.99934028,64.37578823,72.69458400,0.02341965,0.02073962,-0.00268002,-0.01105393,0.05789323
s05_n1,76,45.24457984,1.40104169,0.99900282,65.77682992,73.69358682,0.02374149,0.02119099,-0.00255050,-0.01073209,0.05821507
s05_n1,77,45.02095201,1.32638766,0.99556044,67.10321757,74.68914726,0.02406223,0.02161830,-0.00244392,-0.01041135,0.05853580
s05_n1,78,44.68669737,2.90859435,0.99878403,70.01181192,75.68793130,0.02438400,0.02255535,-0.00182865,-0.01008958,0.05885758
s05_n1,79,44.20588884,0.76571505,0.96005508,70.77752697,76.64798637,0.02469329,0.02280204,-0.00189126,-0.00978028,0.05916687
