start_index,objective_per_observation,variance,range_lat,range_lon,range_time,advec_lat,advec_lon,iterations,evaluations,converged,message
2,2.80901673371,9.8373455226,0.187235727701,0.284565556955,7.0842283055,0.125042906398,-0.281755970622,41,276,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
6,2.80933613634,9.83137644052,0.196410504519,0.269446256229,6.82528152893,0.0244092978965,-0.13527695798,33,258,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
0,2.80933613634,9.83137678377,0.196410191966,0.269446516208,6.82529222715,0.0244094272986,-0.135276771058,29,240,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
7,2.80933613634,9.83137193462,0.196410302983,0.269446302209,6.82525302462,0.0244094132691,-0.135276921399,33,234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
5,2.80933613634,9.83137790931,0.196409735157,0.269447032689,6.82527954487,0.024409705659,-0.135276600183,30,252,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1,2.80933613634,9.83138176544,0.196410381567,0.269446474719,6.82534756349,0.0244094878643,-0.135276248626,36,258,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
4,2.80933613634,9.83137866106,0.196412295904,0.269445106255,6.82517004009,0.0244088690638,-0.135278065083,31,234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
3,2.80933613636,9.83139380759,0.196413840486,0.269441613155,6.82532506911,0.0244085341447,-0.13527830007,31,210,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
