rank_by_g,eigenvalue,log2_eigenvalue,g_score,cumulative_g,cumulative_g_fraction,variance_direction
1,1.54368593708,0.626379266142,0.0547564573979,0.0547564573979,0.0263245584879,true_gt_null
2,1.48163392766,0.567189040091,0.0442442218364,0.0990006792343,0.0475952845508,true_gt_null
3,1.46207447542,0.54801680143,0.0411090873052,0.14010976654,0.0673587722668,true_gt_null
4,1.44283032013,0.528901645848,0.0381118177605,0.1782215843,0.0856813012139,true_gt_null
5,1.36657267994,0.450562190341,0.0271333840192,0.205354968319,0.0987258696271,true_gt_null
6,1.32767107771,0.408897772191,0.0221223698912,0.22747733821,0.109361357162,true_gt_null
7,1.32518267207,0.406191244146,0.0218161782105,0.249293516421,0.119849640856,true_gt_null
8,1.30382905335,0.382754728421,0.0192618462474,0.268555362668,0.129109911192,true_gt_null
9,1.30338250806,0.382260538621,0.0192098467363,0.287765209405,0.13834518239,true_gt_null
10,1.29844829668,0.376788568033,0.0186391815401,0.306404390945,0.147306102215,true_gt_null
11,1.27693011416,0.352679569114,0.0162356325922,0.322640023537,0.155111498694,true_gt_null
12,0.770115236948,-0.37685375384,0.015665176953,0.33830520049,0.162642644544,true_lt_null
13,0.776860551967,-0.364272439678,0.014677483243,0.352982683733,0.16969894958,true_lt_null
14,0.779840497541,-0.358749018269,0.0142531840413,0.367235867774,0.17655126974,true_lt_null
15,1.25224199326,0.324513387146,0.0136532269542,0.380889094728,0.183115156241,true_gt_null
16,1.25108817248,0.323183469371,0.0135372309399,0.394426325668,0.189623276827,true_gt_null
17,1.24474869935,0.315854507923,0.0129075188598,0.407333844528,0.195828658828,true_gt_null
18,1.24361700306,0.314542246835,0.0127964657501,0.420130310278,0.201980651252,true_gt_null
19,0.794479099089,-0.331918828791,0.0122738497199,0.432404159998,0.207881392282,true_lt_null
20,0.796902346285,-0.327525150047,0.0119627403012,0.444366900299,0.213632565234,true_lt_null
21,1.23486768898,0.304356471223,0.0119519295345,0.456318829834,0.219378540832,true_gt_null
22,0.802078368289,-0.318184890604,0.0113136640538,0.467632493888,0.224817665737,true_lt_null
23,0.8031955105,-0.31617688959,0.0111763150386,0.478808808926,0.23019075912,true_lt_null
24,1.22641658518,0.294449112214,0.0111600066142,0.489968815541,0.235556012111,true_gt_null
25,0.809374408258,-0.305120861971,0.0104340367312,0.500402852272,0.240572249889,true_lt_null
26,1.21505091736,0.281016772004,0.0101324670765,0.510535319348,0.245443505899,true_gt_null
27,0.813487951975,-0.297807115622,0.00995605725921,0.520491376607,0.250229951627,true_lt_null
28,1.21271804476,0.278244164873,0.0099269431838,0.530418319791,0.255002400556,true_gt_null
29,0.8164766405,-0.292516484197,0.0096168083944,0.540035128186,0.259625749967,true_lt_null
30,1.20892346046,0.273722907363,0.00959659948559,0.549631727671,0.2642393838,true_gt_null
31,0.818384794362,-0.289148754914,0.00940371929668,0.559035446968,0.268760289103,true_lt_null
32,0.819485758667,-0.287209217044,0.00928200884596,0.568317455814,0.273222681237,true_lt_null
33,0.820303523736,-0.285770269102,0.00919219002564,0.57750964584,0.27764189233,true_lt_null
34,0.82267087262,-0.281612730352,0.00893497133651,0.586444617176,0.281937443699,true_lt_null
35,0.823234159175,-0.280625248406,0.00887437945088,0.595318996627,0.286203865086,true_lt_null
36,1.1998582439,0.262863970082,0.00882741208366,0.604146408711,0.290447706575,true_gt_null
37,1.19944490998,0.262366896757,0.00879301761205,0.612939426323,0.294675012675,true_gt_null
38,0.824179865554,-0.27896887541,0.0087731775039,0.621712603827,0.298892780502,true_lt_null
39,1.19688778042,0.259287892285,0.00858155446649,0.630294158293,0.303018424184,true_gt_null
40,0.826299207792,-0.275263810296,0.00854877090444,0.638842929197,0.307128306933,true_lt_null
41,1.19454926561,0.256466354663,0.0083901674842,0.647233096682,0.311161939954,true_gt_null
42,0.828025424548,-0.272253028483,0.0083684218202,0.655601518502,0.315185118591,true_lt_null
43,0.829365993942,-0.269919200498,0.00822986337291,0.663831381875,0.319141684264,true_lt_null
44,0.829500763713,-0.26968478543,0.0082160061871,0.672047388062,0.323091587996,true_lt_null
45,1.19115465417,0.252360738412,0.00811575992989,0.680163147992,0.326993297622,true_gt_null
46,0.831625653034,-0.265993833403,0.00799926435187,0.688162412344,0.330839001166,true_lt_null
47,0.834443902416,-0.261113030832,0.00771683177225,0.695879244116,0.334548923228,true_lt_null
48,0.834741680548,-0.260598285147,0.00768732357782,0.703566567694,0.338244659015,true_lt_null
49,0.835631166042,-0.259061794135,0.00759955911848,0.711166126812,0.34189820141,true_lt_null
50,1.18133912625,0.240423177719,0.00734523923876,0.718511366051,0.345429477704,true_gt_null
51,0.838471034679,-0.254167148721,0.00732313860282,0.725834504654,0.348950128959,true_lt_null
52,1.18096106222,0.239961398033,0.00731624786272,0.733150752516,0.352467467441,true_gt_null
53,0.83868923406,-0.253791758041,0.00730213779768,0.740452890314,0.355978022409,true_lt_null
54,0.839829480864,-0.251831662336,0.00719294379368,0.747645834108,0.359436081579,true_lt_null
55,0.839931114266,-0.251657082689,0.00718325579987,0.754829089908,0.362889483176,true_lt_null
56,0.839980080665,-0.251572978743,0.00717859079253,0.7620076807,0.366340642038,true_lt_null
57,0.841606608378,-0.248782062028,0.00702459662364,0.769032277324,0.369717767101,true_lt_null
58,0.8427328492,-0.246852733254,0.00691906263436,0.775951339958,0.373044155945,true_lt_null
59,1.17496932944,0.232623098205,0.00686364239467,0.782814982353,0.376343901112,true_gt_null
60,0.843368545713,-0.245764879044,0.00685988935171,0.789674871705,0.379641841976,true_lt_null
