date,time_index,anchor_rank,anchor_row,anchor_column,row_shift,column_shift,grid_row,grid_column,grid_latitude,grid_longitude,source_latitude,source_longitude,response,true_mean,true_residual
2023-07-04,0,84,74,25,0,0,74,25,-1.256,129.425,-1.2504156,129.43315,262.05560156,259.2495844,2.80601716042
2023-07-04,0,85,26,76,0,0,26,76,0.856,126.212,0.85946995,126.227516,264.197621882,261.35946995,2.83815193176
2023-07-04,0,86,28,78,0,0,28,78,0.768,126.086,0.77304494,126.10234,265.855030414,261.27304494,4.58198547363
2023-07-04,0,87,43,39,0,0,43,39,0.108,128.543,0.117562324,128.51778,259.660768777,260.617562324,-0.956793546677
2023-07-04,0,88,45,41,0,0,45,41,0.02,128.417,0.0096122455,128.3923,255.806689424,260.509612246,-4.70292282104
2023-07-04,0,89,67,36,0,0,67,36,-0.948,128.732,-0.9454363,128.75392,254.029860197,259.5545637,-5.52470350266
2023-07-04,0,90,69,38,0,0,69,38,-1.036,128.606,-1.0320597,128.62863,257.968455999,259.4679403,-1.49948430061
2023-07-04,0,91,25,112,0,0,25,112,0.9,123.944,0.90806746,123.92616,262.441823597,261.40806746,1.03375613689
2023-07-04,0,92,27,114,0,0,27,114,0.812,123.818,0.8215161,123.80076,257.155921999,261.3215161,-4.16559410095
2023-07-04,0,93,79,90,0,0,79,90,-1.476,125.33,-1.4808103,125.33034,259.206276565,259.0191897,0.187086865306
2023-07-04,0,94,81,92,0,0,81,92,-1.564,125.204,-1.5674855,125.20485,259.872432958,258.9325145,0.939918458462
2023-07-04,0,95,111,68,0,0,111,68,-2.884,126.716,-2.8945048,126.74014,259.753060803,257.6054952,2.14756560326
2023-07-04,0,96,113,70,0,0,113,70,-2.972,126.59,-2.9812531,126.61457,257.200469213,257.5187469,-0.318277686834
2023-07-04,0,97,13,95,0,0,13,95,1.428,125.015,1.4265375,124.98899,259.624034629,261.9265375,-2.30250287056
2023-07-04,0,98,15,97,0,0,15,97,1.34,124.889,1.3405591,124.8639,265.107130622,261.8405591,3.26657152176
2023-07-04,0,99,50,16,0,0,50,16,-0.2,129.992,-0.1894879,130.00433,257.595634971,260.3105121,-2.7148771286
2023-07-04,0,100,52,18,0,0,52,18,-0.288,129.866,-0.2975505,129.87885,260.994023501,260.2024495,0.791574001312
2023-07-04,1,1,57,64,-2,3,55,67,-0.42,126.779,-0.42211702,126.76753,254.652031635,260.07788298,-5.42585134506
2023-07-04,1,2,59,66,-2,3,57,69,-0.508,126.653,-0.50846446,126.64239,254.159857149,259.99153554,-5.8316783905
2023-07-04,1,3,14,133,-2,3,12,136,1.472,122.432,1.4736798,122.426094,256.746307154,261.9736798,-5.22737264633
2023-07-04,1,4,16,135,-2,3,14,138,1.384,122.306,1.3871812,122.30041,264.014210381,261.8871812,2.12702918053
2023-07-04,1,5,111,10,-2,3,109,13,-2.796,130.181,-2.794545,130.15573,257.501348654,257.705455,-0.204106345773
2023-07-04,1,6,113,12,-2,3,111,15,-2.884,130.055,-2.8810833,130.03036,259.328589747,257.6189167,1.70967304707
2023-07-04,1,7,17,1,-2,3,15,4,1.34,130.748,1.3485827,130.76341,256.937671617,261.8485827,-4.91091108322
2023-07-04,1,8,19,3,-2,3,17,6,1.252,130.622,1.2614908,130.63803,261.141295232,261.7614908,-0.620195567608
2023-07-04,1,9,109,107,-2,3,107,110,-2.708,124.07,-2.7182336,124.061646,256.13524364,257.7817664,-1.64652276039
