date,mode,training_eigenvalue,training_g_score,heldout_null_variance,heldout_true_variance,projection,squared_projection
2024-07-19,1,1.54368593708,0.0547564573979,1,1.57353886964,-0.126345231328,0.0159631174794
2024-07-19,2,1.48163392766,0.0442442218364,1,1.47633135128,0.88177348091,0.777524471636
2024-07-19,3,1.46207447542,0.0411090873052,1,1.46240833532,0.786493783009,0.618572470712
2024-07-19,4,1.44283032013,0.0381118177605,1,1.45173075039,-1.29220739489,1.66979995142
2024-07-19,5,1.36657267994,0.0271333840192,1,1.33271980993,-0.053888995601,0.00290402384689
2024-07-19,6,1.32767107771,0.0221223698912,1,1.31281443405,-0.00392849229427,1.54330517061e-05
2024-07-19,7,1.32518267207,0.0218161782105,1,1.32372146495,0.221759456215,0.0491772564206
2024-07-19,8,1.30382905335,0.0192618462474,1,1.28305480022,1.26045141644,1.58873777322
2024-07-19,9,1.30338250806,0.0192098467363,1,1.28534621003,-0.665040740819,0.442279186949
2024-07-19,10,1.29844829668,0.0186391815401,1,1.29018894008,-1.88303804261,3.54583226993
2024-07-19,11,1.27693011416,0.0162356325922,1,1.26109458764,0.0560943930306,0.00314658092947
2024-07-19,12,0.770115236948,0.015665176953,1,0.785166323712,0.841621192957,0.708326232435
2025-07-06,1,1.54368593708,0.0547564573979,1,1.49637412427,-2.57627501926,6.63719297484
2025-07-06,2,1.48163392766,0.0442442218364,1,1.50428698881,-1.42314940405,2.02535422624
2025-07-06,3,1.46207447542,0.0411090873052,1,1.45522969478,-0.00343262470841,1.17829123888e-05
2025-07-06,4,1.44283032013,0.0381118177605,1,1.46307739899,1.74352429949,3.03987698291
2025-07-06,5,1.36657267994,0.0271333840192,1,1.32566797211,0.531175508803,0.282147421152
2025-07-06,6,1.32767107771,0.0221223698912,1,1.31076866533,-0.041061232744,0.00168602483446
2025-07-06,7,1.32518267207,0.0218161782105,1,1.32536143975,-0.570926528935,0.325957101442
2025-07-06,8,1.30382905335,0.0192618462474,1,1.28567832009,-0.266221823179,0.0708740591369
2025-07-06,9,1.30338250806,0.0192098467363,1,1.28419036078,0.726888657862,0.528367120928
2025-07-06,10,1.29844829668,0.0186391815401,1,1.30544187875,3.24504028663,10.5302864619
2025-07-06,11,1.27693011416,0.0162356325922,1,1.25777143668,-0.633959419283,0.401904545298
2025-07-06,12,0.770115236948,0.015665176953,1,0.787801436228,-1.7550582028,3.08022929523
